audit_case_key	corpus_snapshot_key	normalization_pipeline_key	normalized_expression_identity_sha256	representative_expression_identity_sha256	representative_observation_expression_identity_sha256	occurrence_count	document_count	primary_stratum_code	stratum_codes_json	audit_split_code	selection_ordinal	split_ordinal	selection_sha256	tuning_eligible
audit_case.round2b.sha256_06c60acdcc9ac1c1dff85c06caf66ffd66ccfdd680f11a4ec5a089ec1a65bca0	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	b4a6f064158151a94baed48466e4b35d970dd8d222de07c007a5d8549547923d	5a38a2726e3bee4a29d8e3ea2778615a80a3e5085fe4397b653d89034f97ea80	6584ed46d945edd59d7040f31feb6527b65e508c629222157960628ae96e207f	1	1	hard_negative	"[""hard_negative""]"	development	46	18	06c60acdcc9ac1c1dff85c06caf66ffd66ccfdd680f11a4ec5a089ec1a65bca0	true
audit_case.round2b.sha256_06c7c224d05da75ed597c214fcade0d384beb8d84a5109bb546c0de770383349	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	fd89c56227662ef3cc90ac8bb48d466d5e5a5fedef0149e601598e625665830c	9023307cd8f24c832407a4ee5e5f686ea634b667ae1c00c7484b848f14d2fcad	95aee08a7b00e3e198bc08a53e82cad3219409e9f96b0d52b4f4b283875bd7d4	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	47	29	06c7c224d05da75ed597c214fcade0d384beb8d84a5109bb546c0de770383349	false
audit_case.round2b.sha256_06d94953f34a8222b457fea02d78beb6167d9684d5a6bceb0a9d22dcc1751cbb	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c8942b6a110613374e7d329022ea4feb1de3679f142cfda40b0f70ec61dc7022	261f7ecb7945e59a9d5c98b0bd42566eff5f718e4581e2f9f86b1abdfcd1e3bf	582f8631a9dabcceceb0898167839360498edd6754b4ca74ab1805ba77da6318	1	1	hard_negative	"[""hard_negative""]"	held_out	48	30	06d94953f34a8222b457fea02d78beb6167d9684d5a6bceb0a9d22dcc1751cbb	false
audit_case.round2b.sha256_070895b9ffdd4e5a08cf6408becc9b1610c9a2b385f7141610cf6dc29e129e1d	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	3d4e081290def74a4765a814181c6d9ed90dc9e2246c8e89c310c74e80c0ecad	32334c83fc834c3f18583ed73732433db2057e1e28e49e9621156d8ffec49c20	a6e756376d3a2e4197cdea1461bee6afe6c7d23f7ff6a122910370c28ec554df	1	1	hard_negative	"[""hard_negative""]"	development	49	19	070895b9ffdd4e5a08cf6408becc9b1610c9a2b385f7141610cf6dc29e129e1d	true
audit_case.round2b.sha256_075e558c0251bfdf7a0f347e2f8f8cd55cec7fd6b9d3429c59f3159b9ea68c84	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	6560901127f8ffb0dd34c1e6a7e6291d4a2c2b479871d99b5b74a21f802b443d	d568b1087ec47c314a4a9be6167860e96b29140fbe5379af6fb15db21e881136	08f448d062d663b37f195a0318db1a84f17511af49e57d02c7567568f7474b2e	7	7	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	50	31	075e558c0251bfdf7a0f347e2f8f8cd55cec7fd6b9d3429c59f3159b9ea68c84	false
audit_case.round2b.sha256_075fd96eb804e4e58aff8b1813c069a9856252928b505d8de1ef7fe6eb7fd3e5	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c241ece5085aa8c48dbf78ab11b93bf7c1f01c2d728a966978fb538ed433f470	fba9400d390b688d888b1bd285428e39dcf178a5dbd25e9664152f59e5a78a9e	ebc82c86733875568752a1ccdd671e812293c10e703ec4a7a1bad3edec575f3a	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	51	32	075fd96eb804e4e58aff8b1813c069a9856252928b505d8de1ef7fe6eb7fd3e5	false
audit_case.round2b.sha256_07a421aef0959ccc9f5ed2a24a7af297cc570da5c0a063e564e8ea07beddf967	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	717c35bb7f15413b04c22cc56bda6c9919687ce951ba0900898259f3c8e406b3	090295c610027e9b939c221063bd7172495211582b5ad2bc9ed40d1de60a7b54	7adab807c5b3d26461781299b5fd94ae729ccdf4040435a935278815b10e60cb	2	2	variant	"[""variant"",""graph_reference""]"	held_out	52	33	07a421aef0959ccc9f5ed2a24a7af297cc570da5c0a063e564e8ea07beddf967	false
audit_case.round2b.sha256_07db496f41fef82a95b6f5aad7c08911dfb6cbf77cfe95e4b6d2d22fd4ac5737	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	7800d28b3686938901c6611b85362a1220eb3e34ff8fb284e718910a58591b02	f193a562ed48656ae63f4f1e743fd19e72db7476cf6345f8823cd7e5550b81e7	a8fe1be96e8ed39c2cac06fabec6708e3be0d7112a7b8465ba90fdbd433e37c5	1	1	unresolved	"[""unresolved""]"	held_out	53	34	07db496f41fef82a95b6f5aad7c08911dfb6cbf77cfe95e4b6d2d22fd4ac5737	false
audit_case.round2b.sha256_0834d088ad5163879646bd60f01e1bd87c0f708bdebe2ce22a8c8beef0baee60	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	fdbe7e1e630527f8143aed602d58407be1d9f114cecefbeb925674a1734f14b2	fd2ce044b6160f6ec063f61774b9b48787c76b73218c719ce9f78e6937908acc	89b89dea1394c263b8a1fb9bc9398362959dcdbebed7db581c2976f4c199ccbe	2	2	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	development	54	20	0834d088ad5163879646bd60f01e1bd87c0f708bdebe2ce22a8c8beef0baee60	true
audit_case.round2b.sha256_0854e17224f518e6d31be2323c51ab034988027a03b7104f4f0835e61545438e	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	68ef1266d4526f2ac162168f30ebc9941132a30862ba0602e17ed87b77d68acd	d63afa27aa65c31a86ec8a942a58c0c3b5b0fb709f29625dfeb3df155791e424	02800d949bc2dddda57111e5f8c549fc8d1fce101f93b47bb72c7f65a1d0b652	1	1	hard_negative	"[""hard_negative""]"	held_out	55	35	0854e17224f518e6d31be2323c51ab034988027a03b7104f4f0835e61545438e	false
audit_case.round2b.sha256_08628b11b18f9517906bbadc1d9388acb6d162e23d85d696074310b9941fd974	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d7eff7b0e744d70e179f0739329d2f76e748a20aa08de634d584732aae6a343e	feb1433cc326b87e2e72b9ba1738a59f5ae0bb667fdc1a1794516172b71daa57	e91591d078e692aa19bcf680d2e4d911d9f400673b2d7b44b56929f8fa0ceb2f	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	56	36	08628b11b18f9517906bbadc1d9388acb6d162e23d85d696074310b9941fd974	false
audit_case.round2b.sha256_0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	378759e32a9bfec9ff989d80921bd99f246dcc68c47b6b48882627990a99450a	a5a7d6adcfc180838f5b016a1e5a82462f0b87e6a6f5cc93655d3e2a27c62d8c	72955b13c8222575b0279855971f1350342f6450b92e40ff403f4fc87c611b7d	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	57	37	0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	false
audit_case.round2b.sha256_088525a98a97f5142f2f759caaf443aed2ec2341adcea8b46f37b99f939a3ef0	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	31189530397f43639701f0028670a6a8d0155f4542e0c9cf3f9f697f44624907	c16d29abdd0edb293d9baaa8e530a03146c0f31cd0eb918cee6e0debd41a44db	dcb5ca39714d6e8f9b3e7737f81c2e38bb01d0d51d3d5b9180009e0cb4a6304d	1	1	hard_negative	"[""hard_negative""]"	development	58	21	088525a98a97f5142f2f759caaf443aed2ec2341adcea8b46f37b99f939a3ef0	true
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	0aa0560234463d732b8fb1f382efaf95f04786bd2a6a7795023b8d382e631f5f	6c2db0fecf3afdcdeee5d4df73eb4b7faeaf9828dea547add9b5f6472a681c00	0e2049217bc4ca03ce3056d831b4deea5b2e506e27a331eebd336a44ce145ad4	12	12	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	59	38	08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	false
audit_case.round2b.sha256_08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	cab52243a885c2044e09836c7112cb68d504a1ff3e7fe228cd8c601df2e1776e	b23c823116288fdd7f8c638fb31a335dcffbeb6b3f8d7b0e07c8ed996e316fe2	58d779fc8b8fc88cbfcd82d831fce80870f5d00da1c604df576a2e5c841a7aef	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	60	39	08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	false
audit_case.round2b.sha256_08ef82429d67bfb4114a8943160e05ab497f2716236e4a03d137852fbd31eea8	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	796737060988eca97e362243be17c2d208315c1daade30243c2f1c518ff1fcc0	a43c65797102417598847bb28fa973f93f19eecc6c9e63f02635dad086371c02	0df532174a6e62fec854278df5a3c5595f13cf35fc431d94a05e71009192a83f	2	2	unresolved	"[""unresolved""]"	held_out	61	40	08ef82429d67bfb4114a8943160e05ab497f2716236e4a03d137852fbd31eea8	false
audit_case.round2b.sha256_09375e96b9e7690246d70a219f99a4e5419b8c9f8429af75e196e889996369d3	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c365e3144c0c368c11dec0f3745757d899568733f345728c6b7b6e16f3d91e96	8de2bd0988001c844f8fa4bdbc5db190702f94bad82f2ebb333019a92968bf10	46ac481747af98d4b82d1560b653ff2ed3c0621066ba8fa7403261ec086b1167	4	4	unresolved	"[""unresolved""]"	held_out	62	41	09375e96b9e7690246d70a219f99a4e5419b8c9f8429af75e196e889996369d3	false
audit_case.round2b.sha256_093ab612d862301f5de8eee4490a86cca5ed6ae1ec29fb44fef01c908c7ed140	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c27197c722b9f596cdcbaf2a95fe61f147b8d723be2c993a700bd38d47a15fce	5427e3015836339a885c86d1a48563ec2b1d723dce35bcf5e06716736663d0fa	2c30a2d991f993a964f6652906134394518fae0d042fd9fabaa1bd06be389b4b	1	1	unresolved	"[""unresolved""]"	held_out	63	42	093ab612d862301f5de8eee4490a86cca5ed6ae1ec29fb44fef01c908c7ed140	false
audit_case.round2b.sha256_094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	aca03ee220ff99cec6044ff86f8bd8f14dbeeca65665bb20aaf9ff9a9ff0eb83	6078bf1efd3fe37b9d3c17be81308e8e114d9b849f1fceb9cd0c111634b00468	637dd63a83b08b48ccb87ffcde45e6f4d9eb3057363692ce481eb394c4efafe3	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	64	43	094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	false
audit_case.round2b.sha256_0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	f6afd483f744992d71687abccd3c2ac103f43cb24fbb0c90969baf6817404919	d2c48842cbc438a2790133620510ffd07235352a1f3142f3dc24ce08f306fc98	01aeec6c190250b1a1ce19f95b713ea1be56a3d2b97293bd90f14f7579f7f8a7	11	11	graph_reference	"[""exact"",""graph_reference""]"	held_out	65	44	0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	false
audit_case.round2b.sha256_094faf895f478ba8981c8b6d83845cdd39e68eeb1fe1d07e02e419627be7a9ec	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c97a4607250ca576433875132b66ad734e26f200082d1bf63cf1b43b10985326	6b30a404343180c37b41b3af94378cf34fc62eeac16454ccb84f6bb18b477254	b03cc7e49c9088a3579996558d9bf95b91696a78d1da547a81e42efe025447a2	1	1	hard_negative	"[""hard_negative""]"	held_out	66	45	094faf895f478ba8981c8b6d83845cdd39e68eeb1fe1d07e02e419627be7a9ec	false
audit_case.round2b.sha256_0956a97b669316d8b1cd02fdbf80865ae3b95f583e39a41dc0a5eb020e16f9bd	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	b01e8dc06c34e0ae724c5b111144b08d1ec711ad3fdea02cc3d42045e017d079	a83a52690e60ebe68647d20f037c4b26d14b5c8c1f7ed242f82e9e93100e9251	08bb9f457aaae2bde2258e4da417f258bb06d40ebfe505595cf23eea33d3cc1e	13	13	hard_negative	"[""hard_negative""]"	held_out	67	46	0956a97b669316d8b1cd02fdbf80865ae3b95f583e39a41dc0a5eb020e16f9bd	false
audit_case.round2b.sha256_09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	9ae980275f90e8ec7c8f9d3a0870f2809ff61c2393c544e9cf0c41e448f79eca	11239a95e824b6ad987bf4bc7d9eaa70c7c709679fed0e7b629c424725ac870c	5ad677313d26d6cfa91e7a7e62fd81d66f09e1fe2eba5d9df99a9c9dcbd1c480	3	3	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	68	47	09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	false
audit_case.round2b.sha256_09d6d6696bb9c8d8e9be4906db68807dbc2acca2111c42e53afd0b246a5e1874	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	947dcc79e9fbb4130c2134b8c4d1965f0979ff1ff0e55d2d8bf7783db930889b	de5809bc1ea534aec05f1025651ed8f95d8cb9c92f826f12e559bf80ed1ae4bc	e5386041d7c653406764f9488a5e72009377cfd2f80bfc5d88543a3c96bbc793	1	1	hard_negative	"[""hard_negative""]"	held_out	69	48	09d6d6696bb9c8d8e9be4906db68807dbc2acca2111c42e53afd0b246a5e1874	false
audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	95cfb2eb10394fbbfdecb81e627bcab30ad24b5ff37295c2ccf15b17333347ab	82c912ad0f20b10c0df6055a0ee21be0a2147d969b39adc519d14511e4e82df1	6f21d591919f3d742fcfb31352f646c8ab98735e34186f911383c81ae07f9e68	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	70	49	09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	false
audit_case.round2b.sha256_0a2fd27dcae7011074bd95c04e3b9600317f1e5d5edbb0e0eafdc9bed1e68709	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	2b5c705767a6447726f40f4e09f19747619b19f8b6741848f12a9a6cdb4277e3	1d4b7cb8bc8e5834f61155f0fd1597b83f1a903a47665f40396070da7311ace5	abe3ade9a03b786c88b4654d3abe3af86cd1d3bac4b27c215494e97e1c1b6a74	2	2	hard_negative	"[""hard_negative""]"	development	71	22	0a2fd27dcae7011074bd95c04e3b9600317f1e5d5edbb0e0eafdc9bed1e68709	true
audit_case.round2b.sha256_0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	f4399cd5500c631764d349a104b2d59d2e6f2aa9c0b97a542156339d83fa4a50	4290edb2d84c8a7811ede2d25e321c8a8101122ed0a165b612cb2b7127076dbe	203aefa4c466f40e88f799775b7ae444e55e98cf362c29f9454ad050bfff647a	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	72	50	0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	false
audit_case.round2b.sha256_0a623267bcd0abb95df2c8a2e75285013b44090a51e757240dc1eb0474748aff	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d379350ae8d12ba9f54ae4ac9245d99f96129ca542dbed88640aacbcf918626d	967fe03f83fdc183452de8b872290d6626470445c6b4c08f6e202c92eb251af9	1503d59303cc69f193a56cd6c6b9434cb1aae289cd27f97e82d3c2c410f87bd3	1	1	hard_negative	"[""hard_negative""]"	development	73	23	0a623267bcd0abb95df2c8a2e75285013b44090a51e757240dc1eb0474748aff	true
audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	c751702da82e0b89fb8b7ff6ee69c5844821c6c6b833bf6645c6e166eb0c81e0	ecc40d2065f0b050f2663849dcc14728e69fbcb4fb61721c12750d727af4072a	5aa87d53ef4a6064c70b276a0ae5117f510abbcc760cfca50614eadfde88a0ea	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	development	74	24	0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	true
audit_case.round2b.sha256_0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	70a060cc87bdddfc94981fe803ae230109d5d467250c1f0be6fdc9d1ff707309	8abedb8c0c144289e311058df0329032562c2f18fe6d5d8ad67d3553db415ddc	3a7689e99262cf22a717db0e6cba919f8ae37eb6f2b358eec5ff1e7a70de10f2	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	development	75	25	0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	true
audit_case.round2b.sha256_0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	e1109646c716ea22ffa828a6e15a5de1fb64faa4211965fd466005d1848bbc0b	c3f07af68812bb2ec049332cf7b8bea617479af38fc0b13a1b2cacce3d5739cd	d3750618fc2b631e8c3c3c332a587ddb25a91c33e2760b993ad54ac6210c717d	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	76	51	0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	false
audit_case.round2b.sha256_0a8ca715a3c34b479bf44d019c67f8c73feaecb3385e0360261a5bafeda287c3	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	2161b2c244a4f78fac276a569cc74b4e00fe8c7d3e134dbc516cb9ddd021da48	7a8f37d0b92c4a1e1203380d24a88f28c05a7008426da116cf0b44b8f7616b7a	ca6132ada574b7d355463a60ae4bbf994e9e6f1ff7b3f30cec700e550253c888	1	1	unresolved	"[""unresolved""]"	held_out	77	52	0a8ca715a3c34b479bf44d019c67f8c73feaecb3385e0360261a5bafeda287c3	false
audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	bed37596d5ba1372685099cac23f4ab6915d89eb97cb956733a7c77359e28b2b	d19a38c925567082fa14c3acbdfc0a03268b6e64b88d1b8855f16ed228bdba75	409175e3512f500db574728f7413ce050d922aa521208abf5b4d7270d74637cb	2	2	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	78	53	0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	false
audit_case.round2b.sha256_0a9d6c706b3d3281300c14f48bc3fcf96b87b5316689f4662a7016688ae9b084	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	8e01593f18bb56a23c4ac31c85b3e0681788a1871a1b4732220fd95ef03602a1	bd5079628ced3a4abe38197f377c7228267ef96b8c9f4b756d9fa5cc02358168	5762859d9dde20be39eb3e472c0479f760c4f80d0ca4be52ddca06ba43bc8f07	1	1	hard_negative	"[""hard_negative""]"	held_out	79	54	0a9d6c706b3d3281300c14f48bc3fcf96b87b5316689f4662a7016688ae9b084	false
audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	11bcd7a455fc89c61eb73866ab3a979d491452489112eb9358c5f8397bc49a68	3f8230ff3c98fcdaf9f20fd95b0cb3741854d51d78f86b1df42ec3392e6a67a8	d8e0e4b86d8f4aa22657f92637f00bb570473a9280cf0d2abe23f36b86657afa	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	80	55	0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	false
audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	8e00759a0b3907044f76d918757a90188dbb6615444651885863ccebbdbba9a5	db66a4dad9b21ec4412fe94997fc48dd554096c1375726d1d7ce9c4c93ae3568	9f50ead13e83ac8ee533791da893a7f4472d029626a4e61f202b80d146472794	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	81	56	0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	false
audit_case.round2b.sha256_0ad78462b7cb5f77ea6bff352ea1ab9fa9fef129d1d34acce44af863fdee2c62	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	fe54951492b10c1e1f18ee9eead64677832d242e960017fa458564aa2a814aa6	e5bda59c1e5923627cc85be4e32e13e75c27c61ac6f1b9183d6a95b59c6fe9ff	7f12bacff657588e66cca82bcfcd01f4a2a371e195c9b7b7595e7f62606a66b0	1	1	unresolved	"[""unresolved""]"	held_out	82	57	0ad78462b7cb5f77ea6bff352ea1ab9fa9fef129d1d34acce44af863fdee2c62	false
audit_case.round2b.sha256_0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	fded0896dde74ce6f7aac9d1f3696c7a7f0887839120a6d273059948875d2382	8e39644183960dacdbbc768067fe171e21051f5af62bddf6d4352846817bd6ba	d51820e74fadb133df5d970e3a6a135e58195ac07afcf74cf7de43544a744a17	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	development	83	26	0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	true
audit_case.round2b.sha256_0afc572f8aee5adf04ac997c101a1676d2bc6062c7ee50dac492cf78da5124cf	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d8f3fc1db42c5e6eec3f62e6556e1c34c804b77d86bb11e0e3f0a3aedf072894	8a9ec57a444990261a06b7c16ed9cfc00a990ceef5ae8dd9eb40e5c66561ffc3	fcac68b4c1107f540da958ac2535771fc7a3c1e5d81f16e92eb98c256ffd6723	1	1	hard_negative	"[""hard_negative""]"	held_out	84	58	0afc572f8aee5adf04ac997c101a1676d2bc6062c7ee50dac492cf78da5124cf	false
audit_case.round2b.sha256_0affd9a549e18e25657e9b6a81a36933cab7ffb252f2523524dbcfc78800e1a6	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	154f558234f64e0f7532caf357eb46fef37b516569889ce2478efabdaea0444c	484b3e3f66e0c03e7a1b14e3375c69784b54f225577a2a6e33d1074adad41ebc	3f2ac768580cdf54c6820a09586345194ec9f9784454cbb5c1ed15fdc4f20d59	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	85	59	0affd9a549e18e25657e9b6a81a36933cab7ffb252f2523524dbcfc78800e1a6	false
audit_case.round2b.sha256_0b48d5f5e726c404e072c42261f3d65bfea2797df731ab89a43e7414dce9d007	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	72000def499894a54e27f790fed23fe43fbd0ac192ead05e09b7adf23821141e	c9698d6f7536eb21013ea3ee87e5eaf65fd37b6957a4c44b81ea4d54867f14da	fb15055dd6712fb3bbc7cea1c8f7aa31ea5545ef42a894f4115603d07ae4ff49	1	1	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	86	60	0b48d5f5e726c404e072c42261f3d65bfea2797df731ab89a43e7414dce9d007	false
audit_case.round2b.sha256_0b5b1b18a0cbb19bf205c36e0726d0ec3cc0e386007cba178a92bbae6d71645b	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	4c1ab233ec43c8beb85b6882d4a900347f181da2b0e98f6ab127489352e86019	7fa920b747ebc41ed5964fc5666681c4eb6432c57e17142a811da0ddda003512	a50447fa8e91efa673f8836e436dcb1cf8af1435b770d151e6f22b2d8d734874	1	1	hard_negative	"[""hard_negative""]"	held_out	87	61	0b5b1b18a0cbb19bf205c36e0726d0ec3cc0e386007cba178a92bbae6d71645b	false
audit_case.round2b.sha256_0b907a30d52136c3969a44c0ab6dc78980cbdde7b2a8676d39a1582e18cc6b5d	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	b4e9546eb7f5a6b3ebd4fc581d16a6221f3e9127c56909858b036e94490185b8	bb65ecc964c83e5e0aeb09ecce203ede9c3abe50cc38505cc64be05803ff0350	49576d140199b2267f77ea2743d2547d90bb751ed19ead2f9b02000476bd19e4	2	2	orthographic_difficulty	"[""orthographic_difficulty"",""graph_reference""]"	held_out	88	62	0b907a30d52136c3969a44c0ab6dc78980cbdde7b2a8676d39a1582e18cc6b5d	false
audit_case.round2b.sha256_0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	d1e4f1d91c63825f6c6da888fa3a44c6d7144593d3ba13f9953ef82fdc94e05b	570efa51a6b6f9491d84438e6ad7676b69383a0ef13fdba91886840d5f723504	e36b9feeffc8a067e6643f562f36edaf78894db66f4c44ee228e475b9d81c7d1	1	1	qualifier_polysemy	"[""orthographic_difficulty"",""graph_reference"",""qualifier_polysemy""]"	held_out	89	63	0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	false
audit_case.round2b.sha256_0be54414a4d401d5e88bcf50b32a6f5d3f28258449ff22acee3cc37aa8abc20a	corpus_snapshot.firstbloom_a6cb002_pilot_v1	normalization.en_v1	cea6ed659108172fc3eeeef1368c98e0d0dbc3a8e67e917f6f673f224d26f972	5a3899c8d274e9634c83f8d820ac976da7eba7a84da0b74ad057f0b6408e9da0	9020d0d429219b95c8821064166f092f7aec52fd7570e4191547f6a8a1f16d86	1	1	hard_negative	"[""hard_negative""]"	held_out	90	64	0be54414a4d401d5e88bcf50b32a6f5d3f28258449ff22acee3cc37aa8abc20a	false
