audit_case_key	audit_split_code	expects_unresolved	concept_key	relevance_grade_code	adjudication_rationale_sha256	adjudicated_at
audit_case.round2b.sha256_0834d088ad5163879646bd60f01e1bd87c0f708bdebe2ce22a8c8beef0baee60	development	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0834d088ad5163879646bd60f01e1bd87c0f708bdebe2ce22a8c8beef0baee60	development	false	sensory.lemon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0834d088ad5163879646bd60f01e1bd87c0f708bdebe2ce22a8c8beef0baee60	development	false	sensory.lime	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0854e17224f518e6d31be2323c51ab034988027a03b7104f4f0835e61545438e	held_out	true		U	30cc1f7529713e3dbd1d5f7a7e6f51de9c6f920d0a9b57d9b0de2726e9e11740	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0854e17224f518e6d31be2323c51ab034988027a03b7104f4f0835e61545438e	held_out	true	category.dried_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0854e17224f518e6d31be2323c51ab034988027a03b7104f4f0835e61545438e	held_out	true	category.tea	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08628b11b18f9517906bbadc1d9388acb6d162e23d85d696074310b9941fd974	held_out	false	category.sweet_brown	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08628b11b18f9517906bbadc1d9388acb6d162e23d85d696074310b9941fd974	held_out	false	sensory.brown_sugar	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08628b11b18f9517906bbadc1d9388acb6d162e23d85d696074310b9941fd974	held_out	false	sensory.cherry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	held_out	false	category.berry	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	held_out	false	category.cocoa_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	held_out	false	sensory.blackberry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0882809a0f9c56c3ee52b49c64ca9967ba9c894d2bc327f167433c5890a6e6fd	held_out	false	sensory.dark_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_088525a98a97f5142f2f759caaf443aed2ec2341adcea8b46f37b99f939a3ef0	development	false	category.berry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_088525a98a97f5142f2f759caaf443aed2ec2341adcea8b46f37b99f939a3ef0	development	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	held_out	false	category.fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	held_out	false	category.tropical_fruit	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	held_out	false	sensory.banana	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	held_out	false	sensory.mango	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08898c8693a1fb60cb01e83cbe9f160317a9457245a87150be524735d28678f9	held_out	false	sensory.pineapple	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	held_out	false	category.tea	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	held_out	false	sensory.black_tea	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	held_out	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_08ef82429d67bfb4114a8943160e05ab497f2716236e4a03d137852fbd31eea8	held_out	true		U	30cc1f7529713e3dbd1d5f7a7e6f51de9c6f920d0a9b57d9b0de2726e9e11740	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09375e96b9e7690246d70a219f99a4e5419b8c9f8429af75e196e889996369d3	held_out	false	category.green_herbal	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09375e96b9e7690246d70a219f99a4e5419b8c9f8429af75e196e889996369d3	held_out	false	sensory.mint	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_093ab612d862301f5de8eee4490a86cca5ed6ae1ec29fb44fef01c908c7ed140	held_out	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_093ab612d862301f5de8eee4490a86cca5ed6ae1ec29fb44fef01c908c7ed140	held_out	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	held_out	false	category.spice	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	held_out	false	sensory.cinnamon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	held_out	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	held_out	false	sensory.walnut	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_094faf895f478ba8981c8b6d83845cdd39e68eeb1fe1d07e02e419627be7a9ec	held_out	false	category.orchard_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_094faf895f478ba8981c8b6d83845cdd39e68eeb1fe1d07e02e419627be7a9ec	held_out	false	qualifier.jammy	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_094faf895f478ba8981c8b6d83845cdd39e68eeb1fe1d07e02e419627be7a9ec	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0956a97b669316d8b1cd02fdbf80865ae3b95f583e39a41dc0a5eb020e16f9bd	held_out	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	held_out	false	category.spice	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	held_out	false	sensory.anise	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09d6d6696bb9c8d8e9be4906db68807dbc2acca2111c42e53afd0b246a5e1874	held_out	false	category.dried_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09d6d6696bb9c8d8e9be4906db68807dbc2acca2111c42e53afd0b246a5e1874	held_out	false	sensory.creamy_mouthfeel	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	false	sensory.cherry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	false	sensory.lemon	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a2fd27dcae7011074bd95c04e3b9600317f1e5d5edbb0e0eafdc9bed1e68709	development	true		U	30cc1f7529713e3dbd1d5f7a7e6f51de9c6f920d0a9b57d9b0de2726e9e11740	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	held_out	false	sensory.apple	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a623267bcd0abb95df2c8a2e75285013b44090a51e757240dc1eb0474748aff	development	false	category.berry	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a623267bcd0abb95df2c8a2e75285013b44090a51e757240dc1eb0474748aff	development	false	sensory.blackcurrant	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a623267bcd0abb95df2c8a2e75285013b44090a51e757240dc1eb0474748aff	development	false	sensory.jasmine	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	development	false	category.sweet_brown	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	development	false	sensory.almond	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	development	false	sensory.brown_sugar	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	development	false	category.cocoa_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	development	false	sensory.dark_chocolate	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	held_out	false	category.citrus	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	held_out	false	sensory.grapefruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a8ca715a3c34b479bf44d019c67f8c73feaecb3385e0360261a5bafeda287c3	held_out	false	category.fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a8ca715a3c34b479bf44d019c67f8c73feaecb3385e0360261a5bafeda287c3	held_out	false	sensory.fullness	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	held_out	false	category.fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	held_out	false	category.sweet_brown	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	held_out	false	sensory.honey	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a9d6c706b3d3281300c14f48bc3fcf96b87b5316689f4662a7016688ae9b084	held_out	false	sensory.grape	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0a9d6c706b3d3281300c14f48bc3fcf96b87b5316689f4662a7016688ae9b084	held_out	false	sensory.sour	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	held_out	false	category.berry	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	held_out	false	sensory.raspberry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	held_out	false	sensory.rose	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	false	category.sweet_brown	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	false	category.tropical_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	false	sensory.mango	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ad78462b7cb5f77ea6bff352ea1ab9fa9fef129d1d34acce44af863fdee2c62	held_out	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ad78462b7cb5f77ea6bff352ea1ab9fa9fef129d1d34acce44af863fdee2c62	held_out	false	sensory.sweet	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	development	false	category.nut_seed	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	development	false	sensory.grape	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	development	false	sensory.hazelnut	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0afc572f8aee5adf04ac997c101a1676d2bc6062c7ee50dac492cf78da5124cf	held_out	false	category.nut_seed	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0affd9a549e18e25657e9b6a81a36933cab7ffb252f2523524dbcfc78800e1a6	held_out	false	category.cocoa_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0affd9a549e18e25657e9b6a81a36933cab7ffb252f2523524dbcfc78800e1a6	held_out	false	sensory.cocoa	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0affd9a549e18e25657e9b6a81a36933cab7ffb252f2523524dbcfc78800e1a6	held_out	false	sensory.dark_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b48d5f5e726c404e072c42261f3d65bfea2797df731ab89a43e7414dce9d007	held_out	false	category.cocoa_chocolate	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b48d5f5e726c404e072c42261f3d65bfea2797df731ab89a43e7414dce9d007	held_out	false	sensory.apple	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b48d5f5e726c404e072c42261f3d65bfea2797df731ab89a43e7414dce9d007	held_out	false	sensory.dark_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b5b1b18a0cbb19bf205c36e0726d0ec3cc0e386007cba178a92bbae6d71645b	held_out	false	category.cocoa_chocolate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b5b1b18a0cbb19bf205c36e0726d0ec3cc0e386007cba178a92bbae6d71645b	held_out	false	sensory.almond	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b5b1b18a0cbb19bf205c36e0726d0ec3cc0e386007cba178a92bbae6d71645b	held_out	false	sensory.cocoa	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b907a30d52136c3969a44c0ab6dc78980cbdde7b2a8676d39a1582e18cc6b5d	held_out	false	category.floral	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b907a30d52136c3969a44c0ab6dc78980cbdde7b2a8676d39a1582e18cc6b5d	held_out	false	category.green_herbal	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0b907a30d52136c3969a44c0ab6dc78980cbdde7b2a8676d39a1582e18cc6b5d	held_out	false	sensory.rose	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	held_out	false	category.orchard_fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	held_out	false	category.sweet_brown	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	held_out	false	sensory.cherry	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ba9a8a5c00355cfe32103f927352b3824b39d1e55f1bbb5b4963afb6ec9d510	held_out	false	sensory.honey	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0be54414a4d401d5e88bcf50b32a6f5d3f28258449ff22acee3cc37aa8abc20a	held_out	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0be54414a4d401d5e88bcf50b32a6f5d3f28258449ff22acee3cc37aa8abc20a	held_out	false	qualifier.clean	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0c389b3201c153f86f63c71779582df7bf70d056eee6771bd34cfd9e7d4f0735	development	false	sensory.pomegranate	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0c99ef1af43da86431d0e8e4a55aa4750012530649dce5a06cc1a994ddbc8553	held_out	false	category.floral	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0c99ef1af43da86431d0e8e4a55aa4750012530649dce5a06cc1a994ddbc8553	held_out	false	qualifier.bright	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0c99ef1af43da86431d0e8e4a55aa4750012530649dce5a06cc1a994ddbc8553	held_out	false	sensory.sour	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0cba1be8cad4c9370651fe1871f912a31d6755a243f8a0712803c176a32b2647	development	false	category.floral	3	dd48bf6470f893c8b2b08eb1649ed817c27224f754f755de2d81b2b43dc97fad	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	held_out	false	category.nut_seed	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	held_out	false	category.sweet_brown	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	held_out	false	sensory.butter	0	d8889d18a633328f303e76aa92063823d634cdd54310129e460a5046c53c48e4	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0ce956dbcd72ad69ffdadbc4ab6fba6affa1ff7df36600f3ff0729589dc3877a	held_out	false	sensory.peanut	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0cec2c3132d88b9613b88f98dcd18d60e1afc435e067e3eb4a249799fe640172	held_out	false	category.fruit	1	2713a4f76a08c7f1355e72661faea076353506f2a75719c35ef43811026530a1	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0cec2c3132d88b9613b88f98dcd18d60e1afc435e067e3eb4a249799fe640172	held_out	false	category.tropical_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0d1e9fe65df1ce52940f828ec0baa98c8bdeb8ad66a5e0eacc5ddf101fd4f933	held_out	false	category.dried_fruit	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0d1e9fe65df1ce52940f828ec0baa98c8bdeb8ad66a5e0eacc5ddf101fd4f933	held_out	false	category.nut_seed	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0d38c4a595a20c488502a7ff86faa3bd7604c83b85335379c1a3ecfc7fdaff3b	held_out	false	category.grain_baked	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
audit_case.round2b.sha256_0d38c4a595a20c488502a7ff86faa3bd7604c83b85335379c1a3ecfc7fdaff3b	held_out	false	sensory.butter	2	1a11d32db6665bda181bc46197634d43db9c32acef6666f4104f401ba4e5faef	2026-08-24T08:30:00Z
