source_key	series_key	official_owner	source_family_key	source_type	access_route	public_results_use	public_descriptor_use	internal_research_use	public_derived_release	model_research_use	commercial_model_use	access_state	automation_permission_state	official_url	verified_on	note
wcc_cb_recimwi7ny5u6gdae	wcc_competition_body_registry	Taiwan Coffee Association	wcc_cb_family_recimwi7ny5u6gdae	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.taiwancoffee.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recIMWi7NY5u6gdAE	2026-08-27	country_or_community=Chinese Taipei; designation=WCE Competition Body; competition_types=CUP_TASTERS,BREWERS; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Taiwan Coffee Association; competition_types_from_current_WCC_event_calendar
wcc_cb_rec7tuorabqiycucm	wcc_competition_body_registry	Café de Colombia	wcc_cb_family_rec7tuorabqiycucm	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.cafedecolombia.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec7tuORAbQIycuCm	2026-08-27	country_or_community=Colombia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Café de Colombia
wcc_cb_recy2teswpcbjv1cp	wcc_competition_body_registry	Asociación Cafés Finos de Costa Rica / Specialty Coffee Association of Costa Rica	wcc_cb_family_recy2teswpcbjv1cp	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.sca.cr	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recY2teswPcbJV1CP	2026-08-27	country_or_community=Costa Rica; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociación Cafés Finos de Costa Rica / Specialty Coffee Association of Costa Rica
wcc_cb_recvf2cxrxubzvsln	wcc_competition_body_registry	SCA Czech Republic Chapter	wcc_cb_family_recvf2cxrxubzvsln	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scacr.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recvf2CXrXUbzvSln	2026-08-27	country_or_community=Czech Republic; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Czech Republic Chapter
wcc_cb_recdwegkkkkomky5z	wcc_competition_body_registry	SCA Denmark Chapter	wcc_cb_family_recdwegkkkkomky5z	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scadenmark.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recdWegkkKkomKy5Z	2026-08-27	country_or_community=Denmark; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Denmark Chapter
wcc_cb_recam30lgpbukryzr	wcc_competition_body_registry	Mulano	wcc_cb_family_recam30lgpbukryzr	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.instagram.com/mulanocoffeeshop/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recAm30LgPBUkRyzr	2026-08-27	country_or_community=Ecuador; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Mulano
wcc_cb_rectjya9lowhcpizc	wcc_competition_body_registry	Egypt Coffee Community	wcc_cb_family_rectjya9lowhcpizc	WCC_COMPETITION_BODY_REGISTRY_RECORD	NO_OFFICIAL_SITE_URL_LISTED	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recTJYA9LOWHcpIzc	2026-08-27	country_or_community=Egypt; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Egypt Coffee Community
wcc_cb_rec21urnlnue16imu	wcc_competition_body_registry	Consejo Salvadoreño del Café	wcc_cb_family_rec21urnlnue16imu	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://www.csc.gob.sv/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec21UrnlNue16IMu	2026-08-27	country_or_community=El Salvador; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Consejo Salvadoreño del Café
wcc_cb_reczzrkbelsh9zem5	wcc_competition_body_registry	SCA France Chapter	wcc_cb_family_reczzrkbelsh9zem5	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scafrance.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reczzRKbELSh9zeM5	2026-08-27	country_or_community=France; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA France Chapter
wcc_cb_recljhhkyajwt39wl	wcc_competition_body_registry	SCA Germany Chapter	wcc_cb_family_recljhhkyajwt39wl	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scagermany.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recLJhhKyajwT39WL	2026-08-27	country_or_community=Germany; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Germany Chapter
wcc_cb_rec2yd5roxsvgmby5	wcc_competition_body_registry	SCA Greece Chapter	wcc_cb_family_rec2yd5roxsvgmby5	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scaehellas.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec2Yd5ROXsVgMbY5	2026-08-27	country_or_community=Greece; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Greece Chapter
wcc_cb_recb2nvvtuijdxvwz	wcc_competition_body_registry	Asociación Nacional del Café (ANACAFE)	wcc_cb_family_recb2nvvtuijdxvwz	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.anacafe.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recb2NVvTuiJDXvwZ	2026-08-27	country_or_community=Guatemala; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociación Nacional del Café (ANACAFE)
wcc_cb_rec0zgr8vngzfsqhw	wcc_competition_body_registry	Instituto Hondureño De Cafe / Cafe De Honduras	wcc_cb_family_rec0zgr8vngzfsqhw	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.ihcafe.hn	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec0zGR8VnGZfSQhw	2026-08-27	country_or_community=Honduras; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Instituto Hondureño De Cafe / Cafe De Honduras
wcc_cb_reczcyupkr51iszzg	wcc_competition_body_registry	Hong Kong Specialty Coffee Association	wcc_cb_family_reczcyupkr51iszzg	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scahk.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reczCyUPkR51iszZg	2026-08-27	country_or_community=Hong Kong SAR; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Hong Kong Specialty Coffee Association
wcc_cb_recxq06ux5gfgxrhs	wcc_competition_body_registry	Coffee Board of India	wcc_cb_family_recxq06ux5gfgxrhs	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.indiacoffee.org	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recxQ06Ux5GfgXRhs	2026-08-27	country_or_community=India; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Coffee Board of India
wcc_cb_reckktcln4utdz26f	wcc_competition_body_registry	Specialty Coffee Association of Indonesia	wcc_cb_family_reckktcln4utdz26f	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scai.or.id/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reckKtCLn4uTdz26F	2026-08-27	country_or_community=Indonesia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Specialty Coffee Association of Indonesia
wcc_cb_rec3gfr83yrfthhh3	wcc_competition_body_registry	SCA Ireland Chapter	wcc_cb_family_rec3gfr83yrfthhh3	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scaireland.ie/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec3GFr83yRftHhH3	2026-08-27	country_or_community=Ireland; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Ireland Chapter
wcc_cb_recstvhz9eqvrdfjn	wcc_competition_body_registry	SCA Italy Chapter	wcc_cb_family_recstvhz9eqvrdfjn	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scaitaly.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recstvHZ9EqvrDfjN	2026-08-27	country_or_community=Italy; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Italy Chapter
wcc_cb_reczsuml2olqsizqw	wcc_competition_body_registry	Speciality Coffee Association of Japan (SCAJ)	wcc_cb_family_reczsuml2olqsizqw	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://scaj.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recZSuml2OlQSizQW	2026-08-27	country_or_community=Japan; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Speciality Coffee Association of Japan (SCAJ)
wcc_cb_reckcjktqtfgrv0ep	wcc_competition_body_registry	Kenya Coffee Events	wcc_cb_family_reckcjktqtfgrv0ep	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://afca.coffee	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recKCJKTQtFgrV0EP	2026-08-27	country_or_community=Kenya; designation=WCE Competition Body; competition_types=BARISTA; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Kenya Coffee Events; competition_types_from_current_WCC_event_calendar
wcc_cb_recjukphalzoeasln	wcc_competition_body_registry	Lithuania C.B	wcc_cb_family_recjukphalzoeasln	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.instagram.com/scalithuania/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recJuKPHalZOeASLn	2026-08-27	country_or_community=Lithuania; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Lithuania C.B
wcc_cb_recpotx0sdtj6wfrn	wcc_competition_body_registry	Malaysia Specialty Coffee Association (MSCA)	wcc_cb_family_recpotx0sdtj6wfrn	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://www.msca.org.my/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recpoTX0sdtj6WFRN	2026-08-27	country_or_community=Malaysia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Malaysia Specialty Coffee Association (MSCA)
wcc_cb_reclnttocyt5ofhni	wcc_competition_body_registry	Asociacion Mexicana de Cafes y Cafeterias de Especialidad (AMCCE)	wcc_cb_family_reclnttocyt5ofhni	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.amcce.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reclnTTOcyt5ofhNi	2026-08-27	country_or_community=Mexico; designation=WCE Competition Body; competition_types=BARISTA,BREWERS; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociacion Mexicana de Cafes y Cafeterias de Especialidad (AMCCE); competition_types_from_current_WCC_event_calendar
wcc_cb_recdeylqqudi2kpxc	wcc_competition_body_registry	SCA Netherlands Chapter	wcc_cb_family_recdeylqqudi2kpxc	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://scanederland.coffee/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recdEYLQquDi2kpXC	2026-08-27	country_or_community=Netherlands; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Netherlands Chapter
wcc_cb_recwhxc7rle7zqklz	wcc_competition_body_registry	SCA Norway Chapter	wcc_cb_family_recwhxc7rle7zqklz	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://scae.no/scae-norge/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recwhXc7rLe7ZqKLz	2026-08-27	country_or_community=Norway; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Norway Chapter
wcc_cb_recjcyxx1feorcrp6	wcc_competition_body_registry	Specialty Coffee Association of Panama (SCAP)	wcc_cb_family_recjcyxx1feorcrp6	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://scap-panama.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recjcyXX1fEOrcRp6	2026-08-27	country_or_community=Panama; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Specialty Coffee Association of Panama (SCAP)
wcc_cb_rec6lqu0yjlahunxc	wcc_competition_body_registry	Central Café y Cacao	wcc_cb_family_rec6lqu0yjlahunxc	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.centralcafeycacao.org	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/rec6LQu0yJlahunxC	2026-08-27	country_or_community=Peru; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Central Café y Cacao
wcc_cb_reciukjl05ckh1kz0	wcc_competition_body_registry	Philippine National Coffee Competition	wcc_cb_family_reciukjl05ckh1kz0	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://philippinenationalcoffeecompetition.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recIuKjl05CKH1kz0	2026-08-27	country_or_community=Philippines; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Philippine National Coffee Competition
wcc_cb_reckx6oyskp32dd2y	wcc_competition_body_registry	SCA Poland Chapter	wcc_cb_family_reckx6oyskp32dd2y	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://scap.pl/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recKx6OysKP32dD2Y	2026-08-27	country_or_community=Poland; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Poland Chapter
wcc_cb_rece0jvc0kghp6fn4	wcc_competition_body_registry	SCA Portugal Chapter	wcc_cb_family_rece0jvc0kghp6fn4	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.scaportugal.com/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recE0JVC0kgHP6FN4	2026-08-27	country_or_community=Portugal; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Portugal Chapter
wcc_cb_recpkp9yxmg47pvds	wcc_competition_body_registry	Alternativo Coffee LLC	wcc_cb_family_recpkp9yxmg47pvds	WCC_COMPETITION_BODY_REGISTRY_RECORD	NO_OFFICIAL_SITE_URL_LISTED	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recPkP9YXMg47Pvds	2026-08-27	country_or_community=Puerto Rico; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Alternativo Coffee LLC
wcc_cb_recrqcqpyre4rpyw9	wcc_competition_body_registry	SCA Romania Chapter	wcc_cb_family_recrqcqpyre4rpyw9	WCC_COMPETITION_BODY_REGISTRY_RECORD	http://www.scacoffee.ro/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recrqCqpyrE4RpYw9	2026-08-27	country_or_community=Romania; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Romania Chapter
wcc_cb_recuap79dcrz7f15j	wcc_competition_body_registry	Saudi Coffee Association	wcc_cb_family_recuap79dcrz7f15j	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://www.tiktok.com/@qasa_ksa?_t=ZS-8y2p3sIxcAr&_r=1	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recuAP79dCRz7F15j	2026-08-27	country_or_community=Saudi Arabia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Saudi Coffee Association
wcc_cb_recmeczefpvjwdhru	wcc_competition_body_registry	Singapore Coffee Association (SCA)	wcc_cb_family_recmeczefpvjwdhru	WCC_COMPETITION_BODY_REGISTRY_RECORD	https://singaporecoffee.org/	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recmeCZEfpVjWdHru	2026-08-27	country_or_community=Singapore; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Singapore Coffee Association (SCA)
