effective_record_id	variety	variety_multi	variety_evidence_field	process	process_multi	basis
effective-b2:da7b5ef8903a1333bfa8c37c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4b81f78a86910d28e459d3ca	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:032edd7e77e0db4e333efc3c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cb37b3b710b5a3c701689636	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:23034355a32be92561da1b59	gesha	false	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7e5a74f569d58eabadd5de68	catuai	false	REVIEW_TEXT	natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5f0a7c3e11e90ea7bf6b68f5	UNRESOLVED	false		natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1acfda90c5a3e73e419e50b5	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:db126bcb2c1ae4cbe50a3a50	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f5584bf3358c78ea2ef5d2c4	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:79de090f6ab758eeafefe201	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9b67cc7507d62f0ea1062cf5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c4724f1b2c70ca16c36a6558	castillo	false	NAME_OR_ORIGIN	anaerobic	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:82a294e391d9ed0cc84d6cd0	ethiopian_landrace	false	REVIEW_TEXT	natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f8590683ef04d8b6f87762fb	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:315577412e16bc599939f9c9	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0e1d727bdefab56fa6a85e39	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:35947377c0da78c70083e9c9	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d9bdca52d9b74b3b3b0c51f3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6b27590e20158a6a61dc69ff	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1f60243fffdd7b55ad6dc7b2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1e121dd825ed018f89b8a235	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b2f2cfb402e1753389954256	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f115d6b6b84a8e7c77100f9a	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a91a01b49af2107653bd427c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d98f271b8c0ec663e8b06e6e	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cdf42be6d9a75507155634dc	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ede87c2655ee826a7a8b1f21	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6bb98a1d7843bfcd204fc8c6	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:701f39ba3185892772a7027c	gesha	false	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:92282eb625b0ba236af836ff	gesha	false	NAME_OR_ORIGIN	honey	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:66b7fb1bee6479ad8a9173d7	gesha	false	NAME_OR_ORIGIN	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1f5637fd43aa4178b4d56139	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d4ee2ad13a17a8717fd3e0c6	caturra	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ef08957d4867b79aa8697940	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b5a03e8105f0443e74ede821	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2397a2cf3ab38116ba069f7d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4ce45f566f0af0dbd5902e53	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:db9a968af1cc6fa7a586c396	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ed66d32a46c96eb4d260f3d9	bourbon	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ecc723985215f0eac2dbbd13	UNRESOLVED	false		honey	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1b7142391f6f2f811e9e3853	UNRESOLVED	false		natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:78a3c82048bbafb7f0c4c9c7	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:17cf594f4924f978d2a22bed	UNRESOLVED	false		natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:95550789ae8eddb4bace5982	ethiopian_landrace	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b99400446106a7e8f7812995	ethiopian_landrace	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d89348597877327112b6e79d	ethiopian_landrace	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6939fefa5bb6255cac9d6da6	ethiopian_landrace	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a2502608d9f4f4ee88fa999a	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:45fbe6e7a23d02ed75e65a33	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:94919be89b38be52f31e61b8	caturra	true	REVIEW_TEXT	honey	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0a8828e8166c61417e2d851d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:590578015c72db303cdbfff3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c16a09dad4ef68913150f9f1	sarchimor	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b3ae2286c5caa17ebbf01475	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:96fd6b217e3514f95659910e	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5530a517688cefcf8681e4d8	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ba3abb650bcc5dcaf929cfb0	catimor	false	REVIEW_TEXT	natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:89c5570c29caada160672a1a	gesha	false	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cc2d2120105f774e740e03ad	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d1262651078c96d143896c79	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d98e0032aba070d25fc37d9f	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6d943cf19249035edbc84a91	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a1871515c6d3b415cfebb8fa	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ae7d1f6926f1f46e0b5dea0d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b58e05364a437663a1712851	UNRESOLVED	false		natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:430dd170d8d9ec4b8f1b4e37	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f86871013e327f654f72e134	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1cb08dd96021d19ba6be7ce5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:952b2335fc034a0368a85ada	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:27ac65add34d18263b184408	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cfd203e0e68b8e3c794dfd03	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:54bcbd8bda76adfacd2c5bd3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a6a44b9fc6cbff507c0df735	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:aa5ca29de554aa75195b8290	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:93de497906af04a2409bacdc	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3d9e763da42796754714e75f	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:dcbbb4c2221cab975c47c919	red_bourbon	true	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:09036378a0e61097b1b4dc28	kent	false	REVIEW_TEXT	natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c6b7d4270747a2146b251955	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2e49ba43c00152c35c8d0836	ethiopian_landrace	false	REVIEW_TEXT	natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ed2dd87e05831a87503b4a73	ethiopian_landrace	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6c35749d9a89b20865c567b2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:72a7a649fa98d1b666af17a2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ca8b0711276ccee203434cb9	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5c1470e0f89028d7820d3a92	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:103d757a32a1ff0153d66a75	bourbon	true	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a89442510f3c2a79ec3147f1	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:8ae0bf4622d1f81f6cc518d9	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:501ccbf58f14b44cae35263e	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:bc027477856873f1164e6dc5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6b83cf82057bcbf036fe2707	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:37295216581a029982df6e0c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:806221732659d93adf760a4c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3c86f1ffce6b75cfed5f69d7	robusta	false	NAME_OR_ORIGIN	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b64ebf8a7706c0e63a441e84	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9b3966bb22956db5e553ffe9	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:30a16c42ba01355cbc3e6c4b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0fa363cc3cc8c7b7bc2e5376	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0094d9868ace1c6b476c2ebe	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c0291501193adc63dd3afe7f	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2fe3a5d66900d8e660b52e4e	robusta	false	NAME_OR_ORIGIN	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4cd3c2a2488f5a6afeb7d419	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:03179c0b24292650f7b2fc23	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9723948e07f0c9491a352eb4	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:bb534da0cf929628d772ec44	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5be1703a5008f6a5a83c89c7	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cc07d6fb6448186a9005c9e5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fe2dc4c95e3aa987c0749017	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e6c80e0d960a2c9e665f3295	caturra	true	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:082c38c1600621911603528c	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3b1145e46f57c4ee4ac49a89	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4a9d3f97a1a37a916e46097d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:e1a8a27b8b07fa4f53d93a4e	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4110f3bd322019591a6bdb8e	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:477d7c3e3a6a9c5499bc19b7	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4482938ec21ce302c44e9c2b	bourbon	true	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:fafaebe96bc373017720f2c4	bourbon	true	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c9c7071d01c34da250c97dc7	robusta	false	REVIEW_TEXT	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:344f3bfa29bd9956d4643dd1	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1135b9c4b81ca4f0bb4b8841	robusta	true	NAME_OR_ORIGIN	carbonic_maceration	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:9a3eec889a0a322099b71dd2	ethiopian_landrace	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:11b44ad7fe00486d1c08ecb9	robusta	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:101c4fb0e07a4950808340e0	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:46ad832cf5c6dcbe827d20e5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f5f635870fad4020199ec681	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:bb16b3df8fcde6b8a5adce41	robusta	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:02f89ce8f85f71944949a1a3	bourbon	true	REVIEW_TEXT	honey	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:6563a71bb0cbfbfab1870404	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a61a98c0b1b11ffb35ad82cc	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cee2ef3c4975012ccaff7f1b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f861c512e9f98202b3fd4c91	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:3b85de25ec0d3931228cf8ee	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:94560959f72535b942bb091c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0106fdf0226aaa9e03d8f4bf	UNRESOLVED	false		natural	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5632e892b8f25bef4133008c	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:f454444ef48f1bdb3ba6a246	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ae0c2a9fcf1f821efa24cde2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5e9c2b8563d6a03eb8523e21	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:cf7cfb5ecfd40a8352ca5be6	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a843e08b61fb0b7a4f998ef7	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:b5dfaa65c832b80826ccfd6d	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:5e3b6c676728b1bb607da098	bourbon	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7fe44ba4fe5ec179f6fa2db2	UNRESOLVED	false		natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:34c629ed1c933006726ef8a3	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a1792e7f501ec86e3cab832b	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7d2228ac3ecd939aa785f4f2	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:1438d1f37757ab6908a0acf1	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:20c4959d260e7e992acf1f28	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:297443cf99bcccf28a2f19e5	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:709301b144c2b677b3c67649	caturra	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:4cf2c75ebf85228943a1b30f	gesha	false	NAME_OR_ORIGIN	natural	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:575f925e2b99646616be47d0	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:069ffb6c443c0eca4352b646	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:eaec3677003783b7dc1cf656	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:d0415f5f35343834e857af40	ethiopian_landrace	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:a0f1cd653f76b953f10479d1	UNRESOLVED	false		UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:50c8ca4642c5c584ca7c31e1	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:2f7babf8204d770ebf7c5882	castillo	false	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:c8c42edca22e82b6f66395bf	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:0dd9202fc4a5bd704b4fbcca	bourbon	false	NAME_OR_ORIGIN	washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:92a9519cca7685b4822c904b	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:7b54f0fccb09ba8623c51f75	caturra	false	NAME_OR_ORIGIN	carbonic_maceration	true	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:39df046b9abe0cc83d26dbec	caturra	true	REVIEW_TEXT	UNRESOLVED	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
effective-b2:ca13928ffd6d26592d657a96	UNRESOLVED	false		washed	false	KEYWORD_LEXICON_OVER_REVIEW_TEXT;R3-D6_STEP3
