effective_record_id	body_axis_percentile	acidity_axis_percentile	roast_level	origin_country	basis
effective-b2:1d765ccf9dfefe83226f4b5e	0.0067	0.0224	Very Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d8974eefa8045aaede11eb1	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d8b4b30e6c69bbea242251d	0.3865	0.8228	Medium-Light	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d8d9a281f0b58038135c984	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d8e2b0e6fe72a651f7b685c	0.1010	0.1316	Medium	Bolivia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d8ff6234e1e33fb5de687ba	0.8060		Medium	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d903168c035b6fb5045cdd7	0.1010	0.1316	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d942f2873129a925fbb0687	0.3865		Medium-Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d98e760df1bd31fcfb5fa3c	0.1010	0.1316	Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d997703dd58cdfa8e46a714	0.3865	0.4250	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d997fc7da1885113bc24cb8	0.3865	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d9c53802ca69adb5b7e0f36	0.3865	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d9d1fa8237a98b63d75ae0d	0.1010		Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1d9e0ba3719c151c85a93766	0.3865	0.4250	Medium	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1da0027a40a0339c2d100940	0.3865	0.4250	Medium-Light	Mexico	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1da6604000bfa1a8a4dd98d5	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1da8654e386f2fa3c1d647d7	0.3865	0.4250	Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1daa30331951e909b3812be8	0.8060	0.8228	Light	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1daedd97f2f4f510e1d2e5ff	0.3865	0.0470	NA	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1db21a56633d93c3868a57d0	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1db6bb216c3929fe87a13d48	0.8060	0.4250	Medium-Light	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1db862e0b5bad54b78f7a7c2	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dbae1536d0086d71ec1ad8b	0.3865	0.8228	Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dbcb07ad7586918b6099bbe	0.0270	0.1316	Medium-Dark	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dbe00b8572add3466d0b812	0.3865	0.4250	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dd1fc27623ccb3db7af23ec	0.3865	0.1316	Medium	Tanzania	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dd6512c0050d2fce7404bb8	0.1010	0.0224	NA	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ddfc2e2291f7a98b7544638	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1df075f42a6be65c4aa45865	0.1010	0.1316	Medium-Dark	Bolivia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1df6695f432dd06b857ade48	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1dfd16fa1eeb991fb46518d5	0.8060		Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e0db8c448dfd07d0cdca387	0.8060		NA	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e121dd825ed018f89b8a235	0.1010	0.0087	Very Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e200dac34d984192f22072b	0.3865	0.4250	Medium	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e27d513b184fbf01aac89a6	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e2d56655602cdcffd0ab78b	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e2de7905d2c45d2057fa619	0.3865	0.4250	Medium	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e2fee1da981948a6bd2bd1f	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e4519af41ebdc98db23f713	0.3865	0.4250	Medium	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e46f7c35a2f093c0f7e8482	0.8060	0.8228	Medium-Light	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e4f34654472966ce9ac8ea7	0.8060	0.8228	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e55b73dddd31d1c42223788	0.1010	0.4250	Medium	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e5914873adaa8a3ada5e1a0	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e5e51820f3c0372883260ba	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e65eb35850be2d47ba829ec	0.1010	0.4250	Medium-Dark	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e685126e77337d64888b746	0.3865		Medium	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e734b15e25d62fedf57550f	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e7cb1dca93ecd7a0d6bb2ef	0.8060	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e7fe3fb9b70e9b2eace4281	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e8425de00a8d8c648b9783e	0.3865	0.8228	Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e88199ff39c1d359b4f9470	0.0005	0.0087	Medium-Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e926199ee20271cad71c8e7	0.3865	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e940ecc5820d6bd2b88e4fa	0.3865	0.1316	Medium	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1e9d7194e4ea57edb307cb87	0.1010	0.1316	NA	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ebfe9cd06884d6d30a7bc31	0.8060		Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ed73ab28ea3ccd8ce7c0949	0.3865	0.4250	Dark	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ed8406f4d1813bbd6434ccc	0.3865	0.8228	Medium-Light	Honduras	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1edb639706c12f17df9890dc	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1edc22cb381fe0249d978d6f	0.3865		Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ee28c33d9048fbf852a7fe5	0.8060	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1eeb18f43cb37cc6a3c9d626	0.3865	0.4250	Medium-Light	Honduras	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1eee657f5d50915d5e1adbcb	0.8060		Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ef37d8d5fd90af43e0a85d5	0.3865	0.4250	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ef66e7c89d71a92d1c83704	0.8060		Medium-Dark	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f09c057542be545e618d225	0.1010	0.1316	Medium	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f0f3906bff2f088a1b6fbad	0.8060	0.8228	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f150b0c6faebbeac55db36c	0.3865	0.4250	Medium	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f2bfe27194cbf522f67f493	0.8060	0.8228	Medium-Light	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f3e2c444da4a48923f56855	0.8060	0.8228	Light	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f4397aa69b3f6e6e427aa2c	0.3865	0.4250	Medium	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f495a888491ea208efa7255	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f4a0dbdb5bdfd5fc13a6d70	0.3865	0.4250	Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f5637fd43aa4178b4d56139	0.8060	0.4250	Medium	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f5973421c5fe44880181877	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f5a7e0439f1436c88122b2f	0.0067	0.0087	Medium-Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f60243fffdd7b55ad6dc7b2	0.3865	0.1316	NA	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f68db7744bb368502240a73	0.1010		Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f6d5c61c0b52359d95e35e1	0.3865	0.4250	Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f700e62e6543b71174c2179	0.3865	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f74282ecf27f8d1403c7aec	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f95e71737eaaf80f0a8c862	0.3865		Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f9971137fdc239b26de1eeb	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f9aef094f604b2c597234fb	0.3865	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1f9b56ba8b1659cc9952f784	0.1010	0.4250	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fa404fcaeca0f069daf99e8	0.8060	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fcb813ab9555a77a93789db	0.1010	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fcbb1adf3792fe8491fdf92	0.8060	0.8228	Light	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fcc8f90dd8051ebffd57a99	0.0270	0.1316	NA	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fcd9fc69d2fae43ce971a16	0.3865	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fd3236d21da8da8c9e4cf5c			UNREPORTED	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fdead978110787ba76a9c49	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fe23e23abcdcb3fd291afc4	0.3865	0.4250	Medium	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fe3e93d8fb33db00cbd2c61	0.3865	0.4250	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fe624ccba8c58bd7dcfb0be	0.0270	0.0087	Very Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1fefe1b87bee9104bc5c649c	0.8060	0.4250	Medium-Light	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ff0e7677eb7b1b5c76ba378	0.3865	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ff3295d5edcc23e8c02f8d8	0.3865		Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ffaa997db5e0fe2f57240c0	0.8060	0.8228	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:1ffe28f02c0ed4b6eaecad83	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:200ded2694af6aef353e4175	0.3865		Medium-Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:201e4c12f67216527524d951	0.3865	0.1316	Medium-Dark	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2023d85ca2eff5455d598266	0.8060	0.8228	Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:204c2eebb69b3fa64468875b	0.8060	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20616048b1a4b30355801aed	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:206628b0aa403671806c3e80	0.3865	0.4250	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20693498cec8bd2e83a8dd6e	0.1010	0.1316	Medium-Dark	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:206bb1ca5db84fd2acf96ddd	0.3865	0.4250	Medium-Light	Taiwan	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2076216e498b993bfb97693f	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:207a32afd48f8b37d2cff041	0.3865		Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:207da785591264a555fc34a0	0.1010	0.0224	Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:209768005e2c9c875a1e4519	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20a2328622e9133c1d53d78b	0.8060		Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20a670a8542b40297ab0bef5	0.8060	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20a96f237f9fa3b8c4dd31d1	0.8060	0.8228	Medium-Light	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20aa8e480383b6549806a667	0.8060	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20adcf5a6ebaf1f2283e642c	0.8060	0.4250	Medium-Light	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20afd5b382385622d76c4628	0.3865	0.4250	Medium-Light	Papua New Guinea	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20b1f178e77d1ba677058b92	0.3865		Medium-Light	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20bdc585a55e455aa1896fbd	0.0270	0.0470	NA	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20c275da4ab4423092bc5b0c	0.0270	0.1316	Very Dark	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20c4959d260e7e992acf1f28	0.1010	0.1316	Dark	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20c6b54415144f6db1779d2d	0.8060	0.4250	Medium-Light	Papua New Guinea	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20c8c790bf939d3c9cc0f5e7	0.3865	0.8228	NA	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20ca45c9f601b5987485c5ac			UNREPORTED	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20cd35d466cfe8c10b6301c2	0.8060	0.8228	Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20d2858d3d7836acd4aed990	0.8060	0.4250	Medium	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20d2a2ad60633eef8d8b662a	0.0270	0.4250	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20ddffba4e5205b798ea7394	0.3865	0.8228	Medium	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20e0b27df6bf15f4c629bed3	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20e924b82573a720757bdaef	0.8060	0.4250	Medium-Light	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:20f96f2aef670f74f50dc02f	0.1010		Medium-Light	India	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21027f5ce752eb3ecab78ae8	0.8060	0.4250	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:210c0b27afda2143760f91e6	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:211507e1379a7fd15fbf061c	0.3865	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21159ef04c94ee9cae9e254f	0.3865	0.4250	Medium-Light	Burundi	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2119e7857b975bedfcc37354	0.3865	0.1316	Medium-Dark	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:211b0619482bab6ea61b58d1	0.3865	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:211d37232f93ea173de5b5ef	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2126ffd8f80503847a32a262	0.8060	0.4250	Light	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21334d8f9093529b620a359c	0.8060	0.4250	Medium-Light	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21346f72c9ba1a221afcfda4	0.3865	0.4250	Light	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21351a7ed76a02fe90ae33a2	0.8060		Medium-Light	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21428d96d81618a9f971bbaf	0.8060	0.4250	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:21442dc2e4668ee8c0156628	0.3865	0.1316	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2146906f745c2a62afcacc8d	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:2146cdffa2bb3496131a0ff9	0.1010	0.1316	Very Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:215af64d47cc8da4851f4954	0.8060	0.8228	Light	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:215b1ecd24dcf5da0cd55f86	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:216043de3dc5cde6d66a3fb7	0.8060	0.4250	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
