effective_record_id	source_family_id	year_id	preparation_service_id	assertion_count	mapped_concept_mentions	distinct_mapped_concepts	v_acidity	v_sweetness	v_body	v_floral	v_fruity	v_nutty_chocolate	v_fermented_winey	v_bitter_roasted	v_spice	v_herbal_green	v_woody_earthy	v_defect	axis_basis	vector_state	product_candidate_rights	projection_basis
effective-b2:52f3462918c90e6980d91ce0	family.coffeereview_kaggle_parsed	year.2008	CUPPING	1	0	0	0.9729	0.0000	0.2312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53067ca85550a7c7e7ca2d84	family.coffeereview_kaggle_parsed	year.2009	CUPPING	1	1	1	0.0753	0.0000	0.0578	0.0000	0.0000	0.9535	0.0000	0.2861	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5308e95acbbee35cfd2835c8	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	1	1	0.4191	0.0000	0.1969	0.0000	0.0000	0.0000	0.0000	0.8490	0.0000	0.0000	0.0000	0.2547	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5309d6b31d0aada16c7988de	family.coffeereview_kaggle_parsed	year.2013	CUPPING	2	2	2	0.3506	0.0000	0.1626	0.0000	0.5610	0.0000	0.0000	0.2104	0.0000	0.0000	0.7012	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:530bfb2084146f688bfcfa41	family.coffeereview_kaggle_parsed	year.2023	ESPRESSO	5	4	4	0.2650	0.3975	0.1434	0.0000	0.3534	0.6184	0.0000	0.2209	0.0000	0.0000	0.4417	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:530ca65bfc68d7c25b6c2c78	family.ace_cup_of_excellence	year.2022	CUPPING	9	4	4	0.3057	0.7337	0.0000	0.0917	0.5808	0.1223	0.0611	0.0611	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:530ed45e549fd5ec2ab678b7	family.ace_cup_of_excellence	year.2025	CUPPING	29	13	11	0.4624	0.3145	0.0000	0.0277	0.8231	0.0370	0.0740	0.0462	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5325f6f2b489720dfa8a1d07	family.coffeereview_kaggle_parsed	year.2019	CUPPING	7	7	4	0.2750	0.4813	0.2660	0.0000	0.5501	0.0000	0.1834	0.2750	0.0000	0.0000	0.4584	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53266d605f775e585a749088	family.coffeereview_kaggle_parsed	year.2010	CUPPING	3	1	1	0.2147	0.8422	0.4073	0.0000	0.0000	0.0000	0.0000	0.2807	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:533a0f21847bad758392d2ff	family.coffeereview_kaggle_parsed	year.2020	CUPPING	5	3	3	0.2655	0.5378	0.2601	0.1613	0.4302	0.5378	0.2151	0.1613	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5342a21707c3efaa637b04b3	family.coffeereview_kaggle_parsed	year.1997	CUPPING	2	0	0	0.9987	0.0000	0.0508	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5345d7c2bc08661592ac233f	family.coffeereview_kaggle_parsed	year.2013	CUPPING	4	2	2	0.1836	0.0000	0.1670	0.7200	0.0000	0.0000	0.0000	0.0000	0.0000	0.6480	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5365590ca777c1a7a1608cbb	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	1	1	0.3969	0.4019	0.1864	0.0000	0.8039	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5369127435789e9ff4827e82	family.ace_cup_of_excellence	year.2023	CUPPING	40	19	15	0.2708	0.5915	0.0143	0.0143	0.7411	0.0499	0.1354	0.0356	0.0713	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:536b245287f2fe51a2ad866a	family.coffeereview_kaggle_parsed	year.2012	CUPPING	5	4	4	0.1886	0.4807	0.1715	0.1109	0.3328	0.7395	0.0000	0.1849	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:536bcc104ec68c70833fb678	family.coffeereview_kaggle_parsed	year.2007	CUPPING	1	0	0	0.3223	0.0000	0.9466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5374ea3d358ac16ace980841	family.coffeereview_kaggle_parsed	year.2008	CUPPING	2	2	2	0.6985	0.1497	0.0423	0.0000	0.6985	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53818b4219ac4aa7fe9e7741	family.coffeereview_kaggle_parsed	year.2013	CUPPING	3	3	3	0.1317	0.0000	0.2498	0.0000	0.0000	0.5165	0.0000	0.4132	0.0000	0.4648	0.5165	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:538efb0fcdb8ff331e0fb1a8	family.coffeereview_kaggle_parsed	year.2009	CUPPING	3	1	1	0.2182	0.3803	0.1984	0.0000	0.8557	0.0000	0.1902	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53af241301a95dbc1faca037	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	3	3	0.4492	0.1348	0.3258	0.0000	0.6738	0.0000	0.0000	0.1348	0.0000	0.0000	0.4492	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53b04c8c283d45107566d21b	family.coffeereview_kaggle_parsed	year.2004	CUPPING	1	0	0	0.7933	0.0000	0.6088	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53baa0c8a5b16cb28cbfa392	family.coffeereview_kaggle_parsed	year.2008	CUPPING	1	0	0	0.9051	0.0000	0.4252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53bf85250c65efff5c56c8a1	family.coffeereview_kaggle_parsed	year.2024	ESPRESSO	5	4	4	0.5251	0.1125	0.2539	0.0000	0.5251	0.3751	0.0000	0.3001	0.0000	0.0000	0.3751	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53d72a9d02d0dc79728dd59b	family.coffeereview_kaggle_parsed	year.2011	CUPPING	5	5	4	0.5754	0.1328	0.0469	0.0000	0.7746	0.0000	0.2213	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53f35d4d56275b1100f33272	family.coffeereview_kaggle_parsed	year.2020	ESPRESSO	5	1	1	0.0000	0.0000	0.2259	0.0000	0.0000	0.9741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53f425e3a9f4b211548ad6af	family.coffeereview_kaggle_parsed	year.2018	ESPRESSO	5	3	3	0.4924	0.1231	0.3175	0.0000	0.6566	0.4103	0.0000	0.2052	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:53f8f12e824a3dd5d2baaa48	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.3017	0.0000	0.2432	0.0000	0.5029	0.5029	0.0000	0.3017	0.0000	0.0000	0.5029	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5405a4859f97ba9196b2bad8	family.coffeereview_kaggle_parsed	year.2018	CUPPING	5	2	2	0.1650	0.0000	0.3129	0.0000	0.0000	0.6470	0.0000	0.1941	0.0000	0.0000	0.6470	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5412fee4a39904cde42c51bc	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.1424	0.1675	0.1295	0.0000	0.5582	0.5582	0.0000	0.0000	0.5582	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:541317a63ab347d499b3ca8e	family.coffeereview_kaggle_parsed	year.2006	CUPPING	5	2	2	0.4151	0.3689	0.0503	0.0000	0.8301	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5439e08eb769251a7e15fdd3	family.coffeereview_kaggle_parsed	year.2006	CUPPING	7	3	2	0.0000	0.7645	0.1773	0.0000	0.0000	0.3398	0.0000	0.2973	0.0000	0.0000	0.4247	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:543acebc7634e51226b1aa69	family.coffeereview_kaggle_parsed	year.2017	CUPPING	6	2	2	0.6588	0.0000	0.1528	0.6588	0.3294	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:543b4010b8d54bdecb7e9c62	family.coffeereview_kaggle_parsed	year.2019	CUPPING	5	0	0	0.7398	0.0000	0.6728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54418b63f665486b323cf281	family.coffeereview_kaggle_parsed	year.2019	CUPPING	6	7	5	0.4597	0.1532	0.1362	0.2554	0.5873	0.2554	0.0000	0.1021	0.5107	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5443eb63e066cc987868685f	family.coffeereview_kaggle_parsed	year.2021	ESPRESSO	5	2	2	0.0000	0.0000	0.4314	0.0000	0.0000	0.8922	0.0000	0.1338	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:544ee6230ab23d7bd5fe07af	family.coffeereview_kaggle_parsed	year.2013	CUPPING	4	2	2	0.2111	0.3312	0.4004	0.0000	0.8279	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:5451e1b7de2fe80b720d304b	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.1383	0.2170	0.2623	0.0000	0.4882	0.5424	0.1085	0.1627	0.5424	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:545c42e70cc9bf3f5081b86e	family.coffeereview_kaggle_parsed	year.2008	CUPPING	2	1	1	0.0000	0.3506	0.0567	0.0000	0.9348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:546050fe10a42c06b2c13f6b	family.ace_cup_of_excellence	year.2025	CUPPING	28	13	12	0.4245	0.3884	0.0000	0.0723	0.8129	0.0361	0.0361	0.0181	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:546657b629f51fe6acf09bbc	family.coffeereview_kaggle_parsed	year.2015	CUPPING	5	3	3	0.4758	0.1298	0.1705	0.4325	0.7353	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:546b141993b93b50ecceac2f	family.coffeereview_kaggle_parsed	year.2014	CUPPING	5	1	1	0.4473	0.0000	0.3894	0.0000	0.8052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:548c723455cb67331767d5cf	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	5	5	0.3483	0.0000	0.3368	0.3483	0.1741	0.6965	0.0000	0.1741	0.0000	0.3134	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54905a220c13429dd82fa945	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	1	1	0.7072	0.0000	0.3420	0.0000	0.6188	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:549de3655d7115ec4431409a	family.coffeereview_kaggle_parsed	year.2013	CUPPING	2	0	0	0.9051	0.0000	0.4252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54a4a9545a60cb581591502f	family.ace_cup_of_excellence	year.2025	CUPPING	27	11	10	0.5003	0.2621	0.0000	0.0596	0.7981	0.1668	0.0953	0.0596	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54a6a3cb0543eca879936d92	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	2	2	0.3399	0.0000	0.3288	0.0000	0.5438	0.0000	0.0000	0.1360	0.6798	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54abdc86d9b38f0fedd7fc31	family.coffeereview_kaggle_parsed	year.2020	CUPPING	5	0	0	0.7398	0.0000	0.6728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54b65c08a984ae5795cd21d5	family.coffeereview_kaggle_parsed	year.2021	CUPPING	6	2	2	0.3081	0.0000	0.3018	0.6241	0.0000	0.6241	0.0000	0.1872	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54ba801fec99a150835d9f67	family.coffeereview_kaggle_parsed	year.2016	CUPPING	6	5	4	0.3821	0.4409	0.2843	0.0882	0.4409	0.0000	0.0000	0.1764	0.0000	0.0000	0.5878	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54bcbd8bda76adfacd2c5bd3	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	2	2	0.2088	0.8189	0.1899	0.0000	0.4679	0.1755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54bf17fcdcbef44a96978101	family.coffeereview_kaggle_parsed	year.2020	CUPPING	7	4	3	0.1758	0.4137	0.1599	0.0000	0.3102	0.6894	0.0000	0.4481	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54c449d891a43c334529aa5e	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	3	3	0.2755	0.5151	0.2699	0.0000	0.0000	0.5580	0.0000	0.3005	0.4293	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54d10546c88d323a625fe64a	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	2	2	0.3431	0.0000	0.3318	0.6862	0.5489	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54d18fd344ce0048937fff2a	family.coffeereview_kaggle_parsed	year.2008	CUPPING	5	3	3	0.5379	0.5379	0.1439	0.0000	0.6207	0.0000	0.0000	0.1241	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54d9f56b28a61a0b6da8baa2	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	1	1	0.4473	0.0000	0.3894	0.0000	0.8052	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54dd5213cad818ebaef2b98b	family.coffeereview_kaggle_parsed	year.2024	ESPRESSO	5	5	5	0.5319	0.0000	0.2572	0.3324	0.4987	0.3324	0.0000	0.2659	0.0000	0.0000	0.3324	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54e4a7eea8332398e2d70ebf	family.coffeereview_kaggle_parsed	year.2023	CUPPING	6	7	5	0.3557	0.0000	0.3484	0.3362	0.1441	0.7205	0.0000	0.1441	0.2402	0.1441	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54e7522ed33de0774808d013	family.coffeereview_kaggle_parsed	year.2022	CUPPING	4	3	2	0.3788	0.7672	0.3710	0.2002	0.3002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54ebc3c710faa9f117c9a10e	family.coffeereview_kaggle_parsed	year.2015	ESPRESSO	4	2	2	0.3135	0.0000	0.3032	0.0000	0.5643	0.6270	0.0000	0.3135	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54ef05a968b44b3e6f602380	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.4165	0.0000	0.1956	0.2109	0.1265	0.8436	0.0000	0.1265	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:54f209afb881c8b9c5f8ebb9	family.coffeereview_kaggle_parsed	year.2024	ESPRESSO	5	3	3	0.3316	0.4974	0.1282	0.0000	0.4421	0.2211	0.0000	0.2763	0.0000	0.0000	0.5527	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:55023c065f818161e2d70f17	family.coffeereview_kaggle_parsed	year.2006	CUPPING	1	1	1	0.4191	0.0000	0.1969	0.0000	0.0000	0.8490	0.0000	0.2547	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:551597cd9b99c36272302ce1	family.coffeereview_kaggle_parsed	year.2015	CUPPING	4	3	3	0.2857	0.5713	0.2763	0.1714	0.4570	0.5142	0.0000	0.1143	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
