record_key	source_key	file_relative_path	source_row_number	raw_preparation_label	raw_roast_label	preparation_status_code	normalized_preparation_family_key	normalized_preparation_leaf_key	roast_status_code	normalized_roast_code	coffee_mode_code	has_sensory_outcome	has_chemical_outcome	has_strong_addition	raw_payload
context.raw.cotter_v4.2479	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2480	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65.5"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""0"",""Brew"":""93-1.25-16"",""Brew Mass"":""2751.3"",""Brew Temperature"":""84.8"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""215.3"",""Empty Carafe"":""1792.3"",""Final NaOH"":""12.7"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4543.6"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""6.5"",""Judge"":""92"",""Liking"":""6"",""Mouthfeel"":""2"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.86816535"",""Position"":""4"",""Pour Temp"":""71.8"",""Purchase.intent"":""3"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""6"",""Setting"":""5SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.32"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""6.2"",""Week"":""1"",""pH"":""5.04""}"
context.raw.cotter_v4.2480	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2481	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""64.7"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""0"",""Brew"":""93-1.25-20"",""Brew Mass"":""2754.6"",""Brew Temperature"":""84.8"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1789.4"",""Final NaOH"":""20.6"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4544"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""15"",""Judge"":""92"",""Liking"":""5"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""21.27345826"",""Position"":""2"",""Pour Temp"":""69.2"",""Purchase.intent"":""3"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""1SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.36"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""5.6"",""Week"":""3"",""pH"":""5.08""}"
context.raw.cotter_v4.2481	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2482	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.9"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""1"",""Brew"":""93-1.25-24"",""Brew Mass"":""2831.3"",""Brew Temperature"":""84.7"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""150"",""Empty Carafe"":""1790.3"",""Final NaOH"":""5.7"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4621.6"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""0.4"",""Judge"":""92"",""Liking"":""7"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""22.93353"",""Position"":""10"",""Pour Temp"":""71.4"",""Purchase.intent"":""3"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""10"",""Setting"":""14SM"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.215"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.3"",""Week"":""2"",""pH"":""5.07""}"
context.raw.cotter_v4.2482	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2483	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.8"",""Acidity"":""4"",""Astringent"":""0"",""Bitter"":""1"",""Brew"":""93-1.5-16"",""Brew Mass"":""2735.6"",""Brew Temperature"":""84.6"",""Burnt"":""1"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""265"",""Empty Carafe"":""1800.6"",""Final NaOH"":""13.6"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4536.2"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""6.4"",""Judge"":""92"",""Liking"":""2"",""Mouthfeel"":""4"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""1"",""Percent Extraction"":""16.36198491"",""Position"":""7"",""Pour Temp"":""69.1"",""Purchase.intent"":""1"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""10"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.585"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""7.2"",""Week"":""2"",""pH"":""4.98""}"
context.raw.cotter_v4.2483	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2484	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.6"",""Acidity"":""3"",""Astringent"":""1"",""Bitter"":""1"",""Brew"":""93-1.5-20"",""Brew Mass"":""2729.9"",""Brew Temperature"":""84.7"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""207.6"",""Empty Carafe"":""1787.5"",""Final NaOH"":""25.1"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4517.4"",""Green.veg"":""0"",""Grind"":""4"",""Initial NaOH"":""18.5"",""Judge"":""92"",""Liking"":""5"",""Mouthfeel"":""4"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""19.85620906"",""Position"":""8"",""Pour Temp"":""70.6"",""Purchase.intent"":""3"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""6"",""Setting"":""4SM"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.51"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""6.6"",""Week"":""1"",""pH"":""5.07""}"
context.raw.cotter_v4.2484	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2485	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""64.3"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""93-1.5-24"",""Brew Mass"":""2790.1"",""Brew Temperature"":""83.6"",""Burnt"":""1"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1782.9"",""Final NaOH"":""17.6"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4573"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""11"",""Judge"":""92"",""Liking"":""5"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""High"",""Paper.wood"":""1"",""Percent Extraction"":""23.44888132"",""Position"":""3"",""Pour Temp"":""71"",""Purchase.intent"":""1"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""6"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.48"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""High"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6.6"",""Week"":""1"",""pH"":""5.04""}"
context.raw.cotter_v4.2485	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2486	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""64.3"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.0-16"",""Brew Mass"":""2875.1"",""Brew Temperature"":""80.6"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""176.1"",""Empty Carafe"":""1773.8"",""Final NaOH"":""10.8"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4648.9"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""6"",""Judge"":""93"",""Liking"":""9"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.97957978"",""Position"":""8"",""Pour Temp"":""70.1"",""Purchase.intent"":""5"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""1SM"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""Low"",""TDS__1"":""1.04"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""4.8"",""Week"":""3"",""pH"":""5.03""}"
context.raw.cotter_v4.2486	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2487	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65.8"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.0-20"",""Brew Mass"":""2806.8"",""Brew Temperature"":""81.9"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""145"",""Empty Carafe"":""1764.6"",""Final NaOH"":""5.4"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4571.4"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""1"",""Judge"":""93"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""19.45402759"",""Position"":""10"",""Pour Temp"":""70.6"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""11"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.005"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""4.4"",""Week"":""2"",""pH"":""5.11""}"
context.raw.cotter_v4.2487	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2488	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""61.3"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.0-24"",""Brew Mass"":""2876.1"",""Brew Temperature"":""78.4"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""119"",""Empty Carafe"":""1794.7"",""Final NaOH"":""20.8"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4670.8"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""16.6"",""Judge"":""93"",""Liking"":""9"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""24.65228571"",""Position"":""1"",""Pour Temp"":""66.9"",""Purchase.intent"":""5"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Low"",""TDS__1"":""1.02"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""4.2"",""Week"":""3"",""pH"":""5.08""}"
context.raw.cotter_v4.2488	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2489	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.9"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-16"",""Brew Mass"":""2777.5"",""Brew Temperature"":""80.6"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""215.3"",""Empty Carafe"":""1779.2"",""Final NaOH"":""16.5"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4556.7"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""10.5"",""Judge"":""93"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.77078495"",""Position"":""1"",""Pour Temp"":""68.1"",""Purchase.intent"":""5"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""11"",""Setting"":""12LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.3"",""Tea.floral"":""0"",""Temp"":""4"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6"",""Week"":""2"",""pH"":""5.06""}"
context.raw.cotter_v4.2489	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2490	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-20"",""Brew Mass"":""2881"",""Brew Temperature"":""80.3"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""176.1"",""Empty Carafe"":""1784.3"",""Final NaOH"":""5.9"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4665.3"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""0.4"",""Judge"":""93"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""21.43162976"",""Position"":""9"",""Pour Temp"":""69.1"",""Purchase.intent"":""5"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""12LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.31"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.5"",""Week"":""3"",""pH"":""5.08""}"
context.raw.cotter_v4.2490	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2491	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.25-24"",""Brew Mass"":""2912"",""Brew Temperature"":""78"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""150"",""Empty Carafe"":""1795.4"",""Final NaOH"":""22.1"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4707.4"",""Green.veg"":""0"",""Grind"":""4"",""Initial NaOH"":""16.7"",""Judge"":""93"",""Liking"":""9"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""24.36373333"",""Position"":""6"",""Pour Temp"":""66.5"",""Purchase.intent"":""5"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""11"",""Setting"":""13SM"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""Medium"",""TDS__1"":""1.255"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""5.4"",""Week"":""2"",""pH"":""5.12""}"
context.raw.cotter_v4.2491	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2492	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65.2"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.5-16"",""Brew Mass"":""2787.6"",""Brew Temperature"":""79.6"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""252.7"",""Empty Carafe"":""1799"",""Final NaOH"":""22.9"",""Flavor.intensity"":""3"",""Fruit"":""1"",""Full Carafe"":""4586.6"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""15.4"",""Judge"":""93"",""Liking"":""9"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.54689355"",""Position"":""7"",""Pour Temp"":""69.2"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""5"",""Setting"":""5LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.5"",""Tea.floral"":""1"",""Temp"":""2"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""7.5"",""Week"":""1"",""pH"":""4.97""}"
context.raw.cotter_v4.2492	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2493	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65.4"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""1"",""Brew"":""87-1.5-20"",""Brew Mass"":""2793.6"",""Brew Temperature"":""80.1"",""Burnt"":""0"",""Caramel"":""1"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""207.6"",""Empty Carafe"":""1777.3"",""Final NaOH"":""21.3"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4570.9"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""14.7"",""Judge"":""93"",""Liking"":""7"",""Mouthfeel"":""3"",""Nutty"":""1"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""19.37757225"",""Position"":""1"",""Pour Temp"":""71"",""Purchase.intent"":""4"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""5"",""Setting"":""5LG"",""Sour"":""0"",""Sweet"":""0"",""TDS.x"":""High"",""TDS__1"":""1.44"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""6.6"",""Week"":""1"",""pH"":""5.04""}"
context.raw.cotter_v4.2493	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2494	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""62.3"",""Acidity"":""4"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""87-1.5-24"",""Brew Mass"":""2801.2"",""Brew Temperature"":""79.2"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1800.9"",""Final NaOH"":""16.5"",""Flavor.intensity"":""3"",""Fruit"":""0"",""Full Carafe"":""4602.1"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""10.1"",""Judge"":""93"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""22.58775696"",""Position"":""10"",""Pour Temp"":""66.8"",""Purchase.intent"":""4"",""Roasted"":""1"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""4LG"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""High"",""TDS__1"":""1.42"",""Tea.floral"":""0"",""Temp"":""3"",""Temp.x"":""Low"",""Thick.viscous"":""0"",""Titration pH"":""8.2"",""Volume"":""6.4"",""Week"":""3"",""pH"":""5""}"
context.raw.cotter_v4.2494	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2495	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""67.2"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.0-16"",""Brew Mass"":""2891"",""Brew Temperature"":""82.8"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""1"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""176.1"",""Empty Carafe"":""1806"",""Final NaOH"":""5.4"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4697"",""Green.veg"":""1"",""Grind"":""5"",""Initial NaOH"":""0.5"",""Judge"":""93"",""Liking"":""8"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.41680863"",""Position"":""2"",""Pour Temp"":""72.8"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""5"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""Low"",""TDS__1"":""1"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.22"",""Volume"":""4.9"",""Week"":""1"",""pH"":""5""}"
context.raw.cotter_v4.2495	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2496	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""65.5"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.0-20"",""Brew Mass"":""2886.9"",""Brew Temperature"":""83.6"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""145"",""Empty Carafe"":""1770.6"",""Final NaOH"":""7.2"",""Flavor.intensity"":""2"",""Fruit"":""0"",""Full Carafe"":""4657.5"",""Green.veg"":""1"",""Grind"":""3"",""Initial NaOH"":""2.6"",""Judge"":""93"",""Liking"":""7"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Medium"",""Paper.wood"":""0"",""Percent Extraction"":""21.30333103"",""Position"":""8"",""Pour Temp"":""71.5"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""5"",""Setting"":""6LG"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""Low"",""TDS__1"":""1.07"",""Tea.floral"":""1"",""Temp"":""4"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""4.6"",""Week"":""1"",""pH"":""5.12""}"
context.raw.cotter_v4.2496	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2497	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.6"",""Acidity"":""3"",""Astringent"":""0"",""Bitter"":""0"",""Brew"":""90-1.0-24"",""Brew Mass"":""2889.7"",""Brew Temperature"":""82"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""1"",""Dose"":""121.1"",""Empty Carafe"":""1780"",""Final NaOH"":""14.9"",""Flavor.intensity"":""2"",""Fruit"":""1"",""Full Carafe"":""4669.7"",""Green.veg"":""0"",""Grind"":""3"",""Initial NaOH"":""11"",""Judge"":""93"",""Liking"":""6"",""Mouthfeel"":""2"",""Nutty"":""0"",""PE.x"":""High"",""Paper.wood"":""0"",""Percent Extraction"":""22.43037159"",""Position"":""5"",""Pour Temp"":""69.8"",""Purchase.intent"":""4"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""17"",""Setting"":""14SM"",""Sour"":""0"",""Sweet"":""1"",""TDS.x"":""Low"",""TDS__1"":""0.94"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.21"",""Volume"":""3.9"",""Week"":""3"",""pH"":""5.09""}"
context.raw.cotter_v4.2497	dryad_cotter_black_coffee	cotter_2020_black_coffee/cotter_dataset.csv	2498	drip-brewed black coffee	medium roast	known	preparation.family.filter_percolation	preparation.method.batch_filter	known	medium	black_coffee	true	true	false	"{""90Sec Temp"":""63.3"",""Acidity"":""4"",""Astringent"":""0"",""Bitter"":""1"",""Brew"":""90-1.25-16"",""Brew Mass"":""2831.4"",""Brew Temperature"":""82.5"",""Burnt"":""0"",""Caramel"":""0"",""Cereal"":""0"",""Citrus"":""0"",""Cluster"":""2"",""Dark.chocolate"":""0"",""Dose"":""215.3"",""Empty Carafe"":""1779.1"",""Final NaOH"":""11.4"",""Flavor.intensity"":""4"",""Fruit"":""0"",""Full Carafe"":""4610.5"",""Green.veg"":""0"",""Grind"":""5"",""Initial NaOH"":""5.6"",""Judge"":""93"",""Liking"":""6"",""Mouthfeel"":""3"",""Nutty"":""0"",""PE.x"":""Low"",""Paper.wood"":""0"",""Percent Extraction"":""16.24142592"",""Position"":""5"",""Pour Temp"":""71.5"",""Purchase.intent"":""3"",""Roasted"":""0"",""Rubber"":""0"",""Session Number"":""11"",""Setting"":""5SM"",""Sour"":""1"",""Sweet"":""0"",""TDS.x"":""Medium"",""TDS__1"":""1.235"",""Tea.floral"":""1"",""Temp"":""3"",""Temp.x"":""Medium"",""Thick.viscous"":""0"",""Titration pH"":""8.19"",""Volume"":""5.8"",""Week"":""2"",""pH"":""5.03""}"
