group_id	split	output_atom_count	source_family_ids	year_ids	effective_record_ids	coffee_identity_ids	duplicate_group_ids	publication_layers	target_concept_ids	grouping_contract
smoke-group:4c2964993e809a686227a826	DEV	2	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:507c4d0ea4de1532416cb7ce	coffee-b2:b6f58dead658f7cff25dfbad		JUDGE_LEVEL_OBSERVATION	sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:4c4f572e9c08a5c701b55186	TRAIN	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:81ef8e5436f62267dfe57266	coffee-b2:2d38b6a419e8ef30bc7369cf		JUDGE_LEVEL_OBSERVATION	sensory.blackberry|sensory.blackcurrant|sensory.caramel|sensory.cocoa|sensory.grape|sensory.peach|sensory.raisin|sensory.raspberry|sensory.strawberry|sensory.woody	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:4c7178397363836b16823db2	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:6f50facca0bd0dc23fc70829|effective-post20k:b742edfc3cfa455dfd23fd2f	coffee-post20k:0aaca94dbb9ef6a4509df60a		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:50668317199f042f1b17fa99	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:0bfa3c2b65b94eafc014293e|effective-post20k:39d799479ba4f1056eeff191	coffee-post20k:e34da9fdc9d98376c7ea285f		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:507d44ea4f71129f08c00c4d	TRAIN	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:28705b2f691bd7e5f23b8454	coffee-b2:3a45d1dee008a098f5780fb2		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.cocoa|sensory.dark_chocolate|sensory.orange|sensory.pineapple	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:508d8b24f53605cbb8ab4b32	TEST	8	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:7f8b812236f175a5c58bc23c	coffee-b2:da2896e4956890bd181113ef		JUDGE_LEVEL_OBSERVATION	sensory.bitter|sensory.dark_chocolate|sensory.vanilla	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:50a28de01dcb8e7fae50b130	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:40198f4a95c1e6d4f4578fe8	coffee-post20k:08c69e59c426624ce50af124		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:55735e62d6b8d08ff98a699d	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:61402ac51d8b2df8b39bd49e	coffee-post20k:0c88a9a64dc9814d8a494326		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:573ec1ae6e8fe147719bdb8b	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:103f890ccce8dffd9403d45c	coffee-b2:418b75017789057629a23497		JUDGE_LEVEL_OBSERVATION	sensory.almond|sensory.caramel|sensory.cherry|sensory.lemon	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:59ac6d4ba3a89380d58cbee4	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:f4f89f3bce753a6a2d72f3d5	coffee-post20k:c46354d4c8afa61a72175119		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.lemongrass	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:59f4690dd5daca6cc2d3b95d	TEST	10	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:346db75ea2159d24c835250c	coffee-b2:f50055ab8baf64b44f6f093f		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.grape|sensory.grapefruit|sensory.lemon|sensory.orange|sensory.vanilla	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:5ce0134b27811a52b5a1d981	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:ed17fbcc881df566842277ed	coffee-b2:8cfca82ba7d0fa938c535c49		JUDGE_LEVEL_OBSERVATION	sensory.bitter|sensory.blackcurrant|sensory.caramel|sensory.hazelnut|sensory.tobacco|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:5fbf6f2e0fb77765f06674be	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:53ef04a0a707239550545072	coffee-post20k:b73206287ba0444d9f3153a8		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:603f46d2aaac417f7fb94008	TRAIN	20	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:1e94612c7f0e1813d12c3dfe	coffee-b2:f915011b722e55ed8cf8a47d		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.cherry|sensory.grape|sensory.green_tea|sensory.honey|sensory.peach|sensory.raisin|sensory.strawberry|sensory.vanilla|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:61318938c832c27d31e4691d	TRAIN	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:17403d08113dfbbfc89fff7d	coffee-b2:7a74df3761219c913e8b4834		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.apple|sensory.lemon|sensory.mango|sensory.raspberry|sensory.strawberry|sensory.wine_like_character	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:61e2eaa2d6fb91b7f3816a8f	TRAIN	9	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:66552a0c9bfe8e60cb2740df	coffee-b2:107b5b33c5ac915af5a9e04e		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.cocoa|sensory.lemon	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6339b1d146b38a88db850c3d	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:fdf2646324eb3b829282cde3	coffee-b2:258de099f92e4fe5f44288a7		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.cocoa|sensory.dark_chocolate|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:633a755d621798a850242c34	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:696a3b02a6d576afc898005d	coffee-post20k:6acecfd630e189d6ba304bf6		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:650087d0dd54c6a9554e8280	TRAIN	12	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:e13db948d170c360d18007b4	coffee-b2:846cab5278276f9d8f3d8432		JUDGE_LEVEL_OBSERVATION	sensory.almond|sensory.apple|sensory.caramel|sensory.dark_chocolate|sensory.grapefruit|sensory.green_tea|sensory.pear|sensory.prune|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:665b6c22f200ee06d4996383	TRAIN	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:40e86235997c25a5da2b2f91	coffee-b2:5c2b16a7482f43136eadf8db		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.green_tea|sensory.lemon	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:66dffb3b44ef2121581d374d	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:78702658e61fb15b0487ddda	coffee-post20k:3e6e378194ddda3099786111		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:672edd50128798d807d7f1ab	DEV	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:91b7b2d1e789759f190f3d2f	coffee-b2:8f85190e4664391fcd3a5b8c		JUDGE_LEVEL_OBSERVATION	sensory.bitter|sensory.cocoa|sensory.dark_chocolate|sensory.hazelnut|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:68bc12ce2322eb1e5975e207	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:064a7019998af51e3a8b1496|effective-post20k:420d8d3b4a502f5ffbc0d11d	coffee-post20k:8d5f51c6f4163392b6e81a4f		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6b4b71bbb96ed243f4e3e067	TEST	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:7b873024fae68473988c40a1	coffee-b2:844226b493882a1a192d7663		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.cocoa|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6c16165478b6251a25ae9202	TRAIN	2	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:fc4efa823e6b6ca9f4e5e765	coffee-b2:0df2ea0e1a67f7068bbb1acd		JUDGE_LEVEL_OBSERVATION	sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6ca595cb3ec816b7be9ee47e	TRAIN	15	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:e3fb9fa47f458ba896ce6703	coffee-b2:fb5812287c4d4a11f49d0f3f		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.apple|sensory.black_tea|sensory.grape|sensory.green_tea|sensory.honey|sensory.lime|sensory.peach|sensory.strawberry|sensory.wine_like_character	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6d08e7fd50b75f612eb921c2	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:0a9fc721026c7e135160f31e|effective-post20k:be327d0aacaf4c0d57461611	coffee-post20k:223a1d528dc8826f013a84d0		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6d679c92b49a9f0c57ca61ad	TRAIN	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:1078bce0e41f3c346ea005be	coffee-b2:f6ebe2fa780e8a0e9d458c1e		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:6f36c5ac758a8ad8e51936aa	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:4c6b3bcde465aea4af2f080c	coffee-post20k:0e910b69f13ce68e5f2780e5		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:76fb4930d0083388fc544cae	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:ee01551eebd23b5103b472da	coffee-post20k:73a940eb0525fe57161e0616		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.caramel	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:795cf1494d01983ae7053e69	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:04caa7bf1e425239c80cadb1	coffee-post20k:b36866299e58c7b09e376e83		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:7a7d9d0dbbcae4de83b2a1e3	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:f7dec3dc29f2b423cc995ce3	coffee-post20k:5af3315b6c238bd6b5f653ec		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:7c67bdf2fc154876e5ec57a2	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:751febf2c66f79443ba48f65	coffee-b2:b9d62d64c3900062d3216f54		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.cocoa|sensory.dark_chocolate	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:7ec5615c6dab027a4f3b2a5e	TRAIN	8	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:51095fb25e821a34bb49ae51	coffee-b2:53e088465b764cd58f29e826		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.dark_chocolate|sensory.grape|sensory.jasmine|sensory.orange|sensory.peach	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:7fc7bb1e0f1714d16b4bc1f0	TRAIN	17	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:24ac63f4a57887546aa63604	coffee-b2:35e9024d405ccdc92e77013a		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.cherry|sensory.green_tea|sensory.lemon|sensory.orange|sensory.pear|sensory.pineapple|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:81e22df260d96eb316c80161	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:5f4c8b13abb37f1159ca7e58|effective-post20k:ae0cbc4e5bf640fc096310f9	coffee-post20k:b7a0f789563a8b52789c157c		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:84483235a86ecb06a34f0177	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:f56b59388280136c959dd068	coffee-post20k:2744be77dd8e52f8f73ccc6f		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:84529224299d97564223b6b0	DEV	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:d32f355333831687494bb3d7	coffee-post20k:8a6751309dfdde591a9e18b0		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8454ea9dd4de2af53a5f1507	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:5eb9d28318222ec00425fd70|effective-post20k:be66977e39ae16ff04cd2749	coffee-post20k:23c225387416edd756a12e0a		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:853e1db741d8dc4266e2c08b	DEV	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:c2160dfe11466db43a49c532|effective-post20k:d309f678c49c8989774bf358	coffee-post20k:e85a4c00dc2162a8320b2ae9		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:870f80319bdcb93f1f2e53d0	TRAIN	9	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:17455893ca9329468f7c1523	coffee-b2:80e44224013850f18bd9e471		JUDGE_LEVEL_OBSERVATION	sensory.alcoholic|sensory.apple|sensory.bergamot|sensory.black_tea|sensory.caramel|sensory.cherry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:883524c063ba55123f3800d5	DEV	8	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:70bde51b52c42b72f82dc562	coffee-b2:f0cb5ed7b92348127fe2812d		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.black_tea|sensory.caramel|sensory.cardamom|sensory.grapefruit|sensory.raisin|sensory.walnut	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8b39a9269ebe7e8aa8a11ddb	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:b7fb9b562e4af14d74f5efdc	coffee-b2:a76d60288b9a2a4f2d34e0fa		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.cocoa|sensory.raspberry|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8c56171745ded1fc2715d5aa	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:5a5894edb1731d8ba71f03b6	coffee-b2:e1c1405478ffe2ba034e2594		JUDGE_LEVEL_OBSERVATION	sensory.cherry|sensory.dark_chocolate|sensory.grapefruit|sensory.orange	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8d130b8d5c15570e19f993ce	TEST	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:39f9240d9b3a343ec09fa94d	coffee-post20k:fa81952674da11ad75377279		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8e5ad117f813d116cfabb38a	TRAIN	6	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:34092cb3c77ba8349fb48511	coffee-b2:581da3c376a60054c6e432a3		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.dark_chocolate|sensory.green_tea	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:8f5ffb56410467cf35a7afed	DEV	7	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:659150ac846201445363ce24	coffee-b2:75b3c4ed578fda99bd211892		JUDGE_LEVEL_OBSERVATION	sensory.caramel|sensory.cocoa|sensory.dark_chocolate|sensory.malt	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:90f2bbda44f9ab0bb9d91341	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:b1501bc2661c334f88b26416	coffee-post20k:760b3b5fe2a2890d642e45f8		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:970a3f9243a957c257baabbe	TRAIN	14	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:4d9aea32f4a97e154de34a8f	coffee-b2:9989baa3aafe7c18c3a2190e		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.blackberry|sensory.caramel|sensory.cardamom|sensory.cherry|sensory.dark_chocolate|sensory.jasmine|sensory.orange|sensory.pear|sensory.pineapple|sensory.strawberry	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9831ce05195639870bccc124	TEST	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:2c7fff72ec1a7eeef658417f|effective-post20k:5363ad90cb8174dd5e3e250d	coffee-post20k:6a3c9e8815e3bc80e6807ddf		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:98756dd82021426a596c1bc4	TEST	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:6fc7857aa42dcf3bf430edc6	coffee-b2:7a0dbf94b0fcfe0c4b12d8aa		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.black_tea|sensory.blueberry|sensory.caramel|sensory.cherry|sensory.dark_chocolate|sensory.hay	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9a25f0ac3e09b687e471f4a9	TRAIN	9	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:b3d50faeba4f6a2678496ae7	coffee-b2:4a06f39d3bcf437f578758eb		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.black_tea|sensory.caramel|sensory.hazelnut|sensory.peach|sensory.raisin	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9b74bc17a1f9d42b30dc298b	TEST	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:c743d36e9de2b2c0ac644f7c	coffee-b2:6bbee45f24566d4e1de7f951		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel|sensory.dark_chocolate|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9c0334607830adf809290659	TRAIN	14	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:9cbba0db2c5ebc59d3a68d00	coffee-b2:e83785e5edf68a3f4ec4f127		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.cocoa|sensory.dark_chocolate|sensory.honey|sensory.jasmine|sensory.lemon|sensory.lime|sensory.tobacco	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9d86da42a33d1f8bbe356fb2	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:103e6e0774db5ab1b1699614	coffee-post20k:4594b9f9def152525915bc6b		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:9f293f940b4ded9e04aa0f1c	TRAIN	2	family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022	effective-post20k:4014bd3cfd5694fbdb3c4ce6|effective-post20k:4471a16df93ae8c9fef3c02a	coffee-post20k:f284f165b522cfc83162b4a4		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a0967f53e787061776633383	TRAIN	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:efe30a84be04fb7291d53c31	coffee-b2:ed240c03fe7c1d656f62574a		JUDGE_LEVEL_OBSERVATION	sensory.black_tea|sensory.caramel	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a3006a9a2e99590229586644	TRAIN	11	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:a06dbe1ff634c26757784a4d	coffee-b2:c3046ad10be6ec3c40753c82		JUDGE_LEVEL_OBSERVATION	sensory.apple|sensory.caramel|sensory.grapefruit|sensory.hazelnut|sensory.orange|sensory.pear	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a488ce515910b931f9dd8096	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2021	effective-post20k:c99c8ae06f55d75c852737e4	coffee-post20k:52dc3af9dcde1bc6593e3abd		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a54325bb073eb760b1ea3ec1	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:7ccdec7ee7b8a2e864b70558	coffee-post20k:19e9d5245ef2c34babc1a8d2		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a699c500a206e09256cdfb73	TRAIN	1	family.frontiers_inera_robusta_q_grader_panel	year.2022	effective-post20k:234a20a0ce9d0a9196e0c796	coffee-post20k:dbce2ecca8fd29f65fc01bde		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a843c9f983b2cde6264a5dda	TRAIN	1	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:528b35ff0427ba0d103b481f	coffee-b2:ca65ca387e19225657d95e65		JUDGE_LEVEL_OBSERVATION	sensory.cocoa	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:a894ef4328c9353880fe69d0	TRAIN	1	family.frontiers_cenicafe_lengupa_trained_cuppers	year.2026	effective-post20k:53280f70c371aedb84f60038	coffee-post20k:dd4770262fe6881a8c5070ce		TRAINED_PANEL_SAMPLE_CONSENSUS	sensory.honey	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
smoke-group:aaff79ec30b0c5233f1cdeeb	TRAIN	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	effective-b2:74e254d3f022725a67918dd7	coffee-b2:01b9f9620fbd18ea69592a7f		JUDGE_LEVEL_OBSERVATION	sensory.cocoa|sensory.dark_chocolate	COFFEE_SAMPLE_EFFECTIVE_RECORD_DUPLICATE_MIRROR_CONNECTED_COMPONENT
