cleaned_output_atom_id	descriptor_assertion_id	cleaned_form_hash	source_family_id	semantic_class	mapping_state	normalization_authority	target_concept_id	noncommercial_model_research_right	restricted_text_available	engineering_smoke_eligible	exclusion_reasons	model_eligible
cleaned-output-atom:5e8427fb24f1172d78299f05	assertion-b2:4dcf66db5610818d0f58a1c1	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.blueberry	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:1627e116603d36a120fe3e2d	assertion-b2:4dd2e3befe5990dad630755c	f3acfc5ce9afab87dffc3f4923fb14552e8a2ba2f1db7be98ce2edaddca40778	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:03e18b11211be8f1842f8ba9	assertion-b2:4dd3939f09be51086d23d5ee	09521b1c55b7146b1dd2ce121f6da099734cfaec10c1040aa7468a804fd10b88	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:48ae267adc508ac3f71f9d92	assertion-b2:4dd39bc7c50075955225a1b0	c371578fdc5ddc302a761f00d4542eaeaebf1364357c53f993b34744a76e1d81	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:3c2a1b0c635a7ea809e06fc0	assertion-b2:4dd4beacd1003b4ec781edc4	6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_ALIAS	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.wine_like_character	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:ce5f5297b9c9e63d17bcd357	assertion-b2:4dd7ee34a1fe39bedf9aaa30	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	family.project_origin	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:1c0daf29c8ecf7a1f706db99	assertion-b2:4dd9dc18d22adeb38607885c	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.peach	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:136f6dead885cfd4af9e9771	assertion-b2:4ddcd1a7731832caaccb72cf	31d0c0df417c49f7953246c6262c20e1021263e95d5a5654359c799a5ff31c00	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:060eb80ae07121e6b5a252fd	assertion-b2:4ddf0138f8c014638a81b79f	d37e4ffe90f1498a7e7a0fb55955c58eb6571793e13cf000b259539eb226b65e	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.sweet	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:d7d99e07ea86ae5a6a5741da	assertion-b2:4ddf0138f8c014638a81b79f	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:8f8f7f24457dbd392deeb01e	assertion-b2:4ddfe301b55bf790ebf86757	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.jasmine	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:0b6d746ed0c8b03a59e27e08	assertion-b2:4de344c3360f47cd84b7c047	779bfa925b025e514432fb3d4b8e22fc84fdccc9f83e676c479c1fed4b3d608f	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:5bf1f181597524233c142527	assertion-b2:4de6e7617f5955e95f044572	71d6a37fa41aba8789868f45be4dfa89f0ad81e93aca9e8b8f1be8abba972ca4	family.ace_cup_of_excellence	QUALITY_EVALUATION	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:e386850ef03e82a481b693a8	assertion-b2:4de7d3f1d4c9e06897bf9f62	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:f49a6c5a35ba8f5ab808eb0d	assertion-b2:4de86b5a318dd4cf8bb5384c	f2f7b7221452343c2684961b0fdd5e82dd563575b942a72adbf7fd338a8caa2a	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.dark_chocolate	AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE	false
cleaned-output-atom:d13114aecf71b576753caf3d	assertion-b2:4dea82a73f50868dfc5c362b	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	family.ace_cup_of_excellence	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:d766a91a2f621b773f49effa	assertion-b2:4deb7ccf3333d121f2f852f1	7d9f72f6de608982c43aabd062f0c77abc27f18afdfee5aefe0e07e0040d10ba	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:0c05b63f22db63588a1d4572	assertion-b2:4debf16dfbb7e3b57eefedb8	d776f7cf4e43af5c0bc12b5634fa50843c0158263f1552540447d3e28e7528a2	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:0dd875b3dbbc28dd9801c254	assertion-b2:4dec30a2b08dc9d49187f9c5	da9318a46a1c99736cd59894aadeac999ed92a8483938a0bcbcaa33525ef1ecd	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:f60aa32bf561c10cd5ccab51	assertion-b2:4dee739ca44a8a5a10b8c3b0	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:98b6bb56182eb6fc25384329	assertion-b2:4dee92a0f37aef68061e9ca3	d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.malt	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:070c77780af187c073265f44	assertion-b2:4def391c60b144992ec5244d	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:d3a3be4cc24b2d533a730642	assertion-b2:4df0c110870ba5a943a00290	d8a077c5ff31fa636a78a27151cddebdee88b6f6dc2b24b22cb694e740dbf2a7	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:de4c3e7ba5f7250ff4e77ae9	assertion-b2:4df31059b7ef775f729b1cae	b6e4221dfda0c45f514754037af017f6b3adc6bc583df983067bfb73c740a1d6	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:376b9b39d677a936187b17cc	assertion-b2:4df641aab5ade087f3a3e25c	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a17414e5698ccaff2933634d	assertion-b2:4df7aadbab865a8ae2882357	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:f8b98093a5c2cfaada7d537b	assertion-b2:4dfc67b3edf7927bc9f06cab	465c4f46b346f3f4682cb4a756e00057bb75f56542f8d7f5e70c0ff796a456f6	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:971865360d4d73127f6dd2ad	assertion-b2:4dfcf3641e6e0644fb7a358d	4d1608c849f1a4968565d5019e500b9c3541f654c33ac9d096b610d27229499c	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:314b2b494802e5f8d976b034	assertion-b2:4dfe1717bcea1296551ff85d	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.honey	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:8fd95da1eb4e4296a9bc290b	assertion-b2:4dffb00ba9b6064177b9733f	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.lemon	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:1150ad2ce321bba1f7418de3	assertion-b2:4e0751b731290afd8cc04aa4	00d11132a27be6114cece1807dcd7259382ba1b7c9414e127de1e61b38a92d94	family.project_origin	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:9ef5db76dbabcb312c4c60b7	assertion-b2:4e08830d2ef88d892704a450	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.caramel	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:934ea8c0d3156a1f74f29111	assertion-b2:4e0a0677daf3962c2a7f697c	5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.strawberry	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:92840b6bced93e1b67c95ec2	assertion-b2:4e0bf5de409bb5e0f6ab57fb	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	family.zenodo_golovinsky_q_grader_dataset	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:3edce3f77b8c9f454e51a681	assertion-b2:4e1024ff4922f2496d234f49	fb0e1693b600e9d10b7db4a01f696d9998eee8546f20111ad6f2d8a9db032813	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		PENDING	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_PENDING	false
cleaned-output-atom:c4e409519cffc9c7c45ee1ec	assertion-b2:4e11db72b2c7eed00ae1f955	94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:b8d9bb87409a2c9854162a50	assertion-b2:4e1507b26f0c9c4f7863b3c1	ba4788b226aa8dc2e6dc74248bb9f618cfa8c959e0c26c147be48f6839a0b088	family.frontiers_inera_robusta_q_grader_panel	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.green_tea	AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE	false
cleaned-output-atom:faec40c1f9ac7bf969f759b3	assertion-b2:4e1507b26f0c9c4f7863b3c1	3a2df74afc3ea50020bb48c6833e8ecca293544621ad0ee775d9498111fc128c	family.frontiers_inera_robusta_q_grader_panel	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:24312ebb15146685741b1327	assertion-b2:4e16e21ada55fa7e25f12350	31ddfa51506579361f142b5cfbce34d249f6d12388ba2302486ad5a8dbfe4dbd	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:f96624cadd434d5a4077d7df	assertion-b2:4e16e368f80dea852deb4530	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.orange	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:fa403577a18b90a765ac0a62	assertion-b2:4e186b71ae0ce18dc167f8fc	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:ea954a7f37221c55370beef7	assertion-b2:4e18bed36c66801f7c610de3	d9db5e88eca567e09d763ba9c51fa236ae172e66881da4c268280ce42e0d59cb	family.ace_cup_of_excellence	PROCESS_OR_ORIGIN_METADATA	NON_DESCRIPTOR	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:bc9191352a727904cb126bf8	assertion-b2:4e1ac3c578ec500729a8d2aa	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.black_tea	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:ea61e612b3b15dba4389c9d0	assertion-b2:4e1d0c88bfbf2b05f79d8605	42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.dark_chocolate	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:865c9d8775030405cdce14e5	assertion-b2:4e1f1b2e391aaf070cb68f61	ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a8cbe983caaa1a5649958f60	assertion-b2:4e208c8c48afa8337c5588bc	d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:cc046133c6790d8ec6f36b47	assertion-b2:4e20d76dd777d8f49e8f53d4	939cdab24ab8e2507ed87ced1fc8c119a04255d1767de1ab72c005300747df3b	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:3548f0562f7f9dd76e3e785b	assertion-b2:4e23a00a658101f559080f2a	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	family.zenodo_golovinsky_q_grader_dataset	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:a76ede2e9324ce6cf78e5822	assertion-b2:4e24c2d090ab43999d5d2f52	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	family.frontiers_cenicafe_lengupa_trained_cuppers	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:60a690cb48b2550b3589c155	assertion-b2:4e257a9630d23221a1ce56cd	f973ea13b1deeac908cf3947d5db2b8cb243212cfb157f2758140fb44c05177e	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.malt	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:2eca8dc61623c4e367c19837	assertion-b2:4e27a9932cbb23c5fb6991ea	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:76101f634c085595ab255d02	assertion-b2:4e27a9932cbb23c5fb6991ea	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:8f2ade2ced4ac024d3eb7bb2	assertion-b2:4e394f9af2e075d1e6b9e759	50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:ba19cdaedc0f30bbc9a61d5a	assertion-b2:4e3a8940010c5f9e36648fe1	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:4caf5e736ceb454a66aeab2e	assertion-b2:4e3d7651ef0a8b2535073f50	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.lime	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a26c1c5f5f729fd5c0951d1c	assertion-b2:4e4056c009a8d5fa2868c312	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
