concept_cluster_id	cleaned_form_count	cleaned_form_ids	cleaned_form_sha256s	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	neighbor_cluster_ids	canonical_concept_ids	mapping_state	normalization_authorities	assertion_support	effective_record_support	source_family_count	source_family_ids	year_count	year_ids	gold_assertion_count	silver_assertion_count	bronze_assertion_count	support_band	review_priority_score	reversible_to_source_assertions	human_reviewed	expert_adjudicated
concept-cluster:250c4402e8c9c08bc1c2528f	1	cleaned-form:de9c97f6cb4db1f35c2cd51b	de9c97f6cb4db1f35c2cd51b8cfe03f4769d387c9972cb4d3e7e3d2c79b7a407	1	source-form:028ecefd11e90328ec549c61	en	STRICT_FLAVOR	de9c97f6cb4db1f35c2cd51b8cfe03f4769d387c9972cb4d3e7e3d2c79b7a407					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:250d05cfb73031afcf17b2e0	1	cleaned-form:e9ab467f1a0a955b574f987a	e9ab467f1a0a955b574f987ae9133c1653fbbf82850754984289e0cd9df87f47	1	source-form:e9ab467f1a0a955b574f987a	en	STRICT_FLAVOR	e9ab467f1a0a955b574f987ae9133c1653fbbf82850754984289e0cd9df87f47					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2012	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:25365477226121532bae1a8a	1	cleaned-form:7152e6ec048e24fadb107625	7152e6ec048e24fadb1076257daa655ab198bc310e44f5531b5a02e544613d49	2	source-form:69023ec476beb208bd424e78|source-form:7152e6ec048e24fadb107625	en	STRICT_FLAVOR	7152e6ec048e24fadb1076257daa655ab198bc310e44f5531b5a02e544613d49					GENUINE_ONTOLOGY_CANDIDATE		7	7	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	4	year.2018|year.2022|year.2023|year.2026	3	4	0	SUPPORT_5_19	327	true	false	false
concept-cluster:253aa868967b741f0a564e37	1	cleaned-form:d9298a10d1b0735837dc4bd8	d9298a10d1b0735837dc4bd85dac641b0f3cef27a47e5d53a54f2f3f5b2fcffa	1	source-form:f97e9da0e3b879f0a9df979a	en	NON_DESCRIPTOR	d9298a10d1b0735837dc4bd85dac641b0f3cef27a47e5d53a54f2f3f5b2fcffa					NON_DESCRIPTOR		61	61	2	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	3	year.2017|year.2021|year.2022	61	0	0	SUPPORT_20_99	341	true	false	false
concept-cluster:2546559def551054e3a6556d	1	cleaned-form:7e4f7481f2a1d335642a35c3	7e4f7481f2a1d335642a35c3e4191c9e36d366dd14abadf7ea6c974ea1b22dbc	3	source-form:7e4f7481f2a1d335642a35c3|source-form:8ae77f499b99f307007d688e|source-form:d22f3ed3908ff395e712cbe1	en	STRICT_FLAVOR	7e4f7481f2a1d335642a35c3e4191c9e36d366dd14abadf7ea6c974ea1b22dbc					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.ace_cup_of_excellence	2	year.2022|year.2024	0	3	0	SUPPORT_1_4	163	true	false	false
concept-cluster:2550c99b1ed2c7b68e1690c4	1	cleaned-form:0e22e96e2e941f03332c86ad	0e22e96e2e941f03332c86ade6390e82f00d55d2c42106bf14d479c5390d8871	1	source-form:e93c470d4c3c02f7e46d1374	en	STRICT_FLAVOR	175534c4b50d990d29b77ae0e377fc4ceeae54cf67e6cbdd071ee47c8c51a021	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e		concept-cluster:efb88da61da8f532af3bdefc|concept-cluster:ef6299fa2df616e4759d76d2|concept-cluster:4e3bd3fd4e455eeb7491ccdd|concept-cluster:329d81a5c1b6f9c3df98a8d4|concept-cluster:cfaecb5b4f45bcb4810f16c5		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2552724140ee4d01e15f4e9e	1	cleaned-form:d4c90fc47beb3bc69b5bb55e	d4c90fc47beb3bc69b5bb55e62b9df5f039df9580cc51f00cf576dd87b3cf5ce	1	source-form:d4c90fc47beb3bc69b5bb55e	en	STRICT_FLAVOR	d4c90fc47beb3bc69b5bb55e62b9df5f039df9580cc51f00cf576dd87b3cf5ce					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2018	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:255da3c364d6feb63685dea0	5	cleaned-form:44cc7ac6510fd7d0d7361a9a|cleaned-form:6d39de47cd71871b490189e4|cleaned-form:a1548093e19f72818af9512c|cleaned-form:d492beee798fc77bf660dbac|cleaned-form:da43f06caa04c6fd627b63e9	44cc7ac6510fd7d0d7361a9a6c6dd60c27e0cb151caa970273acf3941e2c5f16|6d39de47cd71871b490189e475c5c7da24546d1da60a87ba44ebd58ce66c2f61|a1548093e19f72818af9512ca520e17286b3b5a41058f66d05b33d3bc67635e6|d492beee798fc77bf660dbac7b372f11c386fa7211662e63bbd739dcd538610d|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	10	source-form:22baa53bc55369cbaf444ff6|source-form:26138f2ac4b2c2bb71aee05f|source-form:3526b9755929bc64ce0a04e0|source-form:44cc7ac6510fd7d0d7361a9a|source-form:6d39de47cd71871b490189e4|source-form:6f49f8542cecd5c33c6fe1e3|source-form:a1548093e19f72818af9512c|source-form:c9cce26318a0783daffe48e9|source-form:cf5e8ec9e212b0b50fb78367|source-form:da43f06caa04c6fd627b63e9	en	STRICT_FLAVOR	44cc7ac6510fd7d0d7361a9a6c6dd60c27e0cb151caa970273acf3941e2c5f16|6d39de47cd71871b490189e475c5c7da24546d1da60a87ba44ebd58ce66c2f61|a1548093e19f72818af9512ca520e17286b3b5a41058f66d05b33d3bc67635e6|d492beee798fc77bf660dbac7b372f11c386fa7211662e63bbd739dcd538610d|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486		sensory.tobacco	concept-cluster:1d53f1a913483195509ea0fd	sensory.tobacco	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	64	47	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	12	year.2008|year.2009|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2026	43	21	0	SUPPORT_20_99	704	true	false	false
concept-cluster:25a673410614a31183baa793	1	cleaned-form:27a52282c4e937139eb9ff4c	27a52282c4e937139eb9ff4c0fdab194a22ee0d01fed7162bcfd4818934a8257	1	source-form:27a52282c4e937139eb9ff4c	en	STRICT_FLAVOR	27a52282c4e937139eb9ff4c0fdab194a22ee0d01fed7162bcfd4818934a8257					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:25c491722e3e8f4bc015159a	1	cleaned-form:01a9d45489b2279d7f0f5af6	01a9d45489b2279d7f0f5af608f37baee487542d4f3ad1a9461d1dd9f4de7a47	1	source-form:8952344bea633507254331f8	en	STRICT_FLAVOR	01a9d45489b2279d7f0f5af608f37baee487542d4f3ad1a9461d1dd9f4de7a47					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2020|year.2025	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:25d6bbfcade1dcb9eb87fdee	1	cleaned-form:7fd6362a262e67d02e5929f0	7fd6362a262e67d02e5929f0475ed1d0c4bffa705f78b24b22820db47cf070b8	1	source-form:320feb2e7738fd2979e1e233	en	STRICT_FLAVOR	7fd6362a262e67d02e5929f0475ed1d0c4bffa705f78b24b22820db47cf070b8			concept-cluster:fd02677f54ccc751d900b28d		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.coffee_board_of_india_fine_cup	1	year.2019	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:25e5a452b1794f180c516700	1	cleaned-form:f90aef1de21cba2ae23e8948	f90aef1de21cba2ae23e8948ce6ce34b9f5977c06c1b1e05f50e3cc4cf8d66cb	1	source-form:e126e918b4fc1449863212db	en	STRICT_FLAVOR	f90aef1de21cba2ae23e8948ce6ce34b9f5977c06c1b1e05f50e3cc4cf8d66cb					GENUINE_ONTOLOGY_CANDIDATE		4	4	1	family.ace_cup_of_excellence	2	year.2024|year.2025	0	4	0	SUPPORT_1_4	164	true	false	false
concept-cluster:25f84ee489483cf3c92f3e04	1	cleaned-form:39de6bd73fb94bf307bc1ca1	39de6bd73fb94bf307bc1ca18ef171509481d36aa0db89fbf6fb65cf670b14c3	1	source-form:e6bc194aaa1790fd6391fe4e	en	STRICT_FLAVOR	39de6bd73fb94bf307bc1ca18ef171509481d36aa0db89fbf6fb65cf670b14c3					GENUINE_ONTOLOGY_CANDIDATE		4	4	1	family.ace_cup_of_excellence	1	year.2017	0	4	0	SUPPORT_1_4	124	true	false	false
concept-cluster:262d0562af40db14becf7854	1	cleaned-form:ed1f9dd59d9fd77a8a795d66	ed1f9dd59d9fd77a8a795d6617b2ea3c32e22cc76f6e3d2d53e10609ff5b5927	1	source-form:ed1f9dd59d9fd77a8a795d66	en	STRICT_FLAVOR	ed1f9dd59d9fd77a8a795d6617b2ea3c32e22cc76f6e3d2d53e10609ff5b5927					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2011	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:264f6b9c94ada7710eddd537	1	cleaned-form:4a411484407368ea2861cf62	4a411484407368ea2861cf6201ff1d411ef3d8c260fc72e8232790995a463f70	1	source-form:428ea2f47810bf3dafaa11f2	en	STRICT_FLAVOR	4a411484407368ea2861cf6201ff1d411ef3d8c260fc72e8232790995a463f70					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2677acdf5195ee7cc8edde44	1	cleaned-form:c2a59c1125219bd19b8e352a	c2a59c1125219bd19b8e352ad00ed3d635e307ca90278c7ce6993fa69cbc6795	1	source-form:488ab3e725d4a4119980be0d	en	STRICT_FLAVOR	c2a59c1125219bd19b8e352ad00ed3d635e307ca90278c7ce6993fa69cbc6795					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:269aafdf58ee8b7b4ef02645	1	cleaned-form:f77470ce4f1959e593487d61	f77470ce4f1959e593487d617f0153a32f3a8382bbd9aca73c1ab17138530428	1	source-form:42c85d3466968c506c6766a8	en	STRICT_FLAVOR	f77470ce4f1959e593487d617f0153a32f3a8382bbd9aca73c1ab17138530428					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:26a482b8df2cc208ad8197e0	1	cleaned-form:0f217f544b942a9c278e8dae	0f217f544b942a9c278e8dae5b6f71aaf86edf78827257e5ff7c17c5771965c8	1	source-form:0f217f544b942a9c278e8dae	en	STRICT_FLAVOR	0f217f544b942a9c278e8dae5b6f71aaf86edf78827257e5ff7c17c5771965c8					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:26aee718c15908b609561fff	1	cleaned-form:415c8c2093f06e807f2855fb	415c8c2093f06e807f2855fbfcaaad5d2d5ce9f7a4acbf1b4776bde6a3e826c4	1	source-form:02a0a0c6e250edbee3eb6008	en	STRICT_FLAVOR	415c8c2093f06e807f2855fbfcaaad5d2d5ce9f7a4acbf1b4776bde6a3e826c4					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:26b71c462fd61d07fe81b361	1	cleaned-form:02a8445237f66aff1331ca00	02a8445237f66aff1331ca009c407d8a78ecec8c182286e06d09bcce1997ce4e	1	source-form:02a8445237f66aff1331ca00	en	STRICT_FLAVOR	02a8445237f66aff1331ca009c407d8a78ecec8c182286e06d09bcce1997ce4e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2011	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:26cfab0cd7f4bcf794d1063b	1	cleaned-form:06dbe73c6bc4d55ae45928cd	06dbe73c6bc4d55ae45928cddfa2ab9cf2ff92f1b01631ab3b02c523eb712e6c	1	source-form:be385457d50763cd9d8ed557	en	STRICT_FLAVOR	06dbe73c6bc4d55ae45928cddfa2ab9cf2ff92f1b01631ab3b02c523eb712e6c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2022	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:26e25966d2a36e6fa9db313d	1	cleaned-form:9b2e53e279476a613731ca44	9b2e53e279476a613731ca44990aab2a83ddd36ae4a3400667dea188873e9f55	1	source-form:0a22d3b77859089719122ad3	en	STRICT_FLAVOR	9b2e53e279476a613731ca44990aab2a83ddd36ae4a3400667dea188873e9f55					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:272f31990fecb745099dc343	1	cleaned-form:9f43329565793e3d959eb9cd	9f43329565793e3d959eb9cdc72d32263a6fb27f6e32f449395a8ac2af48e775	1	source-form:9f43329565793e3d959eb9cd	en	STRICT_FLAVOR	9f43329565793e3d959eb9cdc72d32263a6fb27f6e32f449395a8ac2af48e775					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:274aa1f342f7f674a200a20e	1	cleaned-form:9676b21cd39e0235714dbfd2	9676b21cd39e0235714dbfd2a57e72ab320a445ea31ea09bc7eec85039668af2	1	source-form:9676b21cd39e0235714dbfd2	en	STRICT_FLAVOR	9676b21cd39e0235714dbfd2a57e72ab320a445ea31ea09bc7eec85039668af2					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2022	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:27557535912d518f770d892c	1	cleaned-form:726bb623c57513a41221710f	726bb623c57513a41221710f435bf5e910bf56b13ab92a7889167ea614737488	1	source-form:726bb623c57513a41221710f	en	SEMANTICALLY_UNRESOLVED	b626764bcb8fd7bb53c57f597d626f1a1ff3b67d9c982e4aaf645c1149a49804	eda15ce4834ac303532bc6973df5ff8a5deb75d7dfceb9fc2cdf1bb450a01cf5		concept-cluster:d4de31bbc7198b47172036af|concept-cluster:4d86cc7dfe4f49df730ec5ac|concept-cluster:da2e8ea7ccdf491d4e8c234b		UNRESOLVED		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	221	true	false	false
concept-cluster:27875d2eebc89d91ecb38727	1	cleaned-form:76b1ee582dbd709cf8e9e34f	76b1ee582dbd709cf8e9e34f2f00c6552564e3b7845931a1ac951e961dd3c07f	2	source-form:76b1ee582dbd709cf8e9e34f|source-form:8079e01915b63ec9f3f2247c	en	STRICT_FLAVOR	76b1ee582dbd709cf8e9e34f2f00c6552564e3b7845931a1ac951e961dd3c07f					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2017|year.2025	1	1	0	SUPPORT_1_4	162	true	false	false
concept-cluster:27b169bf8f0fcd2f4b72dd37	1	cleaned-form:42af43e3616eba4a133a7555	42af43e3616eba4a133a755540a88e6c61085dfe66c6e49e6ab8eaf9daf0c0da	10	source-form:2de1d08593a1454df4817d8d|source-form:32b9a4fe16405c1ef5352788|source-form:3b02dc54b7f94f8453f38b84|source-form:40a770acbf0d9e02994a89f4|source-form:42af43e3616eba4a133a7555|source-form:59d3b1ee1264d34402557bfa|source-form:74fc85af80d8b8a0c57e1ff8|source-form:7948c65dc3ff1b9e390f6b06|source-form:c62a908dd8f1f63c24b3584b|source-form:e7fb9a4731e8b6571f9d983d	en	BROAD_SENSORY	42af43e3616eba4a133a755540a88e6c61085dfe66c6e49e6ab8eaf9daf0c0da			concept-cluster:18c7ca9932be376c2ce7836c|concept-cluster:dbe90458cf7cb58a37c297bb		QUALITY_OR_STRUCTURE_ATTRIBUTE		52	48	1	family.ace_cup_of_excellence	13	year.2008|year.2010|year.2011|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2024|year.2025	2	50	0	SUPPORT_20_99	652	true	false	false
concept-cluster:27cfd55bd1b8000a9c06d740	1	cleaned-form:03842423158836c542d40321	03842423158836c542d40321a0ac6b261a884ae53dee2158f95bbc4db3fdf0b2	1	source-form:7e2b7f151534769755c4be39	en	STRICT_FLAVOR	03842423158836c542d40321a0ac6b261a884ae53dee2158f95bbc4db3fdf0b2					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.coffee_board_of_india_fine_cup	1	year.2019	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:27f8dd1609f6df2c2ea7820c	1	cleaned-form:be2a2df6231d405ea92f2990	be2a2df6231d405ea92f2990637fbd63163039523ff366c4a2facb905a3c3fbb	1	source-form:bf53f80c29e9150d884f961d	en	STRICT_FLAVOR	be2a2df6231d405ea92f2990637fbd63163039523ff366c4a2facb905a3c3fbb					GENUINE_ONTOLOGY_CANDIDATE		9	8	1	family.ace_cup_of_excellence	5	year.2020|year.2021|year.2023|year.2024|year.2025	0	9	0	SUPPORT_5_19	289	true	false	false
concept-cluster:282d22036211fe54e510b08e	1	cleaned-form:238390a1634f0aa715ce5437	238390a1634f0aa715ce5437ff8a08a682b71734c2afdf51f10e2b376670429c	3	source-form:1300a047c502b75b40b8024d|source-form:238390a1634f0aa715ce5437|source-form:b440bf0ccf53818e094f65ed	en	STRICT_FLAVOR	238390a1634f0aa715ce5437ff8a08a682b71734c2afdf51f10e2b376670429c		sensory.almond|sensory.butter	concept-cluster:e6b769b3596d287b41f08452|concept-cluster:1e56d3d0659d6277db498454|concept-cluster:2a0ea756032be2c8dab247ce|concept-cluster:dac57ccd680e685c77c774ec|concept-cluster:e27dd1882e723e27c8915903		COMPOUND_OF_EXISTING_CONCEPTS		5	5	1	family.ace_cup_of_excellence	4	year.2017|year.2020|year.2022|year.2024	0	5	0	SUPPORT_5_19	245	true	false	false
concept-cluster:283cc58d0422a3e9ae85450c	1	cleaned-form:e922eeb652de0fbe258b5cfa	e922eeb652de0fbe258b5cfa5357c6d04d98f66b8898e2251b1fe20ae37692c5	1	source-form:fd19efb386ea5e01c8f7d95b	en	STRICT_FLAVOR	e922eeb652de0fbe258b5cfa5357c6d04d98f66b8898e2251b1fe20ae37692c5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2009	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2869603d95d316b4fde6d832	1	cleaned-form:34155fb7eb14b96026bfc716	34155fb7eb14b96026bfc7163d8225cf6f2189f50e54ccdb9ff6ac9592ae782e	1	source-form:92ef72424a6b96278b3caee3	en	STRICT_FLAVOR	34155fb7eb14b96026bfc7163d8225cf6f2189f50e54ccdb9ff6ac9592ae782e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:289aa293df98dd1709ec6a0d	1	cleaned-form:bb9cbd9193ebf11da53117a8	bb9cbd9193ebf11da53117a89ed78e1abd85483d7c2cbb2799c92153c67ceb52	1	source-form:b298d98159cbe0b2dc942596	en	STRICT_FLAVOR	bb9cbd9193ebf11da53117a89ed78e1abd85483d7c2cbb2799c92153c67ceb52					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2012	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:289f9b98458e49578f945c5f	1	cleaned-form:ae5408c399523ce70613fe7c	ae5408c399523ce70613fe7c993d717abd61e54eeef1ef2d60c848c26ee22dcb	2	source-form:2bd8d015e62f4ecfe2fba49b|source-form:ae5408c399523ce70613fe7c	en	STRICT_FLAVOR	ae5408c399523ce70613fe7c993d717abd61e54eeef1ef2d60c848c26ee22dcb					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.ace_cup_of_excellence	2	year.2012|year.2025	0	3	0	SUPPORT_1_4	163	true	false	false
concept-cluster:28f7935b99b53d79c3eb97e0	1	cleaned-form:0b93aa65912990359af00a5a	0b93aa65912990359af00a5aab99805cd48dc7cba906c11e1e4db0cee618aac5	1	source-form:cfeb6943ab32802fbe1e3404	en	STRICT_FLAVOR	0b93aa65912990359af00a5aab99805cd48dc7cba906c11e1e4db0cee618aac5					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.ace_cup_of_excellence	1	year.2025	0	3	0	SUPPORT_1_4	123	true	false	false
concept-cluster:2949010bc7bae9430123e385	1	cleaned-form:a14aa9bade88d18a4d53ed0f	a14aa9bade88d18a4d53ed0fa531ad775734deaaab6ff52563c98a578d5316ce	1	source-form:a14aa9bade88d18a4d53ed0f	en	DEFECT_OR_NEGATIVE_SENSORY	a14aa9bade88d18a4d53ed0fa531ad775734deaaab6ff52563c98a578d5316ce					DEFECT_CONCEPT_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:29692bb6fd4d53269864ffcb	1	cleaned-form:9042b2b5532c368aa7615e85	9042b2b5532c368aa7615e8562c071f92364a4672dbd92567f03a747a9a5d7fa	1	source-form:e7dfeb5b97c030828126823b	en	STRICT_FLAVOR	9042b2b5532c368aa7615e8562c071f92364a4672dbd92567f03a747a9a5d7fa					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:296eb5b271420bbdd03ea656	1	cleaned-form:f32c382ec32c568c6f6b124c	f32c382ec32c568c6f6b124c5077c4a0a489c2f261c514f58f961738575b0423	1	source-form:f32c382ec32c568c6f6b124c	en	STRICT_FLAVOR	f32c382ec32c568c6f6b124c5077c4a0a489c2f261c514f58f961738575b0423					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:29761a64af612879e2e10a71	1	cleaned-form:e33ce0cac096f9f1f5c3df43	e33ce0cac096f9f1f5c3df43eded9bb25eec76fd4e9b5753afa9aa8924c35109	2	source-form:4b68c13a661348a303e31e20|source-form:f1e29f3f45f9c93f793028b8	en	STRICT_FLAVOR	e33ce0cac096f9f1f5c3df43eded9bb25eec76fd4e9b5753afa9aa8924c35109					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	1	year.2025	0	2	0	SUPPORT_1_4	122	true	false	false
concept-cluster:299f5025ce471cba1101fbff	1	cleaned-form:a46ecb86335fa8211f660f79	a46ecb86335fa8211f660f79733e4d8b51176f574a97822384466dd4186ae83e	1	source-form:a46ecb86335fa8211f660f79	en	STRICT_FLAVOR	a46ecb86335fa8211f660f79733e4d8b51176f574a97822384466dd4186ae83e		sensory.cocoa	concept-cluster:a5aa79e82e94eb02393cf8c8|concept-cluster:56a1fddd47f2f1322325122d|concept-cluster:73e25f6d498706aeece62306|concept-cluster:1ab809e3de34d6a3a0eaceff|concept-cluster:3857e36513c25f8b7870d6f0		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2018	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:29a856523af709ac9ed416a7	1	cleaned-form:2936d2ef94028b25eaeae469	2936d2ef94028b25eaeae469f6a15a5bd995ce4ffbcec77807d5a9ce8b3e331a	1	source-form:839ffbc34d026cfa850ffe39	en	STRICT_FLAVOR	2936d2ef94028b25eaeae469f6a15a5bd995ce4ffbcec77807d5a9ce8b3e331a					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2021	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:29ac7647d5ad930642810e6d	1	cleaned-form:b527198c9c4b86d5aa4b86b7	b527198c9c4b86d5aa4b86b780ecfbb5ad61bb663aff7f5ed4fe1b1290a56ee3	1	source-form:b527198c9c4b86d5aa4b86b7	en	STRICT_FLAVOR	b527198c9c4b86d5aa4b86b780ecfbb5ad61bb663aff7f5ed4fe1b1290a56ee3					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	2	0	0	SUPPORT_1_4	122	true	false	false
concept-cluster:29d0ec99a64ca0609d381a1c	1	cleaned-form:bdffff9a66ea2587bec25743	bdffff9a66ea2587bec25743e4bdf3353bcdbda9ac73681d68fc9cebcf825033	1	source-form:61dcda1aa971eba10fc23dac	en	STRICT_FLAVOR	bdffff9a66ea2587bec25743e4bdf3353bcdbda9ac73681d68fc9cebcf825033					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:29e0f870102800ca492fb709	1	cleaned-form:68c3caa0078b2f7114ca63ba	68c3caa0078b2f7114ca63ba430eb76f8d4ce5446bbba67d3fc0cde67e287ef8	1	source-form:68c3caa0078b2f7114ca63ba	en	STRICT_FLAVOR	68c3caa0078b2f7114ca63ba430eb76f8d4ce5446bbba67d3fc0cde67e287ef8					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:2a059bf3e332435976a61779	1	cleaned-form:18195f5deae9c81e40338530	18195f5deae9c81e403385304f92dfea1d3e68d836d7473f45baf3a4f0d70d5c	1	source-form:23886a3f6fd0e1dae246bbaa	en	PROCESS_OR_ORIGIN_METADATA	18195f5deae9c81e403385304f92dfea1d3e68d836d7473f45baf3a4f0d70d5c					NON_DESCRIPTOR		4	4	1	family.ace_cup_of_excellence	2	year.2024|year.2025	0	4	0	SUPPORT_1_4	164	true	false	false
concept-cluster:2a0ea756032be2c8dab247ce	1	cleaned-form:d9db5e88eca567e09d763ba9	d9db5e88eca567e09d763ba9c51fa236ae172e66881da4c268280ce42e0d59cb	3	source-form:c37225e3ea6039c1df04f9d3|source-form:cd30349fc567320e79479fc5|source-form:d9db5e88eca567e09d763ba9	en	PROCESS_OR_ORIGIN_METADATA	d9db5e88eca567e09d763ba9c51fa236ae172e66881da4c268280ce42e0d59cb		sensory.almond	concept-cluster:282d22036211fe54e510b08e|concept-cluster:e6b769b3596d287b41f08452|concept-cluster:1e56d3d0659d6277db498454|concept-cluster:dac57ccd680e685c77c774ec|concept-cluster:e27dd1882e723e27c8915903		NON_DESCRIPTOR		50	49	1	family.ace_cup_of_excellence	7	year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025	0	50	0	SUPPORT_20_99	410	true	false	false
