census_item_key	item_kind	source_family_id	source_route_id	organizer_id	edition_id	schema_signature_id	publication_host	independent_source_family_id	independence_state	rights_lineage_id	mirror_lineage_id	route_disposition	artifact_count	publication_row_count	effective_record_candidate_count	gate_descriptor_candidate_count	reviewed_strict_count	reviewed_broad_count	p1_count	p2_count	p3_count	unresolved_count	rights_affirmative_model_count	analyst_minutes	descriptor_yield_per_artifact	descriptor_yield_per_analyst_hour	corpus_universe	official_url
source:wcc_cb_reczsuml2olqsizqw	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_cb_family_reczsuml2olqsizqw	organizer.world_coffee_events		schema.unresolved.v1	airtable.com	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recZSuml2OlQSizQW
source:wcc_cb_reczzrkbelsh9zem5	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_cb_family_reczzrkbelsh9zem5	organizer.world_coffee_events		schema.unresolved.v1	airtable.com	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reczzRKbELSh9zeM5
source:wcc_cb_registry_index	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_competition_bodies	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/competition-bodies
source:wcc_cic_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/cezve-ibrik-championship
source:wcc_rules_index	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_rules	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/rules-regulations
source:wcc_wbc_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-barista-championship
source:wcc_wbrc_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-brewers-cup
source:wcc_wbrc_rankings_2026	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_results	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/s/2026-WBrC-Rankings-Public.pdf
source:wcc_wcigs_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-coffee-in-good-spirits-championship
source:wcc_wcrc_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-coffee-roasting-championship
source:wcc_wcrc_rankings_2026	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_results	organizer.world_coffee_events		schema.unresolved.v1	worldcoffeechampionships.squarespace.com	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://worldcoffeechampionships.squarespace.com/s/2026-WCRC-Rankings-Public.pdf
source:wcc_wctc_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-cup-tasters-championship
source:wcc_wlac_page	SOURCE_ACCESS_ROUTE	family.world_coffee_events	route.wcc_world_series	organizer.world_coffee_events		schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-latte-art-championship
edition:avpa_coffee_2022	COMPETITION_EDITION	family.avpa	route.avpa_coffees_roasted_at_origin	organizer.avpa	edition:avpa_coffee_2022	schema.unresolved.v1	it.avpa.fr	family.avpa	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.avpa	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://it.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf
edition:avpa_coffee_2026	COMPETITION_EDITION	family.avpa	route.avpa_coffees_roasted_at_origin	organizer.avpa	edition:avpa_coffee_2026	schema.unresolved.v1	en.avpa.fr	family.avpa	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.avpa	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://en.avpa.fr/cafes
edition:best_of_panama_2026	COMPETITION_EDITION	family.scap_best_of_panama	route.best_of_panama	organizer.scap	edition:best_of_panama_2026	schema.unresolved.v1	bestofpanama.org	family.scap_best_of_panama	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.scap_best_of_panama	UNRESOLVED	EXCLUDED_LOW_YIELD	1	50	50	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://bestofpanama.org/about2026
edition:coe:allianceforcoffeeexcellence_org_bolivia_2004:2004	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_bolivia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_bolivia_2004:2004	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	26	26	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/bolivia-2004/
edition:coe:allianceforcoffeeexcellence_org_bolivia_2005:2005	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_bolivia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_bolivia_2005:2005	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	38	38	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/bolivia-2005/
edition:coe:allianceforcoffeeexcellence_org_bolivia_2007:2007	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_bolivia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_bolivia_2007:2007	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	52	52	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/bolivia-2007/
edition:coe:allianceforcoffeeexcellence_org_bolivia_2008:2008	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_bolivia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_bolivia_2008:2008	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	58	58	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/bolivia-2008/
edition:coe:allianceforcoffeeexcellence_org_bolivia_2009:2009	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_bolivia	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_bolivia_2009:2009	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	60	60	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/bolivia-2009/
edition:coe:allianceforcoffeeexcellence_org_brazil_2019:2019	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2019:2019	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	60	60	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2019/
edition:coe:allianceforcoffeeexcellence_org_brazil_2020:2020	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2020:2020	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	60	60	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2020/
edition:coe:allianceforcoffeeexcellence_org_brazil_2021:2021	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2021:2021	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	62	62	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2021/
edition:coe:allianceforcoffeeexcellence_org_brazil_2022:2022	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2022:2022	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2022/
edition:coe:allianceforcoffeeexcellence_org_brazil_2023:2023	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2023:2023	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2023/
edition:coe:allianceforcoffeeexcellence_org_brazil_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	11	11	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2024/
edition:coe:allianceforcoffeeexcellence_org_brazil_2025:2025	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2025:2025	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	10	10	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2025/
edition:coe:allianceforcoffeeexcellence_org_brazil_2026:2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_2026:2026	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-2026/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2012:2012	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2012:2012	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	36	36	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2012/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2013:2013	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2013:2013	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	44	44	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2013/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2014:2014	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2014:2014	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2014/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015:2015_december	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015:2015_december	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	64	64	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2015/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015_january:2015_january	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2015_january:2015_january	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2015-january/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2016:2016	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2016:2016	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2016/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2017:2017	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2017:2017	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	74	74	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2017/
edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2018:2018	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_naturals_2018:2018	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	90	90	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-naturals-2018/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_1999:1999	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_1999:1999	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	20	20	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-1999/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2000:2000	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2000:2000	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	36	36	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2000/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2001:2001	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2001:2001	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	36	36	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2001/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2002:2002	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2002:2002	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	56	56	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2002/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2003:2003	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2003:2003	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	86	86	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2003/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2004:2004	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2004:2004	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	72	72	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2004/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2005:2005	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2005:2005	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	72	72	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2005/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2006:2006	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2006:2006	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	56	56	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2006/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2008:2008	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2008:2008	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	46	46	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2008/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2009:2009	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2009:2009	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	52	52	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2009/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2010	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2010	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2011/
edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2011	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_brazil	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_brazil_pulped_naturals_2011:2011	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	62	62	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/brazil-pulped-naturals-2011/
