rights_decision_id	descriptor_assertion_id	source_artifact_id	purpose	rights_state	decision_basis	rights_evidence_locator	review_actor_type	model_eligibility_effect
rights-8ce7ae35c8fc198c81cf04a0	assert-554c943ad1f9db28fc3b538be8385df388192e055ba7801c	artifact-23eddec8ca8f92e44fa0dd50	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-76780f9086c01801d08b88bb	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-8f3433f86299a6002f48ce57	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-5c625c468ebf3367a98251fb	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-23ca9ead294118e73f255cdb	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-762840466fd0a35640a4eef8	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-e6d5d9f149d4ea6127dd5d10	assert-559b8bc6f0e4cbff9e0f2e450a2332413f3b401605d8f20a	artifact-0d40c244b1a74a66c6cb695a	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b2d54feaca30542911620de2	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-f650f1382e84861c507f1b99	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-4cf38d13a7df029de22bc21e	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-9c1316b8785f782e22ec9a8e	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-9b3092780d979e2389f2e154	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-d978bb3846b172678ef50ebf	assert-569d5e2af29712782e5858f676a0ad0ec511a9d2411896c4	artifact-23eddec8ca8f92e44fa0dd50	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-89b0754f39ab2f325b32a1e8	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-06f72595a8afb407f6b6279d	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b2062755e7d2ac63af6b0c5d	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-50cb9dffcba24c6c0e4ef3b0	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-5b8737320ca52b70e639ad07	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-6867e6cf59c3665b0531875c	assert-57766794573dc7dc35bb66df739910127b0d02e4d4378da5	artifact-7e2d8cba9bb8023868540b95	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-c1222b29a19449a655cb0812	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-f2777b12757c9594dc968116	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b184c0a6486001d7d79c1b77	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-a7ca06bd9088e8c8aa27901f	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-868d66a82fb01aa14d467e32	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-29801b1246064d3ae58fc1c6	assert-57b6cee0fa25e2476d64e0ad0c2fe52decd1cf1cc56777e0	artifact-0d40c244b1a74a66c6cb695a	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2022_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-5dcf446ac9bcbcf09695dcc2	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-70d75a9ac52765d4a1f0a199	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-94ca2e57b44b6ae5cd61e7e9	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-5574f35450aa6f8f5b41a1dc	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-058c072aa7d9f2113e8ce4c2	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b73464d51a988de89e666600	assert-58afccb9a8e3522142c8688a16e3191a4a69f9fd4be75b5f	artifact-23eddec8ca8f92e44fa0dd50	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-51ec6294e217283b0295d4d7	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-937e9f94da256e09523646c7	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b4af14c5d62c7311b2a6ddc4	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-eead8c3b1115d77f90d88e2c	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-6f2a02e7aea2713f0c700c85	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-6257a125c11772249919b228	assert-593532b67af1db1d888a08c67a9c24c28573c050e08694d6	artifact-7e2d8cba9bb8023868540b95	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-7d61a350964742f109bc2cd7	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-7f83f07d95afb9f4637f1ce7	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-75bacb0838f916f103d0a199	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-c43897d75ce6b9e17f94a93d	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-b775dd7ede2d3b35d44c8602	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-374aef811a80d823862758b8	assert-5b9c168ce3751275053a78285b393aa44b7bcc40a7a95909	artifact-7e2d8cba9bb8023868540b95	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2024_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-0c29538a17a00a1600aa4a87	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-188f3bbbe3b316ffa8a5809c	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-28b1d2ef5358a94edd89e291	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-3b627b8b5a575dbc2a21b900	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-0a18ed0d626b2f39bb42f043	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-9c22a0b3f0a31309bcf2af69	assert-5bfd6d4efdc0a4f1aec6722393c47034132c2c5585de9bc5	artifact-3914c9be73e7715c45a37e0c	RAW_REDISTRIBUTION	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2025_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-5fb3e67ced45140a6ed65316	assert-5cc920e454d3ca7343f4e62c43da08c2ba33e73ee4b34e1f	artifact-23eddec8ca8f92e44fa0dd50	DEPLOYMENT_OR_COMMERCIAL_MODEL	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-2e23fe4a837b0f286432a9f5	assert-5cc920e454d3ca7343f4e62c43da08c2ba33e73ee4b34e1f	artifact-23eddec8ca8f92e44fa0dd50	DERIVED_RESEARCH_DATA	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-390f6b130a7d527b037587d1	assert-5cc920e454d3ca7343f4e62c43da08c2ba33e73ee4b34e1f	artifact-23eddec8ca8f92e44fa0dd50	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-a2ac164151ef7cca9e40fee1	assert-5cc920e454d3ca7343f4e62c43da08c2ba33e73ee4b34e1f	artifact-23eddec8ca8f92e44fa0dd50	MODEL_RESEARCH	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
rights-101e2f818488bcd2928e2090	assert-5cc920e454d3ca7343f4e62c43da08c2ba33e73ee4b34e1f	artifact-23eddec8ca8f92e44fa0dd50	PUBLIC_DISCOVERY	UNKNOWN	CARRIED_FORWARD_FROM_PINNED_ROUND3L_RECORD_RIGHTS_STATE	restricted://round3l/round3l-2026-08-28t040000z/commercial_regional/avpa/2021_results.pdf	CODEX_SOURCE_AUDITOR	INELIGIBLE_NON_DESCRIPTOR_AND_NO_AFFIRMATIVE_RIGHTS
