inference_case_id	case_type	preparation_family_key	roast_code	selected_question_axis_ids	question_count	stopped_before_q4	main_concept_ids	secondary_concept_ids	main_output_count	secondary_output_count	abstention_codes	override_observed	candidate_state_before_json	candidate_state_after_json	decision_score_semantics	policy_version	lineage_paths	next_question_axis_id	question_trace_json	result_state
context-07-06	CONTEXT_ONLY	preparation.family.cold_extraction	dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-07-07	CONTEXT_ONLY	preparation.family.cold_extraction	extremely_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-01	CONTEXT_ONLY	preparation.family.espresso_milk	extremely_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-02	CONTEXT_ONLY	preparation.family.espresso_milk	light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-03	CONTEXT_ONLY	preparation.family.espresso_milk	medium_light		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-04	CONTEXT_ONLY	preparation.family.espresso_milk	medium		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-05	CONTEXT_ONLY	preparation.family.espresso_milk	medium_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-06	CONTEXT_ONLY	preparation.family.espresso_milk	dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
context-08-07	CONTEXT_ONLY	preparation.family.espresso_milk	extremely_dark		0	true			0	0	MANDATORY_Q1_UNANSWERED	false	"{""candidate_count"":20}"	"{""candidate_count"":0}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	[]	NEEDS_MANDATORY_Q1
answer-update-01	ANSWER_UPDATE	preparation.family.filter_percolation	extremely_light	family_direction|fruit_region|floral_tea_reference	3	true	sensory.caramel|sensory.dark_chocolate|sensory.honey|sensory.jasmine|sensory.blueberry	sensory.cinnamon|sensory.almond|sensory.tobacco	5	3		true	"{""candidate_count"":20}"	"{""rights_eligible_count"":10,""selected_count"":8,""supported_count"":12}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv		"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":6,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""cocoa_nut_caramel"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":6,""candidate_state_after_count"":10,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":2,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":10,""candidate_state_after_count"":11,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":11,""candidate_state_after_count"":12,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":4,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	OUTPUT_COMPLETE_5_PLUS_3
answer-update-02	ANSWER_UPDATE	preparation.family.immersion	light	family_direction|browned_sweet_reference|floral_tea_reference	3	false	sensory.caramel|sensory.honey|sensory.jasmine|sensory.orange|sensory.blueberry		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":6,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	acidity_character	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":3,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""fruit"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""brown_sugar"":1,""caramel_honey"":2,""dark_chocolate"":1,""nuts"":2},""candidate_set_before_count"":3,""candidate_state_after_count"":5,""evidence_coverage_count"":6,""expected_separation_score"":0.666667,""question_axis_id"":""browned_sweet_reference"",""question_position"":2,""selected_option_id"":""caramel_honey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":3,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-03	ANSWER_UPDATE	preparation.family.hybrid	medium_light	family_direction|fermentation_character|fruit_region	3	false	sensory.blueberry|sensory.cinnamon|sensory.wine_like_character|sensory.tobacco|sensory.smoky		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":5,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	roast_smoke_reference	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":4,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""earthy"":1,""fermented"":1,""winey"":1},""candidate_set_before_count"":4,""candidate_state_after_count"":5,""evidence_coverage_count"":3,""expected_separation_score"":0.666667,""question_axis_id"":""fermentation_character"",""question_position"":2,""selected_option_id"":""winey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-04	ANSWER_UPDATE	preparation.family.espresso_pressure	medium	family_direction|browned_sweet_reference|acidity_character	3	false	sensory.jasmine|sensory.orange|sensory.almond|sensory.rose|sensory.green_tea		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":7,""selected_count"":5,""supported_count"":8}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":4,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""floral_tea"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""brown_sugar"":1,""caramel_honey"":2,""dark_chocolate"":1,""nuts"":2},""candidate_set_before_count"":4,""candidate_state_after_count"":6,""evidence_coverage_count"":6,""expected_separation_score"":0.666667,""question_axis_id"":""browned_sweet_reference"",""question_position"":2,""selected_option_id"":""nuts"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry_like"":1,""citrus_like"":2},""candidate_set_before_count"":6,""candidate_state_after_count"":8,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""acidity_character"",""question_position"":3,""selected_option_id"":""citrus_like"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-05	ANSWER_UPDATE	preparation.family.diluted_espresso	medium_dark	family_direction|fruit_region|floral_tea_reference	3	true	sensory.caramel|sensory.honey|sensory.dark_chocolate|sensory.jasmine|sensory.blueberry	sensory.cinnamon|sensory.almond|sensory.tobacco	5	3		false	"{""candidate_count"":20}"	"{""rights_eligible_count"":10,""selected_count"":8,""supported_count"":12}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv		"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":6,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""cocoa_nut_caramel"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":6,""candidate_state_after_count"":10,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":2,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":10,""candidate_state_after_count"":11,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":11,""candidate_state_after_count"":12,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":4,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	OUTPUT_COMPLETE_5_PLUS_3
answer-update-06	ANSWER_UPDATE	preparation.family.stovetop_boiled	dark	family_direction|browned_sweet_reference|floral_tea_reference	3	false	sensory.caramel|sensory.honey|sensory.jasmine|sensory.orange|sensory.blueberry		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	true	"{""candidate_count"":20}"	"{""rights_eligible_count"":6,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	acidity_character	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":3,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""fruit"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""brown_sugar"":1,""caramel_honey"":2,""dark_chocolate"":1,""nuts"":2},""candidate_set_before_count"":3,""candidate_state_after_count"":5,""evidence_coverage_count"":6,""expected_separation_score"":0.666667,""question_axis_id"":""browned_sweet_reference"",""question_position"":2,""selected_option_id"":""caramel_honey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":3,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-07	ANSWER_UPDATE	preparation.family.cold_extraction	extremely_dark	family_direction|fermentation_character|fruit_region	3	false	sensory.blueberry|sensory.cinnamon|sensory.wine_like_character|sensory.tobacco|sensory.smoky		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":5,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	roast_smoke_reference	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":4,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""earthy"":1,""fermented"":1,""winey"":1},""candidate_set_before_count"":4,""candidate_state_after_count"":5,""evidence_coverage_count"":3,""expected_separation_score"":0.666667,""question_axis_id"":""fermentation_character"",""question_position"":2,""selected_option_id"":""winey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-08	ANSWER_UPDATE	preparation.family.espresso_milk	extremely_light	family_direction|browned_sweet_reference|acidity_character	3	false	sensory.jasmine|sensory.orange|sensory.almond|sensory.rose|sensory.green_tea		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":7,""selected_count"":5,""supported_count"":8}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	floral_tea_reference	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":4,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""floral_tea"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""brown_sugar"":1,""caramel_honey"":2,""dark_chocolate"":1,""nuts"":2},""candidate_set_before_count"":4,""candidate_state_after_count"":6,""evidence_coverage_count"":6,""expected_separation_score"":0.666667,""question_axis_id"":""browned_sweet_reference"",""question_position"":2,""selected_option_id"":""nuts"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry_like"":1,""citrus_like"":2},""candidate_set_before_count"":6,""candidate_state_after_count"":8,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""acidity_character"",""question_position"":3,""selected_option_id"":""citrus_like"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-09	ANSWER_UPDATE	preparation.family.filter_percolation	light	family_direction|fruit_region|floral_tea_reference	3	true	sensory.caramel|sensory.dark_chocolate|sensory.honey|sensory.jasmine|sensory.blueberry	sensory.cinnamon|sensory.almond|sensory.tobacco	5	3		true	"{""candidate_count"":20}"	"{""rights_eligible_count"":10,""selected_count"":8,""supported_count"":12}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv		"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":6,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""cocoa_nut_caramel"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":6,""candidate_state_after_count"":10,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":2,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":10,""candidate_state_after_count"":11,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":11,""candidate_state_after_count"":12,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":4,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	OUTPUT_COMPLETE_5_PLUS_3
answer-update-10	ANSWER_UPDATE	preparation.family.immersion	medium_light	family_direction|browned_sweet_reference|floral_tea_reference	3	false	sensory.caramel|sensory.honey|sensory.jasmine|sensory.orange|sensory.blueberry		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":6,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	acidity_character	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":3,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""fruit"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""brown_sugar"":1,""caramel_honey"":2,""dark_chocolate"":1,""nuts"":2},""candidate_set_before_count"":3,""candidate_state_after_count"":5,""evidence_coverage_count"":6,""expected_separation_score"":0.666667,""question_axis_id"":""browned_sweet_reference"",""question_position"":2,""selected_option_id"":""caramel_honey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""citrus_blossom"":1,""rose_floral"":1,""tea"":1,""white_floral"":1},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":4,""expected_separation_score"":0.75,""question_axis_id"":""floral_tea_reference"",""question_position"":3,""selected_option_id"":""white_floral"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
answer-update-11	ANSWER_UPDATE	preparation.family.hybrid	medium	family_direction|fermentation_character|fruit_region	3	false	sensory.blueberry|sensory.cinnamon|sensory.wine_like_character|sensory.tobacco|sensory.smoky		5	0	INSUFFICIENT_EVIDENCE_FOR_SECONDARY	false	"{""candidate_count"":20}"	"{""rights_eligible_count"":5,""selected_count"":5,""supported_count"":6}"	UNCALIBRATED_DETERMINISTIC_DECISION_SCORE_NOT_PROBABILITY	product-inference-policy-v0.1.0	db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv	roast_smoke_reference	"[{""candidate_partition_sizes"":{""cocoa_nut_caramel"":6,""earthy_fermented"":3,""floral_tea"":4,""fruit"":3,""roast_spice_smoke"":4},""candidate_set_before_count"":20,""candidate_state_after_count"":4,""evidence_coverage_count"":20,""expected_separation_score"":0.7,""question_axis_id"":""family_direction"",""question_position"":1,""selected_option_id"":""roast_spice_smoke"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""earthy"":1,""fermented"":1,""winey"":1},""candidate_set_before_count"":4,""candidate_state_after_count"":5,""evidence_coverage_count"":3,""expected_separation_score"":0.666667,""question_axis_id"":""fermentation_character"",""question_position"":2,""selected_option_id"":""winey"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""},{""candidate_partition_sizes"":{""berry"":1,""citrus"":2},""candidate_set_before_count"":5,""candidate_state_after_count"":6,""evidence_coverage_count"":3,""expected_separation_score"":0.333333,""question_axis_id"":""fruit_region"",""question_position"":3,""selected_option_id"":""berry"",""unanswered_or_unsure_path"":""NO_EVIDENCE_CHANGE""}]"	PARTIAL_OUTPUT_INSUFFICIENT_SUPPORTED_CANDIDATES
