review_item_id	priority	review_category	target_id	target_summary	decision_needed	suggested_action	owner_decision	owner_rationale	reviewer	review_date	lineage_paths
product-review:069	MEDIUM	OPEN_SET_CASE	open-set-03	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:070	MEDIUM	OPEN_SET_CASE	open-set-04	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:071	MEDIUM	OPEN_SET_CASE	open-set-05	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:072	MEDIUM	OPEN_SET_CASE	open-set-06	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:073	MEDIUM	OPEN_SET_CASE	open-set-07	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:074	MEDIUM	OPEN_SET_CASE	open-set-08	ABSTAINED_OPEN_SET	UNKNOWN_DESCRIPTOR_TARGET|OPEN_SET_EXPRESSION						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:075	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-01	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:076	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-02	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:077	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-03	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:078	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-04	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:079	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-05	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:080	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-06	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:081	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-07	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:082	MEDIUM	RIGHTS_SENSITIVE_CASE	rights-blocked-08	ABSTAINED_RIGHTS_BLOCKED	NO_RIGHTS_ELIGIBLE_EVIDENCE						db/data/product-inference-v0/PRODUCT_CONCEPT_CANDIDATE.tsv|db/data/product-inference-v0/PRODUCT_CONTEXT_PRIOR.tsv|db/data/product-inference-v0/PRODUCT_ANSWER_EFFECT.tsv
product-review:083	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.caramel	Caramel	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:084	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.orange	Orange	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:085	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.lemon	Lemon	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:086	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.honey	Honey	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:087	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.brown_sugar	Brown Sugar	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:088	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.dark_chocolate	Dark Chocolate	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:089	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.jasmine	Jasmine	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:090	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.blueberry	Blueberry	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:091	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.cinnamon	Cinnamon	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:092	MEDIUM	SOURCE_FAMILY_DOMINANCE	sensory.almond	Almond	Review whether aggregate volume or correlated source families distort the boundary.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:093	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:01:sensory.orange	Orange	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:094	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:02:sensory.caramel	Caramel	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:095	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:03:sensory.lemon	Lemon	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:096	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:04:sensory.honey	Honey	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:097	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:05:sensory.jasmine	Jasmine	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:098	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:06:sensory.almond	Almond	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:099	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:07:sensory.blueberry	Blueberry	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
product-review:100	MEDIUM	REVIEW_REQUIRED_RANKING_EFFECT	ranking-review:08:sensory.rose	Rose	Confirm that exploratory relations remain non-primary and choose an explicit disposition.						db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv|db/data/current/ONTOLOGY_CONSOLIDATION_V2.tsv|db/data/round3h/batch5/relationship_evidence_claims.tsv|packages/flavor-data/src/descriptors.ts
