inference_case_id	case_type	preparation_family_key	roast_code	answers_json	open_set_expression	locale	expected_policy_state	gold_descriptor_labels	lineage_paths
open-set-02	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.immersion	light	[]	unknown-expression-fixture-02	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-03	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.hybrid	medium_light	[]	unknown-expression-fixture-03	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-04	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.espresso_pressure	medium	[]	unknown-expression-fixture-04	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-05	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.diluted_espresso	medium_dark	[]	unknown-expression-fixture-05	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-06	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.stovetop_boiled	dark	[]	unknown-expression-fixture-06	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-07	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.cold_extraction	extremely_dark	[]	unknown-expression-fixture-07	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
open-set-08	OPEN_SET_UNKNOWN_EXPRESSION	preparation.family.espresso_milk	extremely_light	[]	unknown-expression-fixture-08	en	ABSTAINED_OPEN_SET		db/data/current/OPEN_SET_UNSEEN_TARGET_BENCHMARK.tsv
rights-blocked-01	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.filter_percolation	extremely_light	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-02	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.immersion	light	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-03	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.hybrid	medium_light	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-04	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.espresso_pressure	medium	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-05	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.diluted_espresso	medium_dark	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-06	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.stovetop_boiled	dark	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-07	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.cold_extraction	extremely_dark	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
rights-blocked-08	INSUFFICIENT_EVIDENCE_RIGHTS_BLOCKED	preparation.family.espresso_milk	extremely_light	"[{""option_id"":""citrus_blossom"",""question_axis_id"":""floral_tea_reference""}]"		en	ABSTAINED_RIGHTS_BLOCKED		db/data/current/CLEANED_DESCRIPTOR_DISTRIBUTION.tsv
