answer_effect_id	question_axis_id	option_id	canonical_concept_id	effect_type	decision_score_adjustment	effect_basis	structured_negative_evidence	nonmention_used_as_negative	review_status	lineage_paths
effect:fruit_region:citrus:sensory.caramel	fruit_region	citrus	sensory.caramel	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.brown_sugar	fruit_region	citrus	sensory.brown_sugar	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.almond	fruit_region	citrus	sensory.almond	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.hazelnut	fruit_region	citrus	sensory.hazelnut	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.dark_chocolate	fruit_region	citrus	sensory.dark_chocolate	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.cinnamon	fruit_region	citrus	sensory.cinnamon	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.tobacco	fruit_region	citrus	sensory.tobacco	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.smoky	fruit_region	citrus	sensory.smoky	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.green_tea	fruit_region	citrus	sensory.green_tea	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.cedar	fruit_region	citrus	sensory.cedar	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.earthy	fruit_region	citrus	sensory.earthy	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.fermented_character	fruit_region	citrus	sensory.fermented_character	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:citrus:sensory.wine_like_character	fruit_region	citrus	sensory.wine_like_character	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.jasmine	fruit_region	berry	sensory.jasmine	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.rose	fruit_region	berry	sensory.rose	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.orange_blossom	fruit_region	berry	sensory.orange_blossom	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.lemon	fruit_region	berry	sensory.lemon	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.orange	fruit_region	berry	sensory.orange	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.blueberry	fruit_region	berry	sensory.blueberry	supports	3.000000	EXPLICIT_SELECTED_OPTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.honey	fruit_region	berry	sensory.honey	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.caramel	fruit_region	berry	sensory.caramel	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.brown_sugar	fruit_region	berry	sensory.brown_sugar	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.almond	fruit_region	berry	sensory.almond	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.hazelnut	fruit_region	berry	sensory.hazelnut	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.dark_chocolate	fruit_region	berry	sensory.dark_chocolate	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.cinnamon	fruit_region	berry	sensory.cinnamon	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.tobacco	fruit_region	berry	sensory.tobacco	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.smoky	fruit_region	berry	sensory.smoky	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.green_tea	fruit_region	berry	sensory.green_tea	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.cedar	fruit_region	berry	sensory.cedar	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.earthy	fruit_region	berry	sensory.earthy	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.fermented_character	fruit_region	berry	sensory.fermented_character	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:berry:sensory.wine_like_character	fruit_region	berry	sensory.wine_like_character	neutral	0.000000	UNSELECTED_OR_UNRELATED_IS_NOT_NEGATIVE_EVIDENCE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.jasmine	fruit_region	other	sensory.jasmine	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.rose	fruit_region	other	sensory.rose	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.orange_blossom	fruit_region	other	sensory.orange_blossom	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.lemon	fruit_region	other	sensory.lemon	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.orange	fruit_region	other	sensory.orange	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.blueberry	fruit_region	other	sensory.blueberry	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.honey	fruit_region	other	sensory.honey	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.caramel	fruit_region	other	sensory.caramel	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.brown_sugar	fruit_region	other	sensory.brown_sugar	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.almond	fruit_region	other	sensory.almond	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.hazelnut	fruit_region	other	sensory.hazelnut	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.dark_chocolate	fruit_region	other	sensory.dark_chocolate	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.cinnamon	fruit_region	other	sensory.cinnamon	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.tobacco	fruit_region	other	sensory.tobacco	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.smoky	fruit_region	other	sensory.smoky	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.green_tea	fruit_region	other	sensory.green_tea	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.cedar	fruit_region	other	sensory.cedar	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.earthy	fruit_region	other	sensory.earthy	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.fermented_character	fruit_region	other	sensory.fermented_character	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:other:sensory.wine_like_character	fruit_region	other	sensory.wine_like_character	insufficient_evidence	0.000000	OPEN_OPTION_REQUIRES_FOLLOW_UP	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.jasmine	fruit_region	none	sensory.jasmine	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.rose	fruit_region	none	sensory.rose	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.orange_blossom	fruit_region	none	sensory.orange_blossom	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.lemon	fruit_region	none	sensory.lemon	weakly_contradicts	-1.250000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	true	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.orange	fruit_region	none	sensory.orange	weakly_contradicts	-1.250000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	true	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.blueberry	fruit_region	none	sensory.blueberry	weakly_contradicts	-1.250000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	true	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.honey	fruit_region	none	sensory.honey	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.caramel	fruit_region	none	sensory.caramel	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.brown_sugar	fruit_region	none	sensory.brown_sugar	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.almond	fruit_region	none	sensory.almond	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.hazelnut	fruit_region	none	sensory.hazelnut	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.dark_chocolate	fruit_region	none	sensory.dark_chocolate	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.cinnamon	fruit_region	none	sensory.cinnamon	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.tobacco	fruit_region	none	sensory.tobacco	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.smoky	fruit_region	none	sensory.smoky	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.green_tea	fruit_region	none	sensory.green_tea	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.cedar	fruit_region	none	sensory.cedar	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.earthy	fruit_region	none	sensory.earthy	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.fermented_character	fruit_region	none	sensory.fermented_character	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:none:sensory.wine_like_character	fruit_region	none	sensory.wine_like_character	neutral	0.000000	EXPLICIT_NONE_OPTION_NOT_NONMENTION	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.jasmine	fruit_region	unsure	sensory.jasmine	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.rose	fruit_region	unsure	sensory.rose	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.orange_blossom	fruit_region	unsure	sensory.orange_blossom	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.lemon	fruit_region	unsure	sensory.lemon	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.orange	fruit_region	unsure	sensory.orange	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.blueberry	fruit_region	unsure	sensory.blueberry	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.honey	fruit_region	unsure	sensory.honey	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.caramel	fruit_region	unsure	sensory.caramel	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.brown_sugar	fruit_region	unsure	sensory.brown_sugar	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.almond	fruit_region	unsure	sensory.almond	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.hazelnut	fruit_region	unsure	sensory.hazelnut	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.dark_chocolate	fruit_region	unsure	sensory.dark_chocolate	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
effect:fruit_region:unsure:sensory.cinnamon	fruit_region	unsure	sensory.cinnamon	unknown	0.000000	UNSURE_PATH_NO_EVIDENCE_CHANGE	false	false	OFFLINE_POLICY_FIXTURE_NOT_CALIBRATED	db/data/round3h/batch5/question_research_evidence.tsv|db/data/round3e/generated/question_candidates.tsv
