language_expression_key	language_code	representative_source_phrase	normalized_expression	expression_role	source_authored	machine_translated	artificial_variant	review_state	counts_toward_governed_total	counts_as_zh_hans_sensory_expression	public_export_allowed	limitation
language.expression.zh_hans.sha256_bb5eb03c7393a7eedfa3fa866107699b0a36fcdda86ac9b9f40b4ee99be5a861	zh-Hans	有酸的感觉	有酸的感觉	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_1540c4cae8466a4908bc2bc8769a6067d39cc566b982a4719e1c7217e0c02055	zh-Hans	有黑可可	有黑可可	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b224a4958daa806e8bed434e97ac7b61da0ff0b2acbadbb9ce40d87a4bd53bd9	zh-Hans	木制香调	木制香调	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_df64dd4a0b4139f9fbaafd34380cdec1ea92346856c45c943fad8999fe5c6785	zh-Hans	木本植物	木本植物	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8fd4640db29242232f292f790bdf53410655e09a486664d63fd3bb09367ec339	zh-Hans	木桶味道	木桶味道	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6afe29fd2c8ed988c3b64cba3748f212a63eac2dca1deb0fadd8f79f652cf38c	zh-Hans	木桶果酒等其他香气	木桶果酒等其他香气	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a039696f4c663cbcc1b5b9d1e550bb08aa7ff270f8fd432c048de85302344f36	zh-Hans	末段苦味	末段苦味	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c0c6f9db11728282bded5400733ff95957ec81087b2a54e8a605d5e2c223d115	zh-Hans	果、酒香气突出	果、酒香气突出	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b91d924593e7a083366eb013e8e3cf2fd76cde66734b9aa87aa59ab898c1453d	zh-Hans	果香	果香	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_014c89cf09b914ab4ebe61d77ec0b9ae61eb70061d242cf68b20654bac635e00	zh-Hans	果香很足	果香很足	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_1bd72c1c6d0f0b6432b3bb3e4f076d38f10169a0f4945496ab92e3f1201d4c6f	zh-Hans	果香有，但轻、熟，且靠后	果香有,但轻、熟,且靠后	QUALIFIER	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d304d72045abd3409ed6532e252617ef543b9fde10e091581f686dc788cd102a	zh-Hans	栗子的香气	栗子的香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d254558fbe25efc28af7d00b9fc3f457e6a537705aac90c77236c2337ed452ae	zh-Hans	气息无酸	气息无酸	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2034479f94c21c3b7d5cc305267749a61ca0285e7d1eb994ac49ce49a40a5d62	zh-Hans	水果、奶油等香气	水果、奶油等香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_604bbdf7f1281215f520d49b923ae266dd7cf17fcf4f28759f5b2edb5fbfe23f	zh-Hans	水果凤梨的感受	水果凤梨的感受	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_45b4902386f57a661844cfbeaa409a0d049d04f743916bf3a444318539738fe3	zh-Hans	水果感受	水果感受	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4bd80da035e92592faab61ff50b2c110137371024b7d60b62025b882bee076d5	zh-Hans	没有什么清香	没有什么清香	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_9e19a578f9f4198bd8c3f5e7867ffebac018a92adaf67c9d335e7a8498191092	zh-Hans	没有任何刺激性的感受	没有任何刺激性的感受	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a76db02e22785ef892801689c2f190933f0bec29ecf694b427708eecbf76ccf6	zh-Hans	油脂变得格外丰富	油脂变得格外丰富	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_bd87a69e2fb63a0de0274999fffa8f841807c553dfeb00d24ff16ee6c37a451a	zh-Hans	油脂味道中低	油脂味道中低	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e868d3d14c2b1f82b1a0710127737c6a270fa7bfa62087faa43443ba222bab70	zh-Hans	油脂味道中等较低	油脂味道中等较低	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c5353a9a066866143b19eec6846ad160da1af55c528b963032872f004c949408	zh-Hans	油脂味道依然较轻	油脂味道依然较轻	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_21bfddf61e75aa89ac8e8bd7a1d6b7b793b2115f4b51b24b18e3a6fef0c6850f	zh-Hans	油脂味道略重	油脂味道略重	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d7f1cfd4b8de8137973c9c834213ba02bacf0a1d61a9b4b1394e2cb4e1259cda	zh-Hans	油脂感	油脂感	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2c2d25d919fcce482db3ecfe4f21943ca4505b5d5d22ba455167a8b5d4809736	zh-Hans	油脂感受近无	油脂感受近无	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_137dd85b6cff34391e5a71ae86229ea9eb0089f0b93a2c61d2ae6cd467e1843d	zh-Hans	浅色瓜果为主	浅色瓜果为主	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_ad86f39f7f93c2c8e2b9beee4b80f09dd2aa5365911e34222fdd3e0ca9b29306	zh-Hans	浓厚的太妃糖香气	浓厚的太妃糖香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c8b7461bd88f7b6118a9dd0e20e2b000b6f8ffe7d982ba61e689e3dae5de8115	zh-Hans	浓郁的烤红薯香气	浓郁的烤红薯香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_fb8afb260cd89cfec6f95a5fedf5309c693d5bbcb2c35171a5d0c4382c39cc41	zh-Hans	浸泡紧实木头的味道	浸泡紧实木头的味道	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_9ce5f380797c307a5f53d46aceabcc312a4691bf82e4de221457fc6faf039600	zh-Hans	涩是茶	涩是茶	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b31caa639f0f6f3218711fc8a84516ff9e274dcfb0b08cfd0aaa1315d79f8126	zh-Hans	温和	温和	QUALIFIER	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_a7a6d0cd44bdb1f6bcdae84a5c4e6c1d7fef7f787f0fdbab3bfb6f66053c677c	zh-Hans	湿木头般的中药感受	湿木头般的中药感受	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6da72dae95c4678d6cd95737ea9a4af39ea0692402dc2a006e7e281ce9868edf	zh-Hans	炒焦糖瓜子	炒焦糖瓜子	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2ed08c7b4f9467de4e77f831df0a00b7cf574216f728cbb59c9ecf350cf42960	zh-Hans	烘焙饼干的感受	烘焙饼干的感受	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4e62e7036142c9e3e8472ffb88b338b70f8561f9c3cdba23fb292d9f54079b42	zh-Hans	烟熏焦糊苦涩感受	烟熏焦糊苦涩感受	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_494c8cef7675eecb9812dd097eaffac10db8e60c4d8b3f6a3c7a13829b113ef8	zh-Hans	烤坚果的香气	烤坚果的香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0c6d93e93dea0ee96c4c0e320c81a197ac0d3f47148045ce936d21b60a1377fb	zh-Hans	焦糊感	焦糊感	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0e681c20c49cb747feeae6cd6a58fb33a5115165ef81b10eb052c047911ef9a1	zh-Hans	焦糖	焦糖	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0ff6712fcf7e275eee32cb6cfea6cfd8e2244afb224f8c6e6147d65dbe3c741a	zh-Hans	焦糖的醇感	焦糖的醇感	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4148e03387d046d2118b461260cf1c66f364929ca8be35528daf0145deacebb3	zh-Hans	焦糖醇感	焦糖醇感	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b7d60ea6f62ac2436190903b65b711508a4d74f67e2b763b6742f5413fb0eb5d	zh-Hans	焦脆的成熟香气	焦脆的成熟香气	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_ba82109a5bee1bec042d95bd412104bb7db03cf660a38672b44516cad335dd6e	zh-Hans	焦苦感	焦苦感	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_52b45c433269be9d078aa51baa9f0174d613e1b4cd7e234e16c222f8b872cac1	zh-Hans	焦香	焦香	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_41bcf94e7ad225e27e5339c44c8a7d87b0c03f7594a20556838b32a26a8bec78	zh-Hans	煮软烂木头的味道	煮软烂木头的味道	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_5d1eeb6a7916f41aefbeea808645c08e88158c92c5355d1ceb08160c3f9ec0eb	zh-Hans	甘甜	甘甜	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_9da95dac8bef4e1ad987e099712155982fc677db152e0946d6fd0300f1e1883b	zh-Hans	甘薯香气明显	甘薯香气明显	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_9358996a56b86eb57b6bbdcf483f71839eba26bc27c2dc4dc6b82b80a7ee960e	zh-Hans	甜像是糖水和焦糖之间	甜像是糖水和焦糖之间	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0f65d3833ca9b5d529cdb4a2b178e80f6ddb3698884ef18373cdbc233d9b7c33	zh-Hans	甜感、酸感、苦适度	甜感、酸感、苦适度	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_94fd07889096ab1d0406192526170277655f57389434dde6a721db0ae92c82bf	zh-Hans	甜感中上	甜感中上	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_0542ae8461e96c94c59be5b0eaec9b4bb97af7fd518c9f032b9c589a9f2b6caa	zh-Hans	甜感强	甜感强	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_59dff4722de45651d3c70da433bf683e88bfbf913910f1999853b4ee261a6559	zh-Hans	甜感提升	甜感提升	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_7b9831f31a9ea522085a6fec8e5d5a717691c46398838357bee2082695d85d23	zh-Hans	甜感明显	甜感明显	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c48ddceb606168d1a41755421d910111c2144e71045a36a91d4a099dabfb410c	zh-Hans	甜感有	甜感有	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c6ce6ad534652c99704c8b59279f3dd90c0e9cdeddb0f141bb2a846c934132d8	zh-Hans	甜感适度	甜感适度	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c9f9752d2ebdedcd3b480ca494dc4199f505bf966b8e8316cc42e45d300ca724	zh-Hans	甜适度	甜适度	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8349e9f6da591efb749466b31ebb512bb5bd41cf2bbac3bc481eec7c482759d8	zh-Hans	略有酸	略有酸	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_cc0802a90e1fcaff4df407362ad35500d1c741309c4da99a8b513674a329dd6f	zh-Hans	略有醇感	略有醇感	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_c04320479326534529d70a5d8bac18406173ed0c44c5bb1a6790f51626ecba30	zh-Hans	略酸	略酸	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d96633e15fcc428f022e67236cdc50baa7245d6445ce8a80293956e9e51d8b11	zh-Hans	皮革等气息	皮革等气息	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_5935b63de37a10eb7699df2c355c61843786b75769469eafa66f662cfb885e72	zh-Hans	类似茶的涩感	类似茶的涩感	COMPOSITE_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_ce8d8e20b267ed6c62971e1cd282457e2c373344be2345167d7939c685167fd5	zh-Hans	粉饼很香	粉饼很香	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_7ec9ffd7c7a504bed8e63a1ce5b4efd8c30332e227afabfb1001427da5ffe3d3	zh-Hans	绵长	绵长	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_56001af8c1fb6d8f2d2f587bb068858fe634519515904f2dbcee788723f27e25	zh-Hans	缺少余韵	缺少余韵	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d8746363d35f6f9fe4e4ce631c376e0287cfa0be216c4d62b8a5c0daf6c42962	zh-Hans	能在嘴里停留一会然后变涩苦	能在嘴里停留一会然后变涩苦	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b8e693b6d7602165a091363d1562c2f23556a0c48a9f955d71378f485a60315c	zh-Hans	自然不刺鼻	自然不刺鼻	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_10b917774d42fb54db412c2a6e8d06e8fb68c37a309aded98257ce4660ebafb5	zh-Hans	舌尖甜感有	舌尖甜感有	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_ba48af0ce8484bf156db3ef2857e8992265efdae520b0021fddccfd2a28fb6fa	zh-Hans	舌面略有涩感	舌面略有涩感	TEXTURE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_fd0abc929b48775e26ddaa5395ce80962d77feece473a872da0eafd6b92a4550	zh-Hans	花果香气浓郁	花果香气浓郁	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_2f6fd73b2911b537596072af10bc16b13ddb13317c367436a273d355b5e1c52e	zh-Hans	花香芬芳	花香芬芳	AROMA_REFERENCE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_bab2a125d34ec596d257321eb047f8a7be3d74ded8bb8ef97558478711951a18	zh-Hans	苦	苦	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4c0681890924692cec3de9ec90072e3fb25971bf86cff0ae0bf0ff2415b608c0	zh-Hans	苦低	苦低	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b168dda819853d3b821ef3b006eb80ee5ce95dc3fec906e2c66d7c29d00e8fba	zh-Hans	苦像草药样	苦像草药样	CONSUMER_METAPHOR	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_9f53a92d50a55bc81db0b3617a7763465d5168fe7344d338ee5bfdba77f9b9f0	zh-Hans	苦味路多	苦味路多	UNRESOLVED	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_af441569fde902c737228d9a7e35a7b093749c123f619e603d9de6ac9889067e	zh-Hans	苦感仍在	苦感仍在	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b23b1af9cafd0dd757d895b55087ed9b81325868c4309f26f810f6f029642f2e	zh-Hans	苦感低	苦感低	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_7110d085d7c9ae4a292d704b8c7f008a1a339a34632e4e88b1bf4577bf48b299	zh-Hans	苦感增加	苦感增加	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_d5411403cd99083e8ffb9f44662378d65ef5cf426eea669ce67cb06bee1e9800	zh-Hans	苦感少了	苦感少了	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_749dc8f4b8a46884a1f23556cc7cb8ff306b5ff8b5fb5c3e5b8ca9106f72d418	zh-Hans	苦感很低	苦感很低	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_b337ef84ec8b3cb5d21c440463c85d533349a3ae1c2569da8dfa728cfe9740f7	zh-Hans	苦感无	苦感无	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_e5dadd73802817cbed590336f0b11be253089dd474b0db453164814708fa3d90	zh-Hans	苦感无法被压制	苦感无法被压制	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8a0ac1baf436ce113f1cec8481ac2f184af48e334270784eb4050ef4b47f7119	zh-Hans	苦感有但轻	苦感有但轻	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_4771f53b39c1eabb400011834391b51bf6cf5efdbe50c47bbc5845935b075640	zh-Hans	苦感适度	苦感适度	BASIC_TASTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_1f8e996416572b742a33bac1f2bff0115484ca6e1394b28bd5b75c4ab3d222fb	zh-Hans	苦涩中有一点甜	苦涩中有一点甜	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_6ecd4f3dfb142db0d7d54c58ac0d894a8686ea139338bc7ecdf7e509b58867c3	zh-Hans	苦涩少	苦涩少	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_3a8c5269c0bc39c3b93cb15027177b021af04d677c4f39aa6d432da119191bd2	zh-Hans	苦涩感增重	苦涩感增重	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_f8306e693d8006a2024f2ecc9c32938444563944924b717a6d2b3cab3c17b301	zh-Hans	苦涩感略增加	苦涩感略增加	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_75fa57d88929529f396e79f6bc4714ab3d9538370709b5e39550e2a16e905fff	zh-Hans	苦涩重	苦涩重	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
language.expression.zh_hans.sha256_8d2b514d89aeaafe9f98276ef332df78549150513ad88c7dd852f46b3ee278a5	zh-Hans	苦甜混合	苦甜混合	SENSORY_ATTRIBUTE	true	false	false	SOURCE_REVIEWED	true	true	true	Observed source-authored Simplified-Chinese sensory expression; no forced canonical mapping or translation equivalence.
