duplicate_review_key	earlier_document_key	later_document_key	duplicate_match_basis_code	duplicate_review_decision_code	reviewed_at	rationale
duplicate_review.af36e55e2dd48ce781e81def319f6240f6842872f173201c93fcf02f84f9c183	document.firstbloom.release_2903	document.firstbloom.release_4201	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.edd4189bd66967e79c1d72461ca132e7fe5db4772bef92a6d3995f782d6a619a	document.firstbloom.release_818	document.firstbloom.release_3279	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.d022c40c85893863e6ef1d48abb8e07ec1972a33c0dd6b7d07bc804abf454dc0	document.firstbloom.release_2108	document.firstbloom.release_2107	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.6ef4a2a15c66026b3334d419a395d33f8798b8545204942fd710a82d8ed8623e	document.firstbloom.release_1795	document.firstbloom.release_2157	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.de79ef6533d43fdf2307bed400e6b692fe13acf93d164e9311661a3555e87551	document.firstbloom.release_1896	document.firstbloom.release_3513	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.6fc0aed0ad5b1578c29271bfbb6dfeea3afbab904d2036293fe5493f0f0e0ad0	document.firstbloom.release_3438	document.firstbloom.release_3439	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.a913f5ea16419f3c31936785d014d797b23644c002e768534105f888f7b38c6c	document.firstbloom.release_2140	document.firstbloom.release_2141	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.61ed6f1c9f72822b14398282c57d20abe263856f5403a71b0096553a642c6823	document.firstbloom.release_4547	document.firstbloom.release_2340	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.02febdf3ad958262b51264c12283cb46a08b337691c996ed321ec7b194d558f8	document.firstbloom.release_241	document.firstbloom.release_911	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.98f69d2151bf9e5ffd0dfba3ced74137798d93177573be9e75fa7f1742bc728c	document.firstbloom.release_1538	document.firstbloom.release_4223	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.81f67ba014387d48cd2277fb4df530459308878ef856bbcf5dbea5922f1c7824	document.firstbloom.release_740	document.firstbloom.release_3785	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.add9d78cb9343e56dfffc165d2ed661e2b5aa9609837a024353d888dd5a6dfde	document.firstbloom.release_292	document.firstbloom.release_4268	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.ab9f908602194392ffd3f48b4b9d6b11114db4d2505a1d87f9987abc7c9769bc	document.firstbloom.release_3481	document.firstbloom.release_793	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.8ddf84375a5fd166e714783fd7c9cf81d60105dafffaf8ad814435c91a8dc328	document.firstbloom.release_764	document.firstbloom.release_3143	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.6564b3f4421f5d37a9315079ee3729f0b85266e482f205fc90b473dee1b507a8	document.firstbloom.release_1951	document.firstbloom.release_617	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.f6b2ad3595ee9a56de0c675fcadf3db15d9c90f2c5da8ec68fe5f9b33ab2e2fb	document.firstbloom.release_1169	document.firstbloom.release_4355	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.dd84df1072ab954efe960787dd56d2d877db606d4a2afbfe64cb12c728d6df41	document.firstbloom.release_4544	document.firstbloom.release_2332	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.8209aecebba08a8ba30ea7788343f4e96d3356897bf15f54bb10a3eaa48ad4b6	document.firstbloom.release_2904	document.firstbloom.release_1115	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.5b7bcf2aef8057890ae8c3e21d7980667fe3ff6d5abd2c3bee067d64e48f07a0	document.firstbloom.release_4200	document.firstbloom.release_4199	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.aadf77f83f0b14dbd1d5331b3acdc52ee59ed7d7c1d3c888acb99f4c2c265abe	document.firstbloom.release_315	document.firstbloom.release_2818	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.1b6456bfcc9ebb3c60150f7137f1694ff31849cc9abf2ff2621b215cfa331239	document.firstbloom.release_4658	document.firstbloom.release_1194	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.aaf110b899ef8de29a2eb246a8d7fe638e98823751830e3302589a22b432a2c5	document.firstbloom.release_1590	document.firstbloom.release_805	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.b5540bf634ffea5e4085f6f59ecab8b39f6310356d76f0293a6c81008e9efe6c	document.firstbloom.release_1299	document.firstbloom.release_2644	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.159bb367c2243199be90917056ba17c5d4148e0ea3089215e6abea733118e002	document.firstbloom.release_2338	document.firstbloom.release_4545	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.71df4ed9706a6a05011d8373e91e43274d0fb77e08ded97b5e4c9d0ae1c033f2	document.firstbloom.release_4479	document.firstbloom.release_2320	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.c3b37dfb706cb3affd00180eae837128a99df1a2d29f9be6a79f6751175038d7	document.firstbloom.release_4118	document.firstbloom.release_805	content_hash	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers are retained; matching tasting-note content alone does not establish a duplicate document.
duplicate_review.3383ce0ba9a1b03116916acb4a40164322a9c00dd3186d7fd168812bd287f62c	document.firstbloom.release_327	document.firstbloom.release_4180	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
duplicate_review.564fabdd2a7d5bcc691ef35c44e26d845f550eb7e63933bae05ebdfc3956e66a	document.firstbloom.release_3915	document.firstbloom.release_2413	publisher_product_key	distinct	2026-08-24T00:00:00+00:00	Distinct Firstbloom release identifiers for one stable product are retained as historical release observations.
