product_key	publisher_key	external_product_key	product_name	coffee_origin_country_codes	coffee_regions	producer_names	variety_names	process_names	notes
product.firstbloom.4344	publisher.firstbloom.14	4344	Familia Garcia López	"[""MX""]"	"[""Oaxaca""]"	"[""Garcia Lopez Family""]"	"[""Pluma""]"	"[""Dried On Patios"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Mexico""],""drying_process_names"":[""Dried On Patios""],""farm_names"":[],""firstbloom_product_id"":""4344"",""firstbloom_roaster_id"":""14"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4737""],""source"":""Firstbloom Data""}"
product.firstbloom.4348	publisher.firstbloom.14	4348	Indígena del Cauca Decaf	"[""CO""]"	[]	[]	"[""Castillo"",""Caturra"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""4348"",""firstbloom_roaster_id"":""14"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4743""],""source"":""Firstbloom Data""}"
product.firstbloom.366	publisher.firstbloom.15	366	Torres Family	"[""CR""]"	[]	"[""Torres Family""]"	"[""Villalobos""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""366"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""363""],""source"":""Firstbloom Data""}"
product.firstbloom.368	publisher.firstbloom.15	368	El Injerto Pacamara	"[""GT""]"	"[""Huehuetenango""]"	"[""Aguirre Family""]"	"[""Pacamara""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Finca El Injerto""],""firstbloom_product_id"":""368"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""365""],""source"":""Firstbloom Data""}"
product.firstbloom.369	publisher.firstbloom.15	369	Santa Rosa	"[""CR""]"	[]	"[""Efraín and Herberth Naranjo""]"	"[""Bourbon"",""Catuai"",""Caturra"",""Villa Sarchi""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Santa Rosa 1900""],""firstbloom_product_id"":""369"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""366""],""source"":""Firstbloom Data""}"
product.firstbloom.371	publisher.firstbloom.15	371	Bies Penantan	"[""ID""]"	"[""Sumatra""]"	"[""Various smallholder producers""]"	"[""Bourbon"",""Catimor"",""Caturra"",""Typica""]"	"[""Pulped Natural""]"	"{""cleaning_process_names"":[""Pulped Natural""],""coffee_origin_country_names"":[""Indonesia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""371"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""368""],""source"":""Firstbloom Data""}"
product.firstbloom.372	publisher.firstbloom.15	372	Duromina	"[""ET""]"	"[""Jimma""]"	"[""Various smallholder producers""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""372"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""369""],""source"":""Firstbloom Data""}"
product.firstbloom.373	publisher.firstbloom.15	373	Mordecofe	"[""ET""]"	[]	"[""Haile Gebre""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Mordecofe""],""firstbloom_product_id"":""373"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""370""],""source"":""Firstbloom Data""}"
product.firstbloom.1357	publisher.firstbloom.15	1357	Huayku	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Caturra"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1357"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1395""],""source"":""Firstbloom Data""}"
product.firstbloom.1358	publisher.firstbloom.15	1358	Besser	"[""PG""]"	[]	"[""Bebes Serro""]"	"[""Arusha"",""Bourbon"",""Mundo Novo"",""Typica""]"	"[""Covered Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Papua New Guinea""],""drying_process_names"":[""Covered Raised Bed""],""farm_names"":[],""firstbloom_product_id"":""1358"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1396""],""source"":""Firstbloom Data""}"
product.firstbloom.1359	publisher.firstbloom.15	1359	Huye Mountain	"[""RW""]"	[]	"[""David Rubanzangabo & Tim Schilling""]"	"[""Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Rwanda""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1359"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1397""],""source"":""Firstbloom Data""}"
product.firstbloom.1360	publisher.firstbloom.15	1360	Suke Quto Natural	"[""ET""]"	"[""Oromia Region""]"	"[""Tesfaye Bekele""]"	"[""Kudhumi/Kurume"",""Welicho""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Suke Quto""],""firstbloom_product_id"":""1360"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1398""],""source"":""Firstbloom Data""}"
product.firstbloom.1361	publisher.firstbloom.15	1361	Suke Quto	"[""ET""]"	"[""Oromia Region""]"	"[""Tesfaye Bekele""]"	"[""Kudhumi/Kurume"",""Welicho""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Suke Quto""],""firstbloom_product_id"":""1361"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1399""],""source"":""Firstbloom Data""}"
product.firstbloom.1362	publisher.firstbloom.15	1362	Mpanga Kirema	"[""BI""]"	[]	"[""Jean-Clément Birabereye""]"	"[""Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Burundi""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1362"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1400""],""source"":""Firstbloom Data""}"
product.firstbloom.1366	publisher.firstbloom.15	1366	Holler Mountain	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1366"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1404""],""source"":""Firstbloom Data""}"
product.firstbloom.1367	publisher.firstbloom.15	1367	Trapper Creek Decaf	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1367"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1405""],""source"":""Firstbloom Data""}"
product.firstbloom.1368	publisher.firstbloom.15	1368	House Blend	"[""NTA""]"	[]	[]	[]	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1368"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1406""],""source"":""Firstbloom Data""}"
product.firstbloom.1369	publisher.firstbloom.15	1369	French Roast	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""1369"",""firstbloom_roaster_id"":""15"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1407""],""source"":""Firstbloom Data""}"
product.firstbloom.25	publisher.firstbloom.16	25	Ethiope Harar	"[""ET""]"	[]	"[""COOP ECX""]"	"[""Regional Landraces/Heirloom""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""25"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""14""],""source"":""Firstbloom Data""}"
product.firstbloom.108	publisher.firstbloom.16	108	Ethiopia Yirgacheffe Kochere	"[""ET""]"	"[""Yirgacheffe""]"	[]	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""108"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""78""],""source"":""Firstbloom Data""}"
product.firstbloom.212	publisher.firstbloom.16	212	Jesmiar Sandi	"[""BR""]"	[]	"[""Jesmiar Sandi""]"	"[""Yellow Bourbon""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Sitio Sao Joaquim""],""firstbloom_product_id"":""212"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""185""],""source"":""Firstbloom Data""}"
product.firstbloom.213	publisher.firstbloom.16	213	Greenco	"[""BI""]"	[]	"[""Various smallholder producers""]"	"[""Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Burundi""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""213"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""186""],""source"":""Firstbloom Data""}"
product.firstbloom.216	publisher.firstbloom.16	216	Gilberto Rojas Colombia Decaf	"[""CO""]"	[]	"[""Gilberto Rojas"",""Various smallholder producers""]"	"[""Castillo"",""Caturra"",""Colombia"",""Red Colombia"",""Tabi"",""Typica"",""Yellow Colombia""]"	"[""Sugarcane E.A. (Ethyl Acetate)"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Sugarcane E.A. (Ethyl Acetate)"",""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""La Florida"",""Various smallholder farms""],""firstbloom_product_id"":""216"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":2,""selected_release_ids"":[""3380"",""4581""],""source"":""Firstbloom Data""}"
product.firstbloom.677	publisher.firstbloom.16	677	Beneficio Pedra Branca	"[""BR""]"	[]	"[""Various smallholder producers""]"	"[""Yellow Bourbon""]"	"[""Dry/Natural"",""Raised Bed""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""677"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""688""],""source"":""Firstbloom Data""}"
product.firstbloom.678	publisher.firstbloom.16	678	Gicherori	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""Batian"",""Ruiru 11"",""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""678"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""689""],""source"":""Firstbloom Data""}"
product.firstbloom.910	publisher.firstbloom.16	910	Luis Carlos Garcia	"[""BR""]"	[]	"[""Luis Carlos Garcia""]"	"[""Yellow Bourbon""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Santa Amalia""],""firstbloom_product_id"":""910"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""928""],""source"":""Firstbloom Data""}"
product.firstbloom.1243	publisher.firstbloom.16	1243	Jolly Roger	"[""BR""]"	[]	"[""Lúcio Gondim Velloso""]"	"[""Red Catuai""]"	"[""Pulped Natural""]"	"{""cleaning_process_names"":[""Pulped Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Onze Mil Virgens""],""firstbloom_product_id"":""1243"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1274""],""source"":""Firstbloom Data""}"
product.firstbloom.2137	publisher.firstbloom.16	2137	Utooni	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""Batian"",""Ruiru 11"",""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2137"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2253""],""source"":""Firstbloom Data""}"
product.firstbloom.2924	publisher.firstbloom.16	2924	Déjlife	"[""BR"",""ET""]"	[]	"[""Lúcio Gondim Velloso"",""Various smallholder producers""]"	"[""Red Catuai"",""Regional Landraces/Heirloom""]"	"[""Dry/Natural"",""Pulped Natural""]"	"{""cleaning_process_names"":[""Dry/Natural"",""Pulped Natural""],""coffee_origin_country_names"":[""Brazil"",""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Onze Mil Virgens"",""Various smallholder farms""],""firstbloom_product_id"":""2924"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3118""],""source"":""Firstbloom Data""}"
product.firstbloom.3394	publisher.firstbloom.16	3394	Mario's Miracle	"[""NI""]"	[]	"[""Mario and Angelica Montenegro""]"	"[""Caturra"",""Maragogipe"",""Red Catuai"",""Yellow Catuai""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Nicaragua""],""drying_process_names"":[],""farm_names"":[""Los Milagros""],""firstbloom_product_id"":""3394"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""3665""],""source"":""Firstbloom Data""}"
product.firstbloom.4207	publisher.firstbloom.16	4207	Burundi Kirema	"[""BI""]"	"[""Northern Burundi""]"	"[""Various smallholder producers""]"	"[""Bourbon"",""Jackson"",""Mbirizi""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Burundi""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""4207"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4579""],""source"":""Firstbloom Data""}"
product.firstbloom.4208	publisher.firstbloom.16	4208	Colombia Ruberto Martinez	"[""CO""]"	[]	"[""Ruberto Martínez""]"	"[""Castillo"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Finca El Placer""],""firstbloom_product_id"":""4208"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4580""],""source"":""Firstbloom Data""}"
product.firstbloom.4279	publisher.firstbloom.16	4279	Daterra Bresil Limited Edition 200 G	"[""BR""]"	[]	"[""Daterra""]"	"[""Ibairi""]"	"[""Anaerobic Fermentation""]"	"{""cleaning_process_names"":[""Anaerobic Fermentation""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Fazenda Boa Vista""],""firstbloom_product_id"":""4279"",""firstbloom_roaster_id"":""16"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4660""],""source"":""Firstbloom Data""}"
product.firstbloom.135	publisher.firstbloom.17	135	Academy	"[""CR"",""ET"",""GT""]"	"[""Limmu Kossa""]"	"[""Oswaldo Perez Ramirez"",""Roland Zbinden"",""Yidnakachew Dabesa""]"	"[""Bourbon"",""Catuai"",""Caturra"",""Regional Landraces/Heirloom""]"	"[""Wet/Washed"",""White Honey""]"	"{""cleaning_process_names"":[""Wet/Washed"",""White Honey""],""coffee_origin_country_names"":[""Costa Rica"",""Ethiopia"",""Guatemala""],""drying_process_names"":[],""farm_names"":[""Dabesa"",""El Diamante"",""El Quizarrá""],""firstbloom_product_id"":""135"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""106""],""source"":""Firstbloom Data""}"
product.firstbloom.136	publisher.firstbloom.17	136	Sumava De Lourdes	"[""CR""]"	[]	"[""Francisco Mena""]"	"[""Caturra""]"	"[""Black Honey""]"	"{""cleaning_process_names"":[""Black Honey""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Sumava de Lourdes""],""firstbloom_product_id"":""136"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""107""],""source"":""Firstbloom Data""}"
product.firstbloom.169	publisher.firstbloom.17	169	Las Palmas Lot El Cabildo	"[""CO""]"	[]	"[""Chalo Fernandez""]"	"[""Castillo""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Las Palmas""],""firstbloom_product_id"":""169"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":2,""selected_release_ids"":[""140"",""1068""],""source"":""Firstbloom Data""}"
product.firstbloom.187	publisher.firstbloom.17	187	Catalyst Decaf	"[""CO""]"	[]	"[""Chalo Fernandez""]"	"[""Castillo""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Las Palmas""],""firstbloom_product_id"":""187"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""160""],""source"":""Firstbloom Data""}"
product.firstbloom.745	publisher.firstbloom.17	745	Catalan de las Mercedes Natural	"[""GT""]"	[]	"[""Nicholas Hammond""]"	"[""Bourbon"",""Gesha""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Catalan de las Mercedes""],""firstbloom_product_id"":""745"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""757""],""source"":""Firstbloom Data""}"
product.firstbloom.1210	publisher.firstbloom.17	1210	Keto Tapasi	"[""PG""]"	[]	"[""Various smallholder producers""]"	"[""Arusha"",""Bourbon"",""Typica""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Papua New Guinea""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1210"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1235""],""source"":""Firstbloom Data""}"
product.firstbloom.1211	publisher.firstbloom.17	1211	Sumava	"[""CR""]"	"[""Naranjo""]"	"[""Francisco Mena""]"	"[""Caturra""]"	"[""Red Honey""]"	"{""cleaning_process_names"":[""Red Honey""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Sumava de Lourdes""],""firstbloom_product_id"":""1211"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2494""],""source"":""Firstbloom Data""}"
product.firstbloom.1212	publisher.firstbloom.17	1212	Kiamugumo	"[""KE""]"	"[""Kirinyaga""]"	"[""Various smallholder producers""]"	"[""SL28""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1212"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1237""],""source"":""Firstbloom Data""}"
product.firstbloom.1635	publisher.firstbloom.17	1635	Uraga	"[""ET""]"	"[""Oromia""]"	"[""Israel Degfa (Kerchanshe)""]"	"[""Certo"",""Wolisho""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""1635"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""1697""],""source"":""Firstbloom Data""}"
product.firstbloom.1935	publisher.firstbloom.17	1935	Las Palmas 'Lot Las Mercedes'	"[""CO""]"	[]	"[""Chalo Fernandez""]"	"[""Castillo""]"	"[""Raised Bed"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[""Raised Bed""],""farm_names"":[""Las Palmas""],""firstbloom_product_id"":""1935"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2022""],""source"":""Firstbloom Data""}"
product.firstbloom.2357	publisher.firstbloom.17	2357	Gitura 'Peaberry'	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""Ruiru 11"",""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""2357"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2495""],""source"":""Firstbloom Data""}"
product.firstbloom.2358	publisher.firstbloom.17	2358	Gacibi	"[""KE""]"	[]	"[""Kibenda Tea Estate""]"	"[""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Gacibi""],""firstbloom_product_id"":""2358"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2496""],""source"":""Firstbloom Data""}"
product.firstbloom.2610	publisher.firstbloom.17	2610	Ruva 'Laurina'	"[""CR""]"	"[""Central Valley""]"	"[""Fabio Ruiz Vargas""]"	"[""Laurina""]"	"[""Red Honey""]"	"{""cleaning_process_names"":[""Red Honey""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Ruva""],""firstbloom_product_id"":""2610"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""2764""],""source"":""Firstbloom Data""}"
product.firstbloom.3765	publisher.firstbloom.17	3765	Campamento Alto	"[""GT""]"	[]	"[""Aurelio Villatoro & Family""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca La Esperanza""],""firstbloom_product_id"":""3765"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4058""],""source"":""Firstbloom Data""}"
product.firstbloom.3768	publisher.firstbloom.17	3768	Tiqiset Wakqo	"[""ET""]"	"[""Gedeo Zone""]"	"[""Tiqiset Wakqo""]"	"[""Regional Landraces/Heirloom""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3768"",""firstbloom_roaster_id"":""17"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4063""],""source"":""Firstbloom Data""}"
