source_surface_sha256	reviewer_one_decision_code	reviewer_two_decision_code	consensus_decision_code	structural_gate_code	final_admission_code	admitted_language_tag_code	exclusion_reason_code
26097777696264e70655c4e380b255a7f7358f745f5bcfb618b8e27a0d6eb1c5	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
260a8aff9b1d2c3f2a4d619ee9d78d87b54712de37eab37e53446be24056ff6e	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26138f2ac4b2c2bb71aee05f2a671fe9b23262b69a3154320cfa21479334a906	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2643def48d54958c50f338ea3d344443000cb8d03b529c1709c77014e30ccea3	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26756c40c1d22ee1e3b100a0aed9f1bf0ca33e2f07447efe74b829757dfb3b35	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26897de7e6b8a0664895495c20893116c1e3aaa32b2eaef9448d11152127288c	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26976edfd7b64a4f3cc3828c0510b71f7df612022c707036279902dae0384841	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26a8f63732941cf66992dded43fbfa9ed009db045140990847a0294592f96d62	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
26b0dcbad1a5dad3370463851cc67a2debbd00dbc6327c30d0d5321d135c2318	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
270d76c78b081db72f35458cc7b0019ced8e29da7ec15a77d99533a0dcb06c1d	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
271e296e9be9a84c37ecc4c4ab2b667ebb6207918088f2dbc527eab99a9e5f68	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
27494b17bdc2e328580f93ab818bd702f2dbe84716626cdcd0fc168fa55d9039	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
275215b12696d3fbe4d6f951df7288bba52c44456234a9d1bb70917ad4ef79e5	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
275c74a91c7ff686ae0c5f229b04f7a795bb968744896a16b4e27e07f581578c	NARRATIVE_OR_NON_DESCRIPTOR	NARRATIVE_OR_NON_DESCRIPTOR	NARRATIVE_OR_NON_DESCRIPTOR	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_REVIEW_CONSENSUS		dual_review_narrative_or_non_descriptor
275f88a80407ab438d3a7ca4a3603d2d3f5e3df255ff5c8c0171f7ea86c75436	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
27ed930e523560b41e755e4c7b0acd4445339bb354567f0c35760f4a09ef58c1	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28019a6b8dc696bb4e98136f9298a9b4daab27b8763bd3d0ba7ca6c498e31a3e	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28021d5a94e5270c639208d1433bda877282315730299f0b3aa1093ea504fcdb	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28348903a0648653045b66aefe37df2c396836ff4f002be805108ec35388958a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2846cca8f0a3a8322da8d99f5872e70dac87ff13260c0cbc46becd12b685d316	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
2851f18e6d5063d1e08f9248e35d55cabc74e542e458fe5c8d41da43b87d6b1e	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
286c956cceacb1dd0af2e5c0a399beb7b129a5527912b78ab87572307f4549c2	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
28a608c7ef2dc2a07ab074d4fc24221ba0e84685f880c3b49891a491fd657a0a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28a9c77f71bbc5f986a754faa37341769a4402a4d4c6b302d6be05736448d0f8	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28bc0f368bc6d6b4b35b9e6564039c840112283ccc700a41fd5f71bcde51f2ca	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28c30418cca1a06c29972cc5c3fa515946f5851d67ae7654093b134f6087a481	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28cf900b326781a3e64eec11ac2c53c00068c8c9815828709bebafbdd31f02b2	NARRATIVE_OR_NON_DESCRIPTOR	NARRATIVE_OR_NON_DESCRIPTOR	NARRATIVE_OR_NON_DESCRIPTOR	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_REVIEW_CONSENSUS		dual_review_narrative_or_non_descriptor
28da731ec5911ac5f8cf1ac8cb3ac12cee9143ddf6cfb94b319731a35dc97f2b	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28dd592be3dc035fad51289bbaf3d2168d426ff66abd78c6b5c34a18320679d9	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28e05e7b3b76e62153b01a20aabd78b8f963d037669d6bf355e68e026ab2bae4	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
28f02cf844040e859bc63b929375c881b7ee093592e54dc42282faf9077d84f0	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_STRUCTURAL_PROSE_GATE		structural_gate_sentence_punctuation
2901721ac6fc0e2056f6cc779c876a150b57a5513bc02278e3b8afd8b4efd7cf	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
290d8b135d6092cc2a779de58e35e83ae2dcb28cd7e44f9185d761a87d8b810d	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_STRUCTURAL_PROSE_GATE		structural_gate_sentence_punctuation
2913f27499109a29a740a37a6460d0c1d9e783fb7f5ef7410210c0f64370bea1	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2923451ecd8021acac09583f06a54ced448a9ae7125ddf650895be7feb114149	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
292a59e8884ec611a53f3d07b0203986616e71d82ba302b10fd5ec2cabad7296	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2935b921782bc5bf1be98f7a2c97796a813e0abd8288702973b7d11e3bd75bb3	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
29789255766088652bc6c63228980d66ebf9511acb6721132a7b2be8d6a68b46	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
298514d3fcc064359fdbb5d3a4a026e8913dad243bb45f8b0ea8165deed8b967	NON_ENGLISH	UNCERTAIN	DISAGREEMENT	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_disagreement
299ecb0c391becdfa4c95a7dabc4c34e563ae4446f6f22c56e66a739279b7d6b	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
299ecbba1b7e411134c114919dd227b37a2ed14b87b65b804e6854790b93378c	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
29ac46e3b18ea487523c128091a80cba082b527697bcf41bc39cb8efaf0d06bc	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
29b52bfcccd01518e9de561ca2e3eb7833293506f0ed0743ae2b83a1a8ee7351	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
29e6d80e091c0bfe8071aa279b5f47ba3c2389888e8c22a94c281ada396a1980	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2a13069b139cd04147120d4f77af76b1b91476c5485b18c0e5cf59b6f109977d	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2a36428839a37e680cdce701c1100a695cf2cac101f81f594ba4ec8c8c8a8d3b	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2a5f329d359bf2b2ec6dcfa95d868ebf99cfae89e3892593a5b8360fc449365f	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
2a6aef767af7c7eb35c6ade9b985f273d6df332f72f80b38d42a7c3bd5337216	UNCERTAIN	UNCERTAIN	UNCERTAIN	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_uncertain
2a7dbb401d370362476eb9f217bc690706b0d77c99be5969481148a068fe74ab	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2a83444370ba0864e396cc5c9b7720954cab9bc157a9c5af86f67e3d7aeabc39	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2abdd67a958a13aeec2db0a67d2f6803501fd08bf375a62223321e74a7fdb320	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2ae6bd8d61819c1142b0ba6a845085e5b2cfd3cee099cad1000452322ea78396	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2ae9b9f1d9d12959fde7d9ca7e4fab8120918c1c6ff17f0f4dd3ae9d86fdb123	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_STRUCTURAL_PROSE_GATE		structural_gate_sentence_punctuation
2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2b28354fae4543ea9e3f07476d93d4d46fb75d53fb1f2d9484354dbc9b2d235a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2b3483bf0a4470f22ae68e8f065ac125d1fbd083778bf77018947708a686cc9b	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2b6ddccad9629a65b785195d19667e19c9bd9d21761c80163b3804530a3869a7	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2baed3462a32c2571859d6b9d94d429f47cc5715f37075ca05d946d60bdc383d	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2bb4a0f554fbefc07d7405058043d3c0ddcc65d3a5df81c0a4dfe421da53d3ee	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2bc91f766a2af54ade870a2420176cafabf71dedaed41fba3b66e0f984a6f344	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2bca719dfcb1f78e43316909d227bbff940a53ea825c4a580c25c7033432bb28	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
2bcf63189629b5e792959ca9ba613d67fe772b99340d2560784f57bbedd91230	NARRATIVE_OR_NON_DESCRIPTOR	ENGLISH_TASTING_LANGUAGE	DISAGREEMENT	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_disagreement
2bd8d015e62f4ecfe2fba49b298c4c3df08cc64482210e209809fb0e505c390b	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2bff620e94d9af50f8a17d871f40f1ea37c03506b078677e18ed61a02bf7b6e4	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2c24eefba4fab3898043cd5a76c0d2ff0431d892fa791e75030381c39e920c3b	NARRATIVE_OR_NON_DESCRIPTOR	ENGLISH_TASTING_LANGUAGE	DISAGREEMENT	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_disagreement
2c3b92f9f96e8df71b5d7f3eb00342895113328b55600dac98ceb4be2b0b6f6d	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2c4966d383beb56e81ce18488892a0421374c948771e7be3c59fa88bdf36d48a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2c677c5fb41634024226b349ddadcb9153def3adabc82ba5d3f341a0037687b0	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2c74f1d403db57213c16ee769f0384859830f0499cc08d92d37407e6eb55c33e	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2c9a1165c515505e331ccfde4041ef80eafa084b18c4379407d70c40b5107003	NON_ENGLISH	NON_ENGLISH	NON_ENGLISH	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_non_english
2c9a72131f9470809f9d2f6397cc0475c9f1f3a5441cd9a82b2ff807069541dc	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2cad78dfafbda4526b5ef12b5e7fb65ee189d6cfe0cd1a01eb59ff375a0f6bd4	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2cb6aad18d798a5a23dc7fed4e0b492404fe6195630750aa82fc4c27c5f686b9	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2cc79945b26a61a5ba0914676f2215a5c06b423eb8a247ed03357251d2c23f1a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2ce541e0dc7baf3e161b4f2b0c075ad56f94b4c4be2111ec37a2a36772132b62	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2cf5f515f79d5920df7f8b92286fb60d788a1f619a9fa8f945004fdca73e91c9	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2d1a7152bd7b0f3e59f6936afb31f30619f8a897679c3e871b3331aeba9bcbe5	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2d2002e38da4910734d37b6e7d7bc1293f9c5bd08a2b3580a52008feaba19c93	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2d740c0a2ac948ebbb2385d1b29fcee3c1da8dde3aa21f0fc58b9d8427da3694	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2d7d99d277c33bdecd6d18ba297d174b44e9aaeea66ffbba6b050b57c9e5d429	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2d86419dc9b10f2b301438682c808f20d44df14a6d93f88ad2c342d41fe7b1aa	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2da809fb5107c52eefea5c7fa5fb38dc89a8a65135b97f76f67237a8b7c5620c	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2dc3a8688d235b900f4cd3b37709d6e4b1fb63338449166e53e90cb81112eefe	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2dc3c9631d2488ef4cb89cc377d7088c537f6c955429d71ae76e15afee171ef0	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_STRUCTURAL_PROSE_GATE		structural_gate_sentence_punctuation
2dd913be4731a39744e8d83648cf09efb4ac5a3193c4d260ecaf8064d99bd129	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2de1d08593a1454df4817d8d74fcdf88e051fb4d54579d41e89a698b46ab186b	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2de5e1f5c571cf10955b328626bbee20d55e109ee595e7b0bb80722f97848591	NARRATIVE_OR_NON_DESCRIPTOR	ENGLISH_TASTING_LANGUAGE	DISAGREEMENT	REJECT_SENTENCE_PUNCTUATION	HASH_ONLY_REVIEW_CONSENSUS		dual_review_disagreement
2dee4fee6b69c8d1128a95a8e5e983550ac8cfe92bdfcd1d362012fcc6aa2ecc	UNCERTAIN	UNCERTAIN	UNCERTAIN	PASS_CONCISE_FRAGMENT	HASH_ONLY_REVIEW_CONSENSUS		dual_review_uncertain
2e4b1d2d466dc566b65abe319c47ea4cad7dab54ab8dbdcf9fe616fec2d81a8a	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2e7261d343111649eb4615f82b49081f8e9de0cfe3a81fdb07377cd797667c37	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2e7ef7b304bbe4b27041f0df081c6ebc66183930e62a7ffff4d1c43e4bfd17f7	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	ENGLISH_TASTING_LANGUAGE	PASS_CONCISE_FRAGMENT	ADMIT_ENGLISH_TASTING_LANGUAGE	en	
