expression_key	language_tag_code	expression_text	basic_normalized_text	normalized_text	raw_variant_count	occurrence_count
expression.observed.en.sha256_b8e2cf91c8227618fa301eed3b0d8e64fb1ca1e7732fe479ac627f66faa99306	en	coconut & maple syrup	coconut & maple syrup	coconut & maple syrup	1	1
expression.observed.en.sha256_f7b6ddda10b9046dad4be34641619b3ec3c3a8ded771579483b0a77e47877fc1	en	Coffee blossom	coffee blossom	coffee blossom	1	1
expression.observed.en.sha256_a00cd79f622b7e2b3bbcbcf1b1bae5a42bb4bccf6c228a7a3790d4520f945afd	en	Coffee Blossom and Milk Chocolate	coffee blossom and milk chocolate	coffee blossom and milk chocolate	1	1
expression.observed.en.sha256_5507a4aac676baf959b0c6c49ee28400b83a1f3354fdd54a1ddf756a2d687536	en	coffee cake	coffee cake	coffee cake	1	1
expression.observed.en.sha256_42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	en	Cola	cola	cola	2	19
expression.observed.en.sha256_ac9147b514e02b142e6500063ae8973c36120cb169ef4f534b1217bf5569a921	en	Cola and Chocolate	cola and chocolate	cola and chocolate	2	2
expression.observed.en.sha256_96fd3c5d6cc501028f5913f4ec8ac4c755b832f2a16b9872166ade0ac0665563	en	cola and sugar cane	cola and sugar cane	cola and sugar cane	1	1
expression.observed.en.sha256_c5c3fb77896e7a6867713876e574de93ddc465d91d772c9a5586c46bbb3902d7	en	Cola bottle candy	cola bottle candy	cola bottle candy	1	1
expression.observed.en.sha256_96dd817b7842299bc29f93519394ce174b2ad5746ebe8ea73add2879a110c020	en	Cola Syrup	cola syrup	cola syrup	1	1
expression.observed.en.sha256_f76d4b409a097e25357736e94cbc15efb2141b7736f8d484c3f39c7146433e1a	en	Cola Syrup and Citrus Garnish	cola syrup and citrus garnish	cola syrup and citrus garnish	1	1
expression.observed.en.sha256_ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	en	Complex	complex	complex	2	11
expression.observed.en.sha256_6a1046b27ef48736b5881f4a2f9bb93b0536918c06608859152798cb83883012	en	Complex and Intense	complex and intense	complex and intense	1	1
expression.observed.en.sha256_7b306475f92edb5347f289b79f298703b52cd430a0d4048c2265c6066de9cdcd	en	Complex and sustained	complex and sustained	complex and sustained	1	1
expression.observed.en.sha256_c859746dca9739c3027fe0b5f3eb0344e2c96d4035666249802dd2f0561516b3	en	Concentrated	concentrated	concentrated	1	1
expression.observed.en.sha256_6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e	en	Concord Grape	concord grape	concord grape	3	12
expression.observed.en.sha256_271e296e9be9a84c37ecc4c4ab2b667ebb6207918088f2dbc527eab99a9e5f68	en	concord grape & wafer	concord grape & wafer	concord grape & wafer	1	1
expression.observed.en.sha256_db43c3853e6a90f3d1e1a36d4160c1e413839c48a4ae91e3b33c3e36e2d8988f	en	Cooked Fruit and Browning Sugar	cooked fruit and browning sugar	cooked fruit and browning sugar	1	1
expression.observed.en.sha256_ed2ebd6f8a478059fa87831299f8d00d39b6e6f448f5fd4228dd652177e87db6	en	cooked peaches	cooked peaches	cooked peaches	1	1
expression.observed.en.sha256_d7e83e28a04b537e64424546b14caf9b67bad2f28dabce68116e0d372319fa00	en	cookie	cookie	cookie	1	1
expression.observed.en.sha256_cec241b8b63540278eead7b134fab72fc2b8cf653af61c0d5b732c53a713aa99	en	cookie dough	cookie dough	cookie dough	1	1
expression.observed.en.sha256_4c44d1f41fc15c64ea3f698bf4f4fd9ca3dcaba24cee2db28d0fde7e11d5f1f6	en	coriander	coriander	coriander	1	1
expression.observed.en.sha256_c8f9ddeed814313d4151d0b4bc5f8c4f3dbb37f8f59297e8cfbd30ca64fd918c	en	Corpulent	corpulent	corpulent	1	7
expression.observed.en.sha256_0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630	en	Cotton candy	cotton candy	cotton candy	2	4
expression.observed.en.sha256_7cde4ce358a0f72fbe8b0dbf57483f488bb7853eaadbfbcdbb1fc0359f792d2f	en	cotton candy grape	cotton candy grape	cotton candy grape	1	1
expression.observed.en.sha256_a5cc7f88a488bec6850869f411acee726d9847c5226783f71dde44c6496d63dc	en	Cranberries	cranberries	cranberries	2	3
expression.observed.en.sha256_253daad335fd0cf3261ece7f01778deb4362d5a065ba4cf19997c86d7a0b8026	en	cranberries and fudge	cranberries and fudge	cranberries and fudge	1	1
expression.observed.en.sha256_d037e316bcc269c4768e68d70f1553c225c33c052810d83e84096f0168e8c31b	en	Cranberry	cranberry	cranberry	2	24
expression.observed.en.sha256_84e4cad6527b142651046b45c8218678614d225e3125ad847e640cc46af058f4	en	Cranberry and Black Tea	cranberry and black tea	cranberry and black tea	1	1
expression.observed.en.sha256_7c182385061f0ea9827d59b1045090a4f0f104fc4b525fa2703891c72f55fab5	en	Cranberry and Floral	cranberry and floral	cranberry and floral	1	1
expression.observed.en.sha256_5e000eb2edc7f02fac2554526fa2f977284c1f62cd7678f94dac7162af1a3f73	en	Cranberry and Lilac	cranberry and lilac	cranberry and lilac	1	1
expression.observed.en.sha256_906f56c9fb87f27af8b0d6f57ac8f5caee56c0659cc593814b53efc4705e19f5	en	Cranberry Sauce	cranberry sauce	cranberry sauce	1	1
expression.observed.en.sha256_c503e2b1f42e1d8826d2a072c7e0a2b5ee3bfe6be7fb06e74227787f84ef2ae8	en	cranberry zephyr	cranberry zephyr	cranberry zephyr	1	2
expression.observed.en.sha256_f3a22c1ce8e0a5a96393703806e4ad0b63031f0782c1b2d87dd175fc46a9d63d	en	Cream	cream	cream	2	4
expression.observed.en.sha256_df287e4321d8cecfae7a391bc63348d4227786b8d3ad817f15181f7e9b41c807	en	Cream and Chocolate	cream and chocolate	cream and chocolate	1	1
expression.observed.en.sha256_bf439b04fe8b7d503596c0313799006f5ed1f70c36bf4463cb6a30df97627206	en	CREAM SODA	cream soda	cream soda	1	1
expression.observed.en.sha256_7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	en	Creamy	creamy	creamy	2	29
expression.observed.en.sha256_50ee3295551dd7ee7fa833f964bb7a5c1c7b5497fc9882322d6dbce63218c7df	en	creamy and balanced	creamy and balanced	creamy and balanced	1	1
expression.observed.en.sha256_5273edb0558584df07afcebc42efa2a2b4c3810fe524a29286a752cd0d9175ea	en	creamy and black cherry	creamy and black cherry	creamy and black cherry	1	1
expression.observed.en.sha256_e676c67ba14337a056b0f1250eaf6618841ca4db01e2febefec852c274c2d15e	en	Creamy body	creamy body	creamy body	2	3
expression.observed.en.sha256_188cc6accd8e100515a08dfdf463e5d454477a8362dcd42a2562d86590140d18	en	creamy body with lemon acidity	creamy body with lemon acidity	creamy body with lemon acidity	1	1
expression.observed.en.sha256_04fcd62f429a36530601be2f50a109bf6416a0b7fd94d4194a432986ec8e5538	en	Creamy Caramel	creamy caramel	creamy caramel	1	1
expression.observed.en.sha256_4ccfefd1e921af0eed3f32ada34627dce62a5a3a78ed7294b3d627226817eba7	en	creamy texture	creamy texture	creamy texture	1	1
expression.observed.en.sha256_e4eb8ad820a70e3bac64fd125b2164b6f68e2e1f172a6fb4e22d869bc551bd8e	en	Creamy Vanilla Finish	creamy vanilla finish	creamy vanilla finish	1	1
expression.observed.en.sha256_ceb253193c4973b932312c340695908ce02858f4239957dcc76333e3f4ed04d6	en	creme brulee	creme brulee	creme brulee	1	2
expression.observed.en.sha256_63f0afc5167e403088a8e7396abcc99ecdd5b1ba61179abe6e523736fc5f7fe1	en	creme brûlée	creme brûlée	creme brûlée	1	1
expression.observed.en.sha256_06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	en	Crisp	crisp	crisp	2	3
expression.observed.en.sha256_beeb81367dab134941def0fa0422aae511d561ec1abc988f321d5442feb0fb89	en	Crisp Clean Finish	crisp clean finish	crisp clean finish	1	1
expression.observed.en.sha256_ac8e1307f930049068cec40bbb4a5e726a44b515c9c9b5c2380d7a2af016200a	en	Crisp Finish	crisp finish	crisp finish	1	2
expression.observed.en.sha256_0c0a5291ef902697bfe8ec23e187ba0bb41ce080c440f98a16351f6162c083b3	en	crisp green apple	crisp green apple	crisp green apple	1	1
expression.observed.en.sha256_46030e3effc26be640120f5bd49a84e1915d6268c39efe31144fe37d07091fb3	en	Crème Brulee and Blood Orange	crème brulee and blood orange	crème brulee and blood orange	1	1
expression.observed.en.sha256_b72d0bcebccd7ef63fbc68c7e1783b9642ea2cbeb3e4b869d31c1f009fa60b53	en	crème brulee with notes of dark berry	crème brulee with notes of dark berry	crème brulee with notes of dark berry	1	1
expression.observed.en.sha256_d429541d34ed6481b6b8d46e23096c476e98fff49835d9ac5491ef11853e29c0	en	Crème Brulée	crème brulée	crème brulée	1	1
expression.observed.en.sha256_70766d13e529a74af11b59da79730d5143ec704cb81bdb3b493a6d3df02d3c5b	en	Crème Brûlée	crème brûlée	crème brûlée	3	3
expression.observed.en.sha256_7bcf701c8c364843f24bf92f60eb64e7b5020998ebbe1b6470ada2b1ab2f5db1	en	Crème Caramel	crème caramel	crème caramel	1	1
expression.observed.en.sha256_f2b764032ffd79a52a80d455d5af4f90ce8b44b9885a9bbfcf66dee850f7069d	en	Currant	currant	currant	2	6
expression.observed.en.sha256_40c057e0a04472b46cdfc8b4118ac8ba7bda1f6c1db92ce12bcbee0a2d24187c	en	Currant and Baker's Chocolate	currant and baker's chocolate	currant and baker's chocolate	1	1
expression.observed.en.sha256_a3629aaf207d10a32d39b93b0325f20948606fd973a6aff846f79005f4d6d63c	en	Currants	currants	currants	1	1
expression.observed.en.sha256_79d10711e992e80a24c9e2c62ec1d47762254b5796364f01d757f3dd46ee84d4	en	Currants and Floral	currants and floral	currants and floral	1	1
expression.observed.en.sha256_fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	en	Custard	custard	custard	2	3
expression.observed.en.sha256_fc13e7ccc317da12e41214e2cbcd32beffe2799ff3c26659ba06719e75b2bc52	en	custard creme	custard creme	custard creme	1	1
expression.observed.en.sha256_61e6b946a171ab544d9e2e5ce88d2a168469df7aa918b13459f7359a6fd440e3	en	danish pastry	danish pastry	danish pastry	1	1
expression.observed.en.sha256_e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	en	Dark	dark	dark	1	3
expression.observed.en.sha256_1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138	en	dark berries	dark berries	dark berries	1	1
expression.observed.en.sha256_388180f3cc6ba5bbf4f16bf9a27ecccb0756a384241252ec2274864b44681d34	en	Dark berry	dark berry	dark berry	1	1
expression.observed.en.sha256_419d08f94f6447c5665cc367672086ebbec82ccdbee76121120c577fc78dd942	en	dark berry fruit leather	dark berry fruit leather	dark berry fruit leather	1	1
expression.observed.en.sha256_0f83e3808fec81979ea2513991e142930471866e02d0281203b98e10734fa26d	en	dark cane sugar	dark cane sugar	dark cane sugar	1	1
expression.observed.en.sha256_2901721ac6fc0e2056f6cc779c876a150b57a5513bc02278e3b8afd8b4efd7cf	en	Dark Cherries	dark cherries	dark cherries	2	2
expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	en	Dark Cherry	dark cherry	dark cherry	3	6
expression.observed.en.sha256_45a6a6848be02d87998630c7a4721cbc55f19113e4805122a3dbdeb440a114b9	en	dark cherry and red wine	dark cherry and red wine	dark cherry and red wine	1	1
expression.observed.en.sha256_dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	en	Dark Chocolate	dark chocolate	dark chocolate	3	114
expression.observed.en.sha256_3c810d453b668bf7d0eff73b1cb62b48b9d800d5b3c663703d378a7d5a25e8c1	en	dark chocolate & brown sugar	dark chocolate & brown sugar	dark chocolate & brown sugar	1	2
expression.observed.en.sha256_57b045301fb75a9472a4aaa32e36cfc97fe4cdd513d0fd6518c739fa68d329a5	en	Dark Chocolate and Black Grape	dark chocolate and black grape	dark chocolate and black grape	1	1
expression.observed.en.sha256_5b042eb0cc070f4c5ea556ea6d64630d336462f42c305fd30ecbe38cb3817bf8	en	Dark Chocolate and Blueberries	dark chocolate and blueberries	dark chocolate and blueberries	1	1
expression.observed.en.sha256_5b691423fcb33b0ebd13a87e47872032ef3173e566ad721ede7217a36fb7f29a	en	Dark Chocolate and Caramel	dark chocolate and caramel	dark chocolate and caramel	1	1
expression.observed.en.sha256_a2f450f6a1077eda253875a927fa20f577e55a5172d6f6cf353df88f55b301f8	en	dark chocolate and lime	dark chocolate and lime	dark chocolate and lime	1	1
expression.observed.en.sha256_140d5d06171261b35f01848241fd69cecf3c5d877a132622ce1ad1c6f685cabf	en	dark chocolate and salted caramel	dark chocolate and salted caramel	dark chocolate and salted caramel	1	1
expression.observed.en.sha256_86ddc097284a87fcffc31e7a2c62b4216b909d3994d5976b772412651055f544	en	Dark Chocolate and Tangerine	dark chocolate and tangerine	dark chocolate and tangerine	1	1
expression.observed.en.sha256_6645fa7f67f48129ce0564b10ded4a9bda8473affe6cb9d9a672efb1ccd35c2d	en	dark chocolate based espresso with notes of vanilla	dark chocolate based espresso with notes of vanilla	dark chocolate based espresso with notes of vanilla	1	1
expression.observed.en.sha256_176bd80d7b3e7c6d18efefbbfdffb568ee07003df4b54cb25c668c39dc18cd17	en	Dark chocolate notes	dark chocolate notes	dark chocolate notes	1	1
expression.observed.en.sha256_0f2f7bbcaddf0e08c5ab74b48a5327f62f5ec77646af44f42ca93fcb45eb823d	en	dark cocoa	dark cocoa	dark cocoa	1	1
expression.observed.en.sha256_3945ba048514469bb9af311b7691d8e71d431e0ddf5c047fcfa831342bbf95e1	en	Dark Cocoa and Heavy Mouthfeel	dark cocoa and heavy mouthfeel	dark cocoa and heavy mouthfeel	1	1
expression.observed.en.sha256_6ac28f91b0345fa7aef405886dcb993df60c19058dbe64b732749e77aed80ce7	en	dark fruit	dark fruit	dark fruit	1	1
expression.observed.en.sha256_ac6378f17ab06618af859e7d1cbad93cdbe0fa73edab9b7d01f55a239697a9c0	en	Dark fruits	dark fruits	dark fruits	1	1
expression.observed.en.sha256_ca3d1964cc71bb7fb0160b675f67e47f9cffd64e4463f79a20e24f70aa0860cb	en	Dark Honey	dark honey	dark honey	1	1
expression.observed.en.sha256_5802cc169d9675b9667bdf6cd9ee7d6b3203e24b41145c0bf3cc670bbeb1f8b1	en	dark milk chocolate	dark milk chocolate	dark milk chocolate	1	1
expression.observed.en.sha256_007cd112be84f9061df86da8a6fe41b62899e2d840e4788561dda53fd04f16d1	en	Dark Red Fruits	dark red fruits	dark red fruits	1	1
expression.observed.en.sha256_d96ffafd671a5a04abfb33cf5fc155201dcf7a3a9c0dd9f9d5974d43fe070ab1	en	Dark roast	dark roast	dark roast	1	1
expression.observed.en.sha256_ab942a1e693ebe5a34c278743d8f7c4841b226a50b6aa83a5736c8304c43ec62	en	dark rum	dark rum	dark rum	1	1
expression.observed.en.sha256_d523ae8882e68ccd67a9fc0763c34bfb955bf5abe73f33bd1f8799200a6eee17	en	Dark Sugars	dark sugars	dark sugars	3	4
expression.observed.en.sha256_0e87632cd46bd4907c516317eb6d81fe0f921a23c7643018f21292894b470681	en	Date	date	date	2	9
expression.observed.en.sha256_fb20122b36bb9a0952f0452933807c0774b4d8ee09ce2a5c85de5b1eafab4213	en	Date and Creamy	date and creamy	date and creamy	1	1
expression.observed.en.sha256_09589470e782a4de79d50753edb6cefca811fcafd4987275b477392b4d064737	en	Date and Spice	date and spice	date and spice	1	1
expression.observed.en.sha256_77c403da333c36a9318f4a03b5ad332af23af0cf23b55185e064c478e61e7a74	en	date square	date square	date square	1	1
expression.observed.en.sha256_f18e48678b723e80d272f37b64c4780b60cc74c4c8a7e4caead37d4e451bf5c4	en	Dates	dates	dates	2	5
expression.observed.en.sha256_b6e1eb084f6c8c093ab80272cb4a9c6b0bceb13068c7d29735cb3bbfcfe9f293	en	dates and caramel	dates and caramel	dates and caramel	1	1
expression.observed.en.sha256_ef607d41fbba615060b51cfd96e3e28d5143ba6598c2a166cfef8590a3cf5ec5	en	deep cherry	deep cherry	deep cherry	1	1
expression.observed.en.sha256_07c0f2ab975473c301595562f9455200f221df4b1c5671284981f6b950adfa31	en	deepening into mango	deepening into mango	deepening into mango	1	1
expression.observed.en.sha256_447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	en	Delicate	delicate	delicate	2	6
expression.observed.en.sha256_d1a20d44dd73e27593efb10b4f0af0d43f842666ee3cd4170851db379e108f99	en	Delicate Aftertaste	delicate aftertaste	delicate aftertaste	1	1
expression.observed.en.sha256_fc7abbdb1649fc835c0fb13994a8d68e579e92035724e3f392d8f8d55f8534d6	en	delicate coffee with notes of lingonberry	delicate coffee with notes of lingonberry	delicate coffee with notes of lingonberry	1	1
expression.observed.en.sha256_d44722122a7680860a49938fedde3adc7f22236fc5203cba36ac7c4e3ff3e971	en	Demerara Sugar	demerara sugar	demerara sugar	1	1
expression.observed.en.sha256_d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f	en	dense	dense	dense	1	1
expression.observed.en.sha256_e92527e034a2a8b3b10c7e019bec5b7450645b587922e55b1a1fce3a67027d49	en	Dragon Fruit	dragon fruit	dragon fruit	1	1
expression.observed.en.sha256_12c4c84abaabfbd67c7e7fbd9c3cc43a198148c81b2b3b09eea23571f7386982	en	Dried Apple	dried apple	dried apple	2	2
expression.observed.en.sha256_448d62d55745dd454812c8f9f0854eca4688f43d2189e907072070a839a8a026	en	Dried Apricot	dried apricot	dried apricot	3	5
expression.observed.en.sha256_d612d9280a149db05b63ac377f3c96a498a9014492ff697153e82a5c3843609d	en	Dried Apricot and White Tea	dried apricot and white tea	dried apricot and white tea	1	1
expression.observed.en.sha256_87e7dfb335308cafde5b081c53aed37ad3f96f921a60e2f51420e6edb1e45fb9	en	dried apricots	dried apricots	dried apricots	1	1
expression.observed.en.sha256_6bd1954d00c03e392621d5c359bf5cad3897b1f0135874e936bc8b17bcf9600a	en	dried berries	dried berries	dried berries	1	2
expression.observed.en.sha256_c39b16e80375338955ffde31b8d2470dab8e10d15a900439b1bd31e2c5326d93	en	Dried cherry	dried cherry	dried cherry	1	1
expression.observed.en.sha256_e48c0ac057c331f23e9c59823ec0016f94465c883cea4a6d203828db9480db6b	en	Dried Dates	dried dates	dried dates	1	1
expression.observed.en.sha256_96bfe06cb3316f5bd618803f72b474ef3a9223259509b54dd10b736fa079bbe7	en	DRIED FIG	dried fig	dried fig	4	5
expression.observed.en.sha256_415190066de6e7417bf51ed8b96d2b54c36f8a249e0f7be5691f060b45bb647d	en	dried fig and lime	dried fig and lime	dried fig and lime	1	1
expression.observed.en.sha256_ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	en	Dried Fruit	dried fruit	dried fruit	3	19
expression.observed.en.sha256_eda12c80f651ce1413192d6c61ad8f9954b3d11be28a8d405b3f06b388717077	en	Dried Fruit and Marzipan	dried fruit and marzipan	dried fruit and marzipan	1	1
expression.observed.en.sha256_55647a2b339915d33b59a24421b58d4e3580c0ea964cf9d46c402d4281bc87df	en	Dried Fruits	dried fruits	dried fruits	3	3
expression.observed.en.sha256_f817204e9b21b5800c38f04e36c6d00552445432913869b4b92c13f12fa6ec64	en	Dried Fruits & Milk Chocolate	dried fruits & milk chocolate	dried fruits & milk chocolate	1	1
expression.observed.en.sha256_c112820d3b11856578b8cf56382000abd8a3fe37f9ea2fcef107a69ac0346ead	en	Dried Grape and Grapefruit	dried grape and grapefruit	dried grape and grapefruit	1	1
expression.observed.en.sha256_585669417f9e9ddcc6fab672956c818d69e1b81fa252ad022bc0e91521fad84a	en	dried mango & cane sugar	dried mango & cane sugar	dried mango & cane sugar	1	1
expression.observed.en.sha256_728d618f8b02a5a09abf0ae006adc86985da8108b6671acbd0a26cfeb6fae2ba	en	Dried Peach	dried peach	dried peach	1	1
expression.observed.en.sha256_a37f78e67676fae96231cef0ed77d98499459f51af0031afe3aff1ae8030a95c	en	Dried Plum	dried plum	dried plum	1	1
expression.observed.en.sha256_256761e6ea6a6abb4a974e07508789bfc08c39bbbbf415e606b7b6b3aee450b1	en	dried raspberry	dried raspberry	dried raspberry	1	1
expression.observed.en.sha256_af31da3de57267706a50dc2a6ff3c7287cc216bc897d5e8f9cf935f0364edaab	en	Dried Raspberry and Cocoa	dried raspberry and cocoa	dried raspberry and cocoa	1	1
expression.observed.en.sha256_fb3c47fbf0d090bf736d777ff4d621d21e94b7d438646e4fe7c1cd4a73d6b19b	en	Dried Rose	dried rose	dried rose	1	1
expression.observed.en.sha256_1c1184cabc4c17a19172e8224cf06d439d044b97af5be2cbc766165665a96b5f	en	dry milk chocolate	dry milk chocolate	dry milk chocolate	1	1
expression.observed.en.sha256_473ff199126e96adcf9c51ab239a0dc7e5e1639a3593fd7e538109403ac1a5fe	en	dulce de leche	dulce de leche	dulce de leche	1	1
expression.observed.en.sha256_d0740b9a34a45a03b0af8b2b6890b6644d4d396cdfe3475ef24b98fd30baa8e0	en	Dutched Chocolate and Marzipan	dutched chocolate and marzipan	dutched chocolate and marzipan	1	1
expression.observed.en.sha256_60daa8b86a4fb6251d88a3f70ab7d1752ad22889ae718cdf1fc30b073a7ecd4c	en	Earl Grey	earl grey	earl grey	3	5
expression.observed.en.sha256_68862af85d7aadd224564f7557800e1e78d3c239ff9bdc6588a724b1d95a3002	en	earl grey and malty	earl grey and malty	earl grey and malty	1	1
expression.observed.en.sha256_54812827019300c86adffb813d460fb2cd5a1d28aeed9919c98e47c08072dfc2	en	Earl Grey Tea	earl grey tea	earl grey tea	1	2
expression.observed.en.sha256_56c4fce672c961e1c35a62aa3ada3cbe60f64693adfc46183c95a3720122ad60	en	early grey	early grey	early grey	1	1
expression.observed.en.sha256_f85838537f70337c62f60c0ac6a3cff0667440ace665f4d30ae93a455b2ceb71	en	Earth Tones	earth tones	earth tones	1	1
expression.observed.en.sha256_1dbc150fa9c1dd2418c37fca6a03b150bc47728d780c0f01fcdc5a5fcb16bb60	en	earthiness	earthiness	earthiness	1	1
expression.observed.en.sha256_e0464cd8e9161abe381959e82a11ac8b4d41d0d7d416fea312f63389d767c901	en	Earthy	earthy	earthy	2	3
expression.observed.en.sha256_39be9c49a4e0f3565c8ae7f5a6ef8660cfe5cfc088dbf66970786c878d8dcae1	en	easy drinking cup	easy drinking cup	easy drinking cup	1	1
expression.observed.en.sha256_b51a5d219761dfd129002ac7a4c9e697ba02454edcb6a340acbddcbee0ed3a8e	en	easy-drinking	easy-drinking	easy-drinking	1	1
expression.observed.en.sha256_f1915a182a1e82257c1cb2e4c5b20676eada7671b9200a38adfc8c8ea776a2bd	en	elderberry	elderberry	elderberry	1	1
expression.observed.en.sha256_bcf4a44c105afbed60d7530d6f0e16e7918d7756fb85909c0db0726d9e4574cf	en	Elderflower	elderflower	elderflower	2	4
expression.observed.en.sha256_3fde422f181421a36950f312c69cb82091a0a129640b65fd286e4ae7ef0c9f41	en	elderflower lemonade	elderflower lemonade	elderflower lemonade	1	1
expression.observed.en.sha256_b4c3858f5f1e123198e835de04b87155d7a40e66e9b70805daf3ad439cd2fa3b	en	elegant	elegant	elegant	1	2
expression.observed.en.sha256_b8d976ef0be935c3562078e5019ec26f2e4295613bcc0f35b348918ba152f816	en	Eucalyptus	eucalyptus	eucalyptus	2	2
expression.observed.en.sha256_12b7e278a9f7487d620ef3cadc49223d315f0cfcc61841e35b10f8fc518a901c	en	Excellent Depth of Structure and Balance	excellent depth of structure and balance	excellent depth of structure and balance	1	1
expression.observed.en.sha256_d4d6cb99915dfaa46ca7528ee7808edd647313302c8153bc6a3bf1d6b5c60687	en	exotic	exotic	exotic	1	1
expression.observed.en.sha256_f481b1e27fe9b7681eff26794d3b014fdd53b8a1c84ebe543358ddc5e02dfd7a	en	Exploding with berry	exploding with berry	exploding with berry	1	1
expression.observed.en.sha256_339f68b4394a8503f1777cc86045e8b3a3dc71b79da4bc133e6319441ca8810e	en	expressive	expressive	expressive	1	1
expression.observed.en.sha256_ecf1316b8758db4ce24f071934f325535231f52bb502cde50c88e24a12b0f467	en	Fairy Floss	fairy floss	fairy floss	2	2
expression.observed.en.sha256_1e36798f67707f2927578519af2b561528db9d0ccd8487d5a394b0b639c93c3d	en	Fennel	fennel	fennel	1	1
expression.observed.en.sha256_c14660d2f89bc85749b2f3206ed898c63efc15be271ed574281b596753f082be	en	Ferrero Rocher	ferrero rocher	ferrero rocher	2	2
expression.observed.en.sha256_e350bf017015cdc76e1eda28c683bbcc7bee2c9ca81cb8fed1a2489dc5bd507a	en	field berries	field berries	field berries	1	1
expression.observed.en.sha256_8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	en	Fig	fig	fig	2	17
expression.observed.en.sha256_4e5090b23425f142e7e0b9ab1472622c9463272207d7ae7cc624fa1d13b8d2c3	en	Fig and Grape	fig and grape	fig and grape	1	1
expression.observed.en.sha256_b9b25aa616de12c2df6168b476fe37570aa2efa247aa18d28560ea4e67a45fe0	en	fig and honeycomb	fig and honeycomb	fig and honeycomb	1	1
expression.observed.en.sha256_c745e75391cb8926a7c2dbfedcb9f0cb96b24077b00f20cff33cef4869544e63	en	Fig and Lemon	fig and lemon	fig and lemon	1	1
expression.observed.en.sha256_2f8d29b19d58aba5dd4fcc6835f03d5759ed42dcef7394c4c9f7472f421e7a59	en	Fig and Nectarine	fig and nectarine	fig and nectarine	1	1
expression.observed.en.sha256_0828e8fcbf569a10ebbe975c54b1b108b6d70696f8c098b6f8160bbc96b133e5	en	fig cookies	fig cookies	fig cookies	1	1
expression.observed.en.sha256_535715995c54e7edc73c6ce29cf0e42918333c652cde9c9302fc731a2f94941e	en	Fig Jam	fig jam	fig jam	2	2
expression.observed.en.sha256_43ff27c3b843345812f80639440e49cd683aa5c3bc2769d3035a71ad54df70f7	en	Fig newton	fig newton	fig newton	1	1
expression.observed.en.sha256_cb2ecb93713270c1ef6ee9cbd33ec0505391050f612cb173b8a9d0667a0aa9c5	en	figgy pudding	figgy pudding	figgy pudding	1	1
expression.observed.en.sha256_dd01cb2a56ceb62ecb205a3224da31a5dfcc89b0142ac504e071a47f1942be6e	en	Figs	figs	figs	1	2
expression.observed.en.sha256_b953bceddd2eaa144465edd23992eb126c9ed78b49d6e8d86ccf83cc6c772816	en	fine cocoa	fine cocoa	fine cocoa	1	1
expression.observed.en.sha256_1f5c4c5c4f958ec71690813b7cfd730abd11465f339b6085da20ba0f9cb846a9	en	Finish /  Smooth	finish / smooth	finish / smooth	1	1
expression.observed.en.sha256_3f62550731d942f8bb6b5deb60037847212ca7092c2f2d0d932bce230a0caf26	en	firm	firm	firm	1	2
expression.observed.en.sha256_ae5408c399523ce70613fe7c993d717abd61e54eeef1ef2d60c848c26ee22dcb	en	Flan	flan	flan	1	2
expression.observed.en.sha256_adc664da65e1e6c207bc72c242ffa166750aa01b7e3228710de3626b1489c097	en	flavors of chocolate and pepper	flavors of chocolate and pepper	flavors of chocolate and pepper	1	1
expression.observed.en.sha256_00111bc4ab7942585f4da1c5cd7b9d6702b0d8ee30167bd7396db77a436d2521	en	flavors of dark chocolate	flavors of dark chocolate	flavors of dark chocolate	1	1
expression.observed.en.sha256_4d16796248960a7b8accc54f59e7c3e1b843278677722530ccfd1b704e792130	en	flavors of dried fruit and spice	flavors of dried fruit and spice	flavors of dried fruit and spice	1	1
expression.observed.en.sha256_cad8aacbdaf0a6abd1207f5438e0017b08433cb1753e111cda0cc1167b58122d	en	flavors of molasses and nougat	flavors of molasses and nougat	flavors of molasses and nougat	1	1
expression.observed.en.sha256_188fca348d981117f4efdd273ed1ba0cd52d8b91d29780dd71265b79c476356d	en	flavors of peach	flavors of peach	flavors of peach	1	1
