source_row_key	coffee_base	milk_alternative	preparation	roast_source_label	serving_mode	sensory_attribute	raw_value	parsed_mean	parsed_sd	normalized_value	normalization_rule	source_unit	panel_count	replication_count	missingness_semantics
nguyen.sensory.116	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	wax	0.92±0.04	0.92	0.04	0.92	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.117	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	wax	1.14±0.40	1.14	0.40	1.14	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.118	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	wax	1.25±0.04	1.25	0.04	1.25	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.119	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	wax	1.18±0.02	1.18	0.02	1.18	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.120	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	wax	1.07±0.05	1.07	0.05	1.07	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.121	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	2.61±0.24	2.61	0.24	2.61	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.122	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	2.84±0.22	2.84	0.22	2.84	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.123	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.50±0.00	0.50	0.00	0.50	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.124	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.69±0.04	0.69	0.04	0.69	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.125	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.58±0.04	0.58	0.04	0.58	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.126	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.47±0.12	0.47	0.12	0.47	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.127	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.47±0.20	0.47	0.20	0.47	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.128	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.58±0.12	0.58	0.12	0.58	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.129	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.39±0.08	0.39	0.08	0.39	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.130	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	caramel	0.28±0.08	0.28	0.08	0.28	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.131	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.132	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.133	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.28±0.39	0.28	0.39	0.28	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.134	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.83±0.86	0.83	0.86	0.83	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.135	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.61±0.36	0.61	0.36	0.61	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.136	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.90±0.35	0.90	0.35	0.90	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.137	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.72±0.24	0.72	0.24	0.72	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.138	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.139	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.18±0.25	0.18	0.25	0.18	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.140	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	green	0.28±0.16	0.28	0.16	0.28	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.141	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	2.17±0.08	2.17	0.08	2.17	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.142	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	2.25±0.04	2.25	0.04	2.25	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.143	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.144	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.145	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.146	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.147	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.148	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.149	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.150	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	grain	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.151	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.152	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.153	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.154	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.155	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.156	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.157	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.158	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	0	0.00	0.00	0.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.159	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	1.47±0.27	1.47	0.27	1.47	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.160	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	sesame	2.11±0.08	2.11	0.08	2.11	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.161	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	7.83±0	7.83	0.00	7.83	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.162	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	7.62±0.04	7.62	0.04	7.62	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.163	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.35±0.10	6.35	0.10	6.35	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.164	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.97±0.20	6.97	0.20	6.97	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.165	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	7.00±0.08	7.00	0.08	7.00	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.166	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.78±0.08	6.78	0.08	6.78	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.167	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.72±0	6.72	0.00	6.72	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.168	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	7.06±0.08	7.06	0.08	7.06	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.169	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.44±0	6.44	0.00	6.44	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.170	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	sweet_taste	6.56±0.24	6.56	0.24	6.56	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.171	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.40±0.05	1.40	0.05	1.40	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.172	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.53±0.04	1.53	0.04	1.53	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.173	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.43±0.34	1.43	0.34	1.43	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.174	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.33±0.08	1.33	0.08	1.33	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.175	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.40±0.22	1.40	0.22	1.40	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.176	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.23±0.02	1.23	0.02	1.23	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.177	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.54±0.31	1.54	0.31	1.54	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.178	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.27±0.11	1.27	0.11	1.27	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.179	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.29±0.14	1.29	0.14	1.29	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.180	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	bitter_taste	1.21±0.09	1.21	0.09	1.21	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.181	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.66±0.07	0.66	0.07	0.66	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.182	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.69±0.01	0.69	0.01	0.69	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.183	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.62±0.06	0.62	0.06	0.62	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.184	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.68±0.05	0.68	0.05	0.68	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.185	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.56±0.16	0.56	0.16	0.56	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.186	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.61±0.05	0.61	0.05	0.61	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.187	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.69±0.03	0.69	0.03	0.69	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.188	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.63±0.05	0.63	0.05	0.63	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.189	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.73±0.14	0.73	0.14	0.73	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.190	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	astringent	0.67±0.10	0.67	0.10	0.67	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.191	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	6.25±0.04	6.25	0.04	6.25	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.192	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	6.22±0.31	6.22	0.31	6.22	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.193	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	7.97±0.59	7.97	0.59	7.97	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.194	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	7.83±0.08	7.83	0.08	7.83	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.195	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	8.14±0.12	8.14	0.12	8.14	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.196	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	8.22±0.16	8.22	0.16	8.22	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.197	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	7.83±0.39	7.83	0.39	7.83	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.198	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	8.01±0.02	8.01	0.02	8.01	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.199	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	7.83±0.24	7.83	0.24	7.83	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.200	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	balanced_blended	7.64±0.20	7.64	0.20	7.64	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.201	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	5.53±0.20	5.53	0.20	5.53	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.202	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	5.54±0.10	5.54	0.10	5.54	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.203	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	6.94±0.16	6.94	0.16	6.94	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.204	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.19±0.04	7.19	0.04	7.19	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.205	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.36±0.20	7.36	0.20	7.36	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.206	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.06±0.08	7.06	0.08	7.06	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.207	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.19±0.27	7.19	0.27	7.19	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.208	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.19±0.04	7.19	0.04	7.19	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.209	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	7.11±0	7.11	0.00	7.11	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.210	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	fullness	6.86±0.12	6.86	0.12	6.86	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.211	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.17±0.24	0.17	0.24	0.17	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.212	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.53±0.35	0.53	0.35	0.53	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.213	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	1.03±1.06	1.03	1.06	1.03	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.214	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.11±0.16	0.11	0.16	0.11	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.215	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.15±0.21	0.15	0.21	0.15	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.216	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.42±0.51	0.42	0.51	0.42	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.217	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.23±0.06	0.23	0.06	0.23	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.218	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	0.31±0.43	0.31	0.43	0.31	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.219	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	2.07±0.03	2.07	0.03	2.07	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.220	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	gel_like	1.69±0.12	1.69	0.12	1.69	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.221	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	4.97±0.20	4.97	0.20	4.97	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.222	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	5.08±0.20	5.08	0.20	5.08	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.223	arabica	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.82±0.46	7.82	0.46	7.82	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.224	arabica	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.63±0.13	7.63	0.13	7.63	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.225	arabica	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.61±0.11	7.61	0.11	7.61	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.226	arabica_robusta_70_30	almond	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.53±0.47	7.53	0.47	7.53	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.227	arabica_robusta_70_30	pistachio	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.43±0.38	7.43	0.38	7.43	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.228	arabica_robusta_70_30	macadamia	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	7.86±0.12	7.86	0.12	7.86	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.229	arabica	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	8.19±0.12	8.19	0.12	8.19	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.230	arabica_robusta_70_30	white_sesame	espresso_with_pbma	medium_source_reported	chilled_sweetened	body	8.36±0.16	8.36	0.16	8.36	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.231	arabica	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	2.10±0.14	2.10	0.14	2.10	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
nguyen.sensory.232	arabica_robusta_70_30	riceberry	espresso_with_pbma	medium_source_reported	chilled_sweetened	powdery	2.27±0.02	2.27	0.02	2.27	direct transcription from article Table 3	source 0-15 descriptive intensity mean	9	2	NOT_APPLICABLE
