dataset_snapshot_key	source_file	source_row_identity	record_type	raw_value_json	parsed_value_json	normalized_value_json	normalization_rule	exclusion_reason
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!24	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":8,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!25	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":8,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!26	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":9}"	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":9}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":9,""replicates"":1,""sample"":9}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!27	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":9,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!28	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":9,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!29	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":10}"	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":10}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":10,""replicates"":1,""sample"":10}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!30	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":10,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!31	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":10,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!32	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":1,""sample"":11}"	"{""cup_quality_points_source_label"":87.5,""replicates"":1,""sample"":11}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":11,""replicates"":1,""sample"":11}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!33	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":11,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!34	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":11,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!35	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":12}"	"{""cup_quality_points_source_label"":84.5,""replicates"":1,""sample"":12}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":12,""replicates"":1,""sample"":12}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!36	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":12,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!37	sensory_score_replicate	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84.5,""derived_sample_no"":12,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!38	sensory_score_replicate	"{""cup_quality_points_source_label"":84,""replicates"":1,""sample"":13}"	"{""cup_quality_points_source_label"":84,""replicates"":1,""sample"":13}"	"{""cup_quality_points_source_label"":84,""derived_sample_no"":13,""replicates"":1,""sample"":13}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!39	sensory_score_replicate	"{""cup_quality_points_source_label"":84,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":84,""derived_sample_no"":13,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!40	sensory_score_replicate	"{""cup_quality_points_source_label"":84,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":84,""derived_sample_no"":13,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!41	sensory_score_replicate	"{""cup_quality_points_source_label"":81,""replicates"":1,""sample"":14}"	"{""cup_quality_points_source_label"":81,""replicates"":1,""sample"":14}"	"{""cup_quality_points_source_label"":81,""derived_sample_no"":14,""replicates"":1,""sample"":14}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!42	sensory_score_replicate	"{""cup_quality_points_source_label"":81,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":81,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":81,""derived_sample_no"":14,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!43	sensory_score_replicate	"{""cup_quality_points_source_label"":81,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":81,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":81,""derived_sample_no"":14,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!44	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":15}"	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":15}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":15,""replicates"":1,""sample"":15}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!45	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":15,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!46	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":15,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!47	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":16}"	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":16}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":16,""replicates"":1,""sample"":16}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!48	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":16,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!49	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":16,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!50	sensory_score_replicate	"{""cup_quality_points_source_label"":83.5,""replicates"":1,""sample"":17}"	"{""cup_quality_points_source_label"":83.5,""replicates"":1,""sample"":17}"	"{""cup_quality_points_source_label"":83.5,""derived_sample_no"":17,""replicates"":1,""sample"":17}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!51	sensory_score_replicate	"{""cup_quality_points_source_label"":83.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":83.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":83.5,""derived_sample_no"":17,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!52	sensory_score_replicate	"{""cup_quality_points_source_label"":83.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":83.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":83.5,""derived_sample_no"":17,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!53	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":1,""sample"":18}"	"{""cup_quality_points_source_label"":85.5,""replicates"":1,""sample"":18}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":18,""replicates"":1,""sample"":18}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!54	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":18,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!55	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":18,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!56	sensory_score_replicate	"{""cup_quality_points_source_label"":86.5,""replicates"":1,""sample"":19}"	"{""cup_quality_points_source_label"":86.5,""replicates"":1,""sample"":19}"	"{""cup_quality_points_source_label"":86.5,""derived_sample_no"":19,""replicates"":1,""sample"":19}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!57	sensory_score_replicate	"{""cup_quality_points_source_label"":86.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86.5,""derived_sample_no"":19,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!58	sensory_score_replicate	"{""cup_quality_points_source_label"":86.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86.5,""derived_sample_no"":19,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!59	sensory_score_replicate	"{""cup_quality_points_source_label"":80,""replicates"":1,""sample"":20}"	"{""cup_quality_points_source_label"":80,""replicates"":1,""sample"":20}"	"{""cup_quality_points_source_label"":80,""derived_sample_no"":20,""replicates"":1,""sample"":20}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!60	sensory_score_replicate	"{""cup_quality_points_source_label"":80,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":80,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":80,""derived_sample_no"":20,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!61	sensory_score_replicate	"{""cup_quality_points_source_label"":80,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":80,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":80,""derived_sample_no"":20,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!62	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":1,""sample"":21}"	"{""cup_quality_points_source_label"":87.5,""replicates"":1,""sample"":21}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":21,""replicates"":1,""sample"":21}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!63	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":21,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!64	sensory_score_replicate	"{""cup_quality_points_source_label"":87.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87.5,""derived_sample_no"":21,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!65	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":22}"	"{""cup_quality_points_source_label"":85,""replicates"":1,""sample"":22}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":22,""replicates"":1,""sample"":22}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!66	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":22,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!67	sensory_score_replicate	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85,""derived_sample_no"":22,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!68	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":1,""sample"":23}"	"{""cup_quality_points_source_label"":86,""replicates"":1,""sample"":23}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":23,""replicates"":1,""sample"":23}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!69	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":23,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!70	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":23,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!71	sensory_score_replicate	"{""cup_quality_points_source_label"":87,""replicates"":1,""sample"":24}"	"{""cup_quality_points_source_label"":87,""replicates"":1,""sample"":24}"	"{""cup_quality_points_source_label"":87,""derived_sample_no"":24,""replicates"":1,""sample"":24}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!72	sensory_score_replicate	"{""cup_quality_points_source_label"":87,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":87,""derived_sample_no"":24,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!73	sensory_score_replicate	"{""cup_quality_points_source_label"":87,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":87,""derived_sample_no"":24,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!74	sensory_score_replicate	"{""cup_quality_points_source_label"":88,""replicates"":1,""sample"":25}"	"{""cup_quality_points_source_label"":88,""replicates"":1,""sample"":25}"	"{""cup_quality_points_source_label"":88,""derived_sample_no"":25,""replicates"":1,""sample"":25}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!75	sensory_score_replicate	"{""cup_quality_points_source_label"":88,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":88,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":88,""derived_sample_no"":25,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!76	sensory_score_replicate	"{""cup_quality_points_source_label"":88,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":88,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":88,""derived_sample_no"":25,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!77	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":1,""sample"":26}"	"{""cup_quality_points_source_label"":86,""replicates"":1,""sample"":26}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":26,""replicates"":1,""sample"":26}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!78	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":26,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!79	sensory_score_replicate	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":86,""derived_sample_no"":26,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!80	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":1,""sample"":27}"	"{""cup_quality_points_source_label"":85.5,""replicates"":1,""sample"":27}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":27,""replicates"":1,""sample"":27}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!81	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""replicates"":2,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":27,""replicates"":2,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!82	sensory_score_replicate	"{""cup_quality_points_source_label"":85.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""replicates"":3,""sample"":null}"	"{""cup_quality_points_source_label"":85.5,""derived_sample_no"":27,""replicates"":3,""sample"":null}"	sample number forward-filled only into derived_sample_no; no score transformation	
mendeley.ftnir-specialty-coffee.v4.selected	mendeley_ftnir_v4/SensoryQuality_RoastedCoffee.xlsx	Cup quality_RoastedCoffee!83	sensory_score_replicate	"{""cup_quality_points_source_label"":84,""replicates"":1,""sample"":28}"	"{""cup_quality_points_source_label"":84,""replicates"":1,""sample"":28}"	"{""cup_quality_points_source_label"":84,""derived_sample_no"":28,""replicates"":1,""sample"":28}"	sample number forward-filled only into derived_sample_no; no score transformation	
