expression_occurrence_key	dataset_snapshot_key	source_document_key	language	raw_source_phrase	normalized_expression	expression_role	candidate_canonical_mappings	model_or_lexical_candidates	review_state	automatic_promotion_allowed	regional_or_register_note
wikidata.Q841774.alias.zh.0085	wikidata.coffee-preparation-entities.20260825	Q841774	zh	拿鐵咖啡	拿鐵咖啡	preparation_expression	"[""espresso_milk""]"	"[{""source_entity"":""Q841774"",""source_role"":""alias""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q841774.alias.zh.0086	wikidata.coffee-preparation-entities.20260825	Q841774	zh	牛奶咖啡	牛奶咖啡	preparation_expression	"[""espresso_milk""]"	"[{""source_entity"":""Q841774"",""source_role"":""alias""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q841774.alias.zh.0087	wikidata.coffee-preparation-entities.20260825	Q841774	zh	咖啡拿铁	咖啡拿铁	preparation_expression	"[""espresso_milk""]"	"[{""source_entity"":""Q841774"",""source_role"":""alias""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q841774.alias.zh.0088	wikidata.coffee-preparation-entities.20260825	Q841774	zh	咖啡拿鐵	咖啡拿鐵	preparation_expression	"[""espresso_milk""]"	"[{""source_entity"":""Q841774"",""source_role"":""alias""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q841774.alias.zh.0089	wikidata.coffee-preparation-entities.20260825	Q841774	zh	拿铁	拿铁	preparation_expression	"[""espresso_milk""]"	"[{""source_entity"":""Q841774"",""source_role"":""alias""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q849290.label.en.0090	wikidata.coffee-preparation-entities.20260825	Q849290	en	long black	long black	preparation_expression	"[""diluted_espresso""]"	"[{""source_entity"":""Q849290"",""source_role"":""label""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q849290.label.zh.0091	wikidata.coffee-preparation-entities.20260825	Q849290	zh	long black	long black	preparation_expression	"[""diluted_espresso""]"	"[{""source_entity"":""Q849290"",""source_role"":""label""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q849290.label.zh-hans.0092	wikidata.coffee-preparation-entities.20260825	Q849290	zh-hans	long black	long black	preparation_expression	"[""diluted_espresso""]"	"[{""source_entity"":""Q849290"",""source_role"":""label""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q849290.label.zh-cn.0093	wikidata.coffee-preparation-entities.20260825	Q849290	zh-cn	long black	long black	preparation_expression	"[""diluted_espresso""]"	"[{""source_entity"":""Q849290"",""source_role"":""label""}]"	RESEARCH_REVIEWED	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.label.en.0094	wikidata.coffee-preparation-entities.20260825	Q858049	en	instant coffee	instant coffee	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.label.zh.0095	wikidata.coffee-preparation-entities.20260825	Q858049	zh	即溶咖啡	即溶咖啡	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.label.zh-hans.0096	wikidata.coffee-preparation-entities.20260825	Q858049	zh-hans	即溶咖啡	即溶咖啡	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.label.zh-cn.0097	wikidata.coffee-preparation-entities.20260825	Q858049	zh-cn	即溶咖啡	即溶咖啡	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.alias.en.0098	wikidata.coffee-preparation-entities.20260825	Q858049	en	soluble coffee	soluble coffee	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.alias.en.0099	wikidata.coffee-preparation-entities.20260825	Q858049	en	coffee crystals	coffee crystals	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.alias.en.0100	wikidata.coffee-preparation-entities.20260825	Q858049	en	coffee powder	coffee powder	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.alias.zh.0101	wikidata.coffee-preparation-entities.20260825	Q858049	zh	速溶咖啡	速溶咖啡	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q858049.alias.zh.0102	wikidata.coffee-preparation-entities.20260825	Q858049	zh	咖啡精	咖啡精	preparation_expression	"[""unresolved_instant_product""]"	"[{""source_entity"":""Q858049"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q968554.label.en.0103	wikidata.coffee-preparation-entities.20260825	Q968554	en	iced coffee	iced coffee	preparation_expression	"[""unresolved_iced_preparation""]"	"[{""source_entity"":""Q968554"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q968554.label.zh.0104	wikidata.coffee-preparation-entities.20260825	Q968554	zh	冰咖啡	冰咖啡	preparation_expression	"[""unresolved_iced_preparation""]"	"[{""source_entity"":""Q968554"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q968554.label.zh-hans.0105	wikidata.coffee-preparation-entities.20260825	Q968554	zh-hans	冰咖啡	冰咖啡	preparation_expression	"[""unresolved_iced_preparation""]"	"[{""source_entity"":""Q968554"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q968554.label.zh-cn.0106	wikidata.coffee-preparation-entities.20260825	Q968554	zh-cn	冰咖啡	冰咖啡	preparation_expression	"[""unresolved_iced_preparation""]"	"[{""source_entity"":""Q968554"",""source_role"":""label""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
wikidata.Q968554.alias.en.0107	wikidata.coffee-preparation-entities.20260825	Q968554	en	ice coffee	ice coffee	preparation_expression	"[""unresolved_iced_preparation""]"	"[{""source_entity"":""Q968554"",""source_role"":""alias""}]"	CANDIDATE	false	Wikidata language tag retained; fallback, regional usage, and sensory equivalence require independent review.
usda.2710373.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710373	en	Coffee, NS as to type	coffee, ns as to type	preparation_expression	"[""unresolved_preparation""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710374.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710374	en	Coffee, NS as to brewed or instant	coffee, ns as to brewed or instant	preparation_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710374.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710374	en	coffee singles, bags, pods, or K-cups	coffee singles, bags, pods, or k-cups	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710375.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710375	en	Coffee, brewed	coffee, brewed	preparation_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710375.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710375	en	coffee singles, bags, pods, or K-cups	coffee singles, bags, pods, or k-cups	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710375.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710375	en	coffee, brewed, NS as to regular or decaffeinated	coffee, brewed, ns as to regular or decaffeinated	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710376.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710376	en	Coffee, brewed, blend of regular and decaffeinated	coffee, brewed, blend of regular and decaffeinated	preparation_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710376.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710376	en	reduced caffeine	reduced caffeine	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710376.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710376	en	half-caf	half-caf	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710376.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710376	en	coffee singles, bags, pods or K-cups	coffee singles, bags, pods or k-cups	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710377.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710377	en	Coffee, Turkish	coffee, turkish	preparation_expression	"[""stovetop_boiled""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710378.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710378	en	Coffee, espresso	coffee, espresso	preparation_expression	"[""espresso_pressure""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710379.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710379	en	Coffee, espresso, decaffeinated	coffee, espresso, decaffeinated	preparation_expression	"[""espresso_pressure""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710380.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710380	en	Coffee, brewed, flavored	coffee, brewed, flavored	preparation_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710380.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710380	en	coffee singles, bags, pods, or K-cups	coffee singles, bags, pods, or k-cups	modifier_or_alias_expression	"[""filter_percolation_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710381.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710381	en	Coffee, Cuban	coffee, cuban	preparation_expression	"[""unresolved_cuban_preparation""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710382.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710382	en	Coffee, macchiato	coffee, macchiato	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710383.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710383	en	Coffee, macchiato, sweetened	coffee, macchiato, sweetened	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710383.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710383	en	caramel macchiato	caramel macchiato	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710384.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710384	en	Coffee, cafe con leche	coffee, cafe con leche	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710384.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710384	en	beverage made with equal amounts of coffee and milk, sugar added	beverage made with equal amounts of coffee and milk, sugar added	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710385.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710385	en	Coffee, cafe con leche, decaffeinated	coffee, cafe con leche, decaffeinated	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710385.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710385	en	beverage made with equal amounts of decaffeinated coffee and milk, sugar added	beverage made with equal amounts of decaffeinated coffee and milk, sugar added	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710386.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710386	en	Coffee, Latte	coffee, latte	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710386.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710386	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710386.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710386	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710386.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710386	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710387.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	en	Coffee, Latte, nonfat	coffee, latte, nonfat	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710387.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710387.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710387.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	en	sugar free	sugar free	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710387.05	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710387	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710388.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710388	en	Coffee, Latte, with non-dairy milk	coffee, latte, with non-dairy milk	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710388.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710388	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710388.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710388	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710388.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710388	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710389.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710389	en	Coffee, Latte, flavored	coffee, latte, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710389.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710389	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710389.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710389	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710389.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710389	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710390.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710390	en	Coffee, Latte, nonfat, flavored	coffee, latte, nonfat, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710390.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710390	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710390.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710390	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710390.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710390	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710391.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710391	en	Coffee, Latte, with non-dairy milk, flavored	coffee, latte, with non-dairy milk, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710391.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710391	en	NS as to regular or decaffeinated	ns as to regular or decaffeinated	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710391.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710391	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710391.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710391	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710392.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710392	en	Coffee, Latte, decaffeinated	coffee, latte, decaffeinated	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710392.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710392	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710392.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710392	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710393.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710393	en	Coffee, Latte, decaffeinated, nonfat	coffee, latte, decaffeinated, nonfat	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710393.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710393	en	low fat, fat free, skim or 1% milk	low fat, fat free, skim or 1% milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710393.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710393	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710393.04	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710393	en	sugar free	sugar free	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710394.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710394	en	Coffee, Latte, decaffeinated, with non-dairy milk	coffee, latte, decaffeinated, with non-dairy milk	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710394.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710394	en	almond, coconut, rice, or soy milk	almond, coconut, rice, or soy milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710394.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710394	en	plain or unflavored	plain or unflavored	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710395.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710395	en	Coffee, Latte, decaffeinated, flavored	coffee, latte, decaffeinated, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710395.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710395	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710395.03	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710395	en	2% or whole milk	2% or whole milk	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710396.01	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710396	en	Coffee, Latte, decaffeinated, nonfat, flavored	coffee, latte, decaffeinated, nonfat, flavored	preparation_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
usda.2710396.02	usda.fdc-coffee-search.fndds-2021-2023.20260825	2710396	en	flavors other than chocolate	flavors other than chocolate	modifier_or_alias_expression	"[""espresso_milk_or_mixed_coffee_candidate""]"	"[{""source_field"":""additional_description""}]"	CANDIDATE	false	US FNDDS food-description register; brand-like examples are source-local and not canonical labels.
