propagation_layer	propagation_entity_id	parent_entity_id	rights_partition_id	PUBLIC_DISCOVERY	INTERNAL_RESEARCH_ANALYSIS	NONCOMMERCIAL_MODEL_RESEARCH	COMMERCIAL_MODEL_TRAINING	DERIVED_DATA_RELEASE	RAW_TEXT_REDISTRIBUTION	MODEL_WEIGHT_RELEASE	PRODUCT_DEPLOYMENT	propagation_rule
SOURCE_ASSERTION	assertion-b2:379cb8e0764f14ef32071dce	artifact-b2:19ca3744cf751441cf0bfc9e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:379e525165731799790bd281	artifact-b2:a062572d204945f3c5b24aa5	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:379fec740f260a6efa1d8d15	artifact-b2:bb5416ae46aaaf38ff70d292	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a105ddd5685aa6094cd8cf	artifact-b2:a451c6dc08f40c5710fc8016	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a11bacf0344bc58806b2fa	source-artifact:c0ded1865bfb90e86f70d9a3	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a41e925a0f5e12fc2a73b8	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a42b6964a5742b482159ab	source-artifact:96f1fc28bce419162c11e2ce	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a464c5dacf43712c253386	source-artifact:7dd23be6d9e5d9b242428f65	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a608ecf8870824de9b5e9e	source-artifact:3dbf1121f47284cfc3bfc041	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a7c4de777b43ea19692995	source-artifact:75b9d5b1602cc7c4412888da	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37a8e6443618e19c422541ee	artifact-b2:e03ad95217cd6f693e0db47c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37aebc12b871024339e497ad	source-artifact:7d39b84042658afa55ef4dc9	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37b03f8a5b869c3568c1685a	source-artifact:af9997ee8e9a7ca5ed79ddf9	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37b6bd2ecd44bcdfe32a7f38	source-artifact:f54784cbf10bd48260214e13	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37b8c251ed1018082930a96a	source-artifact:afadd6ca20ca86ec495bd740	rights-partition:10ee2af0cc08731e050d1c00	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PENDING	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	OWNER_POLICY_REQUIRED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37b95919812855592af15c80	artifact-b2:5430cd45646814b5ef5b7b99	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37bcb4884b6c4836556a3991	source-artifact:a9a3c3aa80027927e7518f08	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37bd856ce4df31dd370c4447	source-artifact:3a05e0759fdc9ed6afba81c7	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37beeeda2eed437b66900768	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37bf7e41e2dda2672e80cda1	source-artifact:30fc437019670023c317e7fc	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37c5df6bc26e735da413cea9	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37c82b7b9d4a599173feb971	artifact-b2:915fff63d12a1b94c92efb78	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37c9d914d3b8912c2165aec6	artifact-b2:0eda796f7489c78d8290b3ab	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37ced08715e8200e9b8a390a	artifact-b2:3292b162747df4ca8e74a18d	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d0e05ab6f45efeef21a730	artifact-b2:5eb38cff79c5a71d48a9de42	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d4a748de987f53bed43554	artifact-b2:0eb55c48913349ae6ba45344	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d5d998dc02fb24650c2294	source-artifact:fc7336fc1542b8a014595644	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d666ca7b73f4ef5f994a4b	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d6f94d61f2b7e59a2b7062	artifact-b2:b358447edcf06273f25d8b6f	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37d7d4f94de1400d1d2944c8	artifact-b2:87241ecc65adc95ed2e2d221	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37da8d1a28fc0d2d2f8d7b4d	source-artifact:59e9754c82da6e7dea5132d9	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37de05b9d076746b1aff11f7	source-artifact:97d5f97eca9a02e4b8dff09d	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37dec7451ade770c8e70f85f	source-artifact:c9ac8135f8a219a51f5b3e8d	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37df0edb0de6c2ac078e3cec	artifact-b2:4a6b37927764ed316e8d4929	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37e06c70b89a0526fedbe29d	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37e269b3bbe2a69426142d08	artifact-b2:3514f6bd6f7d4727ef2520c9	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37e839b1709c3dfe63aa3071	source-artifact:e8541d53ca623be74546b78e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37e9b4b684e8cb2966c84ca3	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37ebf64dbc28bfcc87662989	source-artifact:80e52f74652c18be759cbe0d	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37ec6182bee8c35165d7e8cc	artifact-b2:9e872385dcdc12ad99b0652e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37ed8d3f6d2de97a292c4a3b	source-artifact:aa0b218d4ead54a62f959e04	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37eee7dd0f587dd719b57e48	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37efa7179523ee784fe7a4f6	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37f085a5cd3bc6b8773856bd	artifact-b2:a62c7dd8177706e3d2823b8b	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37f18beedbd5220e9692b8e1	source-artifact:fe31e1e7695a43ce5e1e6df9	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37f376e802ba66b41782e418	source-artifact:a601a74799dfdc6b4eb6b893	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37fa617f77282f5b664a1c03	source-artifact:a6043d150d676cced16f6453	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37fcfeec6cf74aeb6faa89c3	source-artifact:212504cb31b69f69563cecef	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37fe64e13ac3f6238f55339b	artifact-b2:66f29c1b6552bb1a280cbc96	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:37fec0bab6309e23856b81eb	source-artifact:c92fcb4cf1a58533e2fbc524	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:3801aa62865f8df7a0ecd9b5	artifact-b2:e1c2f65b3d2035a954380851	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:3803374b98450b405283b744	artifact-b2:33ff9d322499771dbee86df3	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:3805b8db93c9acd82a23fe6e	artifact-b2:170aae632f13a6ae7b12e0bb	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:38064af0e49d29825a6d83aa	source-artifact:c990c6ec8745d6626a3491ac	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:3806b6b60cf978a9c6e0cbda	artifact-b2:85df699ea18f5849ef310410	rights-partition:5138ce3800a5f0dd8eb0b73a	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	PROHIBITED	AFFIRMATIVE_WITH_CONDITIONS	AFFIRMATIVE_WITH_CONDITIONS	OWNER_POLICY_REQUIRED	PROHIBITED	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:38081687b4de280b2ba63d54	artifact-b2:58d7415e456005896d56624b	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:380945e11a04cb37fe081a5a	source-artifact:55db4f66a90efe0b8f8e257e	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:380f8b1fc796c26bae13f49c	artifact-b2:d64fed288ccfc7afb9ad7627	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:380fea34a6bb22978213ad70	artifact-b2:3e71d59d34390209f7c3b32a	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:38104a26f8b3e1320f95b319	source-artifact:5a29079c37557353d93b39ae	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:3814099cc19c6ba4406b3377	artifact-b2:5323d485cf455985461f75ae	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:38151dc40c8dc7db2e41dc5b	artifact-b2:d4f56a70a8da3879b4f517de	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
SOURCE_ASSERTION	assertion-b2:381537f8aa060bd52ee986b4	artifact-b2:fd6890e0dd68abbd192cd74c	rights-partition:280139710269852aa171b265	AFFIRMATIVE	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	OWNER_POLICY_REQUIRED	UNKNOWN	SOURCE_ARTIFACT_PURPOSE_STATUS_INHERITED_WITHOUT_SCALAR_COLLAPSE
