semantic_relation_candidate_id	semantic_relation_id	relation_type	candidate_reason	review_required
semantic-candidate:3a82376ac3f585eedb2c2c7e	semantic-relation:018301f2590227a3169b8821	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3a833a183af1d97ccd7c8063	semantic-relation:1555cc5f6f02cc5ddfcf82a8	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3a88cdf90aa02fa19bbb5d7b	semantic-relation:27e9573890e3a7a1e9e51a4f	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3a8e05a0a3f601898da8612f	semantic-relation:298308feca2e80bd85ab9f2a	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3a9adb68b48b47245d318d92	semantic-relation:35f76f0a65f79a26c79af6b0	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3aa2e3154b227036f5168905	semantic-relation:3583136b18962952c30cc3f7	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ad37168a79277309cdb3049	semantic-relation:4448a69aa4c6cfb5f1347282	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ade13f83e4207a74d614ea1	semantic-relation:82ab31d024190eb6c5c44257	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ae88748af3d270f09731558	semantic-relation:94ef21835f82bad08cf73089	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3af41c650a87f513c3dae21e	semantic-relation:a96e5fc57fb18b2922baa497	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3af6134adfb87408192cf09f	semantic-relation:bfba4d56ff61af3dd1b44c0b	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3afde4e6eb57a4949701db88	semantic-relation:5badd9d6bbdaa04d7e24c6f2	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3b1611628c1ebdab20155fb6	semantic-relation:e384260bcd5571c6218846e9	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3b1859d38100febd2891a513	semantic-relation:4ee8ec44fd616665cb74cef9	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3b4023fcb057a7747cc21524	semantic-relation:00cae05ae0485e060504a981	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3b4bba09b41139d3cab5f440	semantic-relation:7fb41b81005398a703143f83	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3b705e7780df68a6c2ef5551	semantic-relation:ce9d49ae5dbd9bb34c631236	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3b8874e449a7415a416b17b1	semantic-relation:571b65354c8d9ca35a897bdf	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3b9c9fab9479f94fbd449a6c	semantic-relation:1bed966a695c2651ae999317	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3bb459a6425ec0764948b3c9	semantic-relation:321cf01cb73dd11555a22fd4	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3bc37194fbb1d932db454fac	semantic-relation:75e550e307cf1796c7f89380	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3bcfc0f31ca20ab591447d22	semantic-relation:58eb1ca786ff2eac79fd049d	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3c010c01402678856b936fe1	semantic-relation:1775dd5dbcc931597351031d	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c31350d328d76c41f66056c	semantic-relation:e75b32a1e0e1edc7ede8ca97	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c36aca4c401da3d5e493d27	semantic-relation:e2798abe19aaa884b636d128	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3c465bb6b9af866125db9c6a	semantic-relation:058917eb7876156eaf1fe9da	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c49ad453f651583ebe6fe7c	semantic-relation:cc3e21d6c1f895965d8e4a8f	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3c513f49e4c77cbc17bf885f	semantic-relation:80401c357c3c37c30a6b3e53	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c54c7e5d97c451081a683f9	semantic-relation:dc0df4bf2c22b8410c09d0b1	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c56524868e5915c441f4082	semantic-relation:9496303458bd77c1e7751886	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c743287d7bf1cfc37729297	semantic-relation:1aa74ad371d48bd42820c018	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3c7c9a84649b5d778c648080	semantic-relation:35ba33c47154474a9cc337b0	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3c86f1495649ea941603d473	semantic-relation:2d84f65e06049da7b5a97dcf	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c8c0d8fc2b0b95fa4a21fb7	semantic-relation:5e5f3f3ce0290386f7fcfc26	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3c96cb917da845b4976bda93	semantic-relation:d5bcc3ee4e4ca60d40d5ed3f	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ca13587e139508a2d5a8d09	semantic-relation:a6eac08b980ffd0b8c139970	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ca3f1e21f078358cd915eed	semantic-relation:1e3a2ed4a0c0b6f89b39d414	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ccd0bac5ffc901d439543fe	semantic-relation:67344872f725876e6dc8993b	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3cd6c9792a43ee9fde2caf30	semantic-relation:aafe04d5420ad619a6a166d7	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3cf2ae23000fdabc3c3df561	semantic-relation:b57556f5a81b7eec9cd1153c	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3cf668b7c6bb95704a4dd3cd	semantic-relation:6e4c45e18ef79792e4ffbd47	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3cfa96cbdd7ec9be3c7ddc68	semantic-relation:5446f2b35e79157f9eed6318	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3d25152246d7eb10cf844f8a	semantic-relation:b8192188281d34ae4e1af463	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3d2b42292887176704c96731	semantic-relation:631aad17d037bad12d7b6a0f	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3d69a7643fc6b44fbbff7e05	semantic-relation:8b2649e72c7fa56a31ca85b9	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3d6a0a7eeec4e4682f9a0ed4	semantic-relation:ee1c60bc6ba23439fab14d34	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3d6b2c8f051dec0c34235ad6	semantic-relation:acd0109af525ea5a2f3fd3a5	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3d6d1ac271a764804412cb35	semantic-relation:f0a08f5b0e23bd7ccec2ef21	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3d9619b1e37d876c72b73d18	semantic-relation:3a6c5e0ed823c679b3680b0d	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3da1aba1009a3642a908a3cd	semantic-relation:15d3e27096020983e6fc48ff	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3da261c672fbf14dfa8b45c9	semantic-relation:5c169ce2167c7d529710296f	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3dbb513497e3245ca7cee5c8	semantic-relation:bd19ff441a36a4590d8a4bce	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3dd2fdd9be056a98c8ea98f0	semantic-relation:70e6d134c94adc6489f98ff3	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3de4b944ed892ccbb9428798	semantic-relation:25efcf4aeff8f928f8fef4ef	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3de55dbfb8c1ce986372f020	semantic-relation:a05fd6639e25d1b4bcb3b8eb	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3df8903e7e08c55f12cb836d	semantic-relation:29167f8bd07dd85f56e020d9	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3df9c32bb01f6ccc9b651d10	semantic-relation:8f3cd85d05388f8842f51d53	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e0af02e5c5eaef3f3a81996	semantic-relation:5bde80ee19488f5f7c6dbc50	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e0bc7f7fbdc063014d88697	semantic-relation:0bd11b6406c627d5a1cc6613	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e14ba9ce1dca7d81209657f	semantic-relation:5d0c1bf92a42a26d527ae2c6	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e1b3503b3f10f1bb8a07b09	semantic-relation:abe9ddd2946126edeeccca13	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e2dc4749b872bdf1bdecf61	semantic-relation:26acede0587f65a961872584	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e32f8aa797d7a4f818056ee	semantic-relation:95636661dfa503ea115b4d24	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e3fcc35892849d15be1724a	semantic-relation:ff9c2145da6f25535c847a2e	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e412d45551dee28f697813c	semantic-relation:1fb9e26c0ea3594cb502ede1	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e43f8d92a9ad57505b32c66	semantic-relation:62aa2331125ada8e6e33f835	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e4443264a5cf9976a84272f	semantic-relation:ca47080dcedfcd68c54571d7	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e470d2972cccb1e78ab0dc3	semantic-relation:74b44f67bc2a1a02dda76dd2	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e4bf9e81fc34106d31bd5e8	semantic-relation:79c4a8b91026edc9079395ca	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e5950160909781b92bc7375	semantic-relation:d0342f766ef67feb734cb5c5	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e6132e69998d53502b86657	semantic-relation:afc7e836c3e2c6f18a760845	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e6959fc33a5509fbc70186b	semantic-relation:10839242fedb7fef38c33bf0	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e6b19be5340c00d83520d36	semantic-relation:e00909c0dd0c959cf76f1776	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3e7767ce0ed807984bc057e3	semantic-relation:92c0bb36fcfbc7c1ae9795df	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e974ad98a3221551f32cb9f	semantic-relation:41bdd4475c201726a518bc32	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3e9a2dc66cf781a55f21c8b9	semantic-relation:48c09700fe55ae313a2b4cc5	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ea0d3838b5d7302344b8523	semantic-relation:37836401868f6ad355870ac5	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ea44e4e3ed7ef5fab1c8e7b	semantic-relation:ba94a43c057ed859b5e67983	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ea70a3baa498c564ea5c5dd	semantic-relation:c3a0ed81d65b4c2ee7ffa1a5	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ea8f64eb4ac333938651740	semantic-relation:79f179b266ad694b0c75ad63	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3eafe488a02ceb757616bd9b	semantic-relation:660603f4022e83c0fe9e0be4	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3eb14e4b0168f0aaf939f30d	semantic-relation:0c40b334f978fac403729b50	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ec159169f80bff0cf2faf86	semantic-relation:1e114b82390e3fa48934f3ab	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3ecf2b16c166a1a5e9e30cb6	semantic-relation:b2899b2efa1349cdd0942a3c	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ee9dea5b4ce6c7b6d8edfd5	semantic-relation:9ce8576a5252882fa0d9d728	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f10462757968aaecda39af7	semantic-relation:a713247b4916d6cfba6d2b01	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f21cd1891a1ae730d042f3a	semantic-relation:da0190e5ab58e27470f3e59b	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f2a2145d68ee65ebe619211	semantic-relation:4e471a467c0cfef3ae521226	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f2a258ea61d217dc75aa78f	semantic-relation:e4812b5972e26f9ebc72cc0a	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f32260223d9f14e9dbb7319	semantic-relation:46c27ee678aae8bd409ca2a0	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f32cbabd7eb6f3736de2e51	semantic-relation:0c6f4f79a9a82d1dba7e9d3d	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f357e85008ef46242495905	semantic-relation:f36614121daf91cc7a52d9de	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f4bb8cfb13b8725720199ec	semantic-relation:bcc7ffbc363f73dd928b28ae	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f4ecb15f1cd3ed865f51ab6	semantic-relation:041c66e41bd5ef4d2a7d8c7a	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f53a61968f9a8d0677838eb	semantic-relation:9a24efc585b5434d67629c1d	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f544a0b7a25dc25855d589a	semantic-relation:fd0864a35cbc0fd43d4b2592	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3f5804f9737668c3bc3898e2	semantic-relation:adc2fbad0966141e519f4f8d	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f5ac7da792511cd30fafb0d	semantic-relation:c29fff0f27979570c548f553	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f79703c6e37ec44ec372efd	semantic-relation:681aa837d6f0cac3f3cc2088	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f7e3631b17bbce2f66737cb	semantic-relation:e2142b4b1326b2a9c4c95542	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f7f972a12ce2ebcafdd85f9	semantic-relation:79fbb12ebfcc08a6d6263006	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f810c53eb5875e2aab0b58a	semantic-relation:6568028983b0c5ce7bd33ac8	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3f9abf1adabc4b35a741148b	semantic-relation:90ebf81e084a6d3b8c5c7014	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3fdd969f89a2e1e92dbbe2b4	semantic-relation:97d856148f06b3bdb02e0ac5	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:3fe38f5b8b21aab80b66e9fa	semantic-relation:7068bf1d739105f4b22f0f5b	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ff9a213c5cfcd6bf7a3f25e	semantic-relation:368cccad814f0c04f5a510b9	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ffbd4961b07d8ad23da0772	semantic-relation:4df63dd010ddb04ede27b71c	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:3ffdf3fd07e8780aa299bc8c	semantic-relation:eb86ea89cffa77e80a616f95	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:4003f606a44b27cf58713d16	semantic-relation:6c44d5198f677423164baed3	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:4016ad2973dd8468f0491c37	semantic-relation:1622e23bc6bc3c51067f468c	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:401b92fcd1b2a37986675af2	semantic-relation:121bf116afd7fcdede7c2f54	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:401be46430d5906a3507c388	semantic-relation:c2c99f0f925c9041ea9d705e	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:40266976dcc8cc2a40412e8f	semantic-relation:44c49697b51b371f5d52f1ac	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:403a5d5ed403ddcef2f6cd38	semantic-relation:52228dd95caa5cc3d15990f3	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:40455e5a91bf5983a65ae488	semantic-relation:cbc6a723d25877bb9de94866	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:4051ae3270e4075e7fc5b486	semantic-relation:c8fd7dbf4e5b1acb2b5a31fd	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:405a1b706bd22fff7db8cbb4	semantic-relation:69b00a6aac7241d06cc50702	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:4062d13ae3f28b0fa0117543	semantic-relation:21e5faa3f8d0d1881cf03510	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:4099dcdcea456ddf3fab4fb8	semantic-relation:240754276a18a96bc958e942	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:40a82e549239fdfb21131044	semantic-relation:958c7b44ab376e533d62ff7b	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:40a8d486ecb649f904abc9ef	semantic-relation:3a02179bf82b4c26324f18c2	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:40d66ccd56f8fa109bc333c0	semantic-relation:d2ab802d3a48fa4c600dd038	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:40dcde3aa5032e759e5a8b15	semantic-relation:a503d09b5adbff4b5a626190	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:40e1cf3ace4984f6cac58306	semantic-relation:0ffa5763ace9bab8a1d9c04f	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:4103f828e3ef36f700a9cb69	semantic-relation:99b2ecf38a254cf52742e280	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:41055915f1fd048f9d920525	semantic-relation:19141b439c8e9b11afb5d32e	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:410cdf9c3fbeef98cac16a8f	semantic-relation:726a283d82d6726a97ff32ae	MODIFIES	MODIFIER_PARSE_REQUIRES_REVIEW	true
semantic-candidate:413e206fb0bf94b31f78571a	semantic-relation:4d2d1a26912866636f013d2a	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:4146b8ddddc4289ca0c6d957	semantic-relation:311e307b5ef51aeb839e3ed7	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:415ee80e46abdf904883c155	semantic-relation:adcbbc354f934e048e77badb	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:4178a666de7175c4eb506aa2	semantic-relation:af16f5e7f6ca9edca51f28b0	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:417c4ceab2e8a10625a9dd37	semantic-relation:cd0e75346bd731324a7780cf	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:417d6500dae96126e10f680a	semantic-relation:1adae2d0bb57b3945181ef91	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:41881ab486cfe0a4c88bb013	semantic-relation:97104641fcf8843cd3b6d541	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:418c48ecf8d2a599d284a5df	semantic-relation:4e75c1e9b194017881861c0c	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:4195f81ad3ed3000a54fe4ee	semantic-relation:367a163e6ffe46daadae7adc	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
semantic-candidate:419a8c65a935e641f80a148f	semantic-relation:6be1312173b82fbec9c02347	COMPONENT_OF	COMPOUND_COMPONENT_PARSE_REQUIRES_REVIEW	true
semantic-candidate:419ebbfaed228b35cc404b1d	semantic-relation:1390b6bb274d3464e735b42f	INSTANCE_OR_SPECIFIC_FORM_OF	V2_CONTAINMENT_CANDIDATE_NOT_EQUIVALENCE	true
