source_family_id	source_artifact_id	source_artifact_sha256	source_locator	source_rights_state	source_rights_basis	terms_document_id	terms_version	terms_url_or_locator	terms_retrieved_at	terms_document_sha256_or_state	attribution_requirement	share_alike_requirement	noncommercial_restriction	database_rights_note	contract_note	legal_review_performed	legal_review_actor	source_assertion_count	purpose	purpose_rights_status	purpose_rights_basis	decision_actor	human_owner_decision
family.ace_cup_of_excellence	artifact-b2:1744107af13c29c8626192fd	1744107af13c29c8626192fd38dd496281564057591309f5052bc02408b64612	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1744107af13c29c8626192fd	1744107af13c29c8626192fd38dd496281564057591309f5052bc02408b64612	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1744107af13c29c8626192fd	1744107af13c29c8626192fd38dd496281564057591309f5052bc02408b64612	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1744107af13c29c8626192fd	1744107af13c29c8626192fd38dd496281564057591309f5052bc02408b64612	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		18	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:17568e54acc52113b20292ab	17568e54acc52113b20292ab6f7472009b687bc1e0202e4e915e3d8836e4f845	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		15	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:1839dda73efa2cc25afa4b67	1839dda73efa2cc25afa4b677e032a8866efb8661c11dfbf72a9c44a8590fde0	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		16	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	DERIVED_DATA_RELEASE	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	RAW_TEXT_REDISTRIBUTION	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	MODEL_WEIGHT_RELEASE	OWNER_POLICY_REQUIRED	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:18656d8c811f15d4ed58fc05	18656d8c811f15d4ed58fc05d9da7550597e716d8907d1e3bc7e8eaf194408ae	html:item-attr=Acidity;index=3	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Acidity;index=3	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		75	PRODUCT_DEPLOYMENT	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		47	PUBLIC_DISCOVERY	AFFIRMATIVE	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		47	INTERNAL_RESEARCH_ANALYSIS	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		47	NONCOMMERCIAL_MODEL_RESEARCH	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
family.ace_cup_of_excellence	artifact-b2:186b152d3140cef6e768f0b0	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	html:item-attr=Aroma / Flavor;index=2	UNKNOWN	PUBLIC_DISCOVERY_ONLY_NO_MODEL_PERMISSION_CLAIM	rights.unresolved-source-terms	UNRESOLVED	html:item-attr=Aroma / Flavor;index=2	2026-08-29T00:00:00Z	UNRESOLVED	UNKNOWN	UNKNOWN	UNKNOWN	NO_SEPARATE_DATABASE_RIGHTS_CONCLUSION	NO_SEPARATE_CONTRACT_REVIEW_PERFORMED	false		47	COMMERCIAL_MODEL_TRAINING	UNKNOWN	PUBLIC_DISCOVERY_ONLY_OTHER_PURPOSES_REQUIRE_RIGHTS_OR_OWNER_REVIEW	CODEX_CONSERVATIVE_RIGHTS_CLASSIFIER	
