descriptor_assertion_id	v1_disposition	v2_disposition	v1_cleaned_lexical_form_sha256s	v2_cleaned_lexical_form_sha256s	v1_semantic_classes	v2_semantic_classes	v1_canonical_concept_ids	v2_canonical_concept_ids	split_or_merge_changed	classification_changed	normalized_output_changed	mapping_changed	change_reason_code	reversible_provenance_pointer	cleaner_v1_version	cleaner_v2_version
assertion-b2:0c994c6e8d2dd2260cc9eff2	SEMANTICALLY_VALID	VALID_COMPOUND_PRESERVED	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	STRICT_FLAVOR	STRICT_FLAVOR		sensory.apple	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:edb67bde9472c785f14d509c597c22ee534ae575a4766cce7c15fff12389f885	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0c9bc1ed5c7d62a4b3251df9	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	5c31a306abf3075f6a738a083e895ac6ef6234f3f4f59a3ded1638353817300f	5c31a306abf3075f6a738a083e895ac6ef6234f3f4f59a3ded1638353817300f	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:1d92c058f754b1e575d0df5cbbe043b91a5a2fa592357c8bdeafbe3ea46dc16c	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0c9f9bc90f1f235c34466300	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ca25dd354fb3bbc0681eacf	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4f12955a832f58ca29f57f4b1e36cd6737ffc6203a3c3e7cdd9a27a006b426e8	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ca35b0d3e64434e88f774ff	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	STRICT_FLAVOR	sensory.lime	sensory.lime	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:d08031e8143607d89d4a6adcaa736f628dc72967a37b59212eefaa434882d88c	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ca89929c9f3bf2c881a2862	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	STRICT_FLAVOR	sensory.caramel	sensory.caramel	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c3aed4351ee418dba0129e5822befb22edfb988783ba2cb512c8fbbe05f2e7c1	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ca913ddb15e6e57f54c8361	NON_DESCRIPTOR	QUALITY_EVALUATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	QUALITY_EVALUATION	QUALITY_EVALUATION			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0caacaa6774bae771f6797f8	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	STRICT_FLAVOR	STRICT_FLAVOR	sensory.green_tea	sensory.green_tea	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:62948231de5f84259797dec021624dfcb73d690cc147107a39d0d2c00afc3681	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cab64f64d6f21a5f11de8fb	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:654e2673bf406c0d28437207bdd328d977bc326fede3532bdc4c150dc49fa403	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb381464b9a6a5a3ec4cf03	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	cc1d86b81a087c9a92cda82911e1efa303b138fd084483d6a0dedff2a53e1f7d	cc1d86b81a087c9a92cda82911e1efa303b138fd084483d6a0dedff2a53e1f7d	STRICT_FLAVOR	STRICT_FLAVOR	sensory.raspberry	sensory.raspberry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:66fd30e6bd7e82298276b84018b08ffa671758bc4b692c8567b7c8215f43b1df	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb461167baf7008b8416109	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	STRICT_FLAVOR	STRICT_FLAVOR	sensory.raisin	sensory.raisin	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:fb9acb3888cdac903100cd68505f0bad38443990c82ac8b2c47209f6aad38785	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb6aff8f270141c180065b0	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	4c591c30afa436056d0d59362b5c864479846245074291849b51a982300dd1d5	4c591c30afa436056d0d59362b5c864479846245074291849b51a982300dd1d5	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:2c3d6eee30d4fce9af0b13f3bbc3bff2a97d622bbf5dce8643277245583522ca	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb6cddf57ab0cb8343cc619	NON_DESCRIPTOR	QUALITY_EVALUATION	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	QUALITY_EVALUATION	QUALITY_EVALUATION			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:f7b3967a64de351fedb0faac03e4a4d869c12311e5d822e9c8464ca12d5f52b9	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb7e6b47a983a85b0c876fc	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	941c8fa676ca32c2bba646914d5aafdd4e2d43eb9f53d0470c2242080c0cf17a	941c8fa676ca32c2bba646914d5aafdd4e2d43eb9f53d0470c2242080c0cf17a	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4a264550f98f3d52fc0c64bf46626ab722c9c495f67960e5ba6af59d77476b13	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cb847b4e50b4b90c71af512	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:be164002280ec92eb389ad4d9f1a9d1b0fcff65021555a940d501d5510a60c61	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cbd8527d2edeabe3b67c313	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	81ab4c676117ab764e885111141aed5cc8c4c41c0ed4ee8fafe1b09a7ef047bc	81ab4c676117ab764e885111141aed5cc8c4c41c0ed4ee8fafe1b09a7ef047bc	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:3164edeb937a8037e02643fa8b411abd7408d74215b82aa4012e4f4577ae72e5	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cbe6a4799ed1143faddcf7e	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb	d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb	STRICT_FLAVOR	STRICT_FLAVOR	sensory.malt	sensory.malt	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:413c7b8ba29f23e6d9845a8183877dc5018533adf41195d579a3902ebff2f4ba	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cc75441f699b345b64ee2ba	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:40cafd69d58654854bfc185fb7e3c500ecf856510841c6d360162d560d250b91	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cc876a516e0a9a3f62dea02	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	STRICT_FLAVOR	STRICT_FLAVOR	sensory.jasmine	sensory.jasmine	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:3a9c8072ddee869b6f0fefc5a2167f24f0b771c82f55c4816614888f9309ea4b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cc9a3eb3c571e0a01e86b73	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	b11bc28501d02d48fbab61ff0cdffa6c5c302ed7fe8840ca518f802276e45aea	b11bc28501d02d48fbab61ff0cdffa6c5c302ed7fe8840ca518f802276e45aea	STRICT_FLAVOR	STRICT_FLAVOR	sensory.blackberry	sensory.blackberry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4a264550f98f3d52fc0c64bf46626ab722c9c495f67960e5ba6af59d77476b13	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cce22630b8280f83f3c5790	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	7e5d4325a44714fc86a9b6989e41e966a7297bfe7e913c15fb9ab19588e33d61	7e5d4325a44714fc86a9b6989e41e966a7297bfe7e913c15fb9ab19588e33d61	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:0191b02ea47c428c859cd069ef23f7fbd27c4a58bd910b3e5d9cd48e27e0fe50	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cd5bdc48d3a5fd99eb0c911	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	STRICT_FLAVOR	STRICT_FLAVOR	sensory.honey	sensory.honey	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4cfa0220b0a5c5ee2e4cfca374c5f8b7b614f8ca1c4f957a7d2e86af0e57a40b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cd64fa2132ac5dce82e717e	NON_DESCRIPTOR	MODIFIER_ONLY	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	INTENSITY_OR_QUALITY_MODIFIER	INTENSITY_OR_QUALITY_MODIFIER			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:6fb3eb2b62dca7489d4f9d299dc5077c5befbddf4073cc1a6ea9883ce3cc4c89	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cdc8f17dec6004c5c1a652b	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	cb48108ea0d1b87a515dc3d6e3427200d98af7795ccc4ad81d85d17c04d0237b	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c49afd421db803494c4754f2eb44cd51ac3e311df9fe232e14eeb684a296117a	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ce109d0f06cf91dbfeb64da	SEMANTICALLY_VALID	VALID_COMPOUND_PRESERVED	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	STRICT_FLAVOR	STRICT_FLAVOR		sensory.apple	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:69667e6a9b3b09a6776b0efc11323b7cd9d11d9517473f3d2a8294aa741809d8	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ce2231044a58acb5a784bb0	SEMANTICALLY_VALID	VALID_BROAD_SENSORY	c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed	c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed	BROAD_SENSORY	BROAD_SENSORY			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:4a02569043b86e9936641c08782d1ea05a9c8aef10bc537e079393c5a15b1d40	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ce30542c45aa3d290c2dfde	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5	0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:fb842d226b9d782aac00aa2b7f25752860ec6951f3427c5ac609a3a2d6415e3b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0ce82bb29b9150cac51c6514	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b	dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b	STRICT_FLAVOR	STRICT_FLAVOR		sensory.grape	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:ecdb5c542312698cda0be388118300a2a543d4ee54d4378673f1eba1b9d86545	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cec74a39229a9f882b0b85f	SEMANTICALLY_VALID	VALID_COMPOUND_PRESERVED	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	STRICT_FLAVOR	STRICT_FLAVOR	sensory.black_tea	sensory.black_tea	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:10d8223056342675057b2f385a861b9d0936c504e0963380f1c01585afe248c1	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cef25e8b4e0e8f42eaff65f	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	STRICT_FLAVOR	sensory.lime	sensory.lime	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:52e80eb8e8893dcd2468caa7a777601312dee0fdd5cade9d407905157ead574e	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cf0874683ed1480fcaae835	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	0691247a289e132ce50992f1faedeec92859ea23946800434724f8d4d9f15159	0691247a289e132ce50992f1faedeec92859ea23946800434724f8d4d9f15159	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:700e66f48052250470ad7a500ab0a6870bef163e27e1e33b43f788f715944109	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cf0f70f9d3f4f01dc9a4c6b	NON_DESCRIPTOR	QUALITY_EVALUATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	QUALITY_EVALUATION	QUALITY_EVALUATION			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cf22a13cf60e236e3cede18	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	STRICT_FLAVOR	STRICT_FLAVOR	sensory.molasses	sensory.molasses	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:7d45ec9c012477cc8f5365d7f275b5764b3b3fb076a5dc20f79bbdf830e47e2e	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cf68648386f2dfadca319a3	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	bdcf3139e2d2e9e58d5d6b99f0c7cd56183273b0d3517ac38577bd8bb4d244f2	bdcf3139e2d2e9e58d5d6b99f0c7cd56183273b0d3517ac38577bd8bb4d244f2	STRICT_FLAVOR	STRICT_FLAVOR		sensory.lemon	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:18cfd2a258fae6160dbf7bdb531f323ef026322ddce5cdf9258048ddf8b44f65	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cfa3e6f54da0b3794a0367b	NON_DESCRIPTOR	MODIFIER_ONLY	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	INTENSITY_OR_QUALITY_MODIFIER	INTENSITY_OR_QUALITY_MODIFIER			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:6b5bc7277cd1196ceb0e65a3ac085657190b8ee6417d518cce284feb4d5f647b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cfcbcc20d6cf7a5395a476a	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	STRICT_FLAVOR	STRICT_FLAVOR	sensory.jasmine	sensory.jasmine	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:61d302a36889fd667b3c3292517096cd9fd7822222ef9d1824a08364b5d920a8	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cfd6034c6852fecdbd4fe12	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:519510ee4f775a1de012cd85a5e8a1df0334cc049e3e247b2ddcfcf15c7bf222	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0cfe9b701f4e129a1775193c	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	STRICT_FLAVOR	STRICT_FLAVOR	sensory.honey	sensory.honey	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:1b5baa1cffcce251e26f032e02200cca0883e523b194a993c08d2a4278b35aae	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d02ae241221dab8b0f11fa0	SEMANTICALLY_VALID	VALID_COMPOUND_PRESERVED	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	STRICT_FLAVOR	STRICT_FLAVOR		sensory.apple	false	false	false	true	V2_SEMANTIC_OR_MAPPING_CHANGE	hash:sha256:1e5132226b00faff65f5e2f9ee939a780acce747f94f14f2961a4c90413c1cd8	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d07fb1353ebc63c8bc14db2	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	3df17b92d63c1eb0fd5cddac88929a813642e02414689ebb0556dfba67d081eb	3df17b92d63c1eb0fd5cddac88929a813642e02414689ebb0556dfba67d081eb	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:0e50881cce449bd66d55c64610d39ab6ad97ef3414913503bf97f47ead13d33b	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d086271a47569220c99dd2a	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:c532f553b7109d5627c1fc5b2422eec476b4b5c18c638df952dfdb17cf3da3e9	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d09f735b46a3a040a84a852	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	STRICT_FLAVOR	STRICT_FLAVOR			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:6a63557a96f52a68369dd2babaee2f121cd2e5a199f119aebe81b958aa0784cb	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d0e6fcd27155d566b6c3d64	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	STRICT_FLAVOR	STRICT_FLAVOR	sensory.cherry	sensory.cherry	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:05fa61374013aa4bab7117f94fe35c6ddbc43f79329747a808feb81696776bbb	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d146e943df9c5756eb597a3	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	STRICT_FLAVOR	STRICT_FLAVOR	sensory.plum	sensory.plum	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:b8ea5401ee075c2e94c8fee1e3bab278d1000c59dfd956f51d32e8cc3c895812	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d16d2a19f7e80f2c36abd7a	SEMANTICALLY_VALID	VALID_STRICT_FLAVOR	f088c450592cb8198208e2b4623928165057a4b92171851e0497059f7248040e	f088c450592cb8198208e2b4623928165057a4b92171851e0497059f7248040e	STRICT_FLAVOR	STRICT_FLAVOR	sensory.alcoholic	sensory.alcoholic	false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:7b83dc87ecda960063e79b37f5af30a073fe0d827eb6132561f59db9d8c2a683	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
assertion-b2:0d18a4d8fd92707acd708f5d	NON_DESCRIPTOR	QUALITY_EVALUATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	QUALITY_EVALUATION	QUALITY_EVALUATION			false	false	false	false	V2_DISPOSITION_TAXONOMY_REFINEMENT	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	batch3.restricted-semantic-cleaner.v1	batch4.semantic-cleaner.v2
