concept_cluster_id	cleaned_form_count	cleaned_form_ids	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	existing_canonical_neighbour_cluster_ids	canonical_concept_ids	mapping_state	mapping_authorities	assertion_support	effective_record_support	coffee_sample_support	source_family_support	source_family_ids	publisher_support	year_support	year_ids	gold_support	silver_support	bronze_support	rights_distribution	review_priority	human_reviewed	sensory_expert_adjudicated	reversible_to_source_assertions
concept-cluster:34d113d65d75f8aa7598f766	1	cleaned-form:bd1db5b5a3d8412270e4b4c8	1	source-form:17d265d1317ca5062f4d59f5	UNREPORTED	STRICT_FLAVOR	37290d74ac4d186e3a8e5785d259d2ec04fac91ae28092e7620ec8bc99e830aa	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac		concept-cluster:12e0350aa1f73dc122f0086b|concept-cluster:24671d50f832f7a45e53518e|concept-cluster:373f2527a0243c843fabdf22|concept-cluster:39bb10f94c8629cc1e6e6a27|concept-cluster:44d1d959c9c8d6875f2261a7		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:34f617072cd8cd9b20b3ff31	1	cleaned-form:e75bc106ab5887967ee25010	1	source-form:e75bc106ab5887967ee25010	UNREPORTED	STRICT_FLAVOR	e75bc106ab5887967ee25010985d9439d9e43ea8bc37985aad652d2045a736b5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:350b6697482ea9ac0eb06ee8	1	cleaned-form:199b7c5c83d009d169aa9253	1	source-form:b21f97ffd022959a5cbbc047	UNREPORTED	STRICT_FLAVOR	199b7c5c83d009d169aa9253e3da7056608f410d746e4d9f69143e489a655de6					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2020	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:35175f6b5e59103067b68da4	1	cleaned-form:dc9c5edb8b2d479e697b4b0b	1	source-form:dc9c5edb8b2d479e697b4b0b	UNREPORTED	STRICT_FLAVOR	dc9c5edb8b2d479e697b4b0b8ab874f32b325138598ce9e7b759eb8292110622					GENUINE_ONTOLOGY_CANDIDATE		5	4	4	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	5	0	0	AFFIRMATIVE:5	105	false	false	true
concept-cluster:351c30f09069e0c96a3bafef	1	cleaned-form:1db3e30259d8108afe4ecd9b	1	source-form:e4236f1baab7d68eb23c6d9e	UNREPORTED	STRICT_FLAVOR	1db3e30259d8108afe4ecd9bc42cd8216f6612cf80c0c58260a0952c5f1df61d					CROSS_LANGUAGE_REVIEW_REQUIRED		4	4	4	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	4	0	0	AFFIRMATIVE:4	184	false	false	true
concept-cluster:3530d02911e770e6288b40c1	1	cleaned-form:ef94748be3fca7371f6f594b	1	source-form:ef94748be3fca7371f6f594b	UNREPORTED	STRICT_FLAVOR	ef94748be3fca7371f6f594b18b97ee34eaea2e742d7bfb4ea6345796d214950					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:35320d5bc3e4a7f404f58ded	1	cleaned-form:acdc64639c635d56b18f27bf	1	source-form:acdc64639c635d56b18f27bf	UNREPORTED	STRICT_FLAVOR	acdc64639c635d56b18f27bf94ad52259e8dc39950a421c15a1960f6143235ad					CROSS_LANGUAGE_REVIEW_REQUIRED		6	6	6	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	6	0	0	AFFIRMATIVE:6	186	false	false	true
concept-cluster:3563ec146041ad2374b7ed3c	1	cleaned-form:0a70a6fd5eeaa27df4eea9d8	1	source-form:0a70a6fd5eeaa27df4eea9d8	UNREPORTED	STRICT_FLAVOR	0a70a6fd5eeaa27df4eea9d8f7e9ba430143872fc2d2cdb2649bd849c87e9b7f					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:3566e714dbdb4bc40f1b6114	1	cleaned-form:0e7de00c03e2497bc6f87567	3	source-form:28b39e71ff75ca457b35f237|source-form:57d3804b9fc15104c4998ba6|source-form:7a4c47c414915a28cb86953f	UNREPORTED	STRICT_FLAVOR	0e7de00c03e2497bc6f87567d5cd5d514fec6f776a6e9122a92f117033d3fbbf					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	1	family.ace_cup_of_excellence	1	2	year.2024|year.2025	0	3	0	UNKNOWN:3	103	false	false	true
concept-cluster:357590a2af0dbde1d4dc5ab9	1	cleaned-form:16483ee69d87406099474176	5	source-form:16483ee69d87406099474176|source-form:2fa1972bf792981d0e9e4d03|source-form:601ba88971a80214c50d2dfb|source-form:9f95912da92004b74cc7cb14|source-form:c4db46d9433c151527b33cd0	UNREPORTED	STRICT_FLAVOR	16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34					AMBIGUOUS_CONCEPT_BOUNDARY		48	47	47	4	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	4	9	year.2011|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	9	35	4	AFFIRMATIVE:9|UNKNOWN:39	528	false	false	true
concept-cluster:3590ffdffec040d12f3f87c1	1	cleaned-form:cfafe7361cad3a99aba96f43	1	source-form:cfafe7361cad3a99aba96f43	UNREPORTED	STRICT_FLAVOR	cfafe7361cad3a99aba96f43f8d1f0f909b047406e7141dc608197c7f1c25294					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:3598b2fae89b1444fa26ac3d	1	cleaned-form:10842fff679060ab3915c875	1	source-form:6d0bedb6105e692e4ae8359d	UNREPORTED	SEMANTICALLY_UNRESOLVED	10842fff679060ab3915c875a6ca6f9f499bc318c100f14e60cec61efd9be2bf		sensory.caramel	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:1cc6575c7630d8125f8a06d6|concept-cluster:20d4d1da3e42c102a75ade9a|concept-cluster:31e0d9478d0772e60dc7e9af		UNRESOLVED		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2009	0	1	0	UNKNOWN:1	181	false	false	true
concept-cluster:3598d5fc90a54860e974fbd2	1	cleaned-form:d9893546e77b4fe78abd0218	1	source-form:d9893546e77b4fe78abd0218	UNREPORTED	STRICT_FLAVOR	d9893546e77b4fe78abd0218eb9f2d0939810ca60e71313d860eca49fa7f711f					CROSS_LANGUAGE_REVIEW_REQUIRED		3	3	3	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	3	0	0	AFFIRMATIVE:3	183	false	false	true
concept-cluster:35aa6305e91680d2b83e4903	1	cleaned-form:e2714ca919bdbb899a5ade2a	1	source-form:e2714ca919bdbb899a5ade2a	UNREPORTED	STRICT_FLAVOR	e2714ca919bdbb899a5ade2a1377592fadf4c94a1cc7ed16c80970aa50c841a5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:35b5960faf6e17c89316ebc9	1	cleaned-form:0a4fefa6593712787e481ee7	1	source-form:0a4fefa6593712787e481ee7	UNREPORTED	STRICT_FLAVOR	0a4fefa6593712787e481ee7c3267b2fb5bdbcc8d9e0e75619fe74d141184972					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:35c5a47f86da3e799f38951e	1	cleaned-form:a7cb51c1b47735e431912875	2	source-form:a7cb51c1b47735e431912875|source-form:da076e10db894e92797ca48d	UNREPORTED	STRICT_FLAVOR	a7cb51c1b47735e431912875c66e3657a593af44678006549a6e0108fbc0a3c1					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	2	year.2015|year.2024	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:35d472c870476a5ec4e27fba	1	cleaned-form:a4cf5e703ea05d936c9ce640	1	source-form:a4cf5e703ea05d936c9ce640	UNREPORTED	STRICT_FLAVOR	a4cf5e703ea05d936c9ce640e30f76595eb6d9837db27bea18510f16d55884c7					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2022	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:35d831fb9c5d10d5436a19b8	1	cleaned-form:941c8fa676ca32c2bba64691	2	source-form:2f987e5f526adf328579323b|source-form:941c8fa676ca32c2bba64691	UNREPORTED	STRICT_FLAVOR	941c8fa676ca32c2bba646914d5aafdd4e2d43eb9f53d0470c2242080c0cf17a					GENUINE_ONTOLOGY_CANDIDATE		5	5	5	1	family.ace_cup_of_excellence	1	4	year.2012|year.2020|year.2021|year.2022	0	5	0	UNKNOWN:5	105	false	false	true
concept-cluster:35de13dec9d06e511ee40889	1	cleaned-form:9be365abc910e8f09d172cf0	1	source-form:64fea1f57dc5fe6867eb93ee	UNREPORTED	STRICT_FLAVOR	9be365abc910e8f09d172cf0d436a27282a24b17801f7927a08dbf979414d46d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:35eebcbddd66f1f36e877258	1	cleaned-form:c899af04c7b27e6aa294c7cc	1	source-form:4f1d5a3af6bd361867e6531e	UNREPORTED	STRICT_FLAVOR	c899af04c7b27e6aa294c7cc885bf0b70c2c4f8a1e1b90200d081557dc115bc5					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:360512732636f1af88dfac52	1	cleaned-form:f9b98ade99b3cc2eb93b4e3a	1	source-form:16018335a3f4c2ece96bf12e	UNREPORTED	STRICT_FLAVOR	f9b98ade99b3cc2eb93b4e3a2a1aadce3624c60a03de862534a99890c42a8fc7					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:3618ac86c12baf83760ec332	1	cleaned-form:49b12bc3a849499ccd590573	1	source-form:49b12bc3a849499ccd590573	UNREPORTED	STRICT_FLAVOR	49b12bc3a849499ccd59057363d94f1015b136406c25b4c2d33798cdeb3b21eb					CROSS_LANGUAGE_REVIEW_REQUIRED		5	5	5	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	5	0	0	AFFIRMATIVE:5	185	false	false	true
concept-cluster:3628516080dff626a336e4fb	1	cleaned-form:6d114c95fbf5208dd6cf5133	1	source-form:6d114c95fbf5208dd6cf5133	UNREPORTED	STRICT_FLAVOR	6d114c95fbf5208dd6cf5133f5f89db623bf20ee6f6e68f48f0bbfa4a21a843c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:363bd7be708514d915487bdf	1	cleaned-form:5f83e8c342e115c5dbe3f569	1	source-form:5f83e8c342e115c5dbe3f569	UNREPORTED	STRICT_FLAVOR	5f83e8c342e115c5dbe3f5695ef5746b4ed81f7c29cb2cb6ad4309586aeba144					CROSS_LANGUAGE_REVIEW_REQUIRED		13	13	13	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	13	0	0	AFFIRMATIVE:13	193	false	false	true
concept-cluster:3674d56f202a12e621517352	1	cleaned-form:1278495763fd154b647e95ae	1	source-form:cde5af158f9690e8fe45ad15	UNREPORTED	STRICT_FLAVOR	1278495763fd154b647e95ae2847378fe1bf10e2e4e4e1fbecb70a8c42bbf1a7					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:367da532c8d396e418e3012f	1	cleaned-form:e13fb727b89b317721faefd1	1	source-form:d582fad721b53b0bd9e896f3	UNREPORTED	STRICT_FLAVOR	e13fb727b89b317721faefd125504005dd9827a3732d7584b8433eab40102c1c					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2021	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:369cc207d7c65661a7a283ce	1	cleaned-form:9e91a8f63f9451f457131cef	1	source-form:9e91a8f63f9451f457131cef	UNREPORTED	STRICT_FLAVOR	9e91a8f63f9451f457131cefb2d04a0569cf40d4956cbeae66e3a49bda9a97cf					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2010	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:36a66509fc334b5e1e1df3ae	1	cleaned-form:0844df8fee9eeadaa344bc7e	1	source-form:6acf1518df174e12d39bb994	UNREPORTED	STRICT_FLAVOR	0844df8fee9eeadaa344bc7e1a7ae769602eba35e773c2093c8fb9c3e5ead14e					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	2	0	0	AFFIRMATIVE:2	102	false	false	true
concept-cluster:36ad91a68be59aa9f6bd05cc	1	cleaned-form:a8f8f384af04e5ba085b6c54	1	source-form:15090c63223eabc7c351c4b6	UNREPORTED	STRICT_FLAVOR	a8f8f384af04e5ba085b6c5449e88497d8c98e18c967705f28417d7cc6f1f2e3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:36e0c71251c90169d190b809	1	cleaned-form:dc0c104eaf769fdfb995df7f	1	source-form:dc0c104eaf769fdfb995df7f	UNREPORTED	STRICT_FLAVOR	dc0c104eaf769fdfb995df7f1a0eb3ad46437a276287cdccfcdcb215fc8d4535					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2009	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:36e7e41414c989e304c213ab	1	cleaned-form:13cfa0409143dff0189c68c4	2	source-form:13cfa0409143dff0189c68c4|source-form:2c96298f9c9cc8dd84fe361f	UNREPORTED	STRICT_FLAVOR	13cfa0409143dff0189c68c4b20b8e7955763d934575011fbb0787711c5d0ed5					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	2	year.2025|year.2026	2	1	0	AFFIRMATIVE:2|UNKNOWN:1	203	false	false	true
concept-cluster:372b2996ef9a28629d29422b	1	cleaned-form:694cd739b5137497013e3ef6	1	source-form:7988fa2b29e76b57838e86a9	UNREPORTED	STRICT_FLAVOR	694cd739b5137497013e3ef6dbad053c6cc361c7b32a6d25a2501af4c1b32cf0					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:373f2527a0243c843fabdf22	1	cleaned-form:447f7f5c325ea17e635bef91	22	source-form:01b3807c52692c7978adbc5b|source-form:194fd52bb753bdc13621a79b|source-form:447f7f5c325ea17e635bef91|source-form:454b3658a8c1d5871558041f|source-form:513dfcd138d0ce4262c871b5|source-form:68ec72361d850fdd2274f6cc|source-form:6c8b097b415688ad0dfa375d|source-form:6e8d26c77db200c5220b4e8e|source-form:70d4cf985f375a561c7fe0dc|source-form:784d00c44aa1f92b4d16ad31|source-form:8804599b6a466d2d4acd67b7|source-form:89584a42d8f999425f55940f|source-form:8ba4ed744910019fae71a0c2|source-form:918794c25bf7f15043515ac0|source-form:99b884546756fcf20a8e6a8e|source-form:a24b12400051729ef83bcd86|source-form:bca8e96c0e9de31d201a90df|source-form:bd1db5b5a3d8412270e4b4c8|source-form:c43642c523853e8b6af7b741|source-form:d632e0d67f62483fc28cc4a4|source-form:ebae6903d190c76104ce75a8|source-form:ee8119bddc691f6bf6c56710	UNREPORTED	INTENSITY_OR_QUALITY_MODIFIER	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac		concept-cluster:12e0350aa1f73dc122f0086b|concept-cluster:24671d50f832f7a45e53518e|concept-cluster:34d113d65d75f8aa7598f766|concept-cluster:39bb10f94c8629cc1e6e6a27|concept-cluster:44d1d959c9c8d6875f2261a7		MODIFIER_OF_EXISTING_CONCEPT		195	180	180	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	18	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	7	188	0	AFFIRMATIVE:5|PENDING:2|UNKNOWN:188	395	false	false	true
concept-cluster:376635447bc0a44009c2114f	1	cleaned-form:8b283aab41408be3e5291bb4	1	source-form:8b283aab41408be3e5291bb4	UNREPORTED	STRICT_FLAVOR	8b283aab41408be3e5291bb4001e9612e7b112c6f7a0ea93beb87125c0281510					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:3776bfdcc761c2510fec6e11	1	cleaned-form:9f743841fa7b082008439f67	1	source-form:e61effda5e4182aa8c3ba78c	UNREPORTED	STRICT_FLAVOR	9f743841fa7b082008439f67a409d6f8b877cf1359ce3f5d9f3916941d343d09					GENUINE_ONTOLOGY_CANDIDATE		2	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:37b3476a089d70988fbadfc4	1	cleaned-form:78324857e8d9bfa749dc3012	1	source-form:6c550588ae1110274b3c7bea	UNREPORTED	STRICT_FLAVOR	78324857e8d9bfa749dc301271df54a6572de9f4c3df8a9507cfa7b7d2b25f8e					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:37b913bc76b447a053dd5f2f	1	cleaned-form:e60a0dfc08a94dabb221d8a2	1	source-form:e60a0dfc08a94dabb221d8a2	UNREPORTED	STRICT_FLAVOR	e60a0dfc08a94dabb221d8a28c6fdbeaa7cab0c146d35e8eff8e50bc2e4c194b					GENUINE_ONTOLOGY_CANDIDATE		3	3	3	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	3	0	0	AFFIRMATIVE:3	103	false	false	true
concept-cluster:37f294257d952411696aa5e6	1	cleaned-form:414bf52a1ed8c0002ef978d7	1	source-form:414bf52a1ed8c0002ef978d7	UNREPORTED	STRICT_FLAVOR	414bf52a1ed8c0002ef978d7c6a2d034096aa5a261beffa7ff7948bbe959ec9e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2019	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:37fbf60cbd7a7d51110d51d6	1	cleaned-form:163008637f9ceb8704eff3f5	1	source-form:031a9adb8bcc9e346e3f4480	UNREPORTED	STRICT_FLAVOR	163008637f9ceb8704eff3f57479f249e132920814e9ecb6fc5986db33023b11					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2022	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:37fe5d0d9060ff52b64748b7	1	cleaned-form:b8d976ef0be935c3562078e5	2	source-form:1eb2032d6f70d05d6b53f65e|source-form:b8d976ef0be935c3562078e5	UNREPORTED	STRICT_FLAVOR	b8d976ef0be935c3562078e5019ec26f2e4295613bcc0f35b348918ba152f816		sensory.eucalyptus		sensory.eucalyptus	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	3	3	3	1	family.ace_cup_of_excellence	1	3	year.2009|year.2021|year.2023	0	3	0	UNKNOWN:3	103	false	false	true
concept-cluster:38139fcf94e42d7032454636	1	cleaned-form:a57d237ba17e7ae6157451cb	1	source-form:a57d237ba17e7ae6157451cb	UNREPORTED	STRICT_FLAVOR	a57d237ba17e7ae6157451cb79cd4d2c5f10545f6d88ef97baca7044e02e4c62					CROSS_LANGUAGE_REVIEW_REQUIRED		3	3	3	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	3	0	0	AFFIRMATIVE:3	183	false	false	true
concept-cluster:382513e59982d74e9d62b63d	2	cleaned-form:4c4799944264ea89f6e34d1d|cleaned-form:dd8595ba006c7de54e456a96	2	source-form:4c4799944264ea89f6e34d1d|source-form:dd8595ba006c7de54e456a96	UNREPORTED	STRICT_FLAVOR	4c4799944264ea89f6e34d1de6c30107cfb52f9865b838717cdf67874d1241b8|dd8595ba006c7de54e456a969e7f08e94cd822f29d900d9904cc831bdb85b11f		sensory.honey|sensory.lime	concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:2386d13de8536545df50145c|concept-cluster:2f8c5831bb1bb68d5412d1e7|concept-cluster:452a81e9e6a401e4d95e3d66|concept-cluster:c87d3f24065a3faa6c5c759d		COMPOUND_OF_EXISTING_CONCEPTS		2	2	2	1	family.ace_cup_of_excellence	1	2	year.2015|year.2016	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:3857e36513c25f8b7870d6f0	2	cleaned-form:38e676ab85f9ce143cfbec14|cleaned-form:fbb8783d9a611ca817d5bc66	2	source-form:c3ce4ba5d8cd1b5b1a541ec1|source-form:fbb8783d9a611ca817d5bc66	UNREPORTED	STRICT_FLAVOR	38e676ab85f9ce143cfbec1494ec858e06dfd3375a556b99541a0f0ab31466d9|fbb8783d9a611ca817d5bc66d146c68ec2aa0a27424b00bed54e0570506024df		sensory.caramel|sensory.cocoa	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:1ab809e3de34d6a3a0eaceff|concept-cluster:1cc6575c7630d8125f8a06d6|concept-cluster:20d4d1da3e42c102a75ade9a		COMPOUND_OF_EXISTING_CONCEPTS		2	2	2	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	2	year.2017|year.2026	1	1	0	AFFIRMATIVE:1|UNKNOWN:1	202	false	false	true
concept-cluster:387227b0ee0ed3845bb6bd33	1	cleaned-form:d776f7cf4e43af5c0bc12b56	3	source-form:26097777696264e70655c4e3|source-form:6a8f36fd2769eaa704301a08|source-form:d776f7cf4e43af5c0bc12b56	UNREPORTED	STRICT_FLAVOR	d776f7cf4e43af5c0bc12b5634fa50843c0158263f1552540447d3e28e7528a2			concept-cluster:dbe90458cf7cb58a37c297bb		CROSS_LANGUAGE_REVIEW_REQUIRED		65	64	64	4	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	4	14	year.2010|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	19	45	1	AFFIRMATIVE:19|UNKNOWN:46	545	false	false	true
concept-cluster:3887f53714c546ffeaa3efce	1	cleaned-form:bfd94bef2beddd24846d60a4	1	source-form:57ff395b9459ceb0bbef6069	UNREPORTED	STRICT_FLAVOR	bfd94bef2beddd24846d60a4a7350a4ab4b290a4bdc6f3c121af85cd2f4c15a2					CROSS_LANGUAGE_REVIEW_REQUIRED		1	1	1	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	1	0	0	AFFIRMATIVE:1	181	false	false	true
concept-cluster:38b502400bc6530c12d2a35d	1	cleaned-form:d293fc8caabf6fae1b8f25b7	1	source-form:d293fc8caabf6fae1b8f25b7	UNREPORTED	STRICT_FLAVOR	d293fc8caabf6fae1b8f25b70670fca09e88d7393952aa39502ac1fe34f1f033					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	2	0	0	AFFIRMATIVE:2	102	false	false	true
concept-cluster:3918c21a81dab5cdf6b4f38a	1	cleaned-form:3bbd81ca7735640cb5a7f837	6	source-form:039b3254950cfd6e62ea76ed|source-form:1da6ce0cd7c9ad573bd82436|source-form:3bbd81ca7735640cb5a7f837|source-form:4a40212d5474db6e2535fc9b|source-form:4f48a2f515c40fc311d34977|source-form:57c843d674320fd93d259cf3	UNREPORTED	STRICT_FLAVOR	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c					GENUINE_ONTOLOGY_CANDIDATE		209	200	200	5	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.frontiers_cenicafe_lengupa_trained_cuppers|family.frontiers_inera_robusta_q_grader_panel|family.zenodo_golovinsky_q_grader_dataset	5	13	year.2009|year.2012|year.2013|year.2015|year.2017|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	138	71	0	AFFIRMATIVE:138|UNKNOWN:71	709	false	false	true
concept-cluster:39650b8ce1dc33a92d0483cc	1	cleaned-form:5f4301ea4b201bbf5734356e	1	source-form:cebc93636c9024ba32f9268d	UNREPORTED	STRICT_FLAVOR	5f4301ea4b201bbf5734356e388eadb3da3c368b060480dccd4d358487b22315					GENUINE_ONTOLOGY_CANDIDATE		4	4	4	1	family.ace_cup_of_excellence	1	2	year.2021|year.2023	0	4	0	UNKNOWN:4	104	false	false	true
concept-cluster:39bb10f94c8629cc1e6e6a27	1	cleaned-form:47ae30e148833d38ed8bb9c7	1	source-form:47ae30e148833d38ed8bb9c7	UNREPORTED	STRICT_FLAVOR	06cf631636242a5b2b48b7f02f1198993bba7f43a354f5c8444ffaeb220b6805	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac|99a7026172d42714d0293e5598ec1c8e8260d7d0c4b8582ad002c1883494e216		concept-cluster:12e0350aa1f73dc122f0086b|concept-cluster:16d143e8e0ad6fcff97db3cc|concept-cluster:20d4d1da3e42c102a75ade9a|concept-cluster:2386d13de8536545df50145c|concept-cluster:24671d50f832f7a45e53518e		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2012	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:39d2bfdbbca2ffd5660687db	1	cleaned-form:e8df32ea4d9052f9fffe0da8	1	source-form:e8df32ea4d9052f9fffe0da8	UNREPORTED	STRICT_FLAVOR	e8df32ea4d9052f9fffe0da8da8567e9c582899604a3ccedbafa1c24dd9bf2ba					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2025	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:39d3d2b1a23f838d7d56c959	1	cleaned-form:73eab8de5c9423e889d7ed84	1	source-form:73eab8de5c9423e889d7ed84	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	73eab8de5c9423e889d7ed84142ad6f4871d4564ed11185a224c5ab2fe9f840f					NON_DESCRIPTOR		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
