cleaned_pair_id	left_cleaned_descriptor_identity	right_cleaned_descriptor_identity	record_unique_pair_event_count	effective_record_support	year_support	source_family_support	zenodo_sample_consensus_pair_event_count	maximum_single_record_contribution	pair_counted_as_source_assertion
cleaned-pair:904eeb375e33facf6f47d127	cleaned-form:16dfcd795f5be343a9e7780f	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:fdc13d5914a1c15c9758d74e	cleaned-form:16dfcd795f5be343a9e7780f	sensory.pear	1	1	1	1	0	1	false
cleaned-pair:821bc4b59135441076a7a990	cleaned-form:16dfcd795f5be343a9e7780f	sensory.prune	1	1	1	1	0	1	false
cleaned-pair:4ed6b82eeba891a42d69bcb0	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:1bd3f74eb7f20d686c9c25a9	1	1	1	1	0	1	false
cleaned-pair:9e861be8cea68ef0ccb03c06	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:2a4796d53a1ec4dd67daa38b	1	1	1	1	0	1	false
cleaned-pair:14054176244b1cce6c9bd42c	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:4ef32c98233eddb8dd229a61	1	1	1	1	0	1	false
cleaned-pair:5253e9aed566b32553798f1a	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:510e9cd005e362235259c1db	1	1	1	1	0	1	false
cleaned-pair:9f42b94c3b1332b59a973f47	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:538ae409f3e9595ee2f7177d	1	1	1	1	0	1	false
cleaned-pair:38606997e4cea73ff7ddd64e	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:69c0a0a11cfe9fd86d675f3b	1	1	1	1	0	1	false
cleaned-pair:133c5313ac1c219ff8ac2777	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:7b3ece63ac5fc3a27f4b465b	1	1	1	1	0	1	false
cleaned-pair:9bd29865a735c3798972c9cb	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:98a4f7655958a385a0667bad	1	1	1	1	0	1	false
cleaned-pair:87b58f9a3ed6947c57d7e79c	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:9f7411175a19631ed6da6945	1	1	1	1	0	1	false
cleaned-pair:3200663d66ceeba8c8bed13f	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:ccfbf54a16301979086b9893	1	1	1	1	0	1	false
cleaned-pair:4e1b1387bb956147898ac360	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:e29db8942cee36865ef247d0	1	1	1	1	0	1	false
cleaned-pair:a50489b8d8edc27bd4e049ec	cleaned-form:16f0e9cf6f3ee1fc887945c6	cleaned-form:f9e263cde179789459a96a0f	1	1	1	1	0	1	false
cleaned-pair:b8b0248c66dd9413ffdb8460	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.blackcurrant	1	1	1	1	0	1	false
cleaned-pair:a7a3d2791a3c40d2b90f9d5f	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.brown_sugar	1	1	1	1	0	1	false
cleaned-pair:707fab9a30d00c2963615407	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.cedar	1	1	1	1	0	1	false
cleaned-pair:d4a38312f1cd57fed21b2bb7	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:b99113139c7ed07504c3cc60	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.cinnamon	1	1	1	1	0	1	false
cleaned-pair:18b99e632706184e3b3a37c4	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.grapefruit	1	1	1	1	0	1	false
cleaned-pair:5a7a189a2cdd6ca6514acda5	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:23cbc79e35b2d86dbc814edb	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.lemon	1	1	1	1	0	1	false
cleaned-pair:680589144a49ee0a2b292f81	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.lime	1	1	1	1	0	1	false
cleaned-pair:a96ecaef771c10f8621f3432	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.malt	1	1	1	1	0	1	false
cleaned-pair:114510c3c24abf14f856bd98	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.mango	1	1	1	1	0	1	false
cleaned-pair:ef075a8ae1b6a99697e27cb6	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:a34ebf06549b429496545951	cleaned-form:16f0e9cf6f3ee1fc887945c6	sensory.plum	1	1	1	1	0	1	false
cleaned-pair:4fd4dc98e4f543e2add82ed9	cleaned-form:17041895738992968b3dfba1	cleaned-form:1a5afeda973d776e31d1d726	1	1	1	1	0	1	false
cleaned-pair:74d8b5d28df995b2715f9506	cleaned-form:17041895738992968b3dfba1	cleaned-form:1bd3f74eb7f20d686c9c25a9	1	1	1	1	0	1	false
cleaned-pair:90a093a716e50451257fac86	cleaned-form:17041895738992968b3dfba1	cleaned-form:28a608c7ef2dc2a07ab074d4	1	1	1	1	0	1	false
cleaned-pair:c551e2cee59ae763130cb7a0	cleaned-form:17041895738992968b3dfba1	cleaned-form:2a4796d53a1ec4dd67daa38b	1	1	1	1	0	1	false
cleaned-pair:dc56a488dde5709d61e5522b	cleaned-form:17041895738992968b3dfba1	cleaned-form:2efe147f807a984572e45054	1	1	1	1	0	1	false
cleaned-pair:a6bd14aec9897e89fdefd04a	cleaned-form:17041895738992968b3dfba1	cleaned-form:38743246f5d59ceef2088889	1	1	1	1	0	1	false
cleaned-pair:0b2f3325d10feb4e26facc19	cleaned-form:17041895738992968b3dfba1	cleaned-form:4c591c30afa436056d0d5936	1	1	1	1	0	1	false
cleaned-pair:c4f82d29420bf1f8a802b749	cleaned-form:17041895738992968b3dfba1	cleaned-form:4d1608c849f1a4968565d501	1	1	1	1	0	1	false
cleaned-pair:299672eb01b16ad1508c490c	cleaned-form:17041895738992968b3dfba1	cleaned-form:510e9cd005e362235259c1db	1	1	1	1	0	1	false
cleaned-pair:0b397712d7c82c1dc557e10f	cleaned-form:17041895738992968b3dfba1	cleaned-form:53a925a1add15d92ce10a7ab	1	1	1	1	0	1	false
cleaned-pair:f44c4335982b5bbd7f92c343	cleaned-form:17041895738992968b3dfba1	cleaned-form:5c17109d20746ad75bc1bb9d	1	1	1	1	0	1	false
cleaned-pair:33ffd1e1adea7de0c5c89bba	cleaned-form:17041895738992968b3dfba1	cleaned-form:5df8e1e6dc9de3d09f60cc6d	1	1	1	1	0	1	false
cleaned-pair:2115470e5942e20b67d96bae	cleaned-form:17041895738992968b3dfba1	cleaned-form:73cce42f1f0e9099688b8eb6	1	1	1	1	0	1	false
cleaned-pair:783aec32f98a4f0b18ed7425	cleaned-form:17041895738992968b3dfba1	cleaned-form:7499aced43869b27f505701e	1	1	1	1	0	1	false
cleaned-pair:9da712db9bfd7d3bf267d3da	cleaned-form:17041895738992968b3dfba1	cleaned-form:7b12d56d9e436316bc821de5	1	1	1	1	0	1	false
cleaned-pair:cc767361ccfe2cfed233f0ae	cleaned-form:17041895738992968b3dfba1	cleaned-form:8106ef383a52f7a9fc1fc9db	1	1	1	1	0	1	false
cleaned-pair:35362dfa0132428fa5818267	cleaned-form:17041895738992968b3dfba1	cleaned-form:868e55edb051cc1f87d15519	1	1	1	1	0	1	false
cleaned-pair:43e4601b40fe4d1fae28c9fb	cleaned-form:17041895738992968b3dfba1	cleaned-form:8de33123f9ba573b37066a86	1	1	1	1	0	1	false
cleaned-pair:9fcd4578a7a14a674a637461	cleaned-form:17041895738992968b3dfba1	cleaned-form:918f112d100d00dec359dcf5	1	1	1	1	0	1	false
cleaned-pair:b7d6f6f13d33e48ac113c57c	cleaned-form:17041895738992968b3dfba1	cleaned-form:92585bfe24e3f8d73f47b2ed	1	1	1	1	0	1	false
cleaned-pair:a0688c372e4c84919d37a35e	cleaned-form:17041895738992968b3dfba1	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:012f88a5f5ccbca18cf2c92e	cleaned-form:17041895738992968b3dfba1	cleaned-form:9be302ff7ed8dcad748291f6	1	1	1	1	0	1	false
cleaned-pair:462aa2976aa4aa517e6a3f6e	cleaned-form:17041895738992968b3dfba1	cleaned-form:a87b3e348ccb598ecb71bb83	1	1	1	1	0	1	false
cleaned-pair:40678b307b2601fc295478a4	cleaned-form:17041895738992968b3dfba1	cleaned-form:ba7ad46689f94dc14c1a456c	1	1	1	1	0	1	false
cleaned-pair:39c068034a3ad9db4dd537ec	cleaned-form:17041895738992968b3dfba1	cleaned-form:c371578fdc5ddc302a761f00	1	1	1	1	0	1	false
cleaned-pair:5ef11544382df81250cf0118	cleaned-form:17041895738992968b3dfba1	cleaned-form:c6171781d65f3ccce1135e3c	1	1	1	1	0	1	false
cleaned-pair:9bf5424739d1102ae8f7fcbb	cleaned-form:17041895738992968b3dfba1	cleaned-form:c68849c6dbcd3a1213caecfa	1	1	1	1	0	1	false
cleaned-pair:2ad4778875de281861aa75ac	cleaned-form:17041895738992968b3dfba1	cleaned-form:c9452dcec3d330f089036f5b	1	1	1	1	0	1	false
cleaned-pair:0f7dd476765a62f4b55ff15b	cleaned-form:17041895738992968b3dfba1	cleaned-form:d509f8db2fac7856d8eee2dd	1	1	1	1	0	1	false
cleaned-pair:3fdf302e9766810c5e92561d	cleaned-form:17041895738992968b3dfba1	cleaned-form:e4a3eceb76cb849f5188397f	1	1	1	1	0	1	false
cleaned-pair:5096827f46d342821bb2b024	cleaned-form:17041895738992968b3dfba1	cleaned-form:e7583f59d441bf88a8ea6384	1	1	1	1	0	1	false
cleaned-pair:8e760d83f1ea680da1f1d54a	cleaned-form:17041895738992968b3dfba1	cleaned-form:f1bc1abd2c1542f016311238	1	1	1	1	0	1	false
cleaned-pair:52ecb9b8da3f4d2c95636faa	cleaned-form:17041895738992968b3dfba1	cleaned-form:f3a22c1ce8e0a5a963937038	1	1	1	1	0	1	false
cleaned-pair:6c3f96aafb07b113f1f277d2	cleaned-form:17041895738992968b3dfba1	sensory.apple	1	1	1	1	0	1	false
cleaned-pair:bf047f86d0386bbc064f7979	cleaned-form:17041895738992968b3dfba1	sensory.brown_sugar	1	1	1	1	0	1	false
cleaned-pair:29f81bb85bcc628642dcc527	cleaned-form:17041895738992968b3dfba1	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:069faf855beaab8ee11e63c5	cleaned-form:17041895738992968b3dfba1	sensory.cherry	1	1	1	1	0	1	false
cleaned-pair:02c274d8cfca873576d24bef	cleaned-form:17041895738992968b3dfba1	sensory.grapefruit	1	1	1	1	0	1	false
cleaned-pair:e78900a4d985e3f9410c05b4	cleaned-form:17041895738992968b3dfba1	sensory.honey	1	1	1	1	0	1	false
cleaned-pair:a61f9c7c3c2648146cd1bc2d	cleaned-form:17041895738992968b3dfba1	sensory.jasmine	1	1	1	1	0	1	false
cleaned-pair:0c44508bf01508423bfedeba	cleaned-form:17041895738992968b3dfba1	sensory.lemon	1	1	1	1	0	1	false
cleaned-pair:e84c70b2ba802a73d0a09ce1	cleaned-form:17041895738992968b3dfba1	sensory.lime	1	1	1	1	0	1	false
cleaned-pair:aece420374f2598937728f63	cleaned-form:17041895738992968b3dfba1	sensory.orange	1	1	1	1	0	1	false
cleaned-pair:16be5e59c035df59c4edc391	cleaned-form:17041895738992968b3dfba1	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:e897c735a432de54265631bc	cleaned-form:17041895738992968b3dfba1	sensory.pineapple	1	1	1	1	0	1	false
cleaned-pair:3dcef2e2f6d2a813858e7063	cleaned-form:17041895738992968b3dfba1	sensory.raspberry	1	1	1	1	0	1	false
cleaned-pair:f4b3655903b67acb1db4f80f	cleaned-form:17041895738992968b3dfba1	sensory.vanilla	1	1	1	1	0	1	false
cleaned-pair:e34187f4d66d5a270ed4cb2e	cleaned-form:172a65e8b6d4b0ed884cd657	cleaned-form:31ddfa51506579361f142b5c	1	1	1	1	0	1	false
cleaned-pair:a6473205b9c085929ee28506	cleaned-form:172a65e8b6d4b0ed884cd657	cleaned-form:36e4ac5d749fe79ed1d0a74a	1	1	1	1	0	1	false
cleaned-pair:4e90815701484b7f9c478b6a	cleaned-form:172a65e8b6d4b0ed884cd657	cleaned-form:4c591c30afa436056d0d5936	1	1	1	1	0	1	false
cleaned-pair:7cc406df6fc4178d66de1894	cleaned-form:172a65e8b6d4b0ed884cd657	cleaned-form:b7db31d1a1007102bfc512b6	1	1	1	1	0	1	false
cleaned-pair:ba62fe347bc86a0ae226b384	cleaned-form:172a65e8b6d4b0ed884cd657	cleaned-form:ea0893f5160e0f55d6010fa8	1	1	1	1	0	1	false
cleaned-pair:72f3b3ed1b6dd43be4d7667b	cleaned-form:172a65e8b6d4b0ed884cd657	sensory.apple	1	1	1	1	0	1	false
cleaned-pair:f139a3fd96c22e312406b7c2	cleaned-form:172a65e8b6d4b0ed884cd657	sensory.peach	1	1	1	1	0	1	false
cleaned-pair:10f2843a88db04fa7e694e06	cleaned-form:174b28e803721afe6b524090	cleaned-form:333e4a28f34f40e412e5f3e8	2	2	1	1	0	1	false
cleaned-pair:7d8c3e9490ef67f5a99440c4	cleaned-form:174b28e803721afe6b524090	cleaned-form:4810eb165b0df3591cb8702c	2	2	1	1	0	1	false
cleaned-pair:7e51fee6b18e03cd0e7f5b24	cleaned-form:174b28e803721afe6b524090	cleaned-form:4c591c30afa436056d0d5936	2	2	1	1	0	1	false
cleaned-pair:3b4221d8e2a097f18b86c11d	cleaned-form:174b28e803721afe6b524090	cleaned-form:57cccc34fe982cc4ddafb3ef	2	2	1	1	0	1	false
cleaned-pair:092c4d2d071955395e10406d	cleaned-form:174b28e803721afe6b524090	cleaned-form:70329b1c2fb2a364d806e0cc	2	2	1	1	0	1	false
cleaned-pair:77193d902607e7c9b2507023	cleaned-form:174b28e803721afe6b524090	cleaned-form:74f2d9ffcfcb8dcce157da33	2	2	1	1	0	1	false
cleaned-pair:c586189336d5f3e3383a1307	cleaned-form:174b28e803721afe6b524090	cleaned-form:771ed10532a39ae11019a3d3	2	2	1	1	0	1	false
cleaned-pair:18a84fd39148eac2a2fa9e11	cleaned-form:174b28e803721afe6b524090	cleaned-form:81ab4c676117ab764e885111	2	2	1	1	0	1	false
cleaned-pair:715a6d8a96194518caef78e8	cleaned-form:174b28e803721afe6b524090	cleaned-form:9738eaf312d761a8ae49f777	2	2	1	1	0	1	false
cleaned-pair:37d35a498172dd0ad7761313	cleaned-form:174b28e803721afe6b524090	cleaned-form:9be302ff7ed8dcad748291f6	2	2	1	1	0	1	false
cleaned-pair:3dc200aa712440ca20b86da3	cleaned-form:174b28e803721afe6b524090	cleaned-form:a87b3e348ccb598ecb71bb83	2	2	1	1	0	1	false
cleaned-pair:3264e3f0a019e94ac95e07f0	cleaned-form:174b28e803721afe6b524090	cleaned-form:aec28e68553c281bc2f2f54d	2	2	1	1	0	1	false
cleaned-pair:21451bcc7ae902e68b5d5bda	cleaned-form:174b28e803721afe6b524090	cleaned-form:ba7ad46689f94dc14c1a456c	2	2	1	1	0	1	false
cleaned-pair:37da8f2511e79e80b8cc06b1	cleaned-form:174b28e803721afe6b524090	cleaned-form:bb3c78a5ebceae972f96ce02	2	2	1	1	0	1	false
cleaned-pair:16bf02a33db178e21afdf4b0	cleaned-form:174b28e803721afe6b524090	cleaned-form:bd071899591c00d2276d2254	2	2	1	1	0	1	false
cleaned-pair:303af56e6c2c4d365dfe2a25	cleaned-form:174b28e803721afe6b524090	cleaned-form:c0f1779c16d26bac92c4e32f	2	2	1	1	0	1	false
cleaned-pair:7c2c8fd231d2c0bafadc0ca0	cleaned-form:174b28e803721afe6b524090	cleaned-form:c877647d1eef4e2a53959784	2	2	1	1	0	1	false
cleaned-pair:fc8225cb024eeba9015463ac	cleaned-form:174b28e803721afe6b524090	cleaned-form:d037e316bcc269c4768e68d7	2	2	1	1	0	1	false
cleaned-pair:b93e41c39bb2d5208ca9c080	cleaned-form:174b28e803721afe6b524090	cleaned-form:efdfc96f94ef03d415014dac	2	2	1	1	0	1	false
cleaned-pair:6f8ec083bd6a646716108bad	cleaned-form:174b28e803721afe6b524090	cleaned-form:f02940fb12c003b40d3ee09a	2	2	1	1	0	1	false
cleaned-pair:8aa6d3943eba3d05b73279f5	cleaned-form:174b28e803721afe6b524090	cleaned-form:f18e48678b723e80d272f37b	2	2	1	1	0	1	false
cleaned-pair:982f39513dd4dd37bff2508e	cleaned-form:174b28e803721afe6b524090	cleaned-form:fbdb2f7f6e6223ff9071a3de	2	2	1	1	0	1	false
cleaned-pair:fc6f2382c5053de671ed382e	cleaned-form:174b28e803721afe6b524090	cleaned-form:fef8cec0ffdcbf78b64df6bd	2	2	1	1	0	1	false
cleaned-pair:18e8d6ebe07d158cf1203d50	cleaned-form:174b28e803721afe6b524090	sensory.bergamot	2	2	1	1	0	1	false
cleaned-pair:86878a84873ae28b5b7d7d46	cleaned-form:174b28e803721afe6b524090	sensory.blueberry	2	2	1	1	0	1	false
cleaned-pair:f547ee0ca9fd16af879a4946	cleaned-form:174b28e803721afe6b524090	sensory.brown_sugar	2	2	1	1	0	1	false
cleaned-pair:02e9239c3a3e601ce922c2dc	cleaned-form:174b28e803721afe6b524090	sensory.honey	2	2	1	1	0	1	false
cleaned-pair:55b061fd3ccd32c1a572ef29	cleaned-form:174b28e803721afe6b524090	sensory.jasmine	2	2	1	1	0	1	false
cleaned-pair:20f356d732a5cfd7fc227db5	cleaned-form:174b28e803721afe6b524090	sensory.lemon	2	2	1	1	0	1	false
cleaned-pair:2405656f26722a501160b5e7	cleaned-form:174b28e803721afe6b524090	sensory.lime	2	2	1	1	0	1	false
cleaned-pair:558a98b668945585efd112c1	cleaned-form:174b28e803721afe6b524090	sensory.mint	2	2	1	1	0	1	false
cleaned-pair:b7c6ddef4a55383e635621ba	cleaned-form:174b28e803721afe6b524090	sensory.peach	2	2	1	1	0	1	false
cleaned-pair:1981b78dd87a83212361e928	cleaned-form:174b28e803721afe6b524090	sensory.rose	2	2	1	1	0	1	false
cleaned-pair:e9d87a55395ed54241c53b91	cleaned-form:174d2ef545e194ae7ce7b900	cleaned-form:1e67037bc5e90f888a47cbef	1	1	1	1	0	1	false
cleaned-pair:28c9984136125f020da2a256	cleaned-form:174d2ef545e194ae7ce7b900	cleaned-form:7499aced43869b27f505701e	1	1	1	1	0	1	false
cleaned-pair:b3c199f087fded8a1d8a472b	cleaned-form:174d2ef545e194ae7ce7b900	cleaned-form:a60f512f1c4ae117d46a8212	1	1	1	1	0	1	false
cleaned-pair:a3b2584ba0ec7fb6d10fd660	cleaned-form:174d2ef545e194ae7ce7b900	cleaned-form:e13fb53a594fa513afc34fa7	1	1	1	1	0	1	false
cleaned-pair:3bbc5a557d1d594780115dce	cleaned-form:174d2ef545e194ae7ce7b900	sensory.black_tea	1	1	1	1	0	1	false
cleaned-pair:0b256e2a47e3ceb4148d1437	cleaned-form:174d2ef545e194ae7ce7b900	sensory.caramel	1	1	1	1	0	1	false
cleaned-pair:fc75273e88e27eaa62cf9920	cleaned-form:174d2ef545e194ae7ce7b900	sensory.raspberry	1	1	1	1	0	1	false
cleaned-pair:930e0a75e72428565ac3bbc0	cleaned-form:174d2ef545e194ae7ce7b900	sensory.strawberry	1	1	1	1	0	1	false
cleaned-pair:5bb776e7128d49b5480fb68c	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:25b2adcfec3e5d5332604e8b	1	1	1	1	0	1	false
cleaned-pair:66e7788a760fa860a513f1cb	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:2efe147f807a984572e45054	2	2	2	1	0	1	false
cleaned-pair:099284eb3a9d121f2dc7a1c3	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:31d0c0df417c49f7953246c6	1	1	1	1	0	1	false
cleaned-pair:e719e45042eb77d654f2b927	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:32c4feed996880bc92a062dc	2	2	2	2	0	1	false
cleaned-pair:44070ad7a8b9f40231acdc78	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:37ecf521c8f469c92ce485da	1	1	1	1	0	1	false
cleaned-pair:71974a1aa47f3b4cc5bb965a	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:3b99e414cf5d2f77943a95d4	1	1	1	1	0	1	false
cleaned-pair:6b393e5b56e621f3688339da	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:3e3a02ae8202e225cede99f1	1	1	1	1	0	1	false
cleaned-pair:8b2c2771c36329b28b112345	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:4481797fbe2b0cd788c5b587	1	1	1	1	0	1	false
cleaned-pair:f0df56b81354e254849e6199	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:48fb71763d97b54b752aa176	1	1	1	1	0	1	false
cleaned-pair:f06efa0eabd7193bcc8439fd	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:4c8ab7526497054baf9c93de	1	1	1	1	0	1	false
cleaned-pair:47709ecb44238a79f0be8a56	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:4f845901a32d22a27cf0764b	1	1	1	1	0	1	false
cleaned-pair:4c3e37240170b6db088e1eec	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:51b30c3940f1ac5c337c31fd	1	1	1	1	0	1	false
cleaned-pair:c5fb0ddc25a49dd1c888c718	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:52e83ba945c0a698868281ec	1	1	1	1	0	1	false
cleaned-pair:ff7fc55148bc1e6a9d82ddd6	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:545ce787c410276d227955b0	1	1	1	1	0	1	false
cleaned-pair:b4e07fca71a996d34bff7565	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:5c17109d20746ad75bc1bb9d	2	2	2	2	0	1	false
cleaned-pair:eb28f81cf6482be8d7278deb	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7073ba391f6781ee969ea9b3	2	2	2	2	0	1	false
cleaned-pair:cbc817e8aefe4ac74d49ed97	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:728a07126ea01d49ac050b9a	1	1	1	1	0	1	false
cleaned-pair:d6259a06630d412f9fbb82fd	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:73cce42f1f0e9099688b8eb6	1	1	1	1	0	1	false
cleaned-pair:91b41b359d8d16efb18227dc	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7499aced43869b27f505701e	2	2	2	2	0	1	false
cleaned-pair:e1cf679be0a48fb0e3c94408	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:751743627a4998cbb089df68	1	1	1	1	0	1	false
cleaned-pair:ccf1ecf5f4bfa62a3be70241	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7a1fa25f3d9a14dc696ae1d4	1	1	1	1	0	1	false
cleaned-pair:8aab5a7a30065d774d7c770a	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7d108ddb9255c7f990a9ec23	1	1	1	1	0	1	false
cleaned-pair:efb08e60bcfe66fa5b5d71a5	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7d9f72f6de608982c43aabd0	1	1	1	1	0	1	false
cleaned-pair:2bfef03e4dc8f1cedf6b7e4a	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:7eaa01ebd672a7f17bf18d6c	1	1	1	1	0	1	false
cleaned-pair:90452296021158eb5e5dc63c	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:8059d583834c54985be7e598	1	1	1	1	0	1	false
cleaned-pair:153935d8a83497aa06b9652a	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:8825e76530f87ff5c737b325	1	1	1	1	0	1	false
cleaned-pair:9b13e4b63783ef98c905adc0	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:88f13fd433667df3f74f782e	1	1	1	1	0	1	false
cleaned-pair:89a944ac0ad04af1af4e6440	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:8ca09caf35584cfe76523557	1	1	1	1	0	1	false
cleaned-pair:39a4a2e771abd84540f226c0	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:918f112d100d00dec359dcf5	1	1	1	1	0	1	false
cleaned-pair:f7d32d1d1a573bcdb078e8ad	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:9209526aaa61b0709dbb838e	1	1	1	1	0	1	false
cleaned-pair:2205461e08c6c612ced6d156	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:9738eaf312d761a8ae49f777	1	1	1	1	0	1	false
cleaned-pair:a313bf563c66d3cd5ce29835	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:98a4f7655958a385a0667bad	1	1	1	1	0	1	false
cleaned-pair:3d1a6aa5711f82a6c582ff13	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:9dc6a1c1bf08ee6a51649529	1	1	1	1	0	1	false
cleaned-pair:812c4808d2a830df8d7070f9	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:a7ec7f3ae09187df17173620	1	1	1	1	0	1	false
cleaned-pair:8846e93525fe2009865dde84	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:a87b3e348ccb598ecb71bb83	1	1	1	1	0	1	false
cleaned-pair:90e77045d68988381e8a989d	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:bb08f9bd66bc0ee07a07c326	1	1	1	1	0	1	false
cleaned-pair:b6e9adabc7b838294fa8eb92	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:c877647d1eef4e2a53959784	1	1	1	1	0	1	false
cleaned-pair:5eaa3d93e7fdfa281d5d678b	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:cb48108ea0d1b87a515dc3d6	1	1	1	1	0	1	false
cleaned-pair:6ebacce02e01dd1f59d02d42	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:cf990a4e3182ebe6502cbbf3	1	1	1	1	0	1	false
cleaned-pair:005682ad89e071d0eac0b477	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:d037e316bcc269c4768e68d7	1	1	1	1	0	1	false
cleaned-pair:efe0ff5617497469b45a41dc	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:d293fc8caabf6fae1b8f25b7	1	1	1	1	0	1	false
cleaned-pair:4e8f609f824ce8ee178cca14	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:d3dc88ae24a3be59843285c3	1	1	1	1	0	1	false
cleaned-pair:e1dc1835d6fff56e9853a413	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:d6798e6a4640ae07f12fb9f9	1	1	1	1	0	1	false
cleaned-pair:069c533c12729a3720606b94	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:e13fb53a594fa513afc34fa7	1	1	1	1	0	1	false
cleaned-pair:846360bf7a112c92c0a46dd7	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:e31313c42e2403020b526ebc	1	1	1	1	0	1	false
cleaned-pair:f94f15fe4c0b2c83b67727c5	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:e60a0dfc08a94dabb221d8a2	1	1	1	1	0	1	false
cleaned-pair:f0bfd105086da4dd9fc314bd	cleaned-form:1752b6cc2b03b941cbd01eb7	cleaned-form:e9664961c84a9974da388031	1	1	1	1	0	1	false
