segmentation_group_id	effective_record_id	source_family_id	publication_layer	source_field_label	source_locator	raw_field_text_or_restricted_pointer	raw_field_text_sha256	first_pass_atom_count	first_pass_atom_sha256s	cleaned_atom_count	cleaned_atom_sha256s	segmentation_decisions	minimum_segmentation_confidence	decision_basis	review_requirement	segmentation_reversible
segmentation-field:5d22c0a2c5b2d6c1fb7e5e73	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Sweetness description	sheet:All Panelists#row=118;column=14	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	1	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	1	['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:4a0f1d02761256af1696c9e1	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=118;column=7	hash:sha256:b12599696ae7aa422705f7ed9560d87b573400a310c2a668be18bcb8490bb999	b12599696ae7aa422705f7ed9560d87b573400a310c2a668be18bcb8490bb999	3	1309feff00bc22ea61ec4451338d3bd31d060f471ba8a81a0d8f336d6ca6e669|55647a2b339915d33b59a24421b58d4e3580c0ea964cf9d46c402d4281bc87df|a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	4	['1309feff00bc22ea61ec4451338d3bd31d060f471ba8a81a0d8f336d6ca6e669']|['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']|['d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25', 'acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc']	HEAD_PLUS_MODIFIER|KEEP_ATOMIC	0.920000	LEADING_MODIFIER_PRESERVED_SEPARATELY|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:b6c3de68ec33bf557b5bea57	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=30;column=7	hash:sha256:cb1f07bbf9ca0b4567d4f635c164c43397f4abb06f9731b789f4bd16a5351dae	cb1f07bbf9ca0b4567d4f635c164c43397f4abb06f9731b789f4bd16a5351dae	4	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919|50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15|9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe|a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	4	['1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919']|['50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15']|['9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe']|['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:30c223464d704fd10608cc5c	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=496;column=20	hash:sha256:d603d200f2bbe04d7a621d70f7f8f3546ea7c8fc24ce67cccba0c657f5337304	d603d200f2bbe04d7a621d70f7f8f3546ea7c8fc24ce67cccba0c657f5337304	2	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f|f2ff109834f6671d78ebe38a71b2714838e226e3e3f1461a1e9879b3cd435c53	2	['184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f']|['f2ff109834f6671d78ebe38a71b2714838e226e3e3f1461a1e9879b3cd435c53']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:abb4d4093d6a68b9d85e3105	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=118;column=20	hash:sha256:d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f	d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f	1	d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f	1	['d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:7393c2141135a8126a9377d9	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=118;column=5	hash:sha256:dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	1	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	1	['dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be']	KEEP_AS_ESTABLISHED_COMPOUND	1.000000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST	AUTOMATED_SAFE_RULE	true
segmentation-field:b01ef7a4c27c54d467dca442	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=30;column=9	hash:sha256:ee2a2f294684eb1bcc2a8c753f0b9dae276103236fc456aa65bd0be4402553eb	ee2a2f294684eb1bcc2a8c753f0b9dae276103236fc456aa65bd0be4402553eb	1	ee2a2f294684eb1bcc2a8c753f0b9dae276103236fc456aa65bd0be4402553eb	1	['ee2a2f294684eb1bcc2a8c753f0b9dae276103236fc456aa65bd0be4402553eb']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:f1cb4f5b6f91c99d7f78f97c	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=496;column=9	hash:sha256:ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449	ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449	1	ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449	1	['ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:da6b15c8cc1384a8af142b7d	effective-b2:89b71f0b2f9f6144277f4948	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Sweetness description	sheet:All Panelists#row=496;column=14	hash:sha256:f9c1cbd923982bacaddc14e5233dbe2996a754859702b7154bdbc10c0616ec32	f9c1cbd923982bacaddc14e5233dbe2996a754859702b7154bdbc10c0616ec32	2	1408707da3683ced616bc0bc5803afbb93b07b29cee7b039aac12dc24866b138|a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	3	['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']|['e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251', 'e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8']	HEAD_PLUS_MODIFIER|KEEP_ATOMIC	0.920000	LEADING_MODIFIER_PRESERVED_SEPARATELY|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:7b0d74c6937bb902a7059c89	effective-b2:89f36f40dfd2e674e90ab72d	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	hash:sha256:5ec3608a36a6e6b5e283acc551712987fca041acf4a47012d1829d028ddee215	5ec3608a36a6e6b5e283acc551712987fca041acf4a47012d1829d028ddee215	3	51fec37ecf5c1c486878e13b2e228072eba7e877276484e70a85c8fb82171c5c|ac916c844aae22048e466fe25d3c47c433bddd8abaffe83be909f9ea93afb00c|e4378e9c551f7f9cc15393265d53a4bc5d7a08d8605d115c60b6e4cf0bafb8b5	3	['510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b']|['7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748']|['a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:af50a5d8bf773deff57d47e3	effective-b2:89f36f40dfd2e674e90ab72d	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	hash:sha256:f21c7a052c7da04f317671ae0ccee4f270d33ebe34e472b46158f245f6e751aa	f21c7a052c7da04f317671ae0ccee4f270d33ebe34e472b46158f245f6e751aa	6	193dbbb5e2de7fbb06f66e104937b63bcb70dcc46c0984e67253bff747953b0b|670f44b37be232e041cf6ced2bcd3a3b08716925402f53917c7febac8629a604|872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c|872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c|da51938777726566b44abd22acdec22f3ca866b82670c1666e180d4b822b27fd|ebcf983695346eea63258d8ab772084bb91b6d51b529ae8b00121f2fa323831c	6	['09521b1c55b7146b1dd2ce121f6da099734cfaec10c1040aa7468a804fd10b88']|['5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944']|['5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944']|['8c3a6651362d2264b171fd16941acabbf3aa7a4177aa71a2c9d3c4cb1fa82ffc']|['a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6']|['c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:b4be5f6f55feef075120bb58	effective-b2:89f36f40dfd2e674e90ab72d	family.ace_cup_of_excellence	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	hash:sha256:f269e697af48943a4193c777aee00e99e342dc273b31a40563bda185437abc53	f269e697af48943a4193c777aee00e99e342dc273b31a40563bda185437abc53	8	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b|51fec37ecf5c1c486878e13b2e228072eba7e877276484e70a85c8fb82171c5c|60302504a318cd5fc176d4d7b58bf3b7488fe417143d212d01cdb91be1bdccf8|6d33a9d4d7809052cf8c6b59c84ffbb2d16ef7452c0d403776e7fd16d8f8fc07|a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab|d4b33a2e35eb8b5cfdbbc851299d03a0007afb1b26aa324019204dda24cda778|dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d|ff49ce9a7851305fc5c537a3e2d798b6f0fea887f040042fd779d67d8638c6e5	8	['099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed']|['0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496']|['2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b']|['510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b']|['7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35']|['a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a']|['e13fb53a594fa513afc34fa78b2353690e85fe1ad7414857c99ccfb97c818251']|['f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:16bb3f5fc52647a08e16ed78	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=474;column=9	hash:sha256:059912f8084f0942c7a1153967288b65074218d2d1cb1661b79579da0599e6ba	059912f8084f0942c7a1153967288b65074218d2d1cb1661b79579da0599e6ba	2	7e2372f4115c43bac7248772d891df3dbc830a85aa27eeed933688f61c44226c|ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449	2	['7e2372f4115c43bac7248772d891df3dbc830a85aa27eeed933688f61c44226c']|['ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:46e68940ae086380d678ce3f	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=286;column=9	hash:sha256:0cf65c0af6451a6a49cd961d15d7000d3a0e7ff8b99b55c9b15bbb86b80799b1	0cf65c0af6451a6a49cd961d15d7000d3a0e7ff8b99b55c9b15bbb86b80799b1	2	71327f8030354ed5d14e586b7c899b9f746527adc9017188a76334c508862a30|c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	2	['71327f8030354ed5d14e586b7c899b9f746527adc9017188a76334c508862a30']|['c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:b48106abf1806b76dce59a41	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Sweetness description	sheet:All Panelists#row=286;column=14	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	1	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	1	['184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:825b9601ad4abce8f220e8db	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=96;column=5	hash:sha256:1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1	['1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:7ebc8204953985ce562b6178	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=474;column=17	hash:sha256:2f4295e6af43ee092a4496b4fdb06d65fdffa0188fc5a53f916e2dd475e19e42	2f4295e6af43ee092a4496b4fdb06d65fdffa0188fc5a53f916e2dd475e19e42	2	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919|dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	2	['1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919']|['dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:ba0eed4d1efe434b47eca328	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=96;column=9	hash:sha256:3aac489f295ea81f421e305e514eaf9d6f9ee095177c5ca536f0efad3bf9ef7a	3aac489f295ea81f421e305e514eaf9d6f9ee095177c5ca536f0efad3bf9ef7a	2	b755cb248c3c4a7d94f835b4421809336e7015850342064be4dfa23349dcdcaa|f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	2	['b755cb248c3c4a7d94f835b4421809336e7015850342064be4dfa23349dcdcaa']|['f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:6c66a27da562a90f8a8cc077	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=96;column=17	hash:sha256:3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	1	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	1	['3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:df2b49429911e9785c65071d	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Acidity description	sheet:All Panelists#row=5;column=11	hash:sha256:4b99034b9493308e97485f514eb254495711e99d9ff1d94ba24c07f97ed56056	4b99034b9493308e97485f514eb254495711e99d9ff1d94ba24c07f97ed56056	2	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b|e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	2	['3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b']|['e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:6bdc54bfba1a76572e7a06e7	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=286;column=5	hash:sha256:56a474a1c4132a310c25207c9ba3c1cdb10d494dda4c5fa62278aeb3de8857af	56a474a1c4132a310c25207c9ba3c1cdb10d494dda4c5fa62278aeb3de8857af	4	c38c339d35bc9ce934665e1a04dcb796eb947eeb5c768afe711e094ac4967595|d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486|dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	4	['c38c339d35bc9ce934665e1a04dcb796eb947eeb5c768afe711e094ac4967595']|['d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb']|['da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486']|['dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC|SENTENCE_LEAKAGE_REJECTED	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SENTENCE_OR_MARKETING_PROSE_RULE|SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:1b985773e1be03a69b6e409a	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Acidity description	sheet:All Panelists#row=286;column=11	hash:sha256:6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	1	['6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:96d3c6780058759befafb906	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=474;column=20	hash:sha256:6dbb71571671705ec34062d570abf328288302d99a107eaec53806d9cdf5b27e	6dbb71571671705ec34062d570abf328288302d99a107eaec53806d9cdf5b27e	3	d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f|e3ae0782ba0071285ea94cdd96911e833557c794a3f16a90c4ffd6e603450a21|f811eb5c56eeb90a48b9dfc01b860424a8c7b4bd349119d07a8969dd7811b127	3	['d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f']|['e3ae0782ba0071285ea94cdd96911e833557c794a3f16a90c4ffd6e603450a21']|['f811eb5c56eeb90a48b9dfc01b860424a8c7b4bd349119d07a8969dd7811b127']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:d6f50979e1ceba8684d573f7	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Sweetness description	sheet:All Panelists#row=474;column=14	hash:sha256:7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	1	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	1	['7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:85dbbfefd90fb1c6e4a07f62	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=5;column=17	hash:sha256:76e3b9e3bbad529cb823f9ce0d4445245f001ecfe9669e40cf5623153842039d	76e3b9e3bbad529cb823f9ce0d4445245f001ecfe9669e40cf5623153842039d	2	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b|6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	2	['54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b']|['6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	AUTOMATED_SAFE_RULE	true
segmentation-field:4ef9d6abf5923e5d522ce13f	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=474;column=5	hash:sha256:780c286ff1705d167e48f62390e408be8b5425907a644c43e8cc050882296931	780c286ff1705d167e48f62390e408be8b5425907a644c43e8cc050882296931	3	4f393e6b8caa5d9179d44a1c8a389615dd5b7ae10dfb3e3b6e945b08bbce6b87|da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486|dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	3	['4f393e6b8caa5d9179d44a1c8a389615dd5b7ae10dfb3e3b6e945b08bbce6b87']|['da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486']|['dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be']	KEEP_AS_ESTABLISHED_COMPOUND|KEEP_ATOMIC	0.920000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST|SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:790b1f3daf49e95afedcbcb0	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Bouquet description	sheet:All Panelists#row=474;column=7	hash:sha256:78de7d42be4227e5e626638367ddd766ad1c32b1c28297bcc244cca4e6cb93b1	78de7d42be4227e5e626638367ddd766ad1c32b1c28297bcc244cca4e6cb93b1	3	4f393e6b8caa5d9179d44a1c8a389615dd5b7ae10dfb3e3b6e945b08bbce6b87|7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35|86119140b8973dcc666f87618f1ebeb0ce727ae7f18adbe1eecdc9d162697084	3	['4f393e6b8caa5d9179d44a1c8a389615dd5b7ae10dfb3e3b6e945b08bbce6b87']|['7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35']|['86119140b8973dcc666f87618f1ebeb0ce727ae7f18adbe1eecdc9d162697084']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
segmentation-field:0a495aef0addd0f6d1c24ec7	effective-b2:89fba010c6b754358c14b669	family.zenodo_golovinsky_q_grader_dataset	JUDGE_LEVEL_OBSERVATION	Body description	sheet:All Panelists#row=5;column=20	hash:sha256:8f2f21702b3be493d0f3a31a0aad5af9166c9f21920e3c4dc955dcc90840c444	8f2f21702b3be493d0f3a31a0aad5af9166c9f21920e3c4dc955dcc90840c444	2	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e|e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	2	['3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e']|['e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1']	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	MACHINE_PROVISIONAL_REVIEW	true
