semantic_concept_node_id	concept_or_cluster_id	node_kind	canonical_ontology_auto_promotion
semantic-concept:concept-cluster:26faf05690f80087fe0715ae	concept-cluster:26faf05690f80087fe0715ae	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27056cca4798b9fa4e2e6832	concept-cluster:27056cca4798b9fa4e2e6832	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:271340b60e16610659d4f6d2	concept-cluster:271340b60e16610659d4f6d2	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:272a977bc8cc2d1586e03e4a	concept-cluster:272a977bc8cc2d1586e03e4a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:272f31990fecb745099dc343	concept-cluster:272f31990fecb745099dc343	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:274191468282ff618309b1e7	concept-cluster:274191468282ff618309b1e7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:274aa1f342f7f674a200a20e	concept-cluster:274aa1f342f7f674a200a20e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27557535912d518f770d892c	concept-cluster:27557535912d518f770d892c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27579a30caaf946bbb87a01c	concept-cluster:27579a30caaf946bbb87a01c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:276602b6e009e0c1f699146f	concept-cluster:276602b6e009e0c1f699146f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:277ff118b07ea30df3c52522	concept-cluster:277ff118b07ea30df3c52522	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27875d2eebc89d91ecb38727	concept-cluster:27875d2eebc89d91ecb38727	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2795a3009ddd217f17edec08	concept-cluster:2795a3009ddd217f17edec08	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:279fd29af82bedbd19bf85ae	concept-cluster:279fd29af82bedbd19bf85ae	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27a10a3690f96cf898086375	concept-cluster:27a10a3690f96cf898086375	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27b169bf8f0fcd2f4b72dd37	concept-cluster:27b169bf8f0fcd2f4b72dd37	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27cfd55bd1b8000a9c06d740	concept-cluster:27cfd55bd1b8000a9c06d740	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27f159da33646739fec5b125	concept-cluster:27f159da33646739fec5b125	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27f47f1d1c1302cb84b979b4	concept-cluster:27f47f1d1c1302cb84b979b4	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:27f8dd1609f6df2c2ea7820c	concept-cluster:27f8dd1609f6df2c2ea7820c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2807834fe40fb56973dec18b	concept-cluster:2807834fe40fb56973dec18b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2809d245b100301b4133d4fa	concept-cluster:2809d245b100301b4133d4fa	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2819a2e002b37c41dbe999fe	concept-cluster:2819a2e002b37c41dbe999fe	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2820f7ee568019623b08cefc	concept-cluster:2820f7ee568019623b08cefc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:282b3b3d3f14c3074c5c897f	concept-cluster:282b3b3d3f14c3074c5c897f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:282d22036211fe54e510b08e	concept-cluster:282d22036211fe54e510b08e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:282f337cc60c39be35a8b761	concept-cluster:282f337cc60c39be35a8b761	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2831d9e9b26636898d306e1d	concept-cluster:2831d9e9b26636898d306e1d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:283cc58d0422a3e9ae85450c	concept-cluster:283cc58d0422a3e9ae85450c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:285192a63535211afaf0eb94	concept-cluster:285192a63535211afaf0eb94	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2867a5ba26e67be168abfe08	concept-cluster:2867a5ba26e67be168abfe08	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2869603d95d316b4fde6d832	concept-cluster:2869603d95d316b4fde6d832	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:286ac1c408f9cbf8e3feb94e	concept-cluster:286ac1c408f9cbf8e3feb94e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:286d2325dbc7b148f09c6762	concept-cluster:286d2325dbc7b148f09c6762	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:289aa293df98dd1709ec6a0d	concept-cluster:289aa293df98dd1709ec6a0d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:289d8503cfef65df6b8f3b62	concept-cluster:289d8503cfef65df6b8f3b62	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:289f9b98458e49578f945c5f	concept-cluster:289f9b98458e49578f945c5f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28bd0b438ea7828d3896ede8	concept-cluster:28bd0b438ea7828d3896ede8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28cdf33d47ad9435828452b5	concept-cluster:28cdf33d47ad9435828452b5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28ed48e936d5a4223eb56dac	concept-cluster:28ed48e936d5a4223eb56dac	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28edcf6bde4bbf4b168f54ce	concept-cluster:28edcf6bde4bbf4b168f54ce	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28f087ddc024e087284f1e0e	concept-cluster:28f087ddc024e087284f1e0e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:28f7935b99b53d79c3eb97e0	concept-cluster:28f7935b99b53d79c3eb97e0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:290d988f6d587d197b3d358d	concept-cluster:290d988f6d587d197b3d358d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:291c31bfce92c49eaa131c3e	concept-cluster:291c31bfce92c49eaa131c3e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:292bdea64c63c5207a220d78	concept-cluster:292bdea64c63c5207a220d78	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:293a8a08ca7f6c61ea425e48	concept-cluster:293a8a08ca7f6c61ea425e48	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2949010bc7bae9430123e385	concept-cluster:2949010bc7bae9430123e385	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:294fbcc9e38475899b707580	concept-cluster:294fbcc9e38475899b707580	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2965a8d4192b7518e2a91a08	concept-cluster:2965a8d4192b7518e2a91a08	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29692bb6fd4d53269864ffcb	concept-cluster:29692bb6fd4d53269864ffcb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:296eb5b271420bbdd03ea656	concept-cluster:296eb5b271420bbdd03ea656	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29761a64af612879e2e10a71	concept-cluster:29761a64af612879e2e10a71	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29763090a3015f653e610376	concept-cluster:29763090a3015f653e610376	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29795151b416d7efb9d96740	concept-cluster:29795151b416d7efb9d96740	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:297c5477cf2ffd27ccaf0eb6	concept-cluster:297c5477cf2ffd27ccaf0eb6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2985def61dc96acfecf91cb1	concept-cluster:2985def61dc96acfecf91cb1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2990922a0a487cac4bc58d8e	concept-cluster:2990922a0a487cac4bc58d8e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2999535e9e0990388348715f	concept-cluster:2999535e9e0990388348715f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:299f5025ce471cba1101fbff	concept-cluster:299f5025ce471cba1101fbff	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29a856523af709ac9ed416a7	concept-cluster:29a856523af709ac9ed416a7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29ac7647d5ad930642810e6d	concept-cluster:29ac7647d5ad930642810e6d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29b1c82d9b9c2c6289ba822e	concept-cluster:29b1c82d9b9c2c6289ba822e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29bcbe8a124520757b2e7481	concept-cluster:29bcbe8a124520757b2e7481	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29c5e9f6a7c473e7b1251a32	concept-cluster:29c5e9f6a7c473e7b1251a32	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29cf9851c55d1935c54ec525	concept-cluster:29cf9851c55d1935c54ec525	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29d0ec99a64ca0609d381a1c	concept-cluster:29d0ec99a64ca0609d381a1c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29e0f870102800ca492fb709	concept-cluster:29e0f870102800ca492fb709	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29e567e76deec3a89aeecacc	concept-cluster:29e567e76deec3a89aeecacc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:29fdfadba0ac018e382e341d	concept-cluster:29fdfadba0ac018e382e341d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a03406586a041d560b49a63	concept-cluster:2a03406586a041d560b49a63	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a059bf3e332435976a61779	concept-cluster:2a059bf3e332435976a61779	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a0ea756032be2c8dab247ce	concept-cluster:2a0ea756032be2c8dab247ce	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a29c88a3ea1b1bd8cbd948c	concept-cluster:2a29c88a3ea1b1bd8cbd948c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a31967a58de05453a577f28	concept-cluster:2a31967a58de05453a577f28	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a392f58cfda3b6a34c896c1	concept-cluster:2a392f58cfda3b6a34c896c1	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a3b6c23aa3135072d6955bc	concept-cluster:2a3b6c23aa3135072d6955bc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a3c0a9ab1a937fac3e4c956	concept-cluster:2a3c0a9ab1a937fac3e4c956	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a963f6e174c447be088d995	concept-cluster:2a963f6e174c447be088d995	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a99af71da719513d61eccb9	concept-cluster:2a99af71da719513d61eccb9	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2a9a57f0c58fc9238ce70075	concept-cluster:2a9a57f0c58fc9238ce70075	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2aa4b3477bdcdb2e87a36306	concept-cluster:2aa4b3477bdcdb2e87a36306	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ac20685ef870dbadee5c834	concept-cluster:2ac20685ef870dbadee5c834	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2aceb71245cbe30cac8c022f	concept-cluster:2aceb71245cbe30cac8c022f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ad67973c6083ace7170abee	concept-cluster:2ad67973c6083ace7170abee	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2af63ca347c7eb230cd33b32	concept-cluster:2af63ca347c7eb230cd33b32	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2afa6ca3158c8f968d302fca	concept-cluster:2afa6ca3158c8f968d302fca	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2b23c70a4889114462dea7ac	concept-cluster:2b23c70a4889114462dea7ac	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2b29564050e57fac4aca9d64	concept-cluster:2b29564050e57fac4aca9d64	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2b6dbc19d3cacb5845e2b24a	concept-cluster:2b6dbc19d3cacb5845e2b24a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2b89f0910674381137648a8f	concept-cluster:2b89f0910674381137648a8f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2b8cc8e730d28de8759fa623	concept-cluster:2b8cc8e730d28de8759fa623	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bbc6ecb2c43b5f9a0e3eddd	concept-cluster:2bbc6ecb2c43b5f9a0e3eddd	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bc2a676fc0aaa27c100c500	concept-cluster:2bc2a676fc0aaa27c100c500	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bcb9e8a7cfdc9267723b8b5	concept-cluster:2bcb9e8a7cfdc9267723b8b5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bd619e305274adf4c369026	concept-cluster:2bd619e305274adf4c369026	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bdc4476d235b9a6ac923741	concept-cluster:2bdc4476d235b9a6ac923741	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bef3ec61c3b712180e011ae	concept-cluster:2bef3ec61c3b712180e011ae	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bfb48d66871cc756403122b	concept-cluster:2bfb48d66871cc756403122b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2bfd3860f11f170ac967e56b	concept-cluster:2bfd3860f11f170ac967e56b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c179973ad708f44a14e92fb	concept-cluster:2c179973ad708f44a14e92fb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c2617be38e13c0ed1338e2d	concept-cluster:2c2617be38e13c0ed1338e2d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c265829e3a1857203e40bfa	concept-cluster:2c265829e3a1857203e40bfa	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c3127d81f94e198015f4359	concept-cluster:2c3127d81f94e198015f4359	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c54debb67609d08128805d7	concept-cluster:2c54debb67609d08128805d7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c5514ee950b95337d3cc1b3	concept-cluster:2c5514ee950b95337d3cc1b3	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c73d1b928db2fbf357bd998	concept-cluster:2c73d1b928db2fbf357bd998	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2c8f64419f724730ba66b77d	concept-cluster:2c8f64419f724730ba66b77d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ca2511f48513227776bd2bb	concept-cluster:2ca2511f48513227776bd2bb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ca3b011722fd6e321ec5a6b	concept-cluster:2ca3b011722fd6e321ec5a6b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2caa8589455d0822e4115586	concept-cluster:2caa8589455d0822e4115586	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cabc2e5f58a2f3c931425f6	concept-cluster:2cabc2e5f58a2f3c931425f6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cb28d8ae51691caa648b249	concept-cluster:2cb28d8ae51691caa648b249	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cc8e4552c47ff7af853b878	concept-cluster:2cc8e4552c47ff7af853b878	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cce459da658c4c38dcf7e94	concept-cluster:2cce459da658c4c38dcf7e94	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cdc90e69a64de5c87457215	concept-cluster:2cdc90e69a64de5c87457215	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ce898d17b32f1c4436f1536	concept-cluster:2ce898d17b32f1c4436f1536	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2cec8b6db33b656aca23d8b4	concept-cluster:2cec8b6db33b656aca23d8b4	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d1255e2781e69e4e9cee769	concept-cluster:2d1255e2781e69e4e9cee769	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d125e65e11e10c127f5a861	concept-cluster:2d125e65e11e10c127f5a861	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d1b9e559aff6d0e5fa243a4	concept-cluster:2d1b9e559aff6d0e5fa243a4	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d24ffdd6b730dbc5b393c06	concept-cluster:2d24ffdd6b730dbc5b393c06	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d2eb4aa007cd8cdcf6dd890	concept-cluster:2d2eb4aa007cd8cdcf6dd890	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d3284af9d2c3678256459a7	concept-cluster:2d3284af9d2c3678256459a7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d3bb175c4a6598afb780533	concept-cluster:2d3bb175c4a6598afb780533	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d4804558baa689f769245fa	concept-cluster:2d4804558baa689f769245fa	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d4d257a0a864e107f380ab6	concept-cluster:2d4d257a0a864e107f380ab6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d51b223a8d31c528d39f3a9	concept-cluster:2d51b223a8d31c528d39f3a9	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d53aaefc34f8841750f2925	concept-cluster:2d53aaefc34f8841750f2925	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d5e11aa18b8b94aab215dbc	concept-cluster:2d5e11aa18b8b94aab215dbc	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d7ed46a9d0128711c9f5d2e	concept-cluster:2d7ed46a9d0128711c9f5d2e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d8af7212276de2343f91fa6	concept-cluster:2d8af7212276de2343f91fa6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2d8b7ca00c4c3bd5bd7476ab	concept-cluster:2d8b7ca00c4c3bd5bd7476ab	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2dafeb0104d3e7f5d0030486	concept-cluster:2dafeb0104d3e7f5d0030486	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2dc88ecc281327887b5dd745	concept-cluster:2dc88ecc281327887b5dd745	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2dd283331a40804348408a30	concept-cluster:2dd283331a40804348408a30	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2dd93f7a9a455a9d9eb36fa6	concept-cluster:2dd93f7a9a455a9d9eb36fa6	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ddf6b74d356045cf7a526e8	concept-cluster:2ddf6b74d356045cf7a526e8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2df476507c39d748a3188c49	concept-cluster:2df476507c39d748a3188c49	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e0af8540c6a45007a068362	concept-cluster:2e0af8540c6a45007a068362	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e134f727f9541590dae1234	concept-cluster:2e134f727f9541590dae1234	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e1eea606ee219bd11c34783	concept-cluster:2e1eea606ee219bd11c34783	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e3dbc1ed1cff783c368806f	concept-cluster:2e3dbc1ed1cff783c368806f	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e4c6607dc5f7e1ce8e1b130	concept-cluster:2e4c6607dc5f7e1ce8e1b130	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e53fe2e0bb8508437c41f24	concept-cluster:2e53fe2e0bb8508437c41f24	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e6b5be4f2cd113190805241	concept-cluster:2e6b5be4f2cd113190805241	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e713e8a76de6dd516215283	concept-cluster:2e713e8a76de6dd516215283	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e750f08dbba042b1a0ee022	concept-cluster:2e750f08dbba042b1a0ee022	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e765e295ea6ec15b8725025	concept-cluster:2e765e295ea6ec15b8725025	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e7f2f904b0c130d2ac544d8	concept-cluster:2e7f2f904b0c130d2ac544d8	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e826bd178e750954b90ae63	concept-cluster:2e826bd178e750954b90ae63	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e88e57d4f7c167b60f05aee	concept-cluster:2e88e57d4f7c167b60f05aee	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2e948bd8126b8511cf33a665	concept-cluster:2e948bd8126b8511cf33a665	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ea50d03e9439e1f76f4057a	concept-cluster:2ea50d03e9439e1f76f4057a	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ec6c133f641943cbd92ed14	concept-cluster:2ec6c133f641943cbd92ed14	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ed6e9cde563f005cfcdf539	concept-cluster:2ed6e9cde563f005cfcdf539	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ee78e8457051f5caefce07d	concept-cluster:2ee78e8457051f5caefce07d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2eeb72816bd25412d0a47bcb	concept-cluster:2eeb72816bd25412d0a47bcb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2efb2781d03af100842a5557	concept-cluster:2efb2781d03af100842a5557	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f011b97cc5f516b7ce58863	concept-cluster:2f011b97cc5f516b7ce58863	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f0347f63b4d9744834163cd	concept-cluster:2f0347f63b4d9744834163cd	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f18624b812505de9c072272	concept-cluster:2f18624b812505de9c072272	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f32cce4ee61912c0f658084	concept-cluster:2f32cce4ee61912c0f658084	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f4214f4bbdc031a2cf35dfd	concept-cluster:2f4214f4bbdc031a2cf35dfd	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f443665386266ccf7f2d68e	concept-cluster:2f443665386266ccf7f2d68e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f479f97554d55e537a9a57b	concept-cluster:2f479f97554d55e537a9a57b	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f626c828a00c80b85c2f51d	concept-cluster:2f626c828a00c80b85c2f51d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f63d20110e00555c2837fa0	concept-cluster:2f63d20110e00555c2837fa0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f6d9634ecfe63cfa56addda	concept-cluster:2f6d9634ecfe63cfa56addda	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f8c5831bb1bb68d5412d1e7	concept-cluster:2f8c5831bb1bb68d5412d1e7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2f9649e0e7295bbb8dc59f17	concept-cluster:2f9649e0e7295bbb8dc59f17	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fa32d87b0e5ebc446595793	concept-cluster:2fa32d87b0e5ebc446595793	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fade5a133c4c0ee632c9143	concept-cluster:2fade5a133c4c0ee632c9143	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fcc212a43db237014912483	concept-cluster:2fcc212a43db237014912483	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fe6db5e92a715ee5dfc4df7	concept-cluster:2fe6db5e92a715ee5dfc4df7	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fe8bd5850d9d2f393a6831c	concept-cluster:2fe8bd5850d9d2f393a6831c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fea6c59390f6e37ba2be7ed	concept-cluster:2fea6c59390f6e37ba2be7ed	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2fee3abcdd9f672aa15c4e3e	concept-cluster:2fee3abcdd9f672aa15c4e3e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:2ffdbfb031f5b1b8bdd25c5d	concept-cluster:2ffdbfb031f5b1b8bdd25c5d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:300c2a6938e5d32223d78927	concept-cluster:300c2a6938e5d32223d78927	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:300db80d24fff73a35c0f51e	concept-cluster:300db80d24fff73a35c0f51e	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:3011f3555b34bb7987f13f76	concept-cluster:3011f3555b34bb7987f13f76	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:301f1d7e248e257ac803b28c	concept-cluster:301f1d7e248e257ac803b28c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:3020091b546c397fa09a70c5	concept-cluster:3020091b546c397fa09a70c5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:302d25bf1409a265f677338c	concept-cluster:302d25bf1409a265f677338c	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:303e2640f2b48147f3a0cccb	concept-cluster:303e2640f2b48147f3a0cccb	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30410c58e032fe662cc59a50	concept-cluster:30410c58e032fe662cc59a50	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:304f56df2b5fbb42f905faba	concept-cluster:304f56df2b5fbb42f905faba	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:305e9730a1247cb4a6c1b150	concept-cluster:305e9730a1247cb4a6c1b150	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:308a736970da1542aa3f1e93	concept-cluster:308a736970da1542aa3f1e93	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:3091f0763982d00f7422add0	concept-cluster:3091f0763982d00f7422add0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:309361933aa55117354b4484	concept-cluster:309361933aa55117354b4484	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30a39e20fd7ec7ac1efa18a3	concept-cluster:30a39e20fd7ec7ac1efa18a3	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30aed0110856e6b74bd0d8e5	concept-cluster:30aed0110856e6b74bd0d8e5	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30b0313e2f7cc526c64bf2c0	concept-cluster:30b0313e2f7cc526c64bf2c0	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30b35130edff6522aedffd22	concept-cluster:30b35130edff6522aedffd22	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30bf292980aaa6ae45087e75	concept-cluster:30bf292980aaa6ae45087e75	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30c0a474c5d745877791430d	concept-cluster:30c0a474c5d745877791430d	CONCEPT_CLUSTER	false
semantic-concept:concept-cluster:30c14cd6a092f05972ccc79e	concept-cluster:30c14cd6a092f05972ccc79e	CONCEPT_CLUSTER	false
