review_item_id	review_rank	semantic_relation_id	relation_type	relation_authority	support_occurrence_count	source_locator_or_restricted_pointer	priority_reason	suggested_action	project_owner_decision	decision_reason	reviewer_id	reviewed_at
semantic-owner-review:348d4a73605b72d4626b2e94	85	semantic-relation:c574f3c2479b02320098327c	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC13163763#table-2-row-13	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:3b898b24b9a102de2d292e26	86	semantic-relation:c68a23be44e1cd451a0b36ab	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC13163763#table-2-row-21	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:aa8ae6682f302e83c9e375c5	87	semantic-relation:c810190d5d2b7234e600c6c1	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC13279845#table-1-row-16	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:f9161995a94c8d3b847047f9	88	semantic-relation:d264843fa3ee5af6569f4431	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC8774372#table-3-row-6	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:5bf79c7a03ec3f2a554ac83d	89	semantic-relation:d427e1afcc9d90723ebe39ab	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC8774372#table-3-row-8	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:1f79fc550a4557e35d42842c	90	semantic-relation:d4428336d22bda5161b95092	EXPLICIT_BROADER_NARROWER	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC6776322#table-2-column-5	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:96dd95fc7ce7cd66191daea2	91	semantic-relation:dc3c42b2f2a7a76e4ce2bf9c	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC11675256#table-1-row-3	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:295588d445ef47f8e98803df	92	semantic-relation:e12ab0962ce07b386a4c797a	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC11675256#table-1-row-2	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:c52098b0300d75cfd59b1e13	93	semantic-relation:e4e799d8600a036d77bf93cc	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC11675256#table-1-row-29	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:583d3608311cb047417715ca	94	semantic-relation:e4ec97ef68d96905cf203ede	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC11675256#table-1-row-4	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:47c9e4fb7f42b6b2ca94fdd6	95	semantic-relation:e6d9354198d94f940aa21f54	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC8774372#table-3-row-7	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:1e45626c0ff57c8b15bb7395	96	semantic-relation:ec2983386da6869f444331a2	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC13163763#table-2-row-5	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:2c341064332487488c845187	97	semantic-relation:ee021e1a4c95b10a98a93992	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC8774372#table-3-row-17	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:d439a67a16b83ecdbe31cc98	98	semantic-relation:ef56898eb9e4c1deca16d7f7	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC8774372#table-3-row-16	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:fc6cd3e9dda87cf73a76497b	99	semantic-relation:efb4a8f48039fcb1d2fc9411	EXPLICIT_DEFINITION_MATCH	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC13279845#table-1-row-19	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
semantic-owner-review:7704d7ed41e71a4bb0e3b043	100	semantic-relation:efd713ef1df5fa451e270723	EXPLICIT_BROADER_NARROWER	S2_EXPLICIT_PROFESSIONAL_REFERENCE	1	PMC6776322#table-2-column-2	S2_SUPPORTED_CANDIDATE_RELATION	REVIEW_RELATION_AND_BOUNDARY				
