split_group_id	primary_grouping_key_id	cleaned_output_atom_count	strict_output_atom_count	gold_output_atom_count	rights_permitted_output_atom_count	machine_governed_output_atom_count	source_family_ids	publisher_ids	year_ids	coffee_identity_ids	effective_record_ids	judge_observation_ids_sha256	publication_layers	duplicate_group_ids	mirror_group_ids	source_assertion_ids	concept_target_ids	source_assertion_count	concept_target_count	deterministic_feasibility_bucket	grouping_contract_version	actual_train_evaluation_assignment
split-group:dc21a81ebb503bf761ab8794	coffee-post20k:127f8eb199ed7c6254b7181d	8	6	8	8	3	family.frontiers_inera_robusta_q_grader_panel	publisher:9919ed0eb538d387ab458f3a	year.2021	coffee-post20k:127f8eb199ed7c6254b7181d	effective-post20k:2595f13e76fee143a8518110		TRAINED_PANEL_SAMPLE_CONSENSUS			assertion-b2:4e1507b26f0c9c4f7863b3c1|assertion-b2:53c65cd9c31de022b84f5072|assertion-b2:6d81c954a2d3b04afd446059|assertion-b2:f0c6967f6c2bf88dfd7e3a3c|assertion-b2:ffbd24aef3ad732b95d389a5	concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:81e6113e43689f17fc21caa6|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:a1c767861fec82bee12e4932|sensory.cocoa|sensory.fermented_character|sensory.green_tea|sensory.sour	5	8	2	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dc5d5019a4e143729c2902d5	coffee-b2:1e09b4a7d88bd5b7ad8e8e90	29	27	0	0	12	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2021	coffee-b2:1e09b4a7d88bd5b7ad8e8e90	effective-b2:31db54f73faef184ff1870c6		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:04522380cb0f72081adcf5c5|assertion-b2:453e06e98a62bb67e182cae8|assertion-b2:470f3c2431b7eb5c34a08534|assertion-b2:4a9dc0e0abeb0630e2c75a55|assertion-b2:544bc2e1af8c81b937bb3d49|assertion-b2:59c2ec9aa049a01f56ef2e54|assertion-b2:71a7d32b7437f927bcd15f89|assertion-b2:74640851c036a6513b44b662|assertion-b2:81d14d34a2eb8eb2ceb2eb15|assertion-b2:874425d908d08dee0b14c095|assertion-b2:94446b2dd5d617d23949806f|assertion-b2:a48effac7abb6f1d63b50f86|assertion-b2:ace778b6093d9880ec21e80c|assertion-b2:ad03609aae497b78f9b8d341|assertion-b2:b6d0f9af947becc98742ab96|assertion-b2:bec111675bc5fed66f0afc0b|assertion-b2:c2bb274f3eb4515b4abe8ece|assertion-b2:c9908e2c4f85f4da90fbb10f|assertion-b2:c9a34f9d8317aa49d7a0eb18|assertion-b2:c9b44311ae4619c4930f149b|assertion-b2:cee37d44a8817d0b32707205|assertion-b2:cfc706e57e40b62a2cfc1c49|assertion-b2:d3dcc4cd4c2e3c915c7de333|assertion-b2:d7ecde7cfcbe11de29cd9cd5|assertion-b2:dac9ffde89dd2a9d0419b5c3|assertion-b2:f2345804c26a357ea66123e8|assertion-b2:f46b4ea75fe6d2ec4c98cf13|assertion-b2:f6929ec3360e2d00ac87e554	concept-cluster:4457cef176ae79b9e6caa40a|concept-cluster:4bc61a7581d3938fbe380c56|concept-cluster:6654d36d83445825f03d53f2|concept-cluster:85a01358939418c9214457ae|concept-cluster:89815ab731cb2c2b38bd3f75|concept-cluster:b2dc680b07ed107e2d76878a|concept-cluster:bb20421b9f6823459ef8a1ad|concept-cluster:c167028914190fcf5060f318|concept-cluster:c240060f928a7b34fbb7164f|concept-cluster:cf06d9dc3cdf43dc497ae9c1|concept-cluster:e1bfb84a6b6d5a815d81d342|concept-cluster:f349b22306e3c2dc429a4375|concept-cluster:fb2298fd8ba103e6e95a0fae|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.apple|sensory.black_tea|sensory.caramel|sensory.grape|sensory.honey|sensory.jasmine|sensory.lemon|sensory.lime|sensory.orange_blossom|sensory.peach|sensory.pear|sensory.pineapple|sensory.plum	28	27	2	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dc8150ed31ea21befcfa8386	coffee-b2:95c5cdae7d2e403434c2cf32	54	51	0	0	20	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2023	coffee-b2:95c5cdae7d2e403434c2cf32	effective-b2:3b10461778e0373137bc9aa5		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:03a06d6e598d516967b759f4|assertion-b2:03b612797c782949ecea5ab5|assertion-b2:08b758b770019bc90e1ccca8|assertion-b2:11b43fdc843cead45ff22554|assertion-b2:13c47c254ea29a42d27fd095|assertion-b2:1e8b737da105e60aa24e5264|assertion-b2:373cf1ae393b7b95cdbc8987|assertion-b2:37e269b3bbe2a69426142d08|assertion-b2:41f43e67f5b1b3a55bb14382|assertion-b2:42d1c0bb8afc6174a6bdd334|assertion-b2:43d44798d09ca7c877977c25|assertion-b2:487daa8b33d0adff557a5ebf|assertion-b2:4cd7ebe541a38ce3376562bf|assertion-b2:53b58024955ceb045dd82ca4|assertion-b2:53bc40375dd4c1b6d1e339a1|assertion-b2:5cfe1bda39510d6d4873fe82|assertion-b2:5f8e2793e685d21b4973030f|assertion-b2:5f98c9500bfcdc97aa36d901|assertion-b2:608427de9fc29adbb5382e0c|assertion-b2:6174a2ff306a6aabf2af7114|assertion-b2:63c7559a5af95aa29d30c8de|assertion-b2:69aa553b2c89791c3053f66a|assertion-b2:7c4066b883ef391a94efd551|assertion-b2:7eb1848422abb974bb6a3e27|assertion-b2:80b3dacb400f4e2d3557b00b|assertion-b2:8b822809288f71a56635499f|assertion-b2:8dbe3c38d98414bd1366be14|assertion-b2:945cfdfd33f5cd31d985fbf8|assertion-b2:97dd9bcb02cb64e8100dc972|assertion-b2:97f6c1bcb3db05acc7287c75|assertion-b2:9b82f4bd745a14a142dabffb|assertion-b2:a0006da202aafb0dd2223cd4|assertion-b2:a2b6a8e37103426a30d63ad8|assertion-b2:a306b37d00b33b65cc2f05f2|assertion-b2:a3ae92336f6ebcceb112163c|assertion-b2:a78c4d5f371e14cd12d5f426|assertion-b2:ab26deb854f81c334a8a5edb|assertion-b2:af0e2fe671d8e2f6bb6f36b0|assertion-b2:af30c42341c99feeb4bf0b70|assertion-b2:afa8f35ba7d081b832611de6|assertion-b2:b2cf9cce236171c3308ca6b8|assertion-b2:b3ee2a17952cd6b3a724ed4c|assertion-b2:bd5608cc0469aa316bd94634|assertion-b2:c421d3087b1ef7db954e8649|assertion-b2:c5d28df7c5ff62bda10bc18e|assertion-b2:c91811f3e3187dbc84a0b2ed|assertion-b2:d23962be776dd32fb0315b50|assertion-b2:d5d373bff07608989480c90d|assertion-b2:d9d650ca89874c7560189517|assertion-b2:dcd8e2bfb1df287f11768d99|assertion-b2:dea8ab70354e3fd624747004|assertion-b2:e20797075a227ec5f70259b9|assertion-b2:e4432fc1ac6b456063d3bc75|assertion-b2:e85c1b7bd2744d4d93d1c8d9	concept-cluster:15436c2c16f538a6b9243567|concept-cluster:1bbe75434eceb735c8a8ee29|concept-cluster:27f8dd1609f6df2c2ea7820c|concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:3e6b5dcd64d4aaa9bbb47a98|concept-cluster:470ee713eb4830b1956b6746|concept-cluster:473fb1f15d8b4300ae7ec566|concept-cluster:548764ea8c0caf43d9c955b2|concept-cluster:5e3505ae5600c4d4a675f5fb|concept-cluster:7039aedffc129f0eabf823ec|concept-cluster:82c770dc95c80374ce894646|concept-cluster:85a01358939418c9214457ae|concept-cluster:8eea051c30900ab429f97e1f|concept-cluster:bf2d2d443ee6f25b6493824a|concept-cluster:c167028914190fcf5060f318|concept-cluster:c240060f928a7b34fbb7164f|concept-cluster:e082d767214258ee18afdb4b|concept-cluster:e1a5672c6d85c343cfc5fd27|concept-cluster:e9ab5b692e49469eecd68d34|sensory.almond|sensory.apple|sensory.black_tea|sensory.blackberry|sensory.brown_sugar|sensory.caramel|sensory.dark_chocolate|sensory.drying|sensory.grape|sensory.lemon|sensory.lime|sensory.orange|sensory.peach|sensory.plum	54	33	2	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dc8a93a9e9a539ea0f77279d	coffee-b2:ed70595558eea6619b920931	14	14	0	0	5	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2026	coffee-b2:ed70595558eea6619b920931	effective-b2:b72ad8ca2874078afb528414		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:062308c4f38fa4fdbb360d9c|assertion-b2:15e254515c07e885816d194d|assertion-b2:378b96b5596be82aa96f8e17|assertion-b2:5a624e512d0c416bc398b08f|assertion-b2:6fb9ddadb85cbce36e1bc2f8|assertion-b2:997cfddd86c164b351b2555a|assertion-b2:b097a8ad46713ebada225f70|assertion-b2:b8f227d7a5e0bdf32b427338|assertion-b2:cdc7862e0c2aa0c9e1c9adf7|assertion-b2:ce66c0a7fd8ece990ea2d6af|assertion-b2:d14a731998009d2bd172bf0f|assertion-b2:d7c0ddb970710f1020011cd8|assertion-b2:e7ae99084eb2b0269e335be5	concept-cluster:10b83ef52026973d5abef7b6|concept-cluster:200a7c635725579661eaa937|concept-cluster:8b995cc2d2ce2a24297b27b0|concept-cluster:bb66cfd556e9ace7cd9012ae|concept-cluster:fa6b621a4b163496e225d7a1|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.apple|sensory.brown_sugar|sensory.caramel|sensory.cocoa|sensory.orange|sensory.orange_blossom|sensory.peach	13	13	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dc9cc6f163169d4ea415f7a5	coffee-b2:b9315a23c79219364ee5b02b	13	12	0	0	3	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2013	coffee-b2:b9315a23c79219364ee5b02b	effective-b2:9a9733db7093fcbb83bdade0		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:01812810f5f9125e7bb7243e|assertion-b2:032342dedcb109cd8976133a|assertion-b2:043c6a88555e6fdd4f5c7a5a|assertion-b2:2eced42b2edf1ad4bc8c6106|assertion-b2:3374ed5c1ba6467591b7a11e|assertion-b2:51d1e39c90dc95e884bd6e22|assertion-b2:788560cb13aef377677abb89|assertion-b2:8120ce51e91f824289c9cfb1|assertion-b2:90f9a4779f9ddc3aa88866b1|assertion-b2:a04cccdb7b7476d09e87c258|assertion-b2:a26e4fa24666b5ad830e0eb6|assertion-b2:d87df2b7ff165a48a3d154fb|assertion-b2:e83082720e019dd53d6a7dd6	concept-cluster:15436c2c16f538a6b9243567|concept-cluster:1a28eca020c8d289ed283127|concept-cluster:527aff86f2627c9847975069|concept-cluster:8a97688009fc71c06fecd956|concept-cluster:9102d021ff745995a846a20c|concept-cluster:c79b4b426236e461988aaaec|concept-cluster:e6e4df5714990d2c9c16934c|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.apple|sensory.caramel|sensory.cinnamon|sensory.honey|sensory.toast	13	13	6	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dc9dacf94bf1d2e17fea5d12	coffee-b2:5651f255727ec0d59b2ea18d	29	28	0	0	11	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2024	coffee-b2:5651f255727ec0d59b2ea18d	effective-b2:f9c149bd039a4a8bf08c342d		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:084c840457ea2cdcaed5791c|assertion-b2:0b380c745c336ba602349872|assertion-b2:14a3fc10c8659615613b0b71|assertion-b2:172a82c234ee54386e0c80bd|assertion-b2:1ee0f7f78c3896a6fcb7c0d4|assertion-b2:210cfbbeac01137bf0938423|assertion-b2:284aef1747c6231f450c1358|assertion-b2:2b2c638c1e084d029976e347|assertion-b2:30cf304d232f9399c9ddf373|assertion-b2:3d5f28e37f87216751fc93b4|assertion-b2:694c8fe4ca40a323c64be005|assertion-b2:756de14ca5209b9b48622595|assertion-b2:7dc7160998de0aa362b2a72f|assertion-b2:832c78498183b7e951a1883d|assertion-b2:83b907008e6ca58023dc490b|assertion-b2:8850d55b11cb1a2d7d2cb9d5|assertion-b2:8d066de6f4b5d2091bbba28b|assertion-b2:912be4c379bfdbb71f6fb65c|assertion-b2:99385b3c09f644f9b3bc7a48|assertion-b2:9ea8de009980ab7c338c3e76|assertion-b2:a807eba3fbe614666a3744ba|assertion-b2:a836c61a219055376a7157f6|assertion-b2:a8c6fc1c669063e2f7b93a3f|assertion-b2:af8bbe6c5caba073927f6f6d|assertion-b2:be4bb20548d77adf2f4b1497|assertion-b2:c981bbb35721508ea302971f|assertion-b2:e6d293644d58c329b53e6319|assertion-b2:e9254589dd9601a1be6070ea	concept-cluster:3e6b5dcd64d4aaa9bbb47a98|concept-cluster:473fb1f15d8b4300ae7ec566|concept-cluster:4bc61a7581d3938fbe380c56|concept-cluster:548764ea8c0caf43d9c955b2|concept-cluster:56ae35d0e1173ad65db8856f|concept-cluster:81e6113e43689f17fc21caa6|concept-cluster:82c770dc95c80374ce894646|concept-cluster:85a01358939418c9214457ae|concept-cluster:8847395bd23be299df6e6d9a|concept-cluster:a57db2fdabc6646c1166cde8|concept-cluster:ac741c410b39ae7cfe01bcf0|concept-cluster:c167028914190fcf5060f318|concept-cluster:c240060f928a7b34fbb7164f|sensory.blackberry|sensory.cherry|sensory.grape|sensory.grapefruit|sensory.green_tea|sensory.honey|sensory.lemon|sensory.lime|sensory.orange|sensory.orange_blossom|sensory.peach|sensory.plum|sensory.pomegranate|sensory.prune|sensory.raspberry|sensory.strawberry	28	29	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dca2b6c7e7be44a7326c0844	coffee-b2:35b478f946d1db6f38efe5e0	11	8	0	0	1	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2016	coffee-b2:35b478f946d1db6f38efe5e0	effective-b2:d2f7ec4903b7b39f8d9825ef		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:1f09dfd1da4fa88cbc1b4077|assertion-b2:3a269507d7b3c5031c746196|assertion-b2:47961603ee59f94b94fe8453|assertion-b2:5c1f542d64b4d7b4fbd87495|assertion-b2:664cc2fe669b5493af0efdb0|assertion-b2:6fd069363d18c720541e5bc8|assertion-b2:7b2ec906843c5f4c3cbbfadd|assertion-b2:7b6eb016ff68f59271ff46ed|assertion-b2:88e8772f577ec8c174fe92a0|assertion-b2:8b240602de8d75614a0890f9|assertion-b2:ee54f705e27ea955c8e469ed	concept-cluster:1bbe75434eceb735c8a8ee29|concept-cluster:50acc12ef53f3f0557979c01|concept-cluster:a36e6942b47eebb9670afd05|concept-cluster:bc3f6089b0459d4d1a6904ab|concept-cluster:c79b4b426236e461988aaaec|concept-cluster:cd9d39bb6905218d2688c46f|concept-cluster:d2a02036a6fdc7327e403e8f|concept-cluster:df91c4d2ad6d43221cfc537c|concept-cluster:e6e4df5714990d2c9c16934c|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.dark_chocolate	11	11	9	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dcb9260ae61cfb25c5b85739	coffee-b2:73a49b7e3ab97581e01db8d5	12	11	0	0	7	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:73a49b7e3ab97581e01db8d5	effective-b2:220c8eef21759d043cf63950		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:089f677f5447bb639294e47a|assertion-b2:188437ecf9e62cd6cb527ea5|assertion-b2:532c90bb1889cab3c6f7341c|assertion-b2:6d045097d93f2e4e8706bb7b|assertion-b2:7691d304e514730c0a40e589|assertion-b2:8df84bdd6044f2e80f1ead2f|assertion-b2:ab3efa6a958b25787e50cf7d|assertion-b2:bd692ed3b5c7bfd438156af4|assertion-b2:be56a428cd9a1d0f45dd2e3a|assertion-b2:c5f6b7e58b61b9a4669045b0|assertion-b2:d5c1eaf65485a14c5bfe375b|assertion-b2:e0c79634f1326f1afdff5f57	concept-cluster:854a404ef0402de1b550a058|concept-cluster:9f993f5ff6139d33e80cbe32|concept-cluster:d2a02036a6fdc7327e403e8f|concept-cluster:e082d767214258ee18afdb4b|concept-cluster:fb2298fd8ba103e6e95a0fae|sensory.brown_sugar|sensory.lemongrass|sensory.mango|sensory.peach|sensory.rose|sensory.strawberry|sensory.wine_like_character	12	12	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dd12eaed7af42ace9a3ab439	coffee-b2:dd7547fe24a8af1f14def828	29	27	0	0	9	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2025	coffee-b2:dd7547fe24a8af1f14def828	effective-b2:4bf6f921a66f62055ef110f8		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:17a786b476b53b148c8e0dd8|assertion-b2:229f72a2455195ee7185daf5|assertion-b2:276b7a758a032c6d56c6d54c|assertion-b2:29b226a6fa456c94b8faff3a|assertion-b2:380945e11a04cb37fe081a5a|assertion-b2:4780087171ba60aa36eb0860|assertion-b2:4f8721be4967fd8739d872a8|assertion-b2:55cdad22ebdd612357fc6259|assertion-b2:5ad715e2a2285de753444fb0|assertion-b2:5e422971613a9583531d9117|assertion-b2:5f1ed5ab6c9966012ba14ab1|assertion-b2:614e69a96e88bec2da96187a|assertion-b2:6b2c15b6802388728502d2d2|assertion-b2:6e6feb2b24cbb01b69fd8dc1|assertion-b2:7e38260dd07b683e528d8298|assertion-b2:85132d36129fb434e79943ac|assertion-b2:982c0608f2771758533f24d2|assertion-b2:a508d497a2f9cb0706a25e0f|assertion-b2:aa389aaa3e6045c14e139731|assertion-b2:aa716436bf03e978f56b2690|assertion-b2:bb90d02528bf99772456394e|assertion-b2:bc254b974f3eea7c4f3ae5db|assertion-b2:c566d1eab820da918ab8f1e3|assertion-b2:c6c51e4c9d9f598f47fc2bd1|assertion-b2:c72b393b1124c6792d5cba06|assertion-b2:e6d690a7eac4e5c70843ac94|assertion-b2:f517ff24b063265d2fdf43ac|assertion-b2:f6ae35bd43997c5e31b82a1d|assertion-b2:f811710adc0e6281df050103	concept-cluster:232279fc8b664893bccb47f3|concept-cluster:30bf292980aaa6ae45087e75|concept-cluster:473fb1f15d8b4300ae7ec566|concept-cluster:548764ea8c0caf43d9c955b2|concept-cluster:5e3505ae5600c4d4a675f5fb|concept-cluster:82c770dc95c80374ce894646|concept-cluster:85a01358939418c9214457ae|concept-cluster:86664e1c16dfd9725ebeecc5|concept-cluster:8eea051c30900ab429f97e1f|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:bc3f6089b0459d4d1a6904ab|concept-cluster:c4a96e5f6bb8ceff61aeb637|concept-cluster:d2a02036a6fdc7327e403e8f|concept-cluster:e95400549c6b9614e217ac96|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.apple|sensory.black_tea|sensory.caramel|sensory.cedar|sensory.grape|sensory.grapefruit|sensory.honey|sensory.molasses|sensory.raisin|sensory.raspberry	29	25	1	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dd14a61d51ba52c02793046c	coffee-b2:aa09349b70ee522a3add3951	5	5	0	0	0	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2024	coffee-b2:aa09349b70ee522a3add3951	effective-b2:4eaa7eb507b06b3472e23c97		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:aab3f49c55a83f5378234844|assertion-b2:c1297cb9b59a7c96483e8d46|assertion-b2:fcf1556a9caffb3d7e433832|assertion-b2:fd0736ce7ab172e51458a941	concept-cluster:889e681c1a8dd538b408eafc|concept-cluster:c484da3185e2b327744a1003|concept-cluster:cd14f3c4fa05350bce589141|concept-cluster:d175849ec6c2e9a181999e99|concept-cluster:e0de6d70ee6900315d7b38bc	4	5	0	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dd4009e6a0b5fb30e97415f7	coffee-b2:c939e7fafb0d520c43f5dc45	24	23	24	24	4	family.zenodo_golovinsky_q_grader_dataset	publisher:8ac960a303a6d7ae8e4f9f3a	year.2026	coffee-b2:c939e7fafb0d520c43f5dc45	effective-b2:ea8e91844a406a1293192841	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107|77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398|eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	JUDGE_LEVEL_OBSERVATION			assertion-b2:02a36beb87d88a94e69fa4ee|assertion-b2:1baa33d5bb80dba7dbca74a5|assertion-b2:1f6378ec2f4c9f692cf20839|assertion-b2:32d718d5f65020420988a67e|assertion-b2:4547bd9d92a02257d787e0ef|assertion-b2:45fb06eebf51db27535db202|assertion-b2:5273918d0fa2f6a22ae4ba01|assertion-b2:65d692a0e71900ef69281e45|assertion-b2:67f062addcb8bc87fbbec54b|assertion-b2:6bd3cbff79fa46e65621e62c|assertion-b2:75a4cb5d5babf4f3925da94f|assertion-b2:7c4dd9cb7e772029a8e8a72f|assertion-b2:833d614412dc735f7f091519|assertion-b2:8a7131cb86a1eadc31b6a201|assertion-b2:95e4ab0a4714972764dc36c7|assertion-b2:9f70317302e26f7a51ce7306|assertion-b2:a2a0e62436cb80c848425d77|assertion-b2:b4a0eb0fcceafe6dcda1304c|assertion-b2:b4e4304653abbcca7cd71568|assertion-b2:b5bcd41ec21f63af6e428b81|assertion-b2:b982bbc38b08e74ddf813f04|assertion-b2:c5c061187abe73a17d7b2aba|assertion-b2:d10e12b5515364c6ef5ecb37|assertion-b2:dccf5d46468058fcf2c63869	concept-cluster:0c535508c81e235840386dc4|concept-cluster:15934ed2061e6683cfaf6bd0|concept-cluster:40b74b86900752d47fa8610a|concept-cluster:46c98227fcdfe17e552d84c2|concept-cluster:527aff86f2627c9847975069|concept-cluster:539abf0a430e25fad3d6c1ca|concept-cluster:82c770dc95c80374ce894646|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:b1c95ae20e6e704f4f383a8c|concept-cluster:c1da174539a13926141e3674|concept-cluster:c9475d3abb9cb8cbba902d12|concept-cluster:ccc638aee3a6299162ec736f|concept-cluster:cf06d9dc3cdf43dc497ae9c1|concept-cluster:df91c4d2ad6d43221cfc537c|concept-cluster:e9ab5b692e49469eecd68d34|sensory.anise|sensory.apple|sensory.black_tea|sensory.caramel|sensory.green_tea|sensory.orange	24	21	6	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dda4dcbf70edcdb9f5984752	coffee-b2:0d32358c0285ea01242b4c11	15	13	0	0	4	family.ace_cup_of_excellence	publisher:ce51521ee85097dc9bfca03b	year.2013	coffee-b2:0d32358c0285ea01242b4c11	effective-b2:d7b67c8952713e6720e7ea4a		GENERIC_ORGANIZER_SENSORY_FIELD			assertion-b2:0546cd55ba6b92db32ffd26f|assertion-b2:30a7c0c74ce94c58315564ab|assertion-b2:4987565d4becc4c0c12563bf|assertion-b2:506929593151483dbcde2bac|assertion-b2:6cc0e0af104158e846e5377f|assertion-b2:8e77ab9b2e28da3d89d26ce2|assertion-b2:a199ad2c410f613f104cd037|assertion-b2:a3ab093014d537bbfd5cba99|assertion-b2:bdba9d339ffe22f8a9ce0f91|assertion-b2:cc6f53537e01ce09cca80977|assertion-b2:ce64c36e9ce1bb5a68663a60|assertion-b2:d3fef56bab9f11e2d62e9589|assertion-b2:dcbd67a691041e709ca2387b|assertion-b2:f0bc69d2fded6301729e78f1|assertion-b2:fe00d07cc829a728de3fdfe2	concept-cluster:158d092ad0f55e6063c1038c|concept-cluster:2e7f2f904b0c130d2ac544d8|concept-cluster:387227b0ee0ed3845bb6bd33|concept-cluster:937aef9bec04b554499aff33|concept-cluster:bc3f6089b0459d4d1a6904ab|concept-cluster:c79b4b426236e461988aaaec|concept-cluster:e5c38b99a0f29dd0f7d6de10|concept-cluster:e6e4df5714990d2c9c16934c|concept-cluster:e9ab5b692e49469eecd68d34|concept-cluster:fa6b621a4b163496e225d7a1|sensory.butter|sensory.caramel|sensory.cherry|sensory.honey|sensory.peach	15	15	8	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:dde0a00240cb16b1e157dd6e	coffee-post20k:cd957208b23a33fc73da7e2d	13	13	13	13	2	family.frontiers_inera_robusta_q_grader_panel	publisher:9919ed0eb538d387ab458f3a	year.2021|year.2022	coffee-post20k:cd957208b23a33fc73da7e2d	effective-post20k:1d8510a43b8b7091f8e61175|effective-post20k:f6cd7af91f8b3f3e888363c5		TRAINED_PANEL_SAMPLE_CONSENSUS			assertion-b2:059d6888fa0493dd837b459f|assertion-b2:302f908a8f53777611b72a79|assertion-b2:3976c33c681ade554da1bf73|assertion-b2:39e831d68910103912771519|assertion-b2:3fc5ab0ba53236c5e98bc437|assertion-b2:b02259f58b68fc49a52f7d5f|assertion-b2:cbe562ed72d35f2f7ed20e7b|assertion-b2:d2872ce6cf92e27b3aa78d8b|assertion-b2:e26d7e84d4314055f52dbc1b	concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:81e6113e43689f17fc21caa6|concept-cluster:9e5d5d7a8c97ee4071468b15|concept-cluster:a1c767861fec82bee12e4932|concept-cluster:fff4e8ec42c9fca16e65d7ee|sensory.cocoa|sensory.green_tea	9	7	7	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:ddf4fd1768657192a96a5027	coffee-b2:6ae2aec1f4c99b0e4b30e4b2	6	4	0	0	1	family.project_origin	publisher:fea727c00214f4556c25e8c5	year.2026	coffee-b2:6ae2aec1f4c99b0e4b30e4b2	effective-b2:19e8da088c46ea1c5e0d1d40		PROFESSIONAL_COMMERCIAL_SENSORY_FIELD			assertion-b2:26ae6e3e49aa0c2308b90339|assertion-b2:346dd42a23b5a422f5db7d2c|assertion-b2:68d35b368593a5d1d5f623ed|assertion-b2:7809a1f7a680c01fce9ea75b|assertion-b2:a30ae59f334cc6577e5ba2a1|assertion-b2:ad1059ef771ff3d56e5310c8	concept-cluster:82c770dc95c80374ce894646|concept-cluster:85a01358939418c9214457ae|concept-cluster:a4a52534827dbd0ba544ed04|concept-cluster:c09881e8dfa888d7be278385|concept-cluster:cf06d9dc3cdf43dc497ae9c1|sensory.caramel	6	6	0	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
split-group:de0264c6ce2b4418b2dd642f	coffee-post20k:99ecb0f5791435ae26bcb611	6	4	6	6	3	family.frontiers_inera_robusta_q_grader_panel	publisher:9919ed0eb538d387ab458f3a	year.2021	coffee-post20k:99ecb0f5791435ae26bcb611	effective-post20k:78fd29ef787bcbd193f7ac75		TRAINED_PANEL_SAMPLE_CONSENSUS			assertion-b2:0cc847191e59ee15e41b7a35|assertion-b2:54bf38ef12f70262692ca452|assertion-b2:8b27e324c354592569893d57|assertion-b2:aae6867ab4c51cf406f5e80e	concept-cluster:3918c21a81dab5cdf6b4f38a|concept-cluster:81e6113e43689f17fc21caa6|concept-cluster:9e5d5d7a8c97ee4071468b15|sensory.cocoa|sensory.fermented_character|sensory.sour	4	6	6	batch4.grouped-split-feasibility.v1	NOT_CREATED_NO_TRAINING_AUTHORIZATION
