concept_cluster_id	cleaned_form_count	cleaned_form_ids	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	existing_canonical_neighbour_cluster_ids	canonical_concept_ids	mapping_state	mapping_authorities	assertion_support	effective_record_support	coffee_sample_support	source_family_support	source_family_ids	publisher_support	year_support	year_ids	gold_support	silver_support	bronze_support	rights_distribution	review_priority	human_reviewed	sensory_expert_adjudicated	reversible_to_source_assertions
concept-cluster:423200b6774b2a0c540ea932	1	cleaned-form:928acb48499202e4cdeaa25b	1	source-form:e6ff0765e7b6db1fb004bc21	UNREPORTED	STRICT_FLAVOR	928acb48499202e4cdeaa25b04ca984e55b7838691ed0a78a8d909f6ab7ced49					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:423a5c73f3ecb69dcc89118f	1	cleaned-form:88f13fd433667df3f74f782e	2	source-form:88f13fd433667df3f74f782e|source-form:be1cae6e6a34cded45d4a29c	UNREPORTED	STRICT_FLAVOR	88f13fd433667df3f74f782eb9e55b341b2ccecfdfa3fcd01ea8c281f8bf77f4					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	2	year.2018|year.2023	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:424aaff3b72f7b098abdb921	1	cleaned-form:bf5a08a84e3d0d8add09f6f7	3	source-form:0cc21eceffa6e3452a872eac|source-form:bf5a08a84e3d0d8add09f6f7|source-form:e6d23e2b77d5262be921ba8a	UNREPORTED	PROCESS_OR_ORIGIN_METADATA	bf5a08a84e3d0d8add09f6f7303e6ab31cbd50243976a49644677a21de2a3008		sensory.walnut	concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:24101834931f517d52bacfb6|concept-cluster:554d4fe46cf99e3af5a671cb|concept-cluster:56fd4293518112cf3161c5d0|concept-cluster:8e4591cb1c2e54de44cdcca9		NON_DESCRIPTOR		9	9	9	2	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	2	7	year.2013|year.2016|year.2017|year.2020|year.2021|year.2022|year.2023	0	9	0	AFFIRMATIVE_WITH_CONDITIONS:7|UNKNOWN:2	209	false	false	true
concept-cluster:424de74f735f071a15485a55	1	cleaned-form:6353425f475aca9aed91d5f3	1	source-form:6353425f475aca9aed91d5f3	UNREPORTED	STRICT_FLAVOR	6353425f475aca9aed91d5f3b84e1239047a6752649be346b96ce2df20017239			concept-cluster:d2f7359bb44630f029238163		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2005	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:4251f27b8fddedbc0053a7bc	1	cleaned-form:ef7bb3050d43bdc4efd3badf	1	source-form:3b5cdb9a47ea86c0c091e75b	UNREPORTED	STRICT_FLAVOR	ef7bb3050d43bdc4efd3badf006363bb270577945fad99ab90bc6cf1eab336ab					CROSS_LANGUAGE_REVIEW_REQUIRED		9	9	9	1	family.mdpi_certified_q_grader_storage_panel	1	1	year.2026	9	0	0	AFFIRMATIVE:9	189	false	false	true
concept-cluster:425af74d22473fd09c059472	29	cleaned-form:05d1f6a2b1d73aa7a36d3797|cleaned-form:08ddff4ebe39249a9208cd30|cleaned-form:19ac6e21401a90c006b1c26b|cleaned-form:281ec78fd3f49b5281f92df8|cleaned-form:517997fe4b66ff0cf8d0a0e4|cleaned-form:55e235718755b844b26255f3|cleaned-form:57c63d5a157ce1cd98e657cf|cleaned-form:7252f82ca5727d025880c421|cleaned-form:7673f3b11111119170d5ea74|cleaned-form:803d1fcde6822a6acc6bd7ef|cleaned-form:8b292198cb06e02055a44f41|cleaned-form:8f189182b5860760f97c5acf|cleaned-form:90bf9d5d3523f82e895ae3c9|cleaned-form:985adc4dc7d1150fb300a58b|cleaned-form:9ab872edc662a2ada07d0fc4|cleaned-form:a99a8d9feae0255ea7131067|cleaned-form:aad1e8a8b86649e037775eca|cleaned-form:afde8d901e5708d4f5c478b7|cleaned-form:bbd0cfbe5302a34222fc064f|cleaned-form:c5a9899bc3b06f5d450d5fe5|cleaned-form:d9bc963312dac4469a7493d3|cleaned-form:e36f4f53a5b4f2858b50818c|cleaned-form:e7b952a83ea7db7ab9fb7260|cleaned-form:ed2ffd52907a0bc432db8b91|cleaned-form:f2dc640e111bfe28977a526b|cleaned-form:f73dd59222f2d4b83c78543a|cleaned-form:fba2269f183d4c47771e4ee4|cleaned-form:fca80f22876b23a1f39b4e69|cleaned-form:fdf76c6c49f77a6bfbe33e09	51	source-form:05335aaf59b98120a707a57e|source-form:08ddff4ebe39249a9208cd30|source-form:09a462d8dcccaaa65bc4d5a1|source-form:0f36fb248aee2fceec198924|source-form:26987294c9370be68391e989|source-form:281ec78fd3f49b5281f92df8|source-form:29fa85f57cb9a917ec7daf7d|source-form:2a71fa9150b2e4da0cedc436|source-form:2ecc4b92319b81be025659c0|source-form:41781bc17d819762e5fb1b65|source-form:4522ac95534d1803e8547ba4|source-form:467f5eaf89d15e9fae387a7c|source-form:5366a6adc0e44ca4b8e22c64|source-form:544a9cb451f2a731f20e658e|source-form:56790352dfeeae61eed13e8c|source-form:57c63d5a157ce1cd98e657cf|source-form:682e3a31b2fae7a477ebedbe|source-form:6d5b644b0f071b68036283e1|source-form:6e6a3106163e1c5ffe902835|source-form:7252f82ca5727d025880c421|source-form:7451c400e359c779d9684cad|source-form:7673f3b11111119170d5ea74|source-form:7fddbff9ebba43039f588a8c|source-form:803d1fcde6822a6acc6bd7ef|source-form:8405b3fc4b415e8b61e1a54a|source-form:85f91851421c9aea630760de|source-form:869deb28eb6c44a83094ee30|source-form:889e463f3fcaefda5f0794af|source-form:8b292198cb06e02055a44f41|source-form:8dbe58dfab8f4b1da2330710|source-form:90bf9d5d3523f82e895ae3c9|source-form:9439950e08fa42dba1a0c9af|source-form:985b0af3ee105e307978fe8e|source-form:9ab872edc662a2ada07d0fc4|source-form:a77ce347f3e2b729b8702ee7|source-form:a99a8d9feae0255ea7131067|source-form:acc88f2bc5af0afedf7427aa|source-form:afde8d901e5708d4f5c478b7|source-form:b7d0fb46c2b65b031d3a842d|source-form:bbd0cfbe5302a34222fc064f|source-form:c5a9899bc3b06f5d450d5fe5|source-form:c9c0f551b7ad5e108e2daf02|source-form:cf122d887b67974af5bbac4b|source-form:d9bc963312dac4469a7493d3|source-form:e08774361eb5bac73137a563|source-form:e36f4f53a5b4f2858b50818c|source-form:e6046f0c7d8c3ecb00246441|source-form:e7b952a83ea7db7ab9fb7260|source-form:ed2ffd52907a0bc432db8b91|source-form:f59ab10dc813281a7587c452|source-form:fba2269f183d4c47771e4ee4	UNREPORTED	STRICT_FLAVOR	05d1f6a2b1d73aa7a36d37970fd249542698335f45423b16e5d55bafab6edd87|08ddff4ebe39249a9208cd305b7d14091b1ebabef6adfa897cc34675fa0e0848|19ac6e21401a90c006b1c26b4b5947b34f16cab0cb6f3bf26a9d6fdc51ea173c|281ec78fd3f49b5281f92df8e0965afca08fa77b0291da8516b6f108500f9da8|517997fe4b66ff0cf8d0a0e494a959bb2fde5f20cc8971b2091282784c1d7568|55e235718755b844b26255f3977348d6a8732cec685a70ff04a790198219bde6|57c63d5a157ce1cd98e657cf3363fed8d188fab934e1917a2559b736b6b7db67|7252f82ca5727d025880c4211f372bfa98dc46c45f793cce78f6c9afea9ad9ba|7673f3b11111119170d5ea74b8d00ead910bed8a6e9f43857ee7ef11afc845dd|803d1fcde6822a6acc6bd7ef6231312ccb1920560153f4e8e5d3b1858119aad5|8b292198cb06e02055a44f412145515165c83ef3c7bf02df0380a0289b4cf4a7|8f189182b5860760f97c5acff77fc07708ba99a4d99257a5fef251c954b7dae1|90bf9d5d3523f82e895ae3c924606969be1d10c3fafdc9e82d52b6e5b74b7e52|985adc4dc7d1150fb300a58bf1e1615680a2671b21d19f2c1c69cd65ccbf52d4|9ab872edc662a2ada07d0fc4f5b55da2f23fd45dfc97ea95841bb5661f0c31e7|a99a8d9feae0255ea7131067bb78bca29b1a01f2dff2dfd82b94e68eaeb5901d|aad1e8a8b86649e037775eca8efb725129a666734ffb6a6225c62f50f3c90fa3|afde8d901e5708d4f5c478b7497629e25a47a0e3f0a0d3f55bca34a10bf7e006|bbd0cfbe5302a34222fc064f57955641111ad939361c66ad5399f685f18ed484|c5a9899bc3b06f5d450d5fe53ab92e6f33d336ab49ace3210e4005d5600b6193|d9bc963312dac4469a7493d36d50e260a2b3100adc0f73435e999f26b2cbde00|e36f4f53a5b4f2858b50818c94b31c4cc45906d238be538f9c24c2e48dceb003|e7b952a83ea7db7ab9fb72603b23d792521236acc2009c3a61f6514dc891c12e|ed2ffd52907a0bc432db8b919d1dd17184be0c6ad1c4089f3781f7be1d3a9bb4|f2dc640e111bfe28977a526baa4e6086d93be162f93efef4cc49379e50a7101e|f73dd59222f2d4b83c78543a97a1a7abb4c3d8f82591c6ce0dd4f0c483336452|fba2269f183d4c47771e4ee43212061223f30d5a0980b025310b933635cc25ea|fca80f22876b23a1f39b4e69b66e79c5e6f6a6a7fdba9c794c77b2d524039541|fdf76c6c49f77a6bfbe33e0978090caf624c01282cb4deddde1ff7df5d742207		sensory.ginger	concept-cluster:4c1858a0b2314bcbcc818efb|concept-cluster:af5cfea7fb578d5ae07545f5	sensory.ginger	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	195	175	175	2	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	2	19	year.2004|year.2005|year.2007|year.2008|year.2009|year.2012|year.2013|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	0	195	0	AFFIRMATIVE_WITH_CONDITIONS:130|UNKNOWN:65	395	false	false	true
concept-cluster:425c6d803f8f2fa24649d68e	1	cleaned-form:bb064e5d7325e42a911c5582	1	source-form:d1f4602f188527644cba832d	UNREPORTED	STRICT_FLAVOR	bb064e5d7325e42a911c5582df083a0e92708d201fd532991a717fc6197ddb9d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	1	year.2026	1	0	0	AFFIRMATIVE:1	101	false	false	true
concept-cluster:425e306ac48df7540aee4687	1	cleaned-form:e676c67ba14337a056b0f125	5	source-form:61dcda1aa971eba10fc23dac|source-form:782c7c02b3aa12923cde3b69|source-form:8f31aab12068bfbb3f200ccb|source-form:cef604527e5d8e58bcdd6de4|source-form:e676c67ba14337a056b0f125	UNREPORTED	STRICT_FLAVOR	e676c67ba14337a056b0f1250eaf6618841ca4db01e2febefec852c274c2d15e					GENUINE_ONTOLOGY_CANDIDATE		26	26	26	1	family.ace_cup_of_excellence	1	11	year.2009|year.2012|year.2013|year.2017|year.2018|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	2	24	0	PENDING:2|UNKNOWN:24	126	false	false	true
concept-cluster:4262a2d9dda3dd0bfc93512d	1	cleaned-form:88ab17efaee1663bf205a7ce	1	source-form:5d93f118ba1637b1a728f2d0	UNREPORTED	STRICT_FLAVOR	88ab17efaee1663bf205a7ceb96d7f9c98d34530b2a9723642b80de359a32dea					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2021	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42797f8296d0b198df400ea9	1	cleaned-form:dccdc8e9734f751fbba00315	1	source-form:7efeaa60d65afaa764c87b43	UNREPORTED	STRICT_FLAVOR	dccdc8e9734f751fbba003155fb7c16e46532b159fa74a2b2a5d7d719573dcef					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:427f913546da0db598a1449e	1	cleaned-form:8a9acce0bb8f78aee2c3f373	1	source-form:8a9acce0bb8f78aee2c3f373	UNREPORTED	STRICT_FLAVOR	4c6a4839f83d20d276e7ba94bde38eed7e8495fcefcea6222fb5d2ff5b60fc4b	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a		concept-cluster:122b875206c70e9ad857b3a8|concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:4924d991329609f6cbc00201|concept-cluster:550c354ca9f3411d5b5fe931|concept-cluster:dbe90458cf7cb58a37c297bb		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2018	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:428200dc97310a3af7140d6a	1	cleaned-form:b1123b42a6d1bb3e5e45c403	4	source-form:05cc5e897d9d17e26eda57ef|source-form:0d207d8a40bb2f19473d9426|source-form:11a7af420746c022543b1d47|source-form:b1123b42a6d1bb3e5e45c403	UNREPORTED	STRICT_FLAVOR	b1123b42a6d1bb3e5e45c40353a2bbe668e240933f735d4d48dbc2563e3c9310					AMBIGUOUS_CONCEPT_BOUNDARY		52	50	50	6	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.coffeereview_kaggle_parsed|family.frontiers_cenicafe_lengupa_trained_cuppers|family.mdpi_certified_q_grader_storage_panel|family.zenodo_golovinsky_q_grader_dataset	6	12	year.2009|year.2011|year.2013|year.2016|year.2017|year.2018|year.2019|year.2022|year.2023|year.2024|year.2025|year.2026	17	35	0	AFFIRMATIVE:17|AFFIRMATIVE_WITH_CONDITIONS:1|UNKNOWN:34	732	false	false	true
concept-cluster:4288c500f8e370e324a97495	1	cleaned-form:3082cd8b56698e2473c3e8f0	1	source-form:b322cfbd7adbd4d8e1b8d789	UNREPORTED	NON_DESCRIPTOR	5cf08d5d2d8915346a560d836e7875b4315a248826e741eb614556e67b326aa3	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	sensory.sweet	concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:024c64ac4e993415e2bf8460|concept-cluster:03c96f41cd27bbd6d5246617|concept-cluster:056061d9b10aec4ddbf74600|concept-cluster:065dba3406cb1979b3d56c4a		NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.1999	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:42a015aae58e91996b46b77c	1	cleaned-form:617613d4e7fec62cc4dd01a3	1	source-form:afff545ecf6a2e35b4a3cfe1	UNREPORTED	STRICT_FLAVOR	27e15838a495f60afc6cbd40ebdf3a999f14261be1766d7366de4a2434a868f1	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9		concept-cluster:05a9641d70d85a03db2a3a15|concept-cluster:15e79970cda4cea9a9793459|concept-cluster:18c7ca9932be376c2ce7836c|concept-cluster:1d6052ae79d70f32455d7d4e|concept-cluster:20fce04384dc1ef133766e40		GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2013	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42a145b71b74036338bfa6df	1	cleaned-form:f7252b3b66124954aa44ed7b	1	source-form:f7252b3b66124954aa44ed7b	UNREPORTED	STRICT_FLAVOR	f7252b3b66124954aa44ed7b6195a67ed9533c9de8ba3ca099537487a3ba015a					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	1	year.2017	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:42a4cf666276b94822fb75f4	1	cleaned-form:f64227fbcac675329091b253	2	source-form:2ca5da90623c8930106eee7e|source-form:f64227fbcac675329091b253	UNREPORTED	STRICT_FLAVOR	f64227fbcac675329091b2532af711c059421465932ea3f31017a9e622172169					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.ace_cup_of_excellence	1	2	year.2019|year.2025	0	2	0	UNKNOWN:2	102	false	false	true
concept-cluster:42a5079d2d55c78986cef538	1	cleaned-form:6d9ef2934a5d47d680f1901e	1	source-form:6d9ef2934a5d47d680f1901e	UNREPORTED	STRICT_FLAVOR	6d9ef2934a5d47d680f1901e4ebb1b04f94cb0e8e3975efa43d9c7fbe74622cf					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	2	year.2019|year.2021	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:42a75d27e157c32db69db821	15	cleaned-form:12331ee89029a22de126c503|cleaned-form:3ce0603fe5b6ab1e698d3ed7|cleaned-form:5059fab355dfa1349dcb46b6|cleaned-form:5ef2c394d5b63e4175cd331c|cleaned-form:67c6b64d9c5b84166327663d|cleaned-form:8e3b103cece5b4380937b310|cleaned-form:92beff249d7c8f088dad3185|cleaned-form:9c31640fa472fffc76f6268a|cleaned-form:9cd2d5ed1f8e97f933ebafdb|cleaned-form:b21d1b9493cc5b835fb7bcca|cleaned-form:dacfcb3794f641a29f3b1a0e|cleaned-form:eff243bd095664aee53a9904|cleaned-form:f29d59514ae33a522f6e7caa|cleaned-form:f487c8599feed3132c92b26a|cleaned-form:f863fc571aff06001e95766e	24	source-form:03f21095fe047d15bdd92643|source-form:072e6200fd2207c506f8d1c8|source-form:1089da6d719b76a4648b6870|source-form:12aef6edd5a9e950f8a19e9c|source-form:19e0cffbd6bc04c24695e497|source-form:1ebf4674430b997a18b841c4|source-form:33a0a59f0cb79132dab1b813|source-form:5059fab355dfa1349dcb46b6|source-form:597dad75701708a0f3a4696d|source-form:5ef2c394d5b63e4175cd331c|source-form:67c6b64d9c5b84166327663d|source-form:709c9a4abc8a379f636842fd|source-form:8e0dd44c9301607a7f21c9c0|source-form:8e3b103cece5b4380937b310|source-form:92beff249d7c8f088dad3185|source-form:9c31640fa472fffc76f6268a|source-form:9cd2d5ed1f8e97f933ebafdb|source-form:b21d1b9493cc5b835fb7bcca|source-form:dacfcb3794f641a29f3b1a0e|source-form:df7fd78a0e3c75d584653220|source-form:f067a8bafce903cb7e72759e|source-form:f29d59514ae33a522f6e7caa|source-form:f37c7f352239c4823de247ab|source-form:f863fc571aff06001e95766e	UNREPORTED	STRICT_FLAVOR	12331ee89029a22de126c5038d5210dc9994b1376f4e733bf74d066226723c7c|3ce0603fe5b6ab1e698d3ed71ef725e23dcd3e765cb100de6674ec56fa9841f5|5059fab355dfa1349dcb46b6fbc46a5630abd60787f37ba36b1414d50e1b8562|5ef2c394d5b63e4175cd331c74c8453c3e36eb8f47f6d648397ff6c1314fd705|67c6b64d9c5b84166327663dc94ad5ddad82ff0e52cd0386986971f53cce2071|8e3b103cece5b4380937b3107e0c99d67188c1870f5390a87279a451b54aeb29|92beff249d7c8f088dad31851134cf15c55b0f8aa4e663b6f3193e364086099a|9c31640fa472fffc76f6268a3968da2d875b7cba1e9c9acedb1e41a9efabc46d|9cd2d5ed1f8e97f933ebafdbc24f4aff196fcf037a8666ab24b44f6f1af512e0|b21d1b9493cc5b835fb7bccaa87632b2ee6402ff79fd0804bfdcc501cc2c8a15|dacfcb3794f641a29f3b1a0e2d842fad16f860131d04d1753f2f111ed4f9b7a9|eff243bd095664aee53a99049334c45d431394efb21b5aba8fdcf0d6b2cd55e3|f29d59514ae33a522f6e7caa550f021d7afbdb996b517abdb07c7f68b8b717b7|f487c8599feed3132c92b26a9002aaedf3b94d0081f0262172326afc7516f570|f863fc571aff06001e95766e600ed928a119b54a5192f5e6c6040a39711a14fa		sensory.mushroom		sensory.mushroom	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	61	58	58	2	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	2	11	year.2011|year.2012|year.2013|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024	0	61	0	AFFIRMATIVE_WITH_CONDITIONS:57|UNKNOWN:4	261	false	false	true
concept-cluster:42aff67fe7a8daee3992898e	1	cleaned-form:a7d143bfdca22fc229d2d29b	1	source-form:fc95d8b5988c57e7a8d834d1	UNREPORTED	STRICT_FLAVOR	a7d143bfdca22fc229d2d29ba28eb6afc3c1c7b93af4715d98918746767bde51					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42b588609c0cc0924a3afad9	1	cleaned-form:1e5a46ef626308a2c18779b3	1	source-form:a81b7cc8362b9ab32186ebac	UNREPORTED	STRICT_FLAVOR	1e5a46ef626308a2c18779b3d430b001844f151dff9f06019ad11cce93456821					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42c06fffcca4c64a2aa5d40e	1	cleaned-form:d8323cd27d8096e47c740f82	1	source-form:73fd1a44b63a77c5088f6d64	UNREPORTED	STRICT_FLAVOR	d8323cd27d8096e47c740f828a11212c55a8da5b759565745732b58d212c9d89					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2023	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42c60a5481d5f58b6947798f	1	cleaned-form:411f1c6cbdd4a9d42b3d75b5	2	source-form:295e9bdde5565fa92dfa7e59|source-form:411f1c6cbdd4a9d42b3d75b5	UNREPORTED	DEFECT_OR_NEGATIVE_SENSORY	411f1c6cbdd4a9d42b3d75b5795f45c1029115d683b6e8211fe8228e84fdd34e		sensory.musty	concept-cluster:0c7f79a121a0f2f728a8dfd6|concept-cluster:0cc22b450cf109574ce939d9|concept-cluster:264e0500a07ae7b51f155d40|concept-cluster:56c76c8448752b6088e07dc3|concept-cluster:721325fcbec84d1fada75b71	sensory.musty	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	2	2	2	1	family.coffeereview_kaggle_parsed	1	1	year.2002	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
concept-cluster:42c60c4f3d24b74398fb7f8f	1	cleaned-form:1d215f0c2bbf9ac8e1056b84	1	source-form:32925946c24a68487c7a8b31	UNREPORTED	STRICT_FLAVOR	1d215f0c2bbf9ac8e1056b84682f3195f4f3af361b677ae76b3e329543997745					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:42db9b1c1b5e8a25b5826a3b	1	cleaned-form:e37719ffab8e046606446384	1	source-form:e37719ffab8e046606446384	UNREPORTED	STRICT_FLAVOR	e37719ffab8e04660644638424237fcc4b0b476485082f650a56d1ddb90bdbb2					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2011	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:42e9cf79b78575e7207e60be	1	cleaned-form:bc7770b32a5f602bd067689b	2	source-form:2c90ac913cd175c114de200a|source-form:bc7770b32a5f602bd067689b	UNREPORTED	STRICT_FLAVOR	bc7770b32a5f602bd067689b15a5d17c6f3718e67907344268ab19bbd4e862d7		sensory.cherry	concept-cluster:07bbb2d9eafe52ca82d8e0f8|concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:0c828ab5a3322ce2c74b3b35|concept-cluster:10cdc3d8ab9df034e26f425d|concept-cluster:200053b8b4a64387434603e9		GENUINE_ONTOLOGY_CANDIDATE		3	2	2	2	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	2	2	year.2008|year.2023	0	3	0	AFFIRMATIVE_WITH_CONDITIONS:2|UNKNOWN:1	203	false	false	true
concept-cluster:42ee451fafe8df0b0370b2d4	1	cleaned-form:5d3417dcaad2c08682df9068	1	source-form:244944e25a1e30d4c02d8c9b	UNREPORTED	NON_DESCRIPTOR	baa936513056762481d1cae8914f1390a97930e1883cd5d7200544c460aa387c	d098ab5e44b9aabb755f76d806598f43573c662b35e4a2eab1e312ec9ad195e2	sensory.peach|sensory.strawberry	concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:056061d9b10aec4ddbf74600|concept-cluster:14f6d5d2cb49005bf57494a6|concept-cluster:1b7ac0f0f9d3caf09190f03c|concept-cluster:a21a7a6912d00ef787a29bbb		NON_DESCRIPTOR		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2024	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:4306061d980072852b17c251	1	cleaned-form:f47fbc6c899ad112af0315b7	1	source-form:3146f3f23122f5ecfa5c1391	UNREPORTED	STRICT_FLAVOR	f47fbc6c899ad112af0315b7bcc94fc47a19197761455e3c510f84eaf9921a22					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.ace_cup_of_excellence	1	1	year.2020	0	1	0	UNKNOWN:1	101	false	false	true
concept-cluster:431ea2da5dedc9a2a56a3585	1	cleaned-form:f1ac89d8682e2ff06928b339	1	source-form:73a39b08d393e92e21fe16c9	UNREPORTED	SEMANTICALLY_UNRESOLVED	6a2e466c7309869bd93207c02d590462e4b1b75ea07a59923ef3e88bd0a86b3c	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8		concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:024c64ac4e993415e2bf8460|concept-cluster:056061d9b10aec4ddbf74600|concept-cluster:07d5136e51e54afd852cf7af|concept-cluster:087b38987d4755735a919566		UNRESOLVED		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2011	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	181	false	false	true
concept-cluster:4335a561d8c1809916aeeba4	1	cleaned-form:8ba857aabd3739f9007a518f	1	source-form:93885858308a6cb5e8be36a7	UNREPORTED	NON_DESCRIPTOR	8ba857aabd3739f9007a518f43fc0b821a171fe41d86b22bd91db42bcf701fb0		sensory.caramel	concept-cluster:0081ee2a98a4549ffb6a6d59|concept-cluster:021a37d5fcdab9f7756708ae|concept-cluster:03d6a7548a67d9fa4270ccd2|concept-cluster:044f83d10bf6e64b5da2625b|concept-cluster:07f698f66952a3f8676ee97f		NON_DESCRIPTOR		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2013	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:43374a3a59826ec2201ef6a7	1	cleaned-form:bc98d891dbf138bc5b75d5d0	1	source-form:bc98d891dbf138bc5b75d5d0	UNREPORTED	STRICT_FLAVOR	bc98d891dbf138bc5b75d5d051b4f03233213185e6bfea3aa4f89a1d41710e4b					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	1	family.coffeereview_kaggle_parsed	1	1	year.2007	0	1	0	AFFIRMATIVE_WITH_CONDITIONS:1	101	false	false	true
concept-cluster:43438558bd5fc961cdf7b417	1	cleaned-form:61ae9aeb6673a20eb5c00a3e	2	source-form:a16ca4010cdcfe8fc7d58ac8|source-form:f3b94b95e17121bbf1fe9eda	UNREPORTED	STRICT_FLAVOR	61ae9aeb6673a20eb5c00a3e7a736ddc12cdac0fb9eed88f004e41b4cf7c4826					GENUINE_ONTOLOGY_CANDIDATE		2	2	2	1	family.coffeereview_kaggle_parsed	1	2	year.2005|year.2006	0	2	0	AFFIRMATIVE_WITH_CONDITIONS:2	102	false	false	true
