cleaned_descriptor_assertion_id	source_descriptor_assertion_id	snapshot_version	source_dataset_id	source_family_id	source_route_id	source_artifact_id	source_file_sha256	source_locator	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_field_text_sha256	atomic_source_text_sha256	source_native_form_or_restricted_pointer	cleaned_lexical_form_or_restricted_pointer	cleaned_lexical_form_sha256	semantic_class	canonical_mapping_state	canonical_concept_id	cleaned_descriptor_identity	mapping_confidence	segmentation_decision	evidence_tier	rights_state	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	counts_as_cleaned_assertion	counts_as_record_unique_cleaned_descriptor	publication_duplicate_suppressed	human_reviewed	expert_adjudicated	model_eligible	cleaner_version
cleaned-assertion:6a1cbcc0d55d6ee8cf248e66	assertion-b2:8ac9e66f243a94008a23f157	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:59605d731b05fbccf8f95a4f	59605d731b05fbccf8f95a4fddccdd248054f2c8dffa00fef7dacbf414595779	html:item-attr=Aroma / Flavor;index=2	effective-b2:f84c16bfe5c5ab4d1fe0dc94	coffee-b2:3bbeb5209919a71891f1a068	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	21297441d035de3d46ef580b281b524b646982eb5ad6d65eb8cc2db7f1b27341	42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	hash:sha256:42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	hash:sha256:42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:42be22c266603b34e0931de4	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a1f7073f8d569698f2a8c68	assertion-b2:e6558e0b493b613c251e83d3	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04010965a87def13fd542d2e	04010965a87def13fd542d2e9b91a7ae1b0172a8e9a328d00ac35d4bf300d9f5	html:item-attr=Aroma / Flavor;index=2	effective-b2:1b2bd6f45b3f39120df4a3a1	coffee-b2:1dfec1737c9b7723ec0799ee	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	3a9c8072ddee869b6f0fefc5a2167f24f0b771c82f55c4816614888f9309ea4b	1300a047c502b75b40b8024d1f6829b0eb80ccd5890333a9d8558323eef21820	hash:sha256:1300a047c502b75b40b8024d1f6829b0eb80ccd5890333a9d8558323eef21820	hash:sha256:238390a1634f0aa715ce5437ff8a08a682b71734c2afdf51f10e2b376670429c	238390a1634f0aa715ce5437ff8a08a682b71734c2afdf51f10e2b376670429c	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:238390a1634f0aa715ce5437	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a22da15d9c968f057ecce2d	assertion-b2:06f0acd089436f2244792397	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=315;column=5	effective-b2:17403d08113dfbbfc89fff7d	coffee-b2:7a74df3761219c913e8b4834	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aroma description	024cdf0fe5d5f2bd3efa92b132582b8ca49d3fd2415ad7fd4fa34ab2b02f65dc	8a3224be38e7bd4668d3b664ea7fee279b2ec661a5e3b7fbb36cd9d0a057b3c6	hash:sha256:8a3224be38e7bd4668d3b664ea7fee279b2ec661a5e3b7fbb36cd9d0a057b3c6	hash:sha256:8a3224be38e7bd4668d3b664ea7fee279b2ec661a5e3b7fbb36cd9d0a057b3c6	8a3224be38e7bd4668d3b664ea7fee279b2ec661a5e3b7fbb36cd9d0a057b3c6	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:8a3224be38e7bd4668d3b664	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	e5674937da345b55ab6fa7dee1c3fef1a159e1130931ed963e2f0142ce49a8e8	hash:sha256:b9b9cee26642b955bccca076de3a96bc55330133f8f3a3605762827990bde3d8	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a25e98ebbfe3e79722dcd18	assertion-b2:3e0556340a4a3909f7655da9	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:16bb0928184f1977d65c290d	16bb0928184f1977d65c290d9ee237f95e32ad94d3484b5b79c7a89cc14075ee	html:item-attr=Aroma / Flavor;index=2	effective-b2:1b501055795c6d3b41642444	coffee-b2:19b21727d5a376d90d2d13ba	2014	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	53c204f409f7fc7eef2b36e5ffcdccae9fc84fa1efc73fb58d10566e8346d117	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	hash:sha256:12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	hash:sha256:12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:12fad53d7ead16e0de5e2f4e	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a29d25f31ecf1d073e259fb	assertion-b2:fc8a24dc64de6faff4705965	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:b04e3d32165f6e2401702f0c	b04e3d32165f6e2401702f0cfe2c0bcb98a24fd8cdd4bc438b051ad05a6fc18b	html:item-attr=Acidity;index=3	effective-b2:ed676581e68112dc9facf408	coffee-b2:1bc8d10c47c2d6f5f85f9c1e	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	d316f00f7f25c4371df0ed36fca21d36f1934ea84ac446eab5199fdad9be55f8	36247b7d25973a97f69be74f7fddd3810db3b7b9681fc1ccab2c6cf282f942b0	hash:sha256:36247b7d25973a97f69be74f7fddd3810db3b7b9681fc1ccab2c6cf282f942b0	hash:sha256:3df17b92d63c1eb0fd5cddac88929a813642e02414689ebb0556dfba67d081eb	3df17b92d63c1eb0fd5cddac88929a813642e02414689ebb0556dfba67d081eb	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:3df17b92d63c1eb0fd5cddac	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a2c253beded671570b57c28	assertion-b2:99c3147ccb1544feca22622d	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04e795b52f210db6342456a7	04e795b52f210db6342456a7774a9881e306311312bde8fcb2f08c72a18a48fc	html:item-attr=Aroma / Flavor;index=2	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	hash:sha256:c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	hash:sha256:efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.lime	sensory.lime	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a36ff3c411188e53ccf87d5	assertion-b2:bdce0f88c919039fe25fe5ca	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:8b0acd0713cfe836823f3582	8b0acd0713cfe836823f358201c975d86474847c80ba22e349ffd56d31caf591	html:item-attr=Aroma / Flavor;index=2	effective-b2:7f201ec6c01fe0905fb8ba35	coffee-b2:56e0fd25cb22da94d271338b	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	7aa7f1a7ef667c95f9cdd329f9cbc1bcee80f889d8c9406b21f9202dbbb4a024	f223faa96f22916294922b171a2696d868fd1f9129302eb41a45b2a2ea2ebbfd	hash:sha256:f223faa96f22916294922b171a2696d868fd1f9129302eb41a45b2a2ea2ebbfd	hash:sha256:3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.apple	sensory.apple	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a3877e1c63f274813379f5a	assertion-b2:7c2a106685cb838f02f9b327	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:994ee10fd1224cd293e53845	994ee10fd1224cd293e538451372650610f4ec807a06c9d3f3f9d1e97cab3210	html:item-attr=Overall;index=1	effective-b2:6c0277694c491e3ad8cb15eb	coffee-b2:8e0734192420d77140da9f47	2024	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	0ca7616b81384107972d942ae1c8b2f2ae2ef686679d475c232864534e32a6f1	ff49ce9a7851305fc5c537a3e2d798b6f0fea887f040042fd779d67d8638c6e5	hash:sha256:ff49ce9a7851305fc5c537a3e2d798b6f0fea887f040042fd779d67d8638c6e5	hash:sha256:099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.black_tea	sensory.black_tea	1.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a4043213d725e24fe3599b6	assertion-b2:dff1029d528de511235bcb65	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:3c634f65bb1ffb95658835b5	3c634f65bb1ffb95658835b551757dbd5fad56a8c54c807359c12826cd23141e	html:item-attr=Aroma / Flavor;index=2	effective-b2:f6b5f3752e02af2fa92dc109	coffee-b2:50332ce9f503022914a6bd59	2009	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	0375773acab708982cd9c4ae411b3853fde07017d5c10e4502195584c06a7a76	e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	hash:sha256:e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	hash:sha256:e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	e0007a5bca8d915862749b39bc77cb33e0f6fe5ff504191587e1ba59d8251315	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:e0007a5bca8d915862749b39	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a428cbfba51155977fb4ac5	assertion-b2:340c64ad12e27fa7efc01244	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:38976747d428ea894df3b5ac	38976747d428ea894df3b5aca7bed7a5d10a4897dcef1b3d9fadfbb40eeeff80	html:item-attr=Aroma / Flavor;index=2	effective-b2:a1e24519be02a4f0fbe4fa32	coffee-b2:6936035836efbfeb16958cde	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	ba3efef51e9810342273ed5e718f54ad4da133e88f38b9021fb8fbd04173321e	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	hash:sha256:dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	sensory.caramel	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a4b8e54700c7b0104215096	assertion-b2:2698613ddfd5e9a30fb323fa	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:c4d1255df2690ec534028ba3	c4d1255df2690ec534028ba3d56441f39d19351e79f3efe3fa474e0d5db6a824	html:item-attr=Aroma / Flavor;index=2	effective-b2:d2a622dc6c598d4d5994df09	coffee-b2:1d305ad911d815a56d713597	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	7ca6ff076bfbd79b6a2aa0f6c7829a09c20356451f6dd2e8f9769eeb1c308316	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	hash:sha256:5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	hash:sha256:5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.vanilla	sensory.vanilla	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a4b9eb70df1d1f5a42b5a1d	assertion-b2:01a71930fbe6b91e85dee9ec	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:3573189b50ffe68433bca9d2	3573189b50ffe68433bca9d2d913d8a06bf347293ed1dc75bde0a56466fa80a6	html:item-attr=Aroma / Flavor;index=2	effective-b2:406dd58d07e234c38aa25a86	coffee-b2:fa7b390431cb16d1fa106975	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	4fe510b16836002ebd4cefa958d90104ea8485086d6f5106479efa40ae04374f	5c20dadc7f14cbc91aec302dbe8d2ea2ddd9703dd6576f9ba697afc9bf4dfae3	hash:sha256:5c20dadc7f14cbc91aec302dbe8d2ea2ddd9703dd6576f9ba697afc9bf4dfae3	hash:sha256:fb1e08db57c3853bc932aaecae6ba0f12b3e9881be52866d717a1cd128955425	fb1e08db57c3853bc932aaecae6ba0f12b3e9881be52866d717a1cd128955425	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:fb1e08db57c3853bc932aaec	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a4eb24c6ace2933810fc482	assertion-b2:22f0a4b77b5f68b8365de02a	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:2080b1df3df4bab9d4525d31	2080b1df3df4bab9d4525d3170a1e9aea7962b8fe91cdb5f66dc97dccf9b2a66	html:item-attr=Overall;index=1	effective-b2:efe712373a575d0282270981	coffee-b2:915823ef5a868bfe74007cc8	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	6b2bb1c3530ff029f9f24b2ddd33ccb37e8d538ea5a3c9428ed5ef16a3194cfd	a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab	hash:sha256:a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab	hash:sha256:7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:7499aced43869b27f505701e	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a5a30f5cbe91b1aa8ef0904	assertion-b2:cd54f4aebc6b35228080c369	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=498;column=9	effective-b2:8daa37c777be724366bf3a06	coffee-b2:4bbeb7b171d79e38613f2d12	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	94e2532cb0ae6c36b7187e760670f8813a97cbd280de093963a264ee231867d1	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	hash:sha256:7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	hash:sha256:7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:7499aced43869b27f505701e	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	8464b36682cbdd3058dd8251ecaff89c9a6bf1ed7b16af6adca4acc7e3c22ca8	UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a5b153dbbea9c77deeb54a5	assertion-b2:f2e9e3b46ab6f871e7f96d4f	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d7893fe3b1db712e7ab7de4e	d7893fe3b1db712e7ab7de4e347db58f1f3154c211b37d9f2fa9d2aec8772a58	html:item-attr=Aroma / Flavor;index=2	effective-b2:8a0c0531368ff292cf23d45d	coffee-b2:b39da6316d4b60627f79965f	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	8c9b19a01d8655b2be41f01949eb303a2872f451c717f6c4ff76359a00962686	527859c0ad13e24ca8c9b65edd36de55aaf1b66a5c4a1419865a5e77a9447184	hash:sha256:527859c0ad13e24ca8c9b65edd36de55aaf1b66a5c4a1419865a5e77a9447184	hash:sha256:740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cocoa	sensory.cocoa	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a5c95117fd7d0b28c8407ed	assertion-b2:5f62936dbbe45a5def3a05f3	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:ef29191ec7f1459434a9053a	ef29191ec7f1459434a9053ad0b376b96aaacd32feeccda8176394f629dc30e0	html:item-attr=Aroma / Flavor;index=2	effective-b2:df3f1dc5bdc73c665c241270	coffee-b2:3af8053b460a120b15c8741d	2024	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	5c19a0a773aab329e231847c6bd547764fa9b4016390fbf05db53e1405b13b64	c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	hash:sha256:c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	hash:sha256:efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.lime	sensory.lime	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a5fce16a0ecc661a046cb4d	assertion-b2:05973b3e5ef1f9a140eef1a1	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:18a421e7c1b3d020d5ee1456	18a421e7c1b3d020d5ee1456d580f8bad2bc3b61fbdbcce72fd43e351fec2fe6	html:item-attr=Aroma / Flavor;index=2	effective-b2:477f2912776bbac4da159d6b	coffee-b2:9fac0d5d6bbb6ba1d31eb1ff	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	dfccc86b7187593970efe026f0961f3bc4751effc7a7fcf70dbace6b3cf9ee46	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	hash:sha256:d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	hash:sha256:d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.brown_sugar	sensory.brown_sugar	1.000000	KEEP_AS_ESTABLISHED_COMPOUND	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a5ff9150664daa7f49fe2fe	assertion-b2:9659cdbfae53da8aa7558bf6	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:c4d1255df2690ec534028ba3	c4d1255df2690ec534028ba3d56441f39d19351e79f3efe3fa474e0d5db6a824	html:item-attr=Overall;index=1	effective-b2:d2a622dc6c598d4d5994df09	coffee-b2:1d305ad911d815a56d713597	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	32c99e2e09cff105eab0c05a795756a654f5a3a33149465007fac68f70bb3f67	83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	hash:sha256:83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	hash:sha256:83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.hazelnut	sensory.hazelnut	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a60d176cfe3efb148cbb83c	assertion-b2:2a5cbee7826d83372e1e9ff5	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:cc36ed32eb3d9e4507fcfb6a	cc36ed32eb3d9e4507fcfb6a1d027533a5233071a4ae6ccc7636abf3f995612c	html:item-attr=Overall;index=1	effective-b2:d4ef1f739d4412844188d323	coffee-b2:fa73ea021988f9fc83d8b1d0	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	2123373171a43766308ae6792e4bea88a2891a8e5d19d8844a0e244733d34b82	2214d0b0e000716b7e5614c12e882095c1867206f1aee536a9beb7168466b01a	hash:sha256:2214d0b0e000716b7e5614c12e882095c1867206f1aee536a9beb7168466b01a	hash:sha256:5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:5ea318ad13211cc7ee2c76b3	0.000000	SAFE_LIST_SPLIT	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:6a65351a142a7dd087f9f4d2	assertion-b2:6d9767ac93d52c41e071ba6c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:04e795b52f210db6342456a7	04e795b52f210db6342456a7774a9881e306311312bde8fcb2f08c72a18a48fc	html:item-attr=Aroma / Flavor;index=2	effective-b2:5998f662052850acfc844a0b	coffee-b2:4a8ebd710251038092104199	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6a3cfca19104f7c1a9bbf35f09a760c28e71cada2220a87bd0719f1732033def	ebcf983695346eea63258d8ab772084bb91b6d51b529ae8b00121f2fa323831c	hash:sha256:ebcf983695346eea63258d8ab772084bb91b6d51b529ae8b00121f2fa323831c	hash:sha256:a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.honey	sensory.honey	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
