descriptor_assertion_id	source_dataset_id	source_family_id	source_route_id	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_locator	source_field_text_sha256	atomic_source_text_sha256	source_native_form_sha256	source_language	original_descriptor_class	segmentation_decision	segmentation_confidence	segmentation_basis	cleaned_atom_count	cleaned_lexical_form_sha256s	semantic_classes	mapping_states	canonical_concept_ids	decision_methods	mapping_confidences	semantic_cleaning_disposition	review_requirement	evidence_tier	rights_state	counts_as_assertion	counts_as_record_unique_descriptor	human_reviewed	expert_adjudicated	model_eligible	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	restricted_text_available_for_cleaning	cleaner_version
assertion-b2:456f1bbdff2110e33e81fe2d	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:ac229080328e786bb931af14	coffee-b2:219b87dd6c2d1fe57b201a79	2019	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	9ecee4150fdf3f9bac2713de80c5b390fd8dbb81ed448557b6677f9123457b25	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:4573e1ef59624218e997227f	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:66552a0c9bfe8e60cb2740df	coffee-b2:107b5b33c5ac915af5a9e04e	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=3;column=5	28ee31aafdb9bd6de72a98361363719e59501511cab2b43a09aa48921fef7bdb	7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	STRICT_FLAVOR	AMBIGUOUS_MAPPING		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	true	false	false	false	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	ead1ad818bb1042cabdee1bda8d4f93ea23fb0a2e3e35f95d2cbceda7658c540	hash:sha256:5ffae5aa9467ac9ccb841a232fb1559343a8e8a618d0b640373ada8fa1763e1c	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:4577e617daa39207b956dd83	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:83e60579c2491edf24b7cd8d	coffee-b2:0ad5f2f1bc396620f42ed0ee	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	0b0658960592fd8214d90ee5e70354fdcb65e6552284521b8c85c24f4fcf7c2c	79403a38ef252306a966db0b3b1ec65a034e2980db1427dfda8dcadf9df0d926	79403a38ef252306a966db0b3b1ec65a034e2980db1427dfda8dcadf9df0d926	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.prune	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:457807c5d3bbcb1bc8309fa6	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:a2c64885262f1128368c5072	coffee-b2:25a347067a5f1c84a1a72f00	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	664600b38e6de3399b97f72ecf5c993d3381af55cfa1eb612a79b149187d7f15	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b	24adb72e01fdfe2552cafb34cbbb9679ca92759d0b3d9407b448c6ae92c3983b	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.grape	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:457b0b357a7642d496e5f1e0	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:4d682f71b5b080f186bc4627	coffee-b2:aced8115786e2ad7a3bdacf8	2012	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	6edb13b774369ee7fc516216754d666391011caf86bf48e79af1cca280a7d9db	9e8c9731465cd632d80ddde8c890cad83b8c96c336e1cb68471bd4e299f8e880	9e8c9731465cd632d80ddde8c890cad83b8c96c336e1cb68471bd4e299f8e880	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	9e8c9731465cd632d80ddde8c890cad83b8c96c336e1cb68471bd4e299f8e880	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.clove	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:457db10f707e2ec257f11b63	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:e64170b52dd1f022ff4a219c	coffee-b2:adc64b1b472848e0f60dcaf6	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	f110e5ffded23236191deca63db10d3a8e59add7b4c5149dc383fcff8279e7ca	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	en	STRICT_FLAVOR	KEEP_AS_ESTABLISHED_COMPOUND	1.000000	GOVERNED_BATCH3_COMPOUND_ALLOWLIST	1	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.dark_chocolate	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:457e58e72d5212da04eb1e22	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:28a054baada011542f710e13	coffee-b2:610dbf59fba22b71779484d3	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	7ba5c3a61249a21b9e7ea3a59293c205de9606ec50b999320f4a0c8641496702	258e5f076bba687259266eff447874e0b66b48a26bedef2624fdf929f0f17e23	258e5f076bba687259266eff447874e0b66b48a26bedef2624fdf929f0f17e23	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45807c5616be96fecd3aa89b	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:389b292a01538640e3b9ba12	coffee-b2:b1735e9b36afb2f668deb899	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aroma description	sheet:All Panelists#row=28;column=5	4d59a56decf81908cfe372864d0393c26a5165cc94cb12eb647822f44ddfaeae	4d59a56decf81908cfe372864d0393c26a5165cc94cb12eb647822f44ddfaeae	4d59a56decf81908cfe372864d0393c26a5165cc94cb12eb647822f44ddfaeae	en	STRICT_FLAVOR	HEAD_PLUS_MODIFIER	0.940000	LEADING_MODIFIER_PRESERVED_SEPARATELY	2	d0854ad1c7e25944fb5267ab76084310fcf3b0b78166ec6fab6e74d0a2a27781|6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	STRICT_FLAVOR|INTENSITY_OR_QUALITY_MODIFIER	ONTOLOGY_CANDIDATE|NON_DESCRIPTOR	|	MACHINE_PROVISIONAL_REVIEW|AUTOMATED_SAFE_RULE	0.000000|1.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	true	false	false	false	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	22859192639e14e6a4b0299422494de4004a91f5e1d361f0cbf0d1c1588f974f	UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45870c6288d7e69fdd58dfa3	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:29ec2bb5b59c5c8420715784	coffee-b2:e4abc6805a98dacdb8919f83	2024	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	f16fa7bda6b70a4af793671268d6e4630da201fab954d4d7f6215fa0239e54bd	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:4589d38aac033c773c383b0f	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:40e96fc67a12a8e9756d94fd	coffee-b2:b65d062a8dd07d07349ff160	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Aftertaste description	sheet:All Panelists#row=339;column=9	81d58e8c3151313e453e11f190bf3eb58579999ded425088131b3f341f639214	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	STRICT_FLAVOR	AMBIGUOUS_MAPPING		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	false	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	7f7c030a9ed9d0d834241239c620057b81ee2a9b5749761d164f17157dba8d36	hash:sha256:b9b9cee26642b955bccca076de3a96bc55330133f8f3a3605762827990bde3d8	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:459624a5df3ecfbf7623a816	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:cdadecae13938dbee49ff30b	coffee-b2:e87ebe1eec2ebdd60ec48e9b	2016	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	980c80bada0a45c033bf2ee28eb4bb16c38191659c2939145841ff323c54cdf7	7a65680f6e3d6d0700a98b0754913270151a0a2189119e5049a35e1591da51aa	7a65680f6e3d6d0700a98b0754913270151a0a2189119e5049a35e1591da51aa	en	STRICT_FLAVOR	HEAD_PLUS_MODIFIER	0.940000	LEADING_MODIFIER_PRESERVED_SEPARATELY	2	d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25|e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	STRICT_FLAVOR|INTENSITY_OR_QUALITY_MODIFIER	ONTOLOGY_CANDIDATE|NON_DESCRIPTOR	|	MACHINE_PROVISIONAL_REVIEW|AUTOMATED_SAFE_RULE	0.000000|1.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:4597b65d154f9c40145f5299	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:f8a7ee6fd8cfb2db716944ff	coffee-b2:a4bf89edd6c4f3f7ecee20f1	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	eeb3f0bbfe3dd4146375ff7c54fd2c166cc28fd15e8dbd5ba575874f695fbeee	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	BROAD_SENSORY	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:459f27a8c6659a38510631c5	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:a762b267968c261eca172ade	coffee-b2:9d3211aa4812b6dceaeca72b	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	6eca511004ebd706119a06520bc3bbe46b0baa3759d1eec38d4e810635d9c03e	36cda857e1b12f136b222a8996272daa9b66515888843958a272bc3bbfa97c56	36cda857e1b12f136b222a8996272daa9b66515888843958a272bc3bbfa97c56	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	BROAD_SENSORY	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45a0e4954c4da8a4a76431d0	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:72fcbb0b55e9033ff9c5c7fa	coffee-b2:0f6848efd14646cd506db334	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	d546e1a7a4f20ac347014a0ebaf02857f70bc3f0ebd79884bd63ec98e728e62f	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	f464d7d71c06e47a535ce441aa202aa717cddeab902a45b0c283aac7a9a090d7	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.lemon	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45a0edaeb08ca3792e6f53bb	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:1d73a8db82247f0c7ecee05a	coffee-b2:2d99f82459db7090dba8bc03	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Overall	html:item-attr=Overall;index=1	8ff90ee3e5a7ebea7c484899a9663e737da55c9d3827ee587e9ddee06c71bd66	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45a1629aa827c58ce96e4585	professional-descriptor-scaleup-batch2-public-safe	family.project_origin	route.project-origin.current-lot-table	effective-b2:7606bd86c083c64e4bcaac75	coffee-b2:35dac37833e9352b3a10448e	2026	CUPPING	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	Cupping Notes	html:table-row=10;field=Cupping Notes	65a6bd55f46cc7e5fff80a94d0655696586f0fd9fe46ded4902a43f1aaee4b1a	d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	d202441495760ec7a52a5761fcabbd046a9ab9fcfa231d304fb42d962524eb09	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.blueberry	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	P4	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45a7e264a6a234833a5940be	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:f3f84210a1d67ea4e5ec3e48	coffee-b2:2986aaffab23f02ab30ca71e	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	1d92c058f754b1e575d0df5cbbe043b91a5a2fa592357c8bdeafbe3ea46dc16c	abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	abf61b12b0266e8e76b502ff0cdbc55a43bedea98531066d6f7852b1c27d262f	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cherry	AUTOMATED_SAFE_RULE	1.000000	SEMANTICALLY_VALID	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45aa8f65f32ca4ed10a45115	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:34092cb3c77ba8349fb48511	coffee-b2:581da3c376a60054c6e432a3	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bitterness description	sheet:All Panelists#row=387;column=17	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	QUALITY_EVALUATION	NON_DESCRIPTOR		AUTOMATED_SAFE_RULE	1.000000	NON_DESCRIPTOR	AUTOMATED_SAFE_RULE	P1	AFFIRMATIVE	true	true	false	false	false	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	d65b919bac337ed66fce306177253d75e520557d330520ec58717d77b9b243b6	UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45ac5c4b5a7bfb9123f65c6b	professional-descriptor-scaleup-batch2-public-safe	family.project_origin	route.project-origin.current-lot-table	effective-b2:a47fc029a947c8c223a3b7f8	coffee-b2:33549930864fb1853077e796	2025	CUPPING	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	Cupping Notes	html:table-row=2;field=Cupping Notes	55eab4f23731324ee4da17651727c637ee08bcc6584ab3ec74eaa02184309e74	8aea1168797443364e4637600fa8110049eea4cf07dcfb2d3ce7523681c344b0	8aea1168797443364e4637600fa8110049eea4cf07dcfb2d3ce7523681c344b0	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P4	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45ac842b73a3f2f7bfc150dd	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	effective-b2:153e59684061d91715b735c9	coffee-b2:69422d51bb73eb877ab10d88	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Acidity description	sheet:All Panelists#row=115;column=11	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	STRICT_FLAVOR	AMBIGUOUS_MAPPING		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	P1	AFFIRMATIVE	true	true	false	false	false	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	9f3e22a386664fa84ab42ec88dbceaf2245fe906bcd72f15bca4880dcbcb4f40	hash:sha256:3fbd629e5e208294b3a11e6580da7297687a4c1a2035cd4b8555a2dfce449494	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45acd873f1acd621422a4858	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:0fe73555761ae539a4769cdc	coffee-b2:0bf6f96ebedc90e13718f2a6	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	29e65d309363d96d5e8e1009338f5f220f676aec23829d35fba5642daf7b2673	cd75063b613ddfc661b8908ea0f8736305baffb7b641ccb06c0a67638905a703	cd75063b613ddfc661b8908ea0f8736305baffb7b641ccb06c0a67638905a703	en	BROAD_SENSORY	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	ea4b35e8f83279eab1e670e389d71201b360f291a0dc30c659ed708ac9c67d76	QUALITY_EVALUATION	NON_DESCRIPTOR		AUTOMATED_SAFE_RULE	1.000000	NON_DESCRIPTOR	AUTOMATED_SAFE_RULE	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45adbd156a12b8d8ae10b00a	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:3c7ba207e74cb4022ff4f5b4	coffee-b2:7c7ce60c8a842f438dba5148	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	html:item-attr=Aroma / Flavor;index=2	33ff32af7c947024ffee56e26fcad3917950aa275d28e33bf165a106bcc7daa5	376cbef9e97400966096be02347bc8d04439eb7cae0f4a5f90d7ad3d16388329	376cbef9e97400966096be02347bc8d04439eb7cae0f4a5f90d7ad3d16388329	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	0a2562424d97b71d9d8acc0e12e9f73c6849191ef7792b096c16e59c7171c68a	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
assertion-b2:45b4aec11d632e2fbd91b58e	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	effective-b2:4d2abdb45002bc1af12f21b1	coffee-b2:7e4afc08a77646681d2ed11e	2012	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	html:item-attr=Acidity;index=3	29a2156d3273128714c720a3cef64fcd26c75f54e411bf94f6af57113414b1e2	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	en	STRICT_FLAVOR	KEEP_ATOMIC	0.920000	SINGLE_SEMANTIC_ATOM	1	5ea318ad13211cc7ee2c76b37400f3d285073a8c8c9d5ef3c2331e593fc499aa	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		MACHINE_PROVISIONAL_REVIEW	0.000000	SEMANTICALLY_VALID	MACHINE_PROVISIONAL_REVIEW	UNRESOLVED	UNKNOWN	true	true	false	false	false			UNREPORTED	true	batch3.restricted-semantic-cleaner.v1
