cleaned_output_atom_id	base_form_sha256	modifier_form_sha256	relation_type	evidence_authority	review_required
cleaned-output-atom:115770659a10492aff187212	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:117366c0744a81051cd0ac99	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:118036812f9981492f7443c2	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:119050691fd3dde181722827	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:11908976a57d184d8fd5dace	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:11c5dbfe880adc48968b6e3d	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:11d4adce8c49ee15f195ed9b	738bac394dea19438af949c85e3286318ebbc00dc4a958adfba2334bb8aeb9b2	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:11dad4144bb895712b515ad0	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:11f825ac727ae51d566f196d	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1206dcd6df4ab854824fa839	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:120d959588439c921f5c7157	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1253673200d4ab6253355036	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:12578fc626ed1d40cc3e42a1	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1291f986931b69e617c4d021	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:129b4de977415441acab6c96	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:12c6b11685debc8fcbc2de6b	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:12d4146e15e66870bf77a1ad	48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:12f3a74c6fe767999b2dd241	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:12f9ff971468209c999b7752	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:130cfbf9e0b9fe3d4f44d4f8	77d20df0db233637b1d13f41709c04b5848e3adbe031f4397628c3f018183c2e	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13216f0d021c28419da2f3d4	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1323e2573ddbb6756b8b46db	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:134325d4d4141747da8491e4	c1deb3268b977bb925905657adbb0102e853340b00f69a17c1eb72386cac4a42	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:134d88cd9aa233a8cc6398c2	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13693ad775fb4dafe1ba1267	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1377c4923c04b4b7ebc7d8fb	119d583b1501189ba0a5dd289df73b39137a23d38cf4cb5f92e602353f5fc308	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:138265257b9d8f672c6b1323	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:138d62bdcd6b9a85d4458646	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1396826300dd703f19e599e9	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13a0f2d9d59b60068abb997a	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13a658cf153b1bf3f7854eef	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13bdc484466720e22ec8c6a3	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13c43cf2fc35e742f9908b9a	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13df2ccea79da9613b38dd60	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:13f61dd06bc46d1ccbcdc49f	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:141c64cd752ec923a63c77a6	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14265608c0e6b670a262e567	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:143b033e0915e05f9a5be9d4	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:144a93405067ea82edb9683f	d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:144e247c5da2f6c87227eaff	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:146ad20eeb0eaad33f1c457f	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1472942197975c57aec45e7b	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	6ef7c9b15ecdd69083724b84cfdc2100351963488b51b4ea2fcbddf493fbec94	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1476a2b8c40e48ba62caf850	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1487c190a7e891807b517fe9	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14a1bc25deb58b894f880dde	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14ad4e9ed76ee56633306638	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14b4c592a1cf8200a54c2943	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14be6d7f33855100ce5cb7b3	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14bf12816859f6dbaf8ceda7	4c6a4839f83d20d276e7ba94bde38eed7e8495fcefcea6222fb5d2ff5b60fc4b	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14c96655bc98d79799a1af48	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:14da3f79b5a03865546f8f87	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:151460790a658245ccaa06da	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:154016f7648f174c2acf92cf	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:154971e5b8cdad0064a09580	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	22d5925ed64680ab5f3f6de713645a3d72cae7a9506b8a55a0d4fe950737711b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:154c1d1fc26d2cb5265a26f3	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1555e8249749de4c8d148eae	3f6273e40d885219fd05451000498e9f49a29b2d60974abc727de5a68ad4a059	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:156f3656f63fb798e02ee742	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:157f34a09488edc541d93f95	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1585b2b766d7c9243f67c8db	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1590b62335119bb767ac60f3	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15968abfe296bda18737c4a2	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15b1fafb3435c3d598b3dab4	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15ba82a372e2bb691bd02c28	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15bc58dfdcf580b952015afa	da4dbbd5c4154adf2230048ff137438214dee3cdbc360851b676a0708469b576	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15cf001b35004d3b6dbb5f5c	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:15e39a6b47679b41d88faa74	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16133f02a310cd4032fd78d6	d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:162645c09c139234868f81d2	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	447f7f5c325ea17e635bef91bac42e27c55490450f38f1815d8d6c0bb36687ac	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:163c38d78c6fefc99f43970c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:163f8e5236309aef77f40b56	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1660cd5586bc0db1405e4aa7	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:167552b48f634c6ed16b0bd1	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16773a5fb8a131d1fea96363	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:168858be3d797ae9872b8f52	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1689d25fe8b64ee8c9192fbb	42af43e3616eba4a133a755540a88e6c61085dfe66c6e49e6ab8eaf9daf0c0da	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:169b8cef73e578cb28209f31	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:169ffad51f3fa422f43d67ca	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16b9d87cb9642295f96f6ad7	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16ba144a0ac16a5360a5cc78	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16c0b565356d20fd9abbcfff	9209526aaa61b0709dbb838e14686a26c4a03b53e8eedf34c7e5f6f606110d8c	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:16daa96694f84c8c5291554f	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1703e85a229e57c6c86df8db	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:171fd0bccc091dae78f9a2bf	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	3b066804f6d1d077173cfe4d06002e6a61e6f21c2b2e648417962115f1afcd8e	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1734ad21131724cb2676283a	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:17583e93740a94a22dd1029a	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:175a2a42a537ffa38970b23f	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	e6bb5689beec52c4672bd4df92c3613d128d30cdc2b704f76953fe43d89c4ae8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:175de14425b1289f7e68977a	c1deb3268b977bb925905657adbb0102e853340b00f69a17c1eb72386cac4a42	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:176f56aeeb04d28ed2404efe	773d74527a20a47401979f36aeca89d12ab4ce7c727200d4d13735ae335d424c	fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:1773f684e6c9034c53631461	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:177635a18678b8cd21623a7d	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:17897cdd06c72fbc45134db0	57210c537068ce04fec4c146e4c214e47e1913591cc32ac904eac438f1d52b7a	2a21fe6d592a19b7de898b50eb53c429608de1a66f3e9f62da19714a770553d1	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:17898255e0303c15204ef89e	c1deb3268b977bb925905657adbb0102e853340b00f69a17c1eb72386cac4a42	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:17b43b9bc440b9dd2a235904	b3c5c82a7a9d1c4ab8a56d8f6dc392db7c7f135218ff11d7d5da900c7c2ce350	d0d092b83d4aefab43b6c1ba0d766d7e1a0d2677ab9abe374d6d5fe83a1ee641	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:17b72a0a7fa14e8d098e52cd	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	MODIFIES	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
