semantic_form_node_id	cleaned_form_id	cleaned_lexical_form_sha256	source_languages	semantic_classes	source_native_form_ids	source_families	records	assertion_support	source_language_count	source_native_form_count	source_family_count	effective_record_support
semantic-form:529b2cf9acc5ae38f734c996	cleaned-form:529b2cf9acc5ae38f734c996	529b2cf9acc5ae38f734c996f824900d8c414e456bb2affbf8547aa13c3d880b	UNREPORTED	STRICT_FLAVOR	source-form:529b2cf9acc5ae38f734c996	family.coffeereview_kaggle_parsed	effective-b2:d275151c9125805556dcbb2f	1	1	1	1	1
semantic-form:52b333b4ffc7a8dded8d4a07	cleaned-form:52b333b4ffc7a8dded8d4a07	52b333b4ffc7a8dded8d4a07a8533fe8531dfdcc7ca17fcd76f2cebf28a34a45	UNREPORTED	STRICT_FLAVOR	source-form:52b333b4ffc7a8dded8d4a07	family.coffeereview_kaggle_parsed	effective-b2:44e83aecb03fbbd0b84dcf02|effective-b2:d3c3e585824bbc75c47cf8ce	2	1	1	1	2
semantic-form:52c04631c64de4fca31d5d5e	cleaned-form:52c04631c64de4fca31d5d5e	52c04631c64de4fca31d5d5e5f0da3907048c5e4233e07deb1ed43c5aa55a53d	UNREPORTED	STRICT_FLAVOR	source-form:a87dce8a741b4e64fd5ce6eb	family.ace_cup_of_excellence	effective-b2:868ce8ab25b55f5e531b67e3	1	1	1	1	1
semantic-form:52e013e43e83bbaf91a81ece	cleaned-form:52e013e43e83bbaf91a81ece	52e013e43e83bbaf91a81ece17bec52a212558b7195279e8ee77e10529f7f767	UNREPORTED	STRICT_FLAVOR	source-form:52e013e43e83bbaf91a81ece	family.coffeereview_kaggle_parsed	effective-b2:567a7302f6b0a13b03b6a2a4	1	1	1	1	1
semantic-form:52e83ba945c0a698868281ec	cleaned-form:52e83ba945c0a698868281ec	52e83ba945c0a698868281ec6f663499096537d0cace6998f1a71c4f364ffd52	UNREPORTED	STRICT_FLAVOR	source-form:52e83ba945c0a698868281ec	family.zenodo_golovinsky_q_grader_dataset	effective-b2:17455893ca9329468f7c1523|effective-b2:24ac63f4a57887546aa63604|effective-b2:51095fb25e821a34bb49ae51|effective-b2:82cceb4598a428b55130191b|effective-b2:a2a511ad5fb05627ba7de7f9|effective-b2:b7fb9b562e4af14d74f5efdc	7	1	1	1	6
semantic-form:52ecb57e9ea19b79f033212e	cleaned-form:52ecb57e9ea19b79f033212e	52ecb57e9ea19b79f033212e9a761e13a645903fd973e9d443956704d96059cd	UNREPORTED	STRICT_FLAVOR	source-form:ffca477ccea79f413e47fb79	family.coffeereview_kaggle_parsed	effective-b2:fb412af929340c1b62aad83a	1	1	1	1	1
semantic-form:52f9f23c45b58c61bbe90e74	cleaned-form:52f9f23c45b58c61bbe90e74	52f9f23c45b58c61bbe90e7437d16a01a7064d63f7f71eae8b8f89295f9939e4	UNREPORTED	BROAD_SENSORY	source-form:033ac2b17ffbfc3a7a136c88|source-form:3e4f01ffa53e1edd51ea46d9|source-form:502543fda502dd4a594a40b8|source-form:52f9f23c45b58c61bbe90e74|source-form:77eca78ddcbd585d85f66dbb|source-form:cd4777be2143b9ccc50a2c9f|source-form:fa0dce8b386b112e9eb7a0b7	family.ace_cup_of_excellence	effective-b2:0126b761dc7ddba68c5240bd|effective-b2:02ffe7bd5ae8702c3fcd394f|effective-b2:0864ae037d53c34183a90834|effective-b2:0c31da34bf9a0c07a680bdd4|effective-b2:13d4e9bc0de86302497ca7c8|effective-b2:17adb9fd505696eb284036b6|effective-b2:1a54ba2b72fcb44a330e192f|effective-b2:1f02804f3e4419198c96f112|effective-b2:26ffdb2c97b700af3dc921fb|effective-b2:27c75c7d9c7d8502c1e600e0|effective-b2:2f62aa84857a727d52e0dbe1|effective-b2:37033a6f368fff44e704b313|effective-b2:405b84540e277d8ceb645100|effective-b2:41f769babb40d0879f43689a|effective-b2:448ebaf65a647b379e8f97b5|effective-b2:467c8069b8236b86a406dbce|effective-b2:492e93fb31b257f03a393acf|effective-b2:51c18e591d9e665e3c75ea32|effective-b2:59c299ed371c6d021c283736|effective-b2:61c20c168ec784d88411d269|effective-b2:685c98bb9371cd12a26ddac0|effective-b2:6f3877d484de9854d6193c2f|effective-b2:705be47ed949eeedd5c2843b|effective-b2:7378a82cb4971059e9233ddc|effective-b2:73a28e7e75506cf6add9c3c6|effective-b2:758010b0c9995ed05d37656b|effective-b2:76e4941cd623039189adfc2a|effective-b2:809d40981e389a187119a524|effective-b2:87aeb1c2b1d65fcde06bda02|effective-b2:87babffeb589a0186f220263|effective-b2:975f73ad769530ccf05c1136|effective-b2:9c41f7e98559912ba8c791f2|effective-b2:a0a040a272717b61687a8052|effective-b2:a0e6dad6931d40f2990552ee|effective-b2:a187b595e32676650db566d0|effective-b2:a3a5a3e1a9748a414a61e343|effective-b2:a3e6bea15ad5283cd65cb99a|effective-b2:a67f9e2da900fb8f96ff464e|effective-b2:b4f8fb52deafd60e97440503|effective-b2:b6a63ffbd49bc89a44ea86ca|effective-b2:b6b73e91a525a4be02c0f45a|effective-b2:b7f52a10d8e8b71753792dea|effective-b2:bd82d35d3c26ed1d2341d621|effective-b2:c38c0648cf34ea04219a99a1|effective-b2:cdb5be57835ba3f853ce3e32|effective-b2:d08818c6852939ecb4b98cee|effective-b2:d359abcfee3f0cd8b54d6390|effective-b2:da22d0a6f34c36efb8222301|effective-b2:db83bf118493239e6e382534|effective-b2:ecc1597d749ada2b957d197b	62	1	7	1	50
semantic-form:53030e861b173dbb1eb0006e	cleaned-form:53030e861b173dbb1eb0006e	53030e861b173dbb1eb0006e87049255d38a0b278df640ce4a0964508a1cc1d6	UNREPORTED	STRICT_FLAVOR	source-form:b12348eb2fc014db0e04743e	family.ace_cup_of_excellence	effective-b2:bcf970d6aa7f00fcac81f766	1	1	1	1	1
semantic-form:530a87ea00b9f18bf955b586	cleaned-form:530a87ea00b9f18bf955b586	530a87ea00b9f18bf955b586fef39b28fa4f211f370956467e80028b2f383261	UNREPORTED	STRICT_FLAVOR	source-form:530a87ea00b9f18bf955b586|source-form:6c5cec184dd3a353d0754f77	family.ace_cup_of_excellence	effective-b2:919893a489e275c60e4d9e4b|effective-b2:a449b77dbc0e4e7fb2a1d147|effective-b2:b98455c0c2d18bf7e810a56a	3	1	2	1	3
semantic-form:5311b8703b8d1b86692a2b8c	cleaned-form:5311b8703b8d1b86692a2b8c	5311b8703b8d1b86692a2b8cd7cede7c99bfc3565a48dbc6923272ce1dd89625	UNREPORTED	STRICT_FLAVOR	source-form:5311b8703b8d1b86692a2b8c	family.coffeereview_kaggle_parsed	effective-b2:734b161521275d3b274b3f13	1	1	1	1	1
semantic-form:5315bcdb068a70bf9536ad81	cleaned-form:5315bcdb068a70bf9536ad81	5315bcdb068a70bf9536ad81e4046f4498163179851ee9a1b50a8d7b3048c806	UNREPORTED	STRICT_FLAVOR	source-form:5315bcdb068a70bf9536ad81	family.coffeereview_kaggle_parsed	effective-b2:84e892fd5663f9fbf001fcd4	1	1	1	1	1
semantic-form:533287d5b1b7930dc5663afa	cleaned-form:533287d5b1b7930dc5663afa	533287d5b1b7930dc5663afa504f9a648b78e5805bcee140f1190d0a0d4a5371	UNREPORTED	STRICT_FLAVOR	source-form:104e52d84b43aeb946d4cc90|source-form:533287d5b1b7930dc5663afa|source-form:5f8635fb23f24ca6995166fb	family.coffeereview_kaggle_parsed	effective-b2:0902540de80776fa8bc00575|effective-b2:0f1b5e117e59f2abe40d262f|effective-b2:2b8a792ad21f83bef64815cf|effective-b2:2dd6cc4205fde7426e280f55|effective-b2:33fa1b1b97aaab306e6ad802|effective-b2:3a75c8f8e3b9fa24a5eac954|effective-b2:46c6a6756acebec5cbdef4de|effective-b2:4d2746fcad98a65f055f6670|effective-b2:57b37b3d021e28ac6824cb70|effective-b2:5ed1bc2e707c68129e09c7e1|effective-b2:62428815ff4f6c70b2dff935|effective-b2:63c09a986e25151174071e4a|effective-b2:65369d76d06bdf6cc7fc7258|effective-b2:740f8aa96c0938cb15b9d3c1|effective-b2:84740df6ac78fca4cd42b239|effective-b2:abfb472f3b4aee2e26dfa809|effective-b2:b122bfa9220b35b2d69ecc53|effective-b2:b69f0277808111c7cd4e156d|effective-b2:c1acbc7c66e7590457b950d1|effective-b2:cd4abc30ceae64b1bf5299f9|effective-b2:dab1a70a98f8e34ff22e601d|effective-b2:e14f3d10a2d5f3928c5b2f40|effective-b2:e3ba56d32ad718957c7eafa9|effective-b2:e9e6d158d34e1988af28d599|effective-b2:ee7431f4766964d48214d999|effective-b2:f640f58625b3a01bbbc70f71	26	1	3	1	26
semantic-form:533bd5d3922e27c01b316bb9	cleaned-form:533bd5d3922e27c01b316bb9	533bd5d3922e27c01b316bb938c46f1ad16b5a756e77dbf742377c86e71b5841	UNREPORTED	STRICT_FLAVOR	source-form:533bd5d3922e27c01b316bb9	family.coffeereview_kaggle_parsed	effective-b2:372176cc3be163ba04b07d13	1	1	1	1	1
semantic-form:533f672a783c4c79524c52f9	cleaned-form:533f672a783c4c79524c52f9	533f672a783c4c79524c52f902c1ba41eec141a39a3832130a8cd3663c02ffed	UNREPORTED	STRICT_FLAVOR	source-form:2dbe034abf788b097cc68565	family.coffeereview_kaggle_parsed	effective-b2:76b65b0808e2be5e28d8e6f6	1	1	1	1	1
semantic-form:534ba2eec5150dabdc121b3c	cleaned-form:534ba2eec5150dabdc121b3c	534ba2eec5150dabdc121b3cf67c513545991be8cdc99a1b98a3ad60c29f2b27	UNREPORTED	STRICT_FLAVOR	source-form:534ba2eec5150dabdc121b3c|source-form:850657556dc5d7963d626db8|source-form:a848f7ed98dca3c7ba8ddac4	family.ace_cup_of_excellence	effective-b2:aaf7850cdf3b6df5e3f665a1|effective-b2:cc12f7c3602cba9d88d76bac|effective-b2:fcefebdb50142aa49a1bca35	3	1	3	1	3
semantic-form:534db12f269e13893841e9fc	cleaned-form:534db12f269e13893841e9fc	534db12f269e13893841e9fca18871cf699aeafaf15e46d436077af7c8e57edb	UNREPORTED	STRICT_FLAVOR	source-form:534db12f269e13893841e9fc	family.ace_cup_of_excellence	effective-b2:59180e8cf09f291efb2d57b1	1	1	1	1	1
semantic-form:535b8a6a0d075514b28f1a63	cleaned-form:535b8a6a0d075514b28f1a63	535b8a6a0d075514b28f1a63300373fad28b2d369f4321ff91536be5fc1bf263	UNREPORTED	STRICT_FLAVOR	source-form:39451b8049d10099c756a719	family.coffeereview_kaggle_parsed	effective-b2:2772583bd13ebefc25091cc0	1	1	1	1	1
semantic-form:536a034c040b2403fb6e365e	cleaned-form:536a034c040b2403fb6e365e	536a034c040b2403fb6e365e10efdba494577a55064628e3198f8319e8972c4f	UNREPORTED	STRICT_FLAVOR	source-form:536a034c040b2403fb6e365e	family.ace_cup_of_excellence	effective-b2:da2a44ad5f21fb8065cb6901	1	1	1	1	1
semantic-form:537134521e664c51af19af67	cleaned-form:537134521e664c51af19af67	537134521e664c51af19af6724a4f5fd81ea6e365c3cfde76560c3e310889b4b	UNREPORTED	COMPOSITE_DESCRIPTOR	source-form:1629bf7384367c7ae775c649	family.coffeereview_kaggle_parsed	effective-b2:5c70b440ccd151627370bbc0	1	1	1	1	1
semantic-form:5382e63619f51c47bd2bbc6c	cleaned-form:5382e63619f51c47bd2bbc6c	5382e63619f51c47bd2bbc6c5ad18d26a354ba07bb75d277bef1f7a81ea239f0	UNREPORTED	STRICT_FLAVOR	source-form:5382e63619f51c47bd2bbc6c	family.coffeereview_kaggle_parsed	effective-b2:d5f46df6798548938e174635	1	1	1	1	1
semantic-form:538ae409f3e9595ee2f7177d	cleaned-form:538ae409f3e9595ee2f7177d	538ae409f3e9595ee2f7177decd8de9ce9f918697a012aaa3ef06f9fe81306b4	UNREPORTED	STRICT_FLAVOR	source-form:355484210aac11ba6bd4569e	family.ace_cup_of_excellence	effective-b2:57487f142b457936511b669c	1	1	1	1	1
semantic-form:53a86d3dc755c4ffa97a8284	cleaned-form:53a86d3dc755c4ffa97a8284	53a86d3dc755c4ffa97a82841feefa9dc3b79dfb7a41e96babfa1cb22af983ab	UNREPORTED	STRICT_FLAVOR	source-form:53a86d3dc755c4ffa97a8284	family.mdpi_certified_q_grader_storage_panel	effective-post30k:14cbecec279633a7b45918c2|effective-post30k:6ab87017a4935452d9fd0c57|effective-post30k:8165b37e98c10af447d9e997	3	1	1	1	3
semantic-form:53a925a1add15d92ce10a7ab	cleaned-form:53a925a1add15d92ce10a7ab	53a925a1add15d92ce10a7abe79dd7b870f60911c336a5f4bdef5a35fac7642c	UNREPORTED	STRICT_FLAVOR	source-form:53a925a1add15d92ce10a7ab|source-form:a91ad5955512a8ae7db04f52	family.ace_cup_of_excellence|family.coffeereview_kaggle_parsed	effective-b2:20be7d740af1e99790ff4bac|effective-b2:20bfebe04661f8fe7ab484b6|effective-b2:623a4b436b093707f48dc892|effective-b2:a4bc07aa674662088dc6aa73|effective-b2:b52655547c1eb212925015b8|effective-b2:b66da15a41d78eb00c080cad|effective-b2:eaf6d7ec422e16014685d1f4|effective-b2:f64a942a86eb964d1e65e033	10	1	2	2	8
semantic-form:53aef312bbc84f51051df8af	cleaned-form:53aef312bbc84f51051df8af	53aef312bbc84f51051df8afb1d901a00338ce904261efde00c3e695275855d8	UNREPORTED	STRICT_FLAVOR	source-form:53aef312bbc84f51051df8af	family.coffeereview_kaggle_parsed	effective-b2:398f6d4721e5fa22311c9ca2	1	1	1	1	1
semantic-form:53bb1a58602e9314ca3e6830	cleaned-form:53bb1a58602e9314ca3e6830	53bb1a58602e9314ca3e6830602f1b2056cb8fffbc4be21dcff02202d74f742e	UNREPORTED	STRICT_FLAVOR	source-form:53bb1a58602e9314ca3e6830	family.ace_cup_of_excellence	effective-b2:9d3dc35443ce05b0a7aa5c9f	1	1	1	1	1
semantic-form:53bb4dc50e16616497e767e6	cleaned-form:53bb4dc50e16616497e767e6	53bb4dc50e16616497e767e623a31494059679f6504e92474db10b90b01bc30d	UNREPORTED	STRICT_FLAVOR	source-form:0fed251324b2e47620baceca	family.coffeereview_kaggle_parsed	effective-b2:155f9d676a6ffce987fa8f45	1	1	1	1	1
semantic-form:53bdbfa57057fa8b349223dc	cleaned-form:53bdbfa57057fa8b349223dc	53bdbfa57057fa8b349223dc45e83161bcd01ea6d9ccf38bf6082502dbcc3d09	UNREPORTED	STRICT_FLAVOR	source-form:007a930c9a1760a5688e7b62|source-form:53bdbfa57057fa8b349223dc	family.coffeereview_kaggle_parsed	effective-b2:61ef7b7649fe1b3905191867|effective-b2:cc4ca3d5fe21f557e163bdba	2	1	2	1	2
semantic-form:53c7371287c6cac2589ce56c	cleaned-form:53c7371287c6cac2589ce56c	53c7371287c6cac2589ce56cd38be577fa690392da941722dacaee087d524daa	UNREPORTED	STRICT_FLAVOR	source-form:c1a8156f2c5a60361a7fe3e5	family.coffeereview_kaggle_parsed	effective-b2:6d5d14612266275976ea869c	1	1	1	1	1
semantic-form:53c85464886ca0448b13386f	cleaned-form:53c85464886ca0448b13386f	53c85464886ca0448b13386f84e4ad871abf3012001c119ab9e6564c51cd0657	UNREPORTED	STRICT_FLAVOR	source-form:c256ccd020dbb02e3be8ab81	family.coffeereview_kaggle_parsed	effective-b2:ee7029dee97d510ef40f3054	1	1	1	1	1
semantic-form:53d38135f873a7d0ac98660a	cleaned-form:53d38135f873a7d0ac98660a	53d38135f873a7d0ac98660aa8270ace37253829f4f56ce7b2b5cb1894f847c9	UNREPORTED	STRICT_FLAVOR	source-form:53d38135f873a7d0ac98660a|source-form:eafcc3dc9b331dfc9da3ddfd	family.ace_cup_of_excellence	effective-b2:92ac9be563cd3b85a9afd1a6|effective-b2:f34937d2644b5e55820a17a9	2	1	2	1	2
semantic-form:53def23a5736cdef5f2337b7	cleaned-form:53def23a5736cdef5f2337b7	53def23a5736cdef5f2337b73659e3e00ba7ffa9c7394d01833778ed97ea5d55	UNREPORTED	STRICT_FLAVOR	source-form:53def23a5736cdef5f2337b7	family.mdpi_certified_q_grader_storage_panel	effective-post30k:0202a0a24dcb254272d7eca6|effective-post30k:14570d7dbe166e951d92d9ac|effective-post30k:87e19a9b4720bc98fd05bdbc|effective-post30k:98b7c194fca325be72f9d24f|effective-post30k:a67cb9f26d0d3734ae3a5224|effective-post30k:d49b1c9abe7832aec351ea96|effective-post30k:fd383c0ec1840ecaa6a4d30c	7	1	1	1	7
semantic-form:53e22dc8faffc5aa524bcf2d	cleaned-form:53e22dc8faffc5aa524bcf2d	53e22dc8faffc5aa524bcf2db68e9a62643ddd9fd5dc732b6aef9fa9ad8be6a2	UNREPORTED	STRICT_FLAVOR	source-form:fcbbec0a098e36ccedcc78c0	family.coffeereview_kaggle_parsed	effective-b2:03179c0b24292650f7b2fc23	1	1	1	1	1
semantic-form:53e293f2ae394bc372f87637	cleaned-form:53e293f2ae394bc372f87637	53e293f2ae394bc372f87637cb0b30adac3b098785efe97c06fda290bb61d5ed	UNREPORTED	STRICT_FLAVOR	source-form:ea439afe03d8601b5411b7f5	family.coffeereview_kaggle_parsed	effective-b2:fa5b7c63eb847906f4df6fee	1	1	1	1	1
semantic-form:53e2a3f1bec15795ebf03c8c	cleaned-form:53e2a3f1bec15795ebf03c8c	53e2a3f1bec15795ebf03c8ce87bca15a930152fa18afa557a62d44d4b5e7bab	UNREPORTED	STRICT_FLAVOR	source-form:53e2a3f1bec15795ebf03c8c|source-form:5f70da38a30780a2441a3e65	family.coffeereview_kaggle_parsed	effective-b2:16f13428f0506b6d4d8e4c5e|effective-b2:9820b5631c3606350990934f|effective-b2:dbf6a56dc74ddd02609e3ff8|effective-b2:ee11d67c4abcced2189eeb5b	5	1	2	1	4
semantic-form:53e3efe8af0fc9147719b68e	cleaned-form:53e3efe8af0fc9147719b68e	53e3efe8af0fc9147719b68e5f863ed50e71833191ce318632f6aa7776d6d1d2	UNREPORTED	STRICT_FLAVOR	source-form:53e3efe8af0fc9147719b68e	family.coffeereview_kaggle_parsed	effective-b2:59f04382e10d090fc3ecc311|effective-b2:7b54f0fccb09ba8623c51f75	2	1	1	1	2
semantic-form:53f8d8978532324a38e0147e	cleaned-form:53f8d8978532324a38e0147e	53f8d8978532324a38e0147e8ad927ab211a90cd05aa750bf9e7ab9b73f5f2ab	UNREPORTED	STRICT_FLAVOR	source-form:53f8d8978532324a38e0147e	family.coffeereview_kaggle_parsed	effective-b2:ad4261a3d332f3f0b79d95f6	1	1	1	1	1
semantic-form:53fd2a7f4134c65b82dd1815	cleaned-form:53fd2a7f4134c65b82dd1815	53fd2a7f4134c65b82dd1815737fe4d616c2ba37524c2633e4a9b143b1a587a7	UNREPORTED	STRICT_FLAVOR	source-form:3d9389871dfeb7d6b225b551|source-form:53fd2a7f4134c65b82dd1815	family.coffeereview_kaggle_parsed	effective-b2:36e85d36d1380dba8e347908|effective-b2:5ae0d2bf9a5f14f78b093ad8	2	1	2	1	2
semantic-form:54001959ad249e0b837ad77a	cleaned-form:54001959ad249e0b837ad77a	54001959ad249e0b837ad77a64109a895f7c8036c39bf5632b4fe2db11333fd5	UNREPORTED	STRICT_FLAVOR	source-form:292ba2c33d34a66c13de1621|source-form:43333e01e67060b01b4f86aa|source-form:a7d036d066ecec67caeb2c54	family.coffeereview_kaggle_parsed	effective-b2:0837d24ac0cc818618021e81|effective-b2:18417e71834c405d0fb7fd81|effective-b2:cb6a500edabe399b0d704ad1	3	1	3	1	3
semantic-form:541279f71d21d8750d8c5f2f	cleaned-form:541279f71d21d8750d8c5f2f	541279f71d21d8750d8c5f2fcbc18268f647967ed6acbe49744c4eedd45e138b	UNREPORTED	STRICT_FLAVOR	source-form:541279f71d21d8750d8c5f2f	family.ace_cup_of_excellence	effective-b2:44ab9fcb66cdc250ae27e3fb	1	1	1	1	1
semantic-form:541dec531a07e881f1143696	cleaned-form:541dec531a07e881f1143696	541dec531a07e881f1143696e1e102722be52afbe857f587ae47848121e331bb	UNREPORTED	STRICT_FLAVOR	source-form:03469c9815d690c8fb1ac618|source-form:39b9ebb395c281c76c8b53aa	family.ace_cup_of_excellence	effective-b2:71458d4d54d0f3ff1ac4d107|effective-b2:d8efe5556dd4821680a6b657	2	1	2	1	2
semantic-form:542306d84f1ead0bcbd3ffac	cleaned-form:542306d84f1ead0bcbd3ffac	542306d84f1ead0bcbd3ffac633551e675cbd7776ce65511d27f15905cfe5aab	UNREPORTED	STRICT_FLAVOR	source-form:96151cfdae696f9579bd2e91	family.ace_cup_of_excellence	effective-b2:29d168a6445e586cdb35e5aa	1	1	1	1	1
semantic-form:54234f474e6a2d76e0af00f7	cleaned-form:54234f474e6a2d76e0af00f7	54234f474e6a2d76e0af00f77df50eabb75732916d70ec74ae73aa2fe868d65c	UNREPORTED	STRICT_FLAVOR	source-form:54234f474e6a2d76e0af00f7	family.coffeereview_kaggle_parsed	effective-b2:3eeaa4f1f4dc93b32234155a	1	1	1	1	1
semantic-form:54238e9415df5dffbf4ba272	cleaned-form:54238e9415df5dffbf4ba272	54238e9415df5dffbf4ba272ca6a2e44609356c20e74a3c60abc4e54e2eba443	UNREPORTED	STRICT_FLAVOR	source-form:54238e9415df5dffbf4ba272	family.zenodo_golovinsky_q_grader_dataset	effective-b2:507c4d0ea4de1532416cb7ce|effective-b2:61e9d27238c9019e0520b29b|effective-b2:86d35964faf062b12363bd24|effective-b2:e6870e6c8fb7cbba0deb1557	4	1	1	1	4
semantic-form:5424d500d834e95a62eac2f0	cleaned-form:5424d500d834e95a62eac2f0	5424d500d834e95a62eac2f098178d1befa7ce1c13459d1383df0b85ae9fe032	UNREPORTED	STRICT_FLAVOR	source-form:cb8856c943b98a6d05fb550d	family.coffeereview_kaggle_parsed	effective-b2:9919cbef73840d01a421d49c	1	1	1	1	1
semantic-form:542ecbc8ec6c8cae274d524b	cleaned-form:542ecbc8ec6c8cae274d524b	542ecbc8ec6c8cae274d524b90907e3ba981efc67b778d042e03d23724d5e359	UNREPORTED	STRICT_FLAVOR	source-form:023951c614965e92a399b82d	family.ace_cup_of_excellence	effective-b2:a71341eb7eb9bd608ba7afb7	1	1	1	1	1
semantic-form:543f66b1a8165d649405a7cb	cleaned-form:543f66b1a8165d649405a7cb	543f66b1a8165d649405a7cbbf263e7cf9af13382338bbcdef570144e9acf1c4	UNREPORTED	STRICT_FLAVOR	source-form:543f66b1a8165d649405a7cb	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	effective-b2:17403d08113dfbbfc89fff7d|effective-b2:e3fb9fa47f458ba896ce6703|effective-b2:e88797606e92d3243c9e3db8|effective-b2:ef9a3a458d29fc8a2d77247c	4	1	1	2	4
semantic-form:54416bdd1e365906d513a099	cleaned-form:54416bdd1e365906d513a099	54416bdd1e365906d513a099ad93c47ff1663d608f7884e2b4b4df88a6dc1e19	UNREPORTED	STRICT_FLAVOR	source-form:54416bdd1e365906d513a099	family.coffeereview_kaggle_parsed	effective-b2:28cb1d809eeee5606dec28bf	1	1	1	1	1
semantic-form:5443775e83a1e2c4943e43c0	cleaned-form:5443775e83a1e2c4943e43c0	5443775e83a1e2c4943e43c01e2258c09e7dcef604173373425061a34c9e64b0	UNREPORTED	STRICT_FLAVOR	source-form:5443775e83a1e2c4943e43c0	family.zenodo_golovinsky_q_grader_dataset	effective-b2:82cceb4598a428b55130191b	1	1	1	1	1
semantic-form:5452cef7a682bdbf08a5fe62	cleaned-form:5452cef7a682bdbf08a5fe62	5452cef7a682bdbf08a5fe6242e9c1346592d895ea1c85128f0e78ba6821a960	UNREPORTED	STRICT_FLAVOR	source-form:5452cef7a682bdbf08a5fe62	family.coffeereview_kaggle_parsed	effective-b2:2c6e2129a8782e74a661f93a	1	1	1	1	1
semantic-form:54551dd503ea950b7f469f58	cleaned-form:54551dd503ea950b7f469f58	54551dd503ea950b7f469f5829e0af18fbf07d52d4ed929d338c936912cad8ab	UNREPORTED	STRICT_FLAVOR	source-form:54551dd503ea950b7f469f58|source-form:682fb4a207c48cf1eb440f50	family.ace_cup_of_excellence	effective-b2:aa63eb76c8d89ed115fe1f28|effective-b2:e5a77cb17b0d53b09c345963	2	1	2	1	2
semantic-form:5457326b35d681e68686237b	cleaned-form:5457326b35d681e68686237b	5457326b35d681e68686237b11a1c13de652280ddb1b746c573f454dad889d9e	UNREPORTED	STRICT_FLAVOR	source-form:146537f151d459e9be42ad72	family.ace_cup_of_excellence	effective-b2:3d5c45bcd8da749ae8055df2|effective-b2:3da024089c6ef3ecfb935957	2	1	1	1	2
