review_item_id	review_rank	concept_cluster_id	mapping_state	assertion_support	effective_record_support	source_family_ids	year_ids	suggested_action	restricted_pointer	project_owner_decision	decision_reason	reviewer_id	reviewed_at
cross-form-review:cda5ab99e1c26333e471fc76	51	concept-cluster:d8f5bf3545e22241cc971a44	AMBIGUOUS_CONCEPT_BOUNDARY	121	102	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2014|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:cda5ab99e1c26333e471fc76				
cross-form-review:1be77032fd3d246e762466d4	52	concept-cluster:514e915a67f882159ecfd702	MODIFIER_OF_EXISTING_CONCEPT	300	114	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2015|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:1be77032fd3d246e762466d4				
cross-form-review:db545a2e19e353e98e931e02	53	concept-cluster:9f993f5ff6139d33e80cbe32	QUALITY_OR_STRUCTURE_ATTRIBUTE	200	185	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:db545a2e19e353e98e931e02				
cross-form-review:ec04407b82b181637da0e86d	54	concept-cluster:5445e5ca3defec69c220ad05	CROSS_LANGUAGE_REVIEW_REQUIRED	116	114	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:ec04407b82b181637da0e86d				
cross-form-review:3a2eeec132f0ef4774b07821	55	concept-cluster:2ea50d03e9439e1f76f4057a	CROSS_LANGUAGE_REVIEW_REQUIRED	113	112	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.mdpi_certified_q_grader_storage_panel	year.2011|year.2014|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:3a2eeec132f0ef4774b07821				
cross-form-review:55b657804491330b55b810eb	56	concept-cluster:dac57ccd680e685c77c774ec	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	179	170	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:55b657804491330b55b810eb				
cross-form-review:6d69eaa629adf009966c9e9d	57	concept-cluster:d61d460bdbca3f8e00d2bd30	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	278	262	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:6d69eaa629adf009966c9e9d				
cross-form-review:c1bb0e2bdbf67bcf38e10413	58	concept-cluster:4bc61a7581d3938fbe380c56	GENUINE_ONTOLOGY_CANDIDATE	373	361	family.ace_cup_of_excellence	year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c1bb0e2bdbf67bcf38e10413				
cross-form-review:28a02940c4ab871dc0244de4	59	concept-cluster:3dc143dad637da1d8d156d8f	MODIFIER_OF_EXISTING_CONCEPT	270	217	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:28a02940c4ab871dc0244de4				
cross-form-review:2f0c3fffa492a84846451bef	60	concept-cluster:472e59051b05afead147ce06	AMBIGUOUS_CONCEPT_BOUNDARY	85	77	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2012|year.2013|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:2f0c3fffa492a84846451bef				
cross-form-review:0d7a2f7e08fc983d84efe134	61	concept-cluster:91de2b0bdda692cc1a7fd7be	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	161	153	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2010|year.2011|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:0d7a2f7e08fc983d84efe134				
cross-form-review:d18cea08b207d10162f086df	62	concept-cluster:46c98227fcdfe17e552d84c2	QUALITY_OR_STRUCTURE_ATTRIBUTE	158	145	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d18cea08b207d10162f086df				
cross-form-review:d8d501e669e981f4b7620e80	63	concept-cluster:c7010cb28f7a5afb01d261a6	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	152	139	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d8d501e669e981f4b7620e80				
cross-form-review:aaaab0ef9b119df99289010c	64	concept-cluster:1bbe75434eceb735c8a8ee29	QUALITY_OR_STRUCTURE_ATTRIBUTE	249	221	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:aaaab0ef9b119df99289010c				
cross-form-review:d0626b3450988b5aed0f3486	65	concept-cluster:62fd02f633c6bb124bed0a29	MODIFIER_OF_EXISTING_CONCEPT	245	104	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:d0626b3450988b5aed0f3486				
cross-form-review:3d6d3678c5b4db6e6505b7ef	66	concept-cluster:a4a52534827dbd0ba544ed04	QUALITY_OR_STRUCTURE_ATTRIBUTE	145	140	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:3d6d3678c5b4db6e6505b7ef				
cross-form-review:81b15203ddf1503cc77e92d2	67	concept-cluster:3be242c9f7beb3cf300b6657	QUALITY_OR_STRUCTURE_ATTRIBUTE	139	134	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:81b15203ddf1503cc77e92d2				
cross-form-review:f9eb1977b40089848f389f8b	68	concept-cluster:8622cc36e5b6369b4616a11c	MODIFIER_OF_EXISTING_CONCEPT	138	121	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:f9eb1977b40089848f389f8b				
cross-form-review:6e9b1c2fff5403f0e40348e6	69	concept-cluster:334574dfc7877906fbeba750	EXISTING_CANONICAL_ALIAS	124	114	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2013|year.2014|year.2015|year.2017|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:6e9b1c2fff5403f0e40348e6				
cross-form-review:cfd4bedd7498537617d1399a	70	concept-cluster:0e1a6dc7dfbc2148cfa47209	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	118	112	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:cfd4bedd7498537617d1399a				
cross-form-review:c14766c9b65f1aae3550ca6f	71	concept-cluster:0009e04da990e3891cf0690a	AMBIGUOUS_CONCEPT_BOUNDARY	130	79	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2018|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:c14766c9b65f1aae3550ca6f				
cross-form-review:687c4a9be348b48286934978	72	concept-cluster:ff4d15bb059fd4f732ea4d13	GENUINE_ONTOLOGY_CANDIDATE	202	193	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2013|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:687c4a9be348b48286934978				
cross-form-review:99c359d48c49f6da3ee1897e	73	concept-cluster:5e3505ae5600c4d4a675f5fb	GENUINE_ONTOLOGY_CANDIDATE	201	183	family.ace_cup_of_excellence|family.project_origin	year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:99c359d48c49f6da3ee1897e				
cross-form-review:14229d949f2ed87ac750479c	74	concept-cluster:6b89b2aef09becff414c05fd	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	98	87	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2011|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:14229d949f2ed87ac750479c				
cross-form-review:c7b713d93c8f79fb0d4fb257	75	concept-cluster:373f2527a0243c843fabdf22	MODIFIER_OF_EXISTING_CONCEPT	195	180	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c7b713d93c8f79fb0d4fb257				
cross-form-review:3d924487454f330f89dc21f0	76	concept-cluster:9a3929541828b12abfcfcaf5	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	195	170	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:3d924487454f330f89dc21f0				
cross-form-review:5891a10e8bf47ccc42e34826	77	concept-cluster:89dcf9f9f8e0130f56dfc653	MODIFIER_OF_EXISTING_CONCEPT	88	85	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:5891a10e8bf47ccc42e34826				
cross-form-review:86c03e4d43a30818bd962ba2	78	concept-cluster:d9031a00435d922953da6246	GENUINE_ONTOLOGY_CANDIDATE	81	75	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:86c03e4d43a30818bd962ba2				
cross-form-review:0fc75554a521038fd25c7c4a	79	concept-cluster:5005e6ac2ddc2fbe5a24a7f5	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	80	78	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:0fc75554a521038fd25c7c4a				
cross-form-review:bae8b396dbbb89da9d96b1d2	80	concept-cluster:f8019c21dffb30fbcf7d1520	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	80	79	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2017|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:bae8b396dbbb89da9d96b1d2				
cross-form-review:7d49f032e3587763d1242f37	81	concept-cluster:c240060f928a7b34fbb7164f	GENUINE_ONTOLOGY_CANDIDATE	179	172	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:7d49f032e3587763d1242f37				
cross-form-review:07fb8aa7c61945abc0c7e922	82	concept-cluster:6970ef28230d2f692599c38d	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	166	151	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:07fb8aa7c61945abc0c7e922				
cross-form-review:e7f1a00aee603e8417968610	83	concept-cluster:538baaf5ff94799d2cbed1ac	QUALITY_OR_STRUCTURE_ATTRIBUTE	165	96	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e7f1a00aee603e8417968610				
cross-form-review:6be749d659a52323f7c2a0e5	84	concept-cluster:c79b4b426236e461988aaaec	GENUINE_ONTOLOGY_CANDIDATE	263	255	family.ace_cup_of_excellence	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:6be749d659a52323f7c2a0e5				
cross-form-review:12fb7d9e47ba5c3a836ecd07	85	concept-cluster:ec084bd9684eb4b0ba5c232b	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	58	57	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022|year.2023|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:12fb7d9e47ba5c3a836ecd07				
cross-form-review:c0955bda4ff34cac6fb054d4	86	concept-cluster:82c756a8fbc42cd508483204	QUALITY_OR_STRUCTURE_ATTRIBUTE	52	51	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c0955bda4ff34cac6fb054d4				
cross-form-review:0f4d82d872ece10c107be7fe	87	concept-cluster:548764ea8c0caf43d9c955b2	GENUINE_ONTOLOGY_CANDIDATE	251	208	family.ace_cup_of_excellence	year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:0f4d82d872ece10c107be7fe				
cross-form-review:8508f238879885bc97a9b746	88	concept-cluster:a9abf4bb36682899b90b1ba1	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	49	48	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2014|year.2015|year.2017|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:8508f238879885bc97a9b746				
cross-form-review:ed07f21c30c7b75285cde26d	89	concept-cluster:bacfe24f3701173b66529fe5	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	146	137	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:ed07f21c30c7b75285cde26d				
cross-form-review:56df945fa1c3d8184821a325	90	concept-cluster:1bb601d8132af920463d75dc	AMBIGUOUS_CONCEPT_BOUNDARY	62	55	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2012|year.2013|year.2015|year.2016|year.2018|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:56df945fa1c3d8184821a325				
cross-form-review:98bdd8bef752216018445129	91	concept-cluster:460c490805e120bf25b3c38d	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	139	133	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:98bdd8bef752216018445129				
cross-form-review:41915dae4af13456f9277602	92	concept-cluster:4e682d0527e6548ee6585147	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	137	130	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:41915dae4af13456f9277602				
cross-form-review:2904d4e1e0671361662ad17b	93	concept-cluster:924f31483d0d4b13b5de4bd0	AMBIGUOUS_CONCEPT_BOUNDARY	57	48	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:2904d4e1e0671361662ad17b				
cross-form-review:c5c5fe0459c4ff1707e81c75	94	concept-cluster:125a002cf2b0e235a3c6b552	GENUINE_ONTOLOGY_CANDIDATE	28	27	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2017|year.2020|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c5c5fe0459c4ff1707e81c75				
cross-form-review:90767ef98a518ba0db4d0788	95	concept-cluster:e808386f5bb57c1c95a69f1e	MODIFIER_OF_EXISTING_CONCEPT	28	26	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2011|year.2012|year.2015|year.2016|year.2018|year.2019|year.2022|year.2023|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:90767ef98a518ba0db4d0788				
cross-form-review:5884399146a7ec2f4e0c3439	96	concept-cluster:3a103fb0d4b6531b7f7e7dcc	AMBIGUOUS_CONCEPT_BOUNDARY	47	43	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	year.2008|year.2009|year.2010|year.2011|year.2014|year.2015|year.2017|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:5884399146a7ec2f4e0c3439				
cross-form-review:ce7af257adfd5d428faf68e3	97	concept-cluster:7d382c675acffc56cbab8eb4	AMBIGUOUS_CONCEPT_BOUNDARY	47	47	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	year.2010|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:ce7af257adfd5d428faf68e3				
cross-form-review:605cf725160777579a4b7b32	98	concept-cluster:74157345b6336d12a8201109	MODIFIER_OF_EXISTING_CONCEPT	26	25	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2015|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:605cf725160777579a4b7b32				
cross-form-review:ffb8c1a482dd3f9e70025e7e	99	concept-cluster:065884f6c25dcad209c3d3b6	QUALITY_OR_STRUCTURE_ATTRIBUTE	24	23	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2015|year.2017|year.2018|year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:ffb8c1a482dd3f9e70025e7e				
cross-form-review:39fc05421e7000d41117640f	100	concept-cluster:d263e0c47abee5626b694447	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	24	20	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:39fc05421e7000d41117640f				
cross-form-review:daff68adb671cb2da1449764	101	concept-cluster:030c1a180f62693acca2a828	CROSS_LANGUAGE_REVIEW_REQUIRED	42	42	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2021|year.2023|year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:daff68adb671cb2da1449764				
cross-form-review:a899c566c5203fb9e2821d32	102	concept-cluster:1ef6c6de60c28009f8576dd6	AMBIGUOUS_CONCEPT_BOUNDARY	41	34	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2015|year.2016|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:a899c566c5203fb9e2821d32				
cross-form-review:ea5a16911f486761e31d00cc	103	concept-cluster:a52cdaeea46af51f51d905bc	CROSS_LANGUAGE_REVIEW_REQUIRED	40	40	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2024|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:ea5a16911f486761e31d00cc				
cross-form-review:e95c56d33f612653ffcefc71	104	concept-cluster:b7ac5a1f28b6a832f2fc23b2	GENUINE_ONTOLOGY_CANDIDATE	16	16	family.ace_cup_of_excellence|family.sheba_coffee_yemen_auction|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2018|year.2020|year.2021|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e95c56d33f612653ffcefc71				
cross-form-review:59ec9f2195d1771fe982f471	105	concept-cluster:d788419be49b64268364bf69	CROSS_LANGUAGE_REVIEW_REQUIRED	35	35	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2024|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:59ec9f2195d1771fe982f471				
cross-form-review:412c18d21649c77a30ac062e	106	concept-cluster:6551743a0de00f6dac43e1da	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	12	12	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:412c18d21649c77a30ac062e				
cross-form-review:4134b96f3a44c5db06deef69	107	concept-cluster:965fc99012ff27ccb29ca78d	CROSS_LANGUAGE_REVIEW_REQUIRED	32	32	family.ace_cup_of_excellence|family.mdpi_certified_q_grader_storage_panel	year.2023|year.2025|year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:4134b96f3a44c5db06deef69				
cross-form-review:030951ad20227f665e3c8d5d	108	concept-cluster:bfdc3af247b1fd6c2685b86b	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	9	9	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2011|year.2012|year.2017|year.2023|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:030951ad20227f665e3c8d5d				
cross-form-review:611015a389bbd3543554e347	109	concept-cluster:fb2298fd8ba103e6e95a0fae	GENUINE_ONTOLOGY_CANDIDATE	207	203	family.ace_cup_of_excellence	year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:611015a389bbd3543554e347				
