review_cluster_id	cleaned_lexical_form_or_restricted_pointer	source_language	semantic_class	mapping_state	canonical_concept_id	assertion_support	effective_record_support	source_family_count	year_count	gold_support	silver_support	selection_reasons	codex_decision_type	review_state	human_reviewed	expert_adjudicated
cleaning-cluster:968435b2f18ade12f85c770c	hash:sha256:2a4796d53a1ec4dd67daa38b92994c579e7ebe071ae5ceab870c5fc5736f2311	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		67	62	2	7	0	66	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:950aba492478ff901826ac48	hash:sha256:36b481152ba40f4eec67cb63e9f1ad785c164e0fcabda0d296ba956c64e0380f	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		66	65	1	18	2	64	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e627f2c3f8fa95948a8646c7	hash:sha256:f811eb5c56eeb90a48b9dfc01b860424a8c7b4bd349119d07a8969dd7811b127	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		66	46	2	2	65	1	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5b259ec9ebfb3bff9875fedb	hash:sha256:9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.raisin	64	64	3	14	5	55	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:8076dee414353832819ac54b	hash:sha256:d6a98598212ed729f5b9a4d1b7ff4dcc1341bbfc740993325b9107298521422f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		62	53	2	9	49	13	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:83e987d13f91f6b4f3ca5099	hash:sha256:ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		60	58	1	12	0	60	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:cbc8bcb2463668c7c56dad3e	hash:sha256:97cfbe87531abe0c6bac7b21d616cb422faaa158a9f2ae7e8685c79eb85fc65e	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.pear	60	58	2	13	12	48	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:1ae46572b58d59704681640b	hash:sha256:10e9f5602d2492b386b4dc750c3b0f9a5d2e55df2855637d7a485144177ab21a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		58	58	1	17	2	56	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c2685a57892275ed28d7cd37	hash:sha256:9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		58	52	3	16	5	52	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ef1a4ced1595079491ceea55	hash:sha256:50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		58	49	2	7	47	11	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:cef25bbecd8e2b61893b6c87	hash:sha256:8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.grape	56	46	2	11	22	34	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:202efb275343bc40e397ea85	hash:sha256:cbbd23cc32c5016b0017c4ec7a98cc82fda6edbaeccf27d72453006067d821cd	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.lemongrass	55	53	3	9	2	50	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:ccb1b262b1591223664b1d82	hash:sha256:315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		55	54	1	16	2	53	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:7521125194782e9c9ca060e1	hash:sha256:618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.rose	54	54	2	15	1	53	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:f6e5a8c38f2b14ca7876c869	hash:sha256:b755cb248c3c4a7d94f835b4421809336e7015850342064be4dfa23349dcdcaa	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		54	41	2	7	45	9	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b428dd0ffd1d6230a0e18c8b	hash:sha256:69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.green_tea	52	47	2	11	16	36	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:b58582273419ba9ca8236d07	hash:sha256:7d9f72f6de608982c43aabd062f0c77abc27f18afdfee5aefe0e07e0040d10ba	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		52	52	2	11	7	45	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1b2bd4bcb378502173333e7c	hash:sha256:da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.tobacco	51	37	2	7	39	12	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:c5b6bbaecb026525fe4016f7	hash:sha256:32c4feed996880bc92a062dc476f9b8cdb2596a989f2cc5246e9cef605bd5c78	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		51	44	2	10	37	14	AMBIGUOUS_GOLD|CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:96c4ad5a7ebdf6ead1135e71	hash:sha256:6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	en	STRICT_FLAVOR	AUTO_APPROVED_ALIAS	sensory.wine_like_character	50	47	3	11	4	43	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:9f69e01a2e1158292d48bc50	hash:sha256:d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		50	49	2	12	27	23	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5f7499d798a2de340abe838d	hash:sha256:e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		49	28	2	10	35	14	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:56be85f0fcc116b8811f3d62	hash:sha256:a7ec7f3ae09187df17173620620eb2f2c8a175fe0d6da5221c1109d26f8e29a5	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		48	48	2	16	7	41	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a7f082a9fccbdac2e0452f24	hash:sha256:dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		47	46	1	13	1	46	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:42d70345572bcbd45bdf9819	hash:sha256:1bd3f74eb7f20d686c9c25a9e4d924b97c9a3e6ad251838b2f305d6a942cc7ed	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		46	43	1	13	0	46	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e5640e8d0b63a9edb1606542	hash:sha256:f6c544f14cf432eb80745e9637ace25e460f06a74b85acfa1b235f0404c09f4a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		46	45	2	14	1	45	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:57e4cbc567c3a13387952a54	hash:sha256:42af43e3616eba4a133a755540a88e6c61085dfe66c6e49e6ab8eaf9daf0c0da	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		45	42	1	13	2	43	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:7ba552b605162f383ffc5305	hash:sha256:1e67037bc5e90f888a47cbeff1e4634bc6fc541b9e36a45c0cc59d67f0d3df3c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		43	40	2	8	0	38	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:dfde4b942e5a2a70e6274c96	hash:sha256:a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		43	34	2	7	36	7	AMBIGUOUS_GOLD|CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:04f01b17cd3fc847d0179772	hash:sha256:98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		42	42	2	11	3	39	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:4db781d0c44bbc77ed93f30f	hash:sha256:1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		42	41	2	13	1	41	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ee7ead758cbe8ed60adf103f	hash:sha256:0e27150cb1fc10c8366e5924160b7d3c36bc045edf614989b5134136bd719188	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		42	42	1	13	1	41	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:4d049d5330010281f0323d8e	hash:sha256:83a1cbb2b2d02d342042c0042aac671146b9941c09820f430afa4a338ce8ebfe	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.hazelnut	40	39	2	16	1	39	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:d9586005f27a3709e918b527	hash:sha256:94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		40	40	2	10	1	39	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c271c4a98cd1bef7a7c4fe88	hash:sha256:c0e5eb15b27d73702d8c713b2eed118c8c4e06ea49fbd878bcff91037b1325a0	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		39	39	1	17	0	39	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:01872c259db54c4d064193a3	hash:sha256:2c74f1d403db57213c16ee769f0384859830f0499cc08d92d37407e6eb55c33e	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.chamomile	37	37	3	10	1	34	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:06fd65d7e85efb01fcc8d1d1	hash:sha256:4d1608c849f1a4968565d5019e500b9c3541f654c33ac9d096b610d27229499c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		37	36	2	11	1	36	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1ea897bee5822e16cc1847e9	hash:sha256:bd071899591c00d2276d2254351533b0e9eb8011b7721155025a35b3212c7fc4	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		37	37	1	10	5	32	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:9f26c30ed423c542a2bc48ea	hash:sha256:8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		36	35	2	10	0	35	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:d20b1fc72bb6ca1483533df5	hash:sha256:1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		36	35	2	11	2	32	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0b6e265a9ddbace466119e37	hash:sha256:c9452dcec3d330f089036f5bdd23c12a421cee51c316169199a3a1596b52e4bb	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		34	32	2	14	2	32	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b95b9244aafd6a1f9511be24	hash:sha256:dca63bd6e65a45927827e3a90d27109f0c5054e151a04c0bff1fbe0aa22d4c0a	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		34	34	3	13	4	29	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:d894ecc266a2999c3731155d	hash:sha256:6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.prune	34	34	2	10	2	32	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:537b26028e927d5189d201cc	hash:sha256:92585bfe24e3f8d73f47b2ed72d1e0174754f9f658325f9cea4eef18cafee142	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		33	33	1	10	0	33	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:6c20dbe625d7471dda91a2bd	hash:sha256:b6e4221dfda0c45f514754037af017f6b3adc6bc583df983067bfb73c740a1d6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		33	32	1	6	0	33	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:4ac7622d15cbd77358ebebf8	hash:sha256:0c274639936717793d7695ef0373039e397acdabc247d9953d3c9209a95044cd	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.cedar	32	32	2	16	0	32	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:72f38e0698948d65db05a0d7	hash:sha256:e8373ce99f87b6e75fffa1fb737f6451c149d15175c994fd1af1d3c56b3ecbb1	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		32	26	1	1	32	0	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c54aaed043189cc8eec3f734	hash:sha256:f18e48678b723e80d272f37b64c4780b60cc74c4c8a7e4caead37d4e451bf5c4	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		32	30	2	11	2	30	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c4947e9f61d217d5511180a3	hash:sha256:7dfd8928a4a3162bbd66beb10987e7640f1de3230dd1bef92b5ee9a1c751ab28	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		31	24	2	8	23	8	AMBIGUOUS_GOLD|CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:3e2dde1e1fc01bbab4e58f9e	hash:sha256:ef3f9a0e89c97a26e9469ae560477d99c1b2e5c7468de7fd31c9682a78a3b449	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		30	26	1	1	30	0	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:68294cf2dcf09372f59e46ba	hash:sha256:b493d48364afe44d11c0165cf470a4164d1e2609911ef998be868d46ade3de4e	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.banana	30	30	2	13	1	29	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:e707aeddb73826e7f8340ff5	hash:sha256:69c0a0a11cfe9fd86d675f3b0d2fbf7159d63636a12d31ccf153be249e3c8745	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		30	30	1	7	0	30	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0d007437737a933249a1266a	hash:sha256:c9b82b90ae572c840a7698cf0fbbb1d7d554fddcb52266dfc5e84f343e9cddda	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.butter	29	29	1	12	0	29	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:850eaae5bec4d358f0a6a3a6	hash:sha256:e3ae0782ba0071285ea94cdd96911e833557c794a3f16a90c4ffd6e603450a21	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		29	28	2	13	8	21	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b3435c6b2326575993aa0a96	hash:sha256:206b5ec743f4c4871bc45ea8f93272fe162d8a1aaad6c684299ccdf813183c14	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		29	26	2	11	0	28	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:d21dd35185aa45dd57d91e26	hash:sha256:58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING		29	29	2	11	0	29	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c1e298cd10252679f30395b4	hash:sha256:d776f7cf4e43af5c0bc12b5634fa50843c0158263f1552540447d3e28e7528a2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		28	28	3	12	2	25	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:33a9bcab2f8dbf1585614bf0	hash:sha256:fbdb2f7f6e6223ff9071a3dec970dc4c89ca7d0efa8bb563f9562ba6b89f4c3a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		27	27	1	5	0	27	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:941682498b1f17cc7b362c43	hash:sha256:549819b27ee092f84cbc4dab9aec5e10a2b64d44069133b1ae5d238df179d967	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		27	26	2	9	1	26	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c5e0f936fc7b28365ddfc0bd	hash:sha256:07001e8089072aa27db4ede1eb5521b5cf152c8928f88f70bf3129db87b39f6d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		27	27	1	8	0	27	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c7f0973391d8e319ba2fe173	hash:sha256:95b396c0ac6e95bee7f496449c3aafea3750b48f6682fcd0e1fc74a912973bd5	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange_blossom	27	27	1	10	0	27	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:1b40c9d342f90a884a423213	hash:sha256:913a4cb91be20332f3559f8070255d7ac3e6228bb423f4441551d3f783e7d4f4	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		26	26	1	10	0	26	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a5744e4c8ecc14c78fc50d6b	hash:sha256:31a2d5282683edb3a22c565f199aa96fb9ffb3107af35aad92ee1cd567cfc25d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		26	25	2	12	4	22	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:95596cb2bb91b8c03afd53a0	hash:sha256:fef8cec0ffdcbf78b64df6bd244dd57a0224531513cd85e16b354d92264676b6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		25	23	1	8	0	25	CURRENT_TOP_200|SUPPORT_AT_LEAST_20|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
