ontology_gap_id	candidate_preferred_label_or_restricted_pointer	source_native_forms_or_restricted_pointers	language	semantic_class	definition_evidence	source_family_count	source_family_ids	effective_record_support	year_count	years	nearest_existing_concepts	reason_not_merged	review_requirement	canonical_ontology_modified
ontology-gap:0eca6e95962ce144dd8a3a9f	hash:sha256:8106ef383a52f7a9fc1fc9db36232e4eef6e3c0f87eb15d1e20ae75e5cf3d651	hash-set:sha256:8106ef383a52f7a9fc1fc9db36232e4eef6e3c0f87eb15d1e20ae75e5cf3d651	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2023|2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:0f5f5adff0aa4b3937a1a8b6	hash:sha256:ede3ae7d2b60dc857d3438a50907e88f52293c2cb1cb16a12eb484501f06953c	hash-set:sha256:ede3ae7d2b60dc857d3438a50907e88f52293c2cb1cb16a12eb484501f06953c	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	2	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:102cdf24adf3274cb92be7ee	hash:sha256:664aaaa9461c914b1031cf7a4e40bb3ad4f63860c72f385fe391b01baede1501	hash-set:sha256:664aaaa9461c914b1031cf7a4e40bb3ad4f63860c72f385fe391b01baede1501	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2021	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:11ff3cfc2b0133425cac8d2f	hash:sha256:279caaa01b4e5323fcf70ee9118f46d8ab9e4e94cfea3c5f084134509b7e46f1	hash-set:sha256:279caaa01b4e5323fcf70ee9118f46d8ab9e4e94cfea3c5f084134509b7e46f1	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:126dec32a35403a00c594f33	hash:sha256:1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	hash-set:sha256:1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:12a23b16f414ea15a5a0981b	hash:sha256:c80b53ade8d420676bd1d98a695c44490d67ef4c0640650cea4e9bc86ec8a9d7	hash-set:sha256:c80b53ade8d420676bd1d98a695c44490d67ef4c0640650cea4e9bc86ec8a9d7	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2013|2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:13b403550d70a275e3c5891a	hash:sha256:0178fa91fd0fe5bdd059ffecf865aed15fd1a94904f46f311c1047c21663fe2c	hash-set:sha256:0178fa91fd0fe5bdd059ffecf865aed15fd1a94904f46f311c1047c21663fe2c	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1424ddd741e8a0672f4c3129	hash:sha256:a4cf5e703ea05d936c9ce640e30f76595eb6d9837db27bea18510f16d55884c7	hash-set:sha256:a4cf5e703ea05d936c9ce640e30f76595eb6d9837db27bea18510f16d55884c7	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:142eafb918f1f012b6f39404	hash:sha256:6427f9b6f5cf36ae50b7ac51121ee197e2900cd40905e557c14e383699e9ec5d	hash-set:sha256:6427f9b6f5cf36ae50b7ac51121ee197e2900cd40905e557c14e383699e9ec5d	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1531dc5e9f201e763753be9a	hash:sha256:6eaf141afb05baff85d459d00518f8503a680def287d9ccd25f24010210e4b2d	hash-set:sha256:6eaf141afb05baff85d459d00518f8503a680def287d9ccd25f24010210e4b2d	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2018|2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1612f975725206ac70559849	hash:sha256:a72eae913d6724960a7bbf9ae4b11b6e00b3af9bd159ac31d9255a8c0ac7f6cc	hash-set:sha256:a72eae913d6724960a7bbf9ae4b11b6e00b3af9bd159ac31d9255a8c0ac7f6cc	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:16c77496af3a35c0f203f5db	hash:sha256:b843af19de8003583c645a044f0891a03cc26d92ca4e72137653fbfb33e603f1	hash-set:sha256:b843af19de8003583c645a044f0891a03cc26d92ca4e72137653fbfb33e603f1	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2023|2025	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1718241eeaf04b3106b0abb0	hash:sha256:5140d5c504538eca8b8c770675f87b11737e4ff12e08ec9251b19a7be559da43	hash-set:sha256:5140d5c504538eca8b8c770675f87b11737e4ff12e08ec9251b19a7be559da43	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2018|2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:176ff0a6b4e350362fb3c30e	hash:sha256:4a8c5c8c02eaa9a8cff01c69051d95b25bce12524925be13a69b1bcf7bf055bb	hash-set:sha256:4a8c5c8c02eaa9a8cff01c69051d95b25bce12524925be13a69b1bcf7bf055bb	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1782e5b41693536c7c8bf1be	hash:sha256:80a091770172b8d45dfb905d5a1ef0dcef3ed62a07931505d2950eb81dfd2c19	hash-set:sha256:80a091770172b8d45dfb905d5a1ef0dcef3ed62a07931505d2950eb81dfd2c19	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2018	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1928be0381c99e1083724962	hash:sha256:b50d1c336a53edd66010d7e20cda8702714a3f19ee4d55bb63167a31542f5dbf	hash-set:sha256:b50d1c336a53edd66010d7e20cda8702714a3f19ee4d55bb63167a31542f5dbf	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:195d3431fdd8a48a85542940	hash:sha256:0d1008597e98fcfaa19cc296663f7445c5abcdc83c77e09e084a60874f5962b9	hash-set:sha256:0d1008597e98fcfaa19cc296663f7445c5abcdc83c77e09e084a60874f5962b9	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2017	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1b83c05b372c9e4b5e77bc6a	hash:sha256:23c69ac3898845d194cfdeea68d45b971cdfdea4e06fd960166efe92a448d938	hash-set:sha256:23c69ac3898845d194cfdeea68d45b971cdfdea4e06fd960166efe92a448d938	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1bcb40218a681de7720e832a	hash:sha256:50f3e013f01817475b9ebf73fc28582dae020a4b5e9a7b3462e3e10397e98b2f	hash-set:sha256:50f3e013f01817475b9ebf73fc28582dae020a4b5e9a7b3462e3e10397e98b2f	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2019|2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1e3c293b84d9b97735a6c0b9	hash:sha256:b8a69e325a8b793a9b0c783c7cda549d1fd231968824a51a8b51163cbcf851ca	hash-set:sha256:b8a69e325a8b793a9b0c783c7cda549d1fd231968824a51a8b51163cbcf851ca	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	2	2018|2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:1fcff174cc9765d71e391e4a	hash:sha256:bdcf3139e2d2e9e58d5d6b99f0c7cd56183273b0d3517ac38577bd8bb4d244f2	hash-set:sha256:bdcf3139e2d2e9e58d5d6b99f0c7cd56183273b0d3517ac38577bd8bb4d244f2	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	2	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:20b0fa140e82016bf41c0a76	hash:sha256:0f57ea044b812c6b509cafb6cfc0d711b6add54e364c222d3bd07c81741a5efc	hash-set:sha256:0f57ea044b812c6b509cafb6cfc0d711b6add54e364c222d3bd07c81741a5efc	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:20f75fed3475dd079898927b	hash:sha256:fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	hash-set:sha256:fd8b18395ea9fd8d06bc54b905a715149bf711212fc71876d5107390f11314ef	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2013|2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:21429225485b1bf0062e3e1b	hash:sha256:7e2372f4115c43bac7248772d891df3dbc830a85aa27eeed933688f61c44226c	hash-set:sha256:7e2372f4115c43bac7248772d891df3dbc830a85aa27eeed933688f61c44226c	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	2	2021|2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:230ee0df193f8f81340dcb54	hash:sha256:240d6258cfe821a64cd6db7f40f0d785348156dfe13a8b0391ac1571b0b68ca4	hash-set:sha256:240d6258cfe821a64cd6db7f40f0d785348156dfe13a8b0391ac1571b0b68ca4	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:263f786990b8bdb12f727d65	hash:sha256:0beca1c4f3e61feb51b43b1e53b5faa4d9caa939935cee2c771f5c9a6344bd13	hash-set:sha256:0beca1c4f3e61feb51b43b1e53b5faa4d9caa939935cee2c771f5c9a6344bd13	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2017|2020	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:269d29a9748c7194a0c651fe	hash:sha256:d8c15a9eb5a039b39e6e40809b52bd56307aea3339853bce91b5f7cdc7dae3a5	hash-set:sha256:d8c15a9eb5a039b39e6e40809b52bd56307aea3339853bce91b5f7cdc7dae3a5	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2011|2018	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:273985f345f3841a37bc9a87	hash:sha256:d986cd467afb3f1be29c483fd7577b398211a471f2e6ce2c7639fdd889ed1b99	hash-set:sha256:d986cd467afb3f1be29c483fd7577b398211a471f2e6ce2c7639fdd889ed1b99	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:28b09b1e2254dad88f1a1dac	hash:sha256:445ca6eb84d257e5297ec9ecd59b056a5db34530a509a561ca905621a678336a	hash-set:sha256:445ca6eb84d257e5297ec9ecd59b056a5db34530a509a561ca905621a678336a	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2a43e5121a5475568c9b646f	hash:sha256:35acdfa5303e0067480b534cf2865d865d768816b4a09025b554ceb9b7dc5847	hash-set:sha256:35acdfa5303e0067480b534cf2865d865d768816b4a09025b554ceb9b7dc5847	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2017|2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2abbe5b9bd41e16300550dcf	hash:sha256:a678e9e1a27f63d512d2e7a5fff2c8ea58db48a33a6387ba287360d9440febe0	hash-set:sha256:a678e9e1a27f63d512d2e7a5fff2c8ea58db48a33a6387ba287360d9440febe0	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2019	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2af40839d714ba718d7bb4e9	hash:sha256:90cec2c2c7804697f35119144791e909518ff9c87a465fe4bded97de311c5839	hash-set:sha256:90cec2c2c7804697f35119144791e909518ff9c87a465fe4bded97de311c5839	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2020|2021	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:2c49c1abf69848e5d66ee551	hash:sha256:a9ce7da82804396fcb8279fce1c5985e003895120c6a1e701596a4a0bb681adf	hash-set:sha256:a9ce7da82804396fcb8279fce1c5985e003895120c6a1e701596a4a0bb681adf	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2023	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:3084e1a76f8092ea9e7f56c2	hash:sha256:5c31a306abf3075f6a738a083e895ac6ef6234f3f4f59a3ded1638353817300f	hash-set:sha256:5c31a306abf3075f6a738a083e895ac6ef6234f3f4f59a3ded1638353817300f	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2021|2025	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:343d2195747d080e293e71e6	hash:sha256:2aba4237048a871d359a284641b837939ac410a40eefaea132714a8676b97e5a	hash-set:sha256:2aba4237048a871d359a284641b837939ac410a40eefaea132714a8676b97e5a	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2022	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:343d580123bc668a73559958	hash:sha256:2697f37f91462a00a64c6f16b10d7c1529cc0c424edeefc04c361537656a8239	hash-set:sha256:2697f37f91462a00a64c6f16b10d7c1529cc0c424edeefc04c361537656a8239	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	2	2018|2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:34ccaf787ec6bbc59a3dabbc	hash:sha256:adf0d3f5f1ada968fdea732952a98a72d14ee9401d0699ea5283f70d3de298e3	hash-set:sha256:adf0d3f5f1ada968fdea732952a98a72d14ee9401d0699ea5283f70d3de298e3	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	2	2	2021|2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:358a045b144eb96442007c81	hash:sha256:82beaabfb5d6642b12204cd8dea1806ece4584d5a506348773055d2c7cc5be03	hash-set:sha256:82beaabfb5d6642b12204cd8dea1806ece4584d5a506348773055d2c7cc5be03	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.zenodo_golovinsky_q_grader_dataset	2	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
ontology-gap:36c03a382a568e8fe7b27b0e	hash:sha256:448d62d55745dd454812c8f9f0854eca4688f43d2189e907072070a839a8a026	hash-set:sha256:448d62d55745dd454812c8f9f0854eca4688f43d2189e907072070a839a8a026	en	STRICT_FLAVOR	NA_NO_GOVERNED_DEFINITION_EVIDENCE_IN_BATCH3;LEXICAL_SUPPORT_ONLY	1	family.ace_cup_of_excellence	2	1	2026	NA_SEMANTIC_SIMILARITY_NOT_RUN_NO_FORCED_MERGE	VALID_PROFESSIONAL_SENSORY_FORM_HAS_NO_EXACT_APPROVED_ALIAS_OR_MORPHOLOGICAL_MATCH	MACHINE_PROVISIONAL_REVIEW	false
