review_packet_rank	concept_cluster_id	source_native_form_ids	cleaned_form_ids	mapping_state	canonical_concept_ids	semantic_classes	assertion_support	effective_record_support	source_family_ids	year_ids	gold_assertion_count	review_reason	suggested_action_set	project_owner_decision	project_owner_canonical_concept_id	project_owner_reason	project_owner_reviewed_at	sensory_expert_decision	sensory_expert_evidence_locator
50	concept-cluster:3f99d3a824f8997c4a83b076	source-form:0fb6bf0de7d008da3f07f5e5|source-form:40a770acbf0d9e02994a89f4|source-form:41c1f5acd4bf7e0a3314d01c|source-form:4449cf4d4f6fa0e29e8e770a|source-form:74fc85af80d8b8a0c57e1ff8|source-form:f9b0078b5df596d2ea19010c	cleaned-form:f9b0078b5df596d2ea19010c	MODIFIER_OF_EXISTING_CONCEPT		INTENSITY_OR_QUALITY_MODIFIER	82	62	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2011|year.2012|year.2024|year.2026	78	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
51	concept-cluster:1bbe75434eceb735c8a8ee29	source-form:0daf19b1b3beeb1afb608872|source-form:156bc4915759f9b4f8cff7a5|source-form:2574714e09f5c8d2b15b49ce|source-form:29cd63a329ccbea4934e4f7d|source-form:3b006531eece772542864d7a|source-form:3b1d0d2f66ee0f88d1a1e8dd|source-form:55d768490f57b3205737fae4|source-form:77e91e76f9d2b679f1769691|source-form:98de16e91101ec144d46c6b5|source-form:a1a410035be2bbb136ff81fe|source-form:c0f1779c16d26bac92c4e32f|source-form:c57550929f35c8e4e512c0bb|source-form:da51938777726566b44abd22|source-form:dd1dd827937b429cf50d4ad8|source-form:e2f580f732561641b8831e0e	cleaned-form:c0f1779c16d26bac92c4e32f	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	192	178	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	71	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
52	concept-cluster:6e51aa93e76eb82ae05b5fa3	source-form:6a28ddf18e33e570a9fb7c16|source-form:e4350a551cbbcebfbad03116|source-form:f811eb5c56eeb90a48b9dfc0	cleaned-form:f811eb5c56eeb90a48b9dfc0	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	66	46	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2026	65	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
53	concept-cluster:d970029047443d15cbca5f11	source-form:0304e0a5c2b92b3a531ad8ae|source-form:045d12120d45f16e9fee396c|source-form:3a46cce19aaff16c26a5c3cb|source-form:6eb8db4bfc15db7e5d5a40fb|source-form:6f49f8542cecd5c33c6fe1e3|source-form:737f417f7b4873d9eb859370|source-form:773a1818cc53d47aae8c852a|source-form:776ebd3b0cc59549e09a21af|source-form:7e76bb39237363bca5d3f4c0|source-form:885446c0b07dd22dec1f3350|source-form:91af09c8539db2951cfcf8da|source-form:99a7026172d42714d0293e55|source-form:b27f39d52f37d848260fe045|source-form:dbcd5e7bb7a0f538810de44c|source-form:ead09d8eddbfd560f8cf5420|source-form:f2bd9909671014178ba652ed|source-form:fe2cb64ea22e495ca00c6bd3	cleaned-form:99a7026172d42714d0293e55	MODIFIER_OF_EXISTING_CONCEPT		INTENSITY_OR_QUALITY_MODIFIER	72	56	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2020|year.2021|year.2022|year.2024|year.2025|year.2026	62	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
54	concept-cluster:a1c767861fec82bee12e4932	source-form:a4beb6320eae9ba384f9f040|source-form:d20ce8104029c11856de8c33	cleaned-form:3a2df74afc3ea50020bb48c6	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	60	60	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022|year.2024	59	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
55	concept-cluster:7e2cab11be5e3b34887e4d2a	source-form:0e57b46e0ceaf15a7a3c7868|source-form:1124f41e1813d49e84f51e3f|source-form:155a81ad4d714feaecfbf707|source-form:15f8762b1d63c4bcb57e7555|source-form:17b87c2383c00850c39853c8|source-form:1b4c9133da73a71132240431|source-form:1d306529d7860aef0db1ae25|source-form:1f36113c61fad836e3f47115|source-form:1fa7c1fdb98235a7d34892d0|source-form:1fb38775f7507ff8f8ef2d12|source-form:20fbce24c63b380bedf4723d|source-form:223cd2a427f7edc05b04a6a4|source-form:229b78e44c777f8ffba9e4a4|source-form:2390f0a8f33deb034707666b|source-form:2815b99166402f1caf677abe|source-form:294d7f9468c2f6b37ac5d188|source-form:2bfe65a92a31c9f2528f9343|source-form:2fdf88b3d249e8ef2b41e1f5|source-form:36ae583609d7fb39f8b89851|source-form:37d41eb4d9343fcd57e85e9b|source-form:37ea6fc7d1709a2c4774b360|source-form:3a4ea277f4681bc71e7e31fe|source-form:436de371c2f6c0f2be75254c|source-form:45923f45d875d0b1615c13e2|source-form:46aceb2caf2d6d309f090fee|source-form:48b3c1b0a58fa416ec1d0cc7|source-form:4bafcdaa5c27459cf0fb7561|source-form:4f2e607bd9822a983d097aee|source-form:4f50c8ed9623c5f3d8ff9df5|source-form:57e842e3616171c420226deb|source-form:58a0d19c47d0c6af08208a48|source-form:594ffae4ffa663c1ff8e1c11|source-form:5a9ed3c9e10bc7bf70f9b232|source-form:5b88879d985939619005e167|source-form:5fca6914bd3872b04bdf1d36|source-form:6290c5a42944883c897738ff|source-form:6561376adf7ad57a0a227d52|source-form:6ce942ba5656171930587f99|source-form:71401096bee6fdf8e778bef4|source-form:737ccfa99598774f3e54babe|source-form:73df1fd274078b590142cd8f|source-form:77eca78ddcbd585d85f66dbb|source-form:78c036429e204230f6c36ed2|source-form:78e7771b8b46e11ddb34ba48|source-form:7ca36bb389f59c78674584e7|source-form:7d248b00fcede8dfa2858beb|source-form:81bbdc581a0861441694a26d|source-form:85beff2d0986a7d6cbf34dfb|source-form:87ef1130754cc43fa5146d48|source-form:8804599b6a466d2d4acd67b7|source-form:89f8e0d4e5e4719c75812882|source-form:8ae6b3fb7e1fc16bee1e8a22|source-form:8f1bd9b84a1b3afd3c9d12d5|source-form:94bafc06ab843cf8777cf964|source-form:95a5901a89ea834d5053c548|source-form:95db221491d5346da237a9c4|source-form:98f87205b8c04afb14db2889|source-form:9b9189c8712574c69767cbc9|source-form:a44fad79b0149972ebd96c29|source-form:a5964d96c3b88b593995c0b6|source-form:a825b859e5944092246c640a|source-form:ac866932c46e5f28a3933c75|source-form:ae02ea8b62fbf7ab4173f1b7|source-form:ba7ad46689f94dc14c1a456c|source-form:bb3c78a5ebceae972f96ce02|source-form:bc5eb9d1a9af8c3f5e086897|source-form:bc7ae0eb76c4ba4403af3a44|source-form:c052dd768328bed2373ea9fd|source-form:c13e12678ef399b603952511|source-form:c7fc5d6be496f2519fc66e5a|source-form:c9c44bc66655c180de57e6be|source-form:cc286478c0f14270bf8eb80f|source-form:cc37cba4c7399dff1c0efd76|source-form:cf990a4e3182ebe6502cbbf3|source-form:d70ae16dbe59ab9f72dcca01|source-form:d936b9ba581eef7c061cf5fc|source-form:ddc4f68ff7ba6fed0f5722b2|source-form:dff94b3db61e181869320a8a|source-form:e22b4260483268376ed02cda|source-form:e2869203acd0a42eb322aba2|source-form:e42ab44b771278d861e948a7|source-form:e87e4a06dd2baa822df946f0|source-form:ec8dee9b65051f7329494581|source-form:ee49a57944b2e3346483a072|source-form:f505224f31966f3f45e18445|source-form:f583644beec90fd2a9444cb5|source-form:f9f33c0d5e2b469a6b6e0823|source-form:ffd1be33937eb321106e1586|source-form:ffe152f436093cbd335aad6f	cleaned-form:0343ef7cc3f496d59580c6d9|cleaned-form:0c7aae56ebe5d422f7f0f5b9|cleaned-form:139522337eabe97c970dda95|cleaned-form:1b4c9133da73a71132240431|cleaned-form:1b523c72cc3eeb156c3c519d|cleaned-form:1f36113c61fad836e3f47115|cleaned-form:20fbce24c63b380bedf4723d|cleaned-form:21f624933adf7b2d5eff5839|cleaned-form:229b78e44c777f8ffba9e4a4|cleaned-form:2390f0a8f33deb034707666b|cleaned-form:2bfe65a92a31c9f2528f9343|cleaned-form:36ae583609d7fb39f8b89851|cleaned-form:37ea6fc7d1709a2c4774b360|cleaned-form:38fcf9b698d423f6efde2e80|cleaned-form:3a2a0a698d1c7b6b7646caac|cleaned-form:56dbd49b3e77163dc502af1d|cleaned-form:5b88879d985939619005e167|cleaned-form:6baf081943051b70e9c968cb|cleaned-form:7036978aa43908cd2aee0d50|cleaned-form:71401096bee6fdf8e778bef4|cleaned-form:73df1fd274078b590142cd8f|cleaned-form:7af0ae3b0a6588aaaf4d168b|cleaned-form:829e77af6c107747d705b820|cleaned-form:87c307884190b8bc4b597096|cleaned-form:8ae6b3fb7e1fc16bee1e8a22|cleaned-form:a44fad79b0149972ebd96c29|cleaned-form:a69152d062b61b41573c1fdd|cleaned-form:ac866932c46e5f28a3933c75|cleaned-form:ace8407f0951c35e2d71d87f|cleaned-form:ae02ea8b62fbf7ab4173f1b7|cleaned-form:af4700f984489053e9aa20bf|cleaned-form:b1386de8cb1a2b60ce660395|cleaned-form:ba7ad46689f94dc14c1a456c|cleaned-form:bb3c78a5ebceae972f96ce02|cleaned-form:bbb4228fc21df004441fc39a|cleaned-form:bc7ae0eb76c4ba4403af3a44|cleaned-form:c2b0704a3f665468bed8bea3|cleaned-form:c48f1da8ea77d5cc17df9e14|cleaned-form:c753a9102ea0a2c09b2f70e7|cleaned-form:c7fc5d6be496f2519fc66e5a|cleaned-form:cf990a4e3182ebe6502cbbf3|cleaned-form:d5582bd07a9899fdcd470ea5|cleaned-form:d936b9ba581eef7c061cf5fc|cleaned-form:e87e4a06dd2baa822df946f0|cleaned-form:f95aab503ed5aa86328e3071|cleaned-form:fe168cc0b1ce312d78f604a4|cleaned-form:feb0d60ec0faf3dd1568641a|cleaned-form:ffe152f436093cbd335aad6f	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.orange	STRICT_FLAVOR	813	553	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	58	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
56	concept-cluster:c997702f89b15f24e5c90620	source-form:013da4c1f43be3f8cec09753|source-form:3313aef6660f7149e6012b66|source-form:33a442b34df34616b8a93e07|source-form:48fb71763d97b54b752aa176|source-form:86f6f64e4cf63df792439a0c|source-form:8ae9fd6794802cb61e316e53|source-form:8b62858c6e1091010b7345cb|source-form:f8d0090000b16b9f7cca2b96	cleaned-form:48fb71763d97b54b752aa176	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	71	60	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2015|year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	58	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
57	concept-cluster:e36688b7a55acddfd65f50cb	source-form:1ec0fe141fba1936860db9c5|source-form:6fa69afb29c5be3f2f5cfd6a|source-form:702ec3f256e47f56915eb1b7|source-form:9cd475ce74f2eab32c04a0ed|source-form:b755cb248c3c4a7d94f835b4|source-form:bf3aad6d6b610967e8446ea8|source-form:f2ff109834f6671d78ebe38a	cleaned-form:1ec0fe141fba1936860db9c5|cleaned-form:729fbf431374146c106ad888|cleaned-form:9cd475ce74f2eab32c04a0ed|cleaned-form:b755cb248c3c4a7d94f835b4|cleaned-form:d89e7808c09a8b1e1b53c2da|cleaned-form:f2ff109834f6671d78ebe38a	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.drying	BROAD_SENSORY|STRICT_FLAVOR	71	51	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2017|year.2018|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	57	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
58	concept-cluster:9e3735e073075f3f9406dc80	source-form:08b48bf43de08d676b27c235|source-form:099bbde85d2ab4f33035c0d4|source-form:109f037656c5d045b6957c4a|source-form:2e00cd52865bede958b7604d|source-form:3284ab94ad413a7381dfc1f6|source-form:464ca2ae3487cd872d181a56|source-form:5e79cca52bb4ec5614e79d0e|source-form:68ddbd5a6d8179ba30a22bea|source-form:7bfdac865f3bf97f06b895f8|source-form:841f32e8dd2092d3af9610e0|source-form:868482f15a60fcc07ad0d955|source-form:afcdd6cbc81b1294e1e81fdc|source-form:b0f03595f28d2e69a7a5940c|source-form:bc0f46c43f11bd92dca63bdf|source-form:c5d6b43fb4e6ae50242a51a8|source-form:c7184660a20121ec4d0a6a12|source-form:c9173a58562439b36b64c54f|source-form:d4af767aedce6592c977f381|source-form:dd49c5597068732f3b2389eb|source-form:e1bdbfae548ee9274d3713af|source-form:e2b12ca9d06f05d953c1bcb2|source-form:f7fdafbd26c7504cca4f6796|source-form:ff49ce9a7851305fc5c537a3	cleaned-form:099bbde85d2ab4f33035c0d4|cleaned-form:2c63538a5baeaf1037c0d510|cleaned-form:2da10be908d03b264f7b3e57|cleaned-form:2e00cd52865bede958b7604d|cleaned-form:3284ab94ad413a7381dfc1f6|cleaned-form:3958a8363c8eb2869139b727|cleaned-form:5e79cca52bb4ec5614e79d0e|cleaned-form:675309cb63bc91f2e89dbd7c|cleaned-form:77633aa960862435035dde28|cleaned-form:7bfdac865f3bf97f06b895f8|cleaned-form:841f32e8dd2092d3af9610e0|cleaned-form:9029b377cb3565711d09ca5a|cleaned-form:b0f03595f28d2e69a7a5940c|cleaned-form:b7fc422cf3647366006c5149|cleaned-form:c5d6b43fb4e6ae50242a51a8|cleaned-form:f6c5514c0bd99d7952b1b59b	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.black_tea	STRICT_FLAVOR	341	302	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2012|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	54	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
59	concept-cluster:ec084bd9684eb4b0ba5c232b	source-form:41725b0b704fe8d486024e20|source-form:70e1aa3f3f87a9b5f7edc3c9|source-form:9f80af54e8aa32c1de6dd5e2	cleaned-form:713c358ab91c47c6e9dce889|cleaned-form:9f80af54e8aa32c1de6dd5e2	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.fermented_character	DEFECT_OR_NEGATIVE_SENSORY|STRICT_FLAVOR	53	52	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers|family.frontiers_inera_robusta_q_grader_panel	year.2021|year.2022|year.2023|year.2026	52	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
60	concept-cluster:83e91e550ab1a1be65270ad0	source-form:347217aa79cc4ba8a77b689c|source-form:54c0bcab0e7334379ea4e9df	cleaned-form:54c0bcab0e7334379ea4e9df	QUALITY_OR_STRUCTURE_ATTRIBUTE		QUALITY_EVALUATION	54	47	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2022|year.2024|year.2026	51	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
61	concept-cluster:838a1ecbced605a77ff34148	source-form:0710262cd7babfc22e656099|source-form:69fe479bd2709f11f36034e8|source-form:d6a98598212ed729f5b9a4d1|source-form:d7575a2ba566375502996975	cleaned-form:d6a98598212ed729f5b9a4d1	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	62	53	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2010|year.2012|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2026	49	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
62	concept-cluster:8aaa51e523d0e6adfa27cf12	source-form:0733f0ca16a498341f1d99cc|source-form:0d4268591d78dcf6d5d9d61f|source-form:19730e59caaff1777ce569fd|source-form:41725b0b704fe8d486024e20|source-form:66268ba00e5c373ea89ca748|source-form:968b5303e80f36df41b3b667|source-form:c36ea063284b31b7eee0f9af|source-form:c4a9004cac8de21ea7e492dd	cleaned-form:0733f0ca16a498341f1d99cc|cleaned-form:0d4268591d78dcf6d5d9d61f|cleaned-form:1296f8ddbcb9eb26da38aaf4|cleaned-form:19730e59caaff1777ce569fd|cleaned-form:4d3ca8a3f3cfb5f84b1adf01|cleaned-form:c36ea063284b31b7eee0f9af	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.sour	BROAD_SENSORY|STRICT_FLAVOR	55	54	family.ace_cup_of_excellence|family.frontiers_inera_robusta_q_grader_panel	year.2011|year.2013|year.2015|year.2020|year.2021|year.2022|year.2023|year.2024	48	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
63	concept-cluster:df91c4d2ad6d43221cfc537c	source-form:33587abed7f35754958a2129|source-form:3d82b35f2e320058193217d7|source-form:50717f32c5e6289ec1015ff4|source-form:96d238ddd0b132a31954ad8b	cleaned-form:50717f32c5e6289ec1015ff4	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	61	52	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2016|year.2020|year.2021|year.2022|year.2023|year.2025|year.2026	47	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
64	concept-cluster:e1eec1b58b6758300360244a	source-form:e6777f085398cad5955fee70	cleaned-form:e6777f085398cad5955fee70	QUALITY_OR_STRUCTURE_ATTRIBUTE		QUALITY_EVALUATION	44	35	family.zenodo_golovinsky_q_grader_dataset	year.2026	44	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
65	concept-cluster:255da3c364d6feb63685dea0	source-form:22baa53bc55369cbaf444ff6|source-form:26138f2ac4b2c2bb71aee05f|source-form:3526b9755929bc64ce0a04e0|source-form:44cc7ac6510fd7d0d7361a9a|source-form:6d39de47cd71871b490189e4|source-form:6f49f8542cecd5c33c6fe1e3|source-form:a1548093e19f72818af9512c|source-form:c9cce26318a0783daffe48e9|source-form:cf5e8ec9e212b0b50fb78367|source-form:da43f06caa04c6fd627b63e9	cleaned-form:44cc7ac6510fd7d0d7361a9a|cleaned-form:6d39de47cd71871b490189e4|cleaned-form:a1548093e19f72818af9512c|cleaned-form:d492beee798fc77bf660dbac|cleaned-form:da43f06caa04c6fd627b63e9	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.tobacco	STRICT_FLAVOR	64	47	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2026	43	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
66	concept-cluster:3dc143dad637da1d8d156d8f	source-form:03bacedcaba5fa0d86824e4c|source-form:0696200c1634048ac47337ef|source-form:12c4c84abaabfbd67c7e7fbd|source-form:18ed4afd9a949d4f837027dd|source-form:1ac93fef8827307408188827|source-form:23422d83c69ab1bcc2036e53|source-form:234b1604f4ed37f4cea9ca07|source-form:25ba6d693483a7185454ff6e|source-form:2923451ecd8021acac09583f|source-form:2dd75002fd3e7f80fbbe7bf7|source-form:2e728f8c5225695895c5c3a3|source-form:368670b108fb2313352c834b|source-form:36e36de1f37aa91b68323c33|source-form:3a6abdb5b9afb88c53f77125|source-form:410033218fcaf3f72edce9fd|source-form:448d62d55745dd454812c8f9|source-form:4aa5f9fdfa58af5bc85a832d|source-form:4afdbba761dc58736ade9d89|source-form:55647a2b339915d33b59a244|source-form:55ca2bd59e27428549729724|source-form:60e63d308e1979df20949c4d|source-form:615e328bfd651de652df7d1b|source-form:69d642db4850278d091b6f4b|source-form:6bd1954d00c03e392621d5c3|source-form:6efe88cf57b68a311804b9b7|source-form:75a9c45d31d70391f0f04528|source-form:7fe26e6d8ea51ea802bedd1d|source-form:80ad796c1c796e05d57177f7|source-form:8551b08bf690a4101aa11cc8|source-form:862fadf59624009dd7c8bb7c|source-form:87e7dfb335308cafde5b081c|source-form:96bfe06cb3316f5bd618803f|source-form:96d238ddd0b132a31954ad8b|source-form:a0feecc9b004cdbd033b46f4|source-form:a3a17deb31e6c1294c098edc|source-form:a511236114b3b1fec6509bce|source-form:a5964d96c3b88b593995c0b6|source-form:ac65745d0e96de79f2643fef|source-form:b1b93ec1279f3845e9f3b75c|source-form:b42cc0e477a9fa245554bdf8|source-form:b8aa47094f73db7f07fff502|source-form:b9f7cca3c8d86207f92019f2|source-form:c39b16e80375338955ffde31|source-form:c53fd9938e69dc7e72cf9cff|source-form:cb4915ab5f424ea643f951b5|source-form:cc37cba4c7399dff1c0efd76|source-form:d512d5f9d979aa98102e83e6|source-form:d8e47a16bc57d76240e43b59|source-form:e48c0ac057c331f23e9c5982	cleaned-form:acbfc58c9b12b002281c0987	MODIFIER_OF_EXISTING_CONCEPT		INTENSITY_OR_QUALITY_MODIFIER	193	164	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2010|year.2011|year.2012|year.2015|year.2018|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	41	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
67	concept-cluster:46c98227fcdfe17e552d84c2	source-form:0daf19b1b3beeb1afb608872|source-form:37931ff3b9d27de47f9ffa49|source-form:8dd86d1a9a09edd62490ee44|source-form:9265eec7f748058c1d39687b|source-form:a97b0931730e83fbf9284ff0|source-form:b8f6ad4f084ac1699058fbe9|source-form:cd9558acfc386bd3e1fb14da|source-form:f014129edc9efb61dfe82dbb	cleaned-form:a97b0931730e83fbf9284ff0	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	124	117	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	40	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
68	concept-cluster:eadb89bf30bc52e6bcbc1756	source-form:670a802ebaeca78e4f3185ac|source-form:93b854f50330dee70467407d|source-form:94b813768c15a91c3ce1c0cd|source-form:c7c7eb1087c4e24d4c121b65|source-form:e8c8131b12c8c41347e123bf|source-form:f088c450592cb8198208e2b4	cleaned-form:c7c7eb1087c4e24d4c121b65|cleaned-form:e8c8131b12c8c41347e123bf|cleaned-form:f088c450592cb8198208e2b4	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.alcoholic	STRICT_FLAVOR	41	24	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2022|year.2025|year.2026	39	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
