candidate_key	pass_a_decision	pass_a_reason	pass_b_decision	pass_b_reason	consensus_admitted
round3i.firstbloom.sha256_3abba49e9af6d9a879cee6606c0a90e2df00e118cbfd8fee3c7e48b80df8b31d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3ac51089c7e0ba8048e9a89d07bcd61ccd4e92decd24075a3ecf5ea907fa319e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3af45b329dc947b96fa312bff5a997d2091480b74371c674bc2463660c771bfa	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3b069c83fdf75a7e37026e3ed470ba3c44fcebc4f4ec711605f45e4af0d131eb	REJECT_NON_SENSORY	affective_judgment	REJECT_NON_SENSORY	emotive_promotion	false
round3i.firstbloom.sha256_3b2b8f4d021b25b4b8246be6f8be74f6e9ccbfeae7bc93d253aca7f4fe763b3f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3b53dee0b7e2e9ffab4119f1350b8d6d0d4b2cfb18bb01a05ed262953c1a2ecd	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3b9527489fc600c84873958da8afdb8f64e7a7ec5dacaebcb01415a6b62e7e52	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3ba03e66a897c2cffab08b935cc7b2be08d9943a4bd8c98c8f894dd1652fe50e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3bcd266a25d108c99fe4643bd7d3b86e16550363c23c7d3d1672b53d1d9a3646	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3bf02eb27985fdc7d655eb4cba3c40c24a2c770bbe385945142ad2268c673f3e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3bf191bd46ddb3a10f310a6132e266a757ececa89c5d24f61bd254b3d51b5434	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3c53788e6c3349d2210ad29ce4d09d65ee461fa8b5b9d010059b4a9112506c72	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3c6dc94a2dece417523dcb739ebea2cb792d898eca3a96370730ab640d439438	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3c6e3d30fcb1ec8d0f053da788fac9db7a356bd1b2459f5dbefe15ad4f85e419	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3c86512a0a24ef06ac99e0009807582a6752e2812182dd6c77e168d3efefab81	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3ca03e8db5699f1bf5d2a601e744a6ec64614916ef338847934433c73349608d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3cbe445d512764dabd1f39b32c7a7b5b5b1aead78002cd56f5405183468a30ce	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3d59ea59eb248623d527603d366c949d3091c4106ade689e002970206f37243a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3d67b8e090b97482bd2176bcd1902a79e48d5068ef5a365dfef9bc68b378fa2f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3d7e379a61474431648eb296dc9be81bc028dff974bf3ec6289d2d6a02d5377e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3dc97b7013a6f2bb68dd84bd0c4e220538b8093d7c68dfddaefeaa6744b3b1aa	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3dcfdcd84ea6b9f0e906d9fab78d0f082073e92cfe1d71c291d1b006b6b187fe	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3dfcd5fa098704755245722f6210d0d87d832a17806559b0fd350f7437fa80f3	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3e42a59d270d415ad648ae1d6640bb87921c1e6842c4245e17398dadc22a2283	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3e59d90078aaa60c48a324e58b6a308470acd605d49ae17b15b94d11227a367a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3e89eb6332d1198b0177f2ed788b898fb83dd7a762fad14ba7a69953a5640031	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3ee405727d6e414068a171395d43aea151d543cfc0ecf4b06b8d9c414c84f3f1	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f070296c4aefb9b40ca986bb03a5aa8e8ef18561ceb1be1259a7b72ac7fad35	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f09d112aa0a51865789caea9e283febe74c8dd396892112b930b8f819e5d55a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f0d272e1f8aec18029d1a3c814e8d86cf6ea3a6c4990292226fdf78f0031949	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f26d49b3b62592610854a68b98f479c4668864142b06e1d51064813f3ba5fef	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f282e5fb9ecf74c75ad7fdc6230f100f91e1d868ef6f0f4207e7ec51499589d	REJECT_NON_SENSORY	contains_product_name	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	false
round3i.firstbloom.sha256_3f7130f264bae613a44699b5b59268ec0862466ecda113b940653e23771a0512	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3f8b2c5359c6b98d61b1ba85bb22b6e71be0c2eafd0ec74211ee0a0208391bf1	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3fb182479d7512479e9bbf4a17e9085d451183985f0d8020d1624f1783e6ae1c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_3fbbb0f9e9a9828b3f7090f45f951a3b0536319373ef30bf3e877888b0db5c8c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4037b80370e42c481b57740c1695a3f07c482b92c144f7ff0c6d4c699ab7a016	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_406fe546d4304c2146ab197eeffcb94f3e0036cd3f4ca18a8038e04216d69373	REJECT_NON_SENSORY	product_name	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	false
round3i.firstbloom.sha256_411f1c6cbdd4a9d42b3d75b5795f45c1029115d683b6e8211fe8228e84fdd34e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_413a4416f9bb2aa7b794c42c3996fc4f571734021a630180b3aa18d62a5c271f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_41a9da650f21e72251a2ad1e7521aeef14c32c82bac770a52c1f5d6e22ad2332	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_41d0499c1e4e5c57f8ff4dfa5365e857f6862c88faee12137e7818c6458e5e53	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_41fbf12c5647ddd77193c04e77c57d09f7669b92bc1e44cd94dd23fd08aa5dd5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_425fdb3e4c45156468f348cd97ed1db1e2a65163ac55c292cbb1b57e616bea9e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_427445f7460a5816d655cb77aef62632dbbcc7bf33bacb1fcfcb4d635fa874f6	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_42930fd42fee93d48aea877142b0dae515ab111fe6e36636f94674d6b96b7b16	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_435635018456bbe21e644b29a16eab3ae8952c54ae601a5ae70965e84b23f535	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_439e354938bcfa1b5babc27d2945813aa875a824466fc999e41f2620c48699b4	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_43e0b93825acacbe3f352367ad4db21786442331940cf5d27f685162dfc9cf91	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_43f100253eb239b1bab38aab48ff4aa8074b3bf03f30738c7dd5a9761e52de09	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_445ca6eb84d257e5297ec9ecd59b056a5db34530a509a561ca905621a678336a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_44e9a4428fa05a437cd80430c8bfdebce5f946198cab316116e0ed729419f6d4	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_450ccc456402af129a511833b15ce0c00b4ae06ae33c8abd9246a54290ef9b75	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_451f9760d8ab08aab3ffc21707254e645944141f7e1853bb593669578f062752	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4544a9d1bce17522b99e89f994f093824762a4e707cfe74955b5a1d63a31f986	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4559b58e321f92922cb77220ae144f02df10767572d8b7042b3a43796160cdae	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_45ecc13116983730a3d46c541aa84e5a46b8d9b59928f7aed0ff6244f22ba268	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4604df1eb09f2927afa17a676d49c4c40c2c744b7169ea70e4d70cf222566753	REJECT_NON_SENSORY	promotional_judgment	REJECT_NON_SENSORY	promotional_judgment	false
round3i.firstbloom.sha256_4625de35276424375a4397b158b971bdb94d173353fd0cae1b0ce808e93881cc	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_462ef7fe05667c40760c765d878bd48b104dba152ebafb922911bcb7b6a98881	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_462f70fc5b940cf51cd5d549f09cc0bd77864a9ff6b38b25a9a2d8dfe4cf9570	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_46514d1ccd01b3d844e0070c73f2d8a2b85953144ed1b0392d3a40b727a4c9eb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_466a65747459a23d797bd8e7fe90fb1f4eb08a9d26f9397006f9e248a4c0ced5	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_46834e7860491a9ab6b1ae02e7f84642641ff6e386b41b48e967e0eac7334e67	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_46cad11ed46896d6ee83c5d70745804ee2fab9d4ef103674df9e9e539bbaecb7	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_46d3040c46b5a8f4ffdbc4dd3ed0f3d897d982d919723cb8994941b966e66ee6	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_46e62859acee4caa8ac5be3322ca21359c3f7e299b67113ae55421ea05019fd5	REJECT_NON_SENSORY	promotional_judgment	REJECT_NON_SENSORY	promotional_judgment	false
round3i.firstbloom.sha256_46ff81d8900f7bd8377771df908ec9d2699587346ea32d75c8020d7f6f9f9097	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4728414ab129cd2fbf4850ec3eb0caadb67b5145be980d2adf0e74f1479e2ac1	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_483e7b10fa0d3572f4d8fce9ea9c2730313b89b8279530300200d7277f1d791c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_486b55cd3ac5dd893ab13c5604d5c0850163ea446e1f6d53a18294b8a6fa3efd	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4875c08b32c6179b549a550b84e8c2310b0d9825a96461b247ba343f0225d77b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_48a5cd5918b55e49fe83ad1b3a09a0e3c2ff472d91963b014533e84540b84249	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_48b3421ce4132c3fa752ba2bd6455d8c8fa588f1f8727b1cf00edaeef4764b2b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_48fb71763d97b54b752aa17694977d1f87c7707415f25ab63ac2ea2495347ae6	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_49574baff3cc167fb6f2a96ecf517974477787a013229a9a10e5a6dd8f07b8fb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4a046e33ecf7aced9bfd000747bb1fda7836c8ceeff662af33c2a2c288b4e78c	REJECT_NON_SENSORY	product_name	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	false
round3i.firstbloom.sha256_4a8c5c8c02eaa9a8cff01c69051d95b25bce12524925be13a69b1bcf7bf055bb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4b10a30a6f50b3162f8b02fbc0a5debb037cf42263e79f40e487e9aaab5f1c32	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4b8b91f6e421d7caf921a7cbeae993c1b9af09fba06b3de8eaf97e95c556cc0e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4c2139acb83de53baca52d742d8ba2a42bccaee1e0b960466cb7a3b146fbb67b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4c22209a260415ca2b6d6204a4bf4a409cfa8ded8b002f006e6fe6d7ee31dd35	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4c3cb0778bd186ba3d8adfadaaca013cb43e68690e12bcc12f89ef5d53455f6e	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4ce7da24f8ce654e4c1475264334f50ed5a6396071e2343f7c49b146eaf170ce	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4cea44efeb33438ea704bbb8c592a4fee1fc5f4cb283fab444584197dfe5fbfb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4d47df66a6d063781444fc365019de61cc2e24892a70c1bef91c974a9ad9cc1f	REJECT_UNCERTAIN	unclear_term	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	false
round3i.firstbloom.sha256_4d61c13020263dbb7806d4676dd8d29ae55088758bc20f870b80432f97e8b866	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4dba027f586f90eb527cfdf8201be341db237aeb4d4bfbad070c4df7e5ef4524	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4ddc79be94adefea225c698975e0127e36718288134f4996cf54a4bf35ea94dc	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4e4831b1c6a7f537e7d4e7ada79beca36039edfabc7b07dd7114c2eb0ad9a349	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4e50650b313e7112680b97dd44c813ea6339091ce64523d0993c09d5c92c0535	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4e70a1d5f91dcf29bd68247e5f3ef61e9f0495292b44b771fee98b1cdeb9a2cb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4ec7168317d08508db4bfc18bfeec9dc65d350db9a23fbd95623809c569b826f	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4f08e124fbbbac5d2803d4643851f2a95e50bd7d6eddc3e74ca261619cad079b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4f682b71153ffa91e608445d7ea1257e2076d0d95eab6336cd1aa94b49680f11	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_4f7f252d985ac581f80c573a2a977d50d54b0dcc4a8fafa5000ebdee8d3fb32b	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5087a5cfecec4b720053f02023c6726d3af827e83bc13888b094ab5996bcb884	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_508b7754e3266e883b214b2edd1864d129b28fefb132fee39e88aab2728ae96a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_50a3c7a38b3c9bc71206999cbf02d14f1e6f18d5906a8c5158de9b05ce39c92a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_50aa7dc22e61ed0959fd2fadd0bd6fcc07d3e636a56127c9f3880476afc39544	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_510c83f5113a750681dda2228bc03a3e88393b2d2a6e8ca4f2ba583fcef08d12	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_513aafd930abe8633a01cd3378314749927c129d8e18685e2ef7d3c94070870c	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5183f2897230ab6f13076a62766ade9a75ad19b5f6329b05ecccfb5c6d57f382	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_51b30c3940f1ac5c337c31fdbcca77a13ad88fb3b413e00041c326cb3df1aa31	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5218b6580c7c31bd811495286705ca9acfca2502bcc81b2b4ce1653d2879f83d	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_52321a825f938e8948961b303cda1c207d4c575431179c9aa6f9c6d6a7db3e14	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_523f635cc5943b1668363258d504bee14103959d1c541f1e8d6e617789885e48	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_525599e23cd6e47db21b12dca10a3e69d1f9be06010314656906d98b04a6b3fa	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5260f8d90921dd4a69882a7091aca0e015898314b71b202b35fc2df8281b3cce	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_526e67168a1c488bab3588fafe6f8c3042b5ff9d6b62a6f1d2dee96838b033fc	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_528425e595523c732a6e5d2a914909bd7a2fa37450213272f2381787e42ede82	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_52d5fbfdc3473066327f082ada91dc177d570b01164d64b4014bc560b7aed75a	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_530687c5a7889fbce79a0065ccc74687ac6d5bbb99a8c3f251d5d6c9e146d409	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_541dec531a07e881f1143696e1e102722be52afbe857f587ae47848121e331bb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_543d0881d540b796dc08e775551ddc88bd73361e7342ee9d2995d7724d3e10fb	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5441e7ad7c0baea4e81239e59ed1086a471f395479f2070d614c02b5f6d4fbec	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_5563e644536c586ae2c0f3aebd6d7e76e36f7637e811425c24f8f773abfdee14	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_556ded69059a18b07235d44763c00d840a81aeff461aacf494ea42dc92830ae4	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_55b2c7104fc0bf9ec28dddf221763c255a9c5c56f06a4064963472af76fc3cd6	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_55bab0ab39fcfa1308e6e05b32f153569ecc9586bb8dd18df131ebed657a2f97	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
round3i.firstbloom.sha256_567b86579b8652c03719f9cc307e952a1f433387a01fcf9dfb0f7e4b21a0d1e8	ADMIT_SENSORY_LANGUAGE	sensory_language	ADMIT_SENSORY_LANGUAGE	observed_sensory_phrase	true
