language_expression_key	language_code	representative_source_phrase	normalized_expression	expression_role	source_authored	machine_translated	artificial_variant	review_state	counts_toward_governed_total	counts_as_zh_hans_sensory_expression	public_export_allowed	limitation
language.expression.en.sha256_281b5a58513bef487bd410752701f7d0b9c561e2dd9d1af624b471b83d92ef06	en	Dried fig and Caramelized pecans	dried fig and caramelized pecans	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2886b0b748b7eddb7e5f8f1e07f19997061156cd03320cc8b26576957e346f19	en	magnolia	magnolia	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_28db2e6e92ecc6e56ecd683cc7f0859159a8dfd4083653ab69919a902bea0735	en	Orange and Creamy	orange and creamy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_28f62b3f3c3bd175648b3462ef988844eaa00903c705f7281991c9baf1f81165	en	Floral and Papaya	floral and papaya	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2906010acb3279f7a91a4d48573952d449908d163bbcb2f56d7e5441e3ed4ef8	en	Jackfruit	jackfruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_290d5b47625f7ef6ba20ef82225d767a3c870ec78668632576a3fc57b31566a8	en	Honey and Lemon Juice	honey and lemon juice	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_296076f0388840c556271c17f56554034043e0685479fd0c51c40cf56fa73dbd	en	Toasted walnut	toasted walnut	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_299a87fe39e096e3eb66c1936471b756bb446ad00e2b3d6f0b3c8017d1639630	en	Pecan and Creamy	pecan and creamy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_29cfd572d34fdf8b8f703a6dde6b506eb33313b5bc3a31f3dad9aabf0372c279	en	Melon and Black Tea	melon and black tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_29fb053aae6d5fe2450ce9a8e4b73455b27a44bf0aa357386f023fdbcb225d3e	en	confiture d'abricots	confiture d'abricots	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_29feb562719ce7aca04cf807813dccffc0e9ae232707a1e9fb692c46b7765fd8	en	chocolate & nut undertones	chocolate & nut undertones	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2a0e749836bdc982a2b982ed67ac106041a787aa2af7f7cdd5b7851fdc8b6cff	en	hard fruit candy	hard fruit candy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2a3b7d68e3676e82dbbafd85ccc13f5d46e279482fb7d608f71d2584f2fdf15b	en	wild berry preserves	wild berry preserves	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2afb77103af9ac69fd1a230d8636a377b1ca952dfdf89a445337d9bcc170e52f	en	Pour over tasting notes: Berries aroma	pour over tasting notes: berries aroma	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2b6173262d13c476c9c06d38b460d943ddf9c8a006d16921d24847067a13bb09	en	Jordan Almonds	jordan almonds	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2bb1d4e7ce1df31905f57f5c8814a9f0c8815d51e034b5a98745f6eb6ae895a5	en	WILD RASPBERRY	wild raspberry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2bc4f8dd7fea6199f9c2a907989380d9369bcd48dcc2e5a131f51360d84bbfdb	en	chocolate wafers	chocolate wafers	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2bd92609bc3f7edae379ff1d1998ec87463042fea75905dc936e9c1091fe5e7b	en	Plum and Dried Date	plum and dried date	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2c6f45a1ff31fa0145da037b12fcda064e40a38c9ec3c0271dfe2722f6fe8d1d	en	Citrus and Caramel	citrus and caramel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2c9ead993a3a5596c23f706e896a7d9d18aa5face60432e437d49dfb5adcdbca	en	Black Currant and Nougat	black currant and nougat	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2cc144ed1cd35add0f48992367e882ce78b18b3eac1a7467e0a2520426fd7240	en	Peach Floral	peach floral	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2cc67be6755915888d096082dde17d578b8933bd7a67b926c953fb1851340c03	en	cannoli	cannoli	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2cd4b2b2654b50137dc7852f0abd70ee770b6c86b18871b59f0e0a2f1bda2933	en	Baker's chocolate and dark cherry	baker's chocolate and dark cherry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2d1dea410ba2f2b6232821449f311acbe6f91775fc6ab45266287ce6ee4a5b4e	en	punchy rhubarb and delightfully sweet	punchy rhubarb and delightfully sweet	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2d373de84c3e68ae46c3219ec4c174e11edb0eea4ad0ace962b5e73987a1424c	en	Caramel and Balanced	caramel and balanced	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2d6203c231436903252026c087bb30ce38f663b7d3ef849e411f64ce414d6153	en	simple syrup	simple syrup	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2e18074821e14c0d77b31d66f6b61388b45d6ec1d8cf5a1c93126fdbf2bc2a2e	en	lemond glaze and caramel	lemond glaze and caramel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2f45b4e6024c3c145e42afe83c1c9d5e214c9e42f9f0667ae412874daebedc75	en	Plum and Black Tea	plum and black tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2f49ed05caf1475d1f31ceeade80690ba258ebf3a1dd2b137f65d13755c7afc3	en	Vanilla and Custard	vanilla and custard	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2f8340d0b4d1419f70ecfb9c943ab54b94c353ef8ca8eb16194a62bce1f9f307	en	roasted banana	roasted banana	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_2fbcf1c785126c7ace8571ec5ce8e617ddad301bb630fb924b7b663024f96c86	en	White Rose	white rose	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_30716b79ffef7a7de183d3f77cbc1bafadcea5dec51e78d1534da35af70c4319	en	Candied and floral	candied and floral	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_30e95913077c3ae09b5c852bd0c4a83ea4e505fdd2a559da8b1c409dce19a656	en	Long chocolate finish	long chocolate finish	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_311bcb40c86c8dbcab9aacce1a47ea953573572b28d05f7c91c9f8d1a54e8ef1	en	and bright acidity	and bright acidity	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_319cf4dfd35f7cefc5596b141121c4f7ee01f4309c206ba50c1b0189a58094bb	en	roasted walnuts	roasted walnuts	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_31ab0e69504831606be0518a6deabcf18116e6234f82a013d52a143474f05e88	en	a bold body and a muted sweetness	a bold body and a muted sweetness	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_32810c23e39d385077ea38babb1e1897565ceae9fe669f4c05a88f1ea71e4e59	en	round texture	round texture	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_32b9a4fe16405c1ef535278828bcb49ca148d7c1015ea3b20b24b00098814ebd	en	sweet finish	sweet finish	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_32cdb619196200050ab0af581a10fb83cfc63b1a20f58d4bafb6313d55a3f0e9	en	Cake	cake	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_33179c4194b4b8e450e2871fe1acfc2260f9e156b7eab13c5fa4bb96faf7aebc	en	Acai	acai	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_332f855bfbf057ab37a680f95f11acd1b02532314730cd224d801037d084bccc	en	Full of vibrant and clean fruit flavours	full of vibrant and clean fruit flavours	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_33634bd5c265329538631d5ba9b543442a150dcd9cc1c35e226287e793ca2cb5	en	lychee and grapefruit	lychee and grapefruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_33c940a3c68d9425856d09667151d4aeab0736a91da11349b4dff5c46753b86a	en	Raspberry and Milk Chocolate	raspberry and milk chocolate	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_33e15bd520df98e53f6ce650d5f39937f27be26bedfec152e7d934fb09a3806b	en	Orange with cloves and Caramalized balance	orange with cloves and caramalized balance	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_340d8c31e6ded9168aa5be403a1fa7fc49344096a3862b81eb7626ab7f619ad4	en	Peanut Butter and Raisin	peanut butter and raisin	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_345c2d0b9705ef8b233752d83c1f1270ef22c3f6ff2fc7d6772422a50c0cd077	en	berry-heavy deliciousness:	berry-heavy deliciousness:	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3481212134d856c72510337efdc5bdc3ae7b7374fd58f82d3eff24a91f437009	en	Brown Bakers Spice	brown bakers spice	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_34c4ba8f5ba5f40e56e4056a7cfbf8b15f9db557bcafb8103f243aa7509ea802	en	Pistachio	pistachio	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_34f92fb38780b2f97dad4044c2359c3638ebcfa4a89521c5d8abc20293f462d7	en	Sweet Pear	sweet pear	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3510865e12025cde1e11d4c6cc49628554cfcaff547f02e35a48cdb8b64a8f5f	en	Cocoa and Toasted Nuts	cocoa and toasted nuts	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_353638293bc7074c39c8af95d5c127093a1ee8f1ff34862eeb2b28d701862c2e	en	grape juice	grape juice	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_358a986d1f4c13e5f3986b7d79bc19a45c5c145d7935306d3941ca6e850e6ce5	en	Cacao and Hot Mulled Wine	cacao and hot mulled wine	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_35b58f37fce924de0c63a6223095c8d0784848b6de7e163640bb3682e5d1d629	en	plum and green apple	plum and green apple	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_361ebef5e2a63fb75f0ef8fe63957d2c43031f7f9843bb7e3f95c2c3e9dde8e3	en	cocoa powder	cocoa powder	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_363fa7f46a580ab886fb6fa41486873b6b2199de51b25ace2c5bfe5c7c79bfb3	en	Apricot and Creamy	apricot and creamy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_36b481152ba40f4eec67cb63e9f1ad785c164e0fcabda0d296ba956c64e0380f	en	lively	lively	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_36c33e3480b86ef6514436c124d15e3f0b1ad072546306ddd525d8de82949f64	en	Mango and Gummy Bears	mango and gummy bears	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_37d062a8caa499a5d780660208fd4c15851d6b0dc3e3a24c1de986cf16cdd1bc	en	Smores	smores	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3837ece8b5165743747274bbb180d8208dd3bf37bb908981306654825daa6fca	en	Full creamy body	full creamy body	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_38cdd38b71fd85fe21097006f8795d72a4d9c0a824d8905a1b60a779a574921c	en	Sweet Peach	sweet peach	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3916392ae50a24c04a3f965b344a7ae2101f980206b62777e07874ecf4313020	en	slightly sour	slightly sour	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_393b8db9452ceda209fa5e14ba18400129eefc95c9b381bf25a081f825db68f2	en	Milk Chocolate and Red Grape	milk chocolate and red grape	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_39418119ef44a513c56d5bb73057515a20ae095c61618ba21816cebc85bdd1b2	en	Marzipan and Cocoa	marzipan and cocoa	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_396074b978bffca8d9b027213e575e505e552831238e9f8d6c4d953c1de0d9ce	en	raisin sec	raisin sec	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_39676dac2d0e10f344b87209d597c5d928c40b88e6627b8714487947916cf73c	en	Ripe Stone Fruit	ripe stone fruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_39d06056f307d05b2352c92368ce28e0ab586a08a86b57a64e33c2231ba2b562	en	Milk Chocolate and Vanilla	milk chocolate and vanilla	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_39de6bd73fb94bf307bc1ca18ef171509481d36aa0db89fbf6fb65cf670b14c3	en	Sirupy	sirupy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_39f86160f1e4c4c005f503cb5038997de6931ec31a17a4b326b4b28375e092f7	en	Panela and Creamy	panela and creamy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3a3efee0cf6fc0ae3956524f1f8e9db619debeb9594039ea2e9bb9d3fb0dce63	en	fruits rouges	fruits rouges	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3a6cecf59bc6d2977c791bc59721f9f4f705ccf168203b8ce55566fdf9b0b2b5	en	marmelade d'orange	marmelade d'orange	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3a88a9bf6653e53d7614f806bfbdd3d53c37ec485e5d4cfac45bc7deb474cf60	en	sweet persimmon	sweet persimmon	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3abba49e9af6d9a879cee6606c0a90e2df00e118cbfd8fee3c7e48b80df8b31d	en	apple cider and caramel	apple cider and caramel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3ac51089c7e0ba8048e9a89d07bcd61ccd4e92decd24075a3ecf5ea907fa319e	en	McIntosh apple and butter-tart	mcintosh apple and butter-tart	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3af45b329dc947b96fa312bff5a997d2091480b74371c674bc2463660c771bfa	en	Sweet Tamarind	sweet tamarind	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3b2b8f4d021b25b4b8246be6f8be74f6e9ccbfeae7bc93d253aca7f4fe763b3f	en	peanut butter and oranges	peanut butter and oranges	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3b53dee0b7e2e9ffab4119f1350b8d6d0d4b2cfb18bb01a05ed262953c1a2ecd	en	clean and sweet	clean and sweet	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3b9527489fc600c84873958da8afdb8f64e7a7ec5dacaebcb01415a6b62e7e52	en	Caramel and Citrus Candy	caramel and citrus candy	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3ba03e66a897c2cffab08b935cc7b2be08d9943a4bd8c98c8f894dd1652fe50e	en	Black Tea and Tropical Fruit	black tea and tropical fruit	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3bcd266a25d108c99fe4643bd7d3b86e16550363c23c7d3d1672b53d1d9a3646	en	Kiwi-like acidity	kiwi-like acidity	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3bf02eb27985fdc7d655eb4cba3c40c24a2c770bbe385945142ad2268c673f3e	en	Financier	financier	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3bf191bd46ddb3a10f310a6132e266a757ececa89c5d24f61bd254b3d51b5434	en	Chocolate and Blackberry	chocolate and blackberry	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3c53788e6c3349d2210ad29ce4d09d65ee461fa8b5b9d010059b4a9112506c72	en	Tart lime	tart lime	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3c6dc94a2dece417523dcb739ebea2cb792d898eca3a96370730ab640d439438	en	high viscosity in body with flavours of Cashew	high viscosity in body with flavours of cashew	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3c6e3d30fcb1ec8d0f053da788fac9db7a356bd1b2459f5dbefe15ad4f85e419	en	black cherry + lime	black cherry + lime	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3c86512a0a24ef06ac99e0009807582a6752e2812182dd6c77e168d3efefab81	en	brown sugar + red currant	brown sugar + red currant	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3ca03e8db5699f1bf5d2a601e744a6ec64614916ef338847934433c73349608d	en	Tamarind and Peach	tamarind and peach	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3cbe445d512764dabd1f39b32c7a7b5b5b1aead78002cd56f5405183468a30ce	en	cherry syrup	cherry syrup	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3d59ea59eb248623d527603d366c949d3091c4106ade689e002970206f37243a	en	Floral Black Tea	floral black tea	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3d67b8e090b97482bd2176bcd1902a79e48d5068ef5a365dfef9bc68b378fa2f	en	Hazelnut and Dates	hazelnut and dates	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3d7e379a61474431648eb296dc9be81bc028dff974bf3ec6289d2d6a02d5377e	en	ried Apricot	ried apricot	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3dc97b7013a6f2bb68dd84bd0c4e220538b8093d7c68dfddaefeaa6744b3b1aa	en	Concord Grapes	concord grapes	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3dcfdcd84ea6b9f0e906d9fab78d0f082073e92cfe1d71c291d1b006b6b187fe	en	neopolitan wafer	neopolitan wafer	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3dfcd5fa098704755245722f6210d0d87d832a17806559b0fd350f7437fa80f3	en	candied peel	candied peel	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3e42a59d270d415ad648ae1d6640bb87921c1e6842c4245e17398dadc22a2283	en	Aftertaste: Brown Sugar and Floral	aftertaste: brown sugar and floral	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3e59d90078aaa60c48a324e58b6a308470acd605d49ae17b15b94d11227a367a	en	Butter Tart	butter tart	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3e89eb6332d1198b0177f2ed788b898fb83dd7a762fad14ba7a69953a5640031	en	fruit pudding	fruit pudding	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
language.expression.en.sha256_3ee405727d6e414068a171395d43aea151d543cfc0ecf4b06b8d9c414c84f3f1	en	expect dark chocolate along with smooth	expect dark chocolate along with smooth	UNRESOLVED	true	false	false	DUAL_CODEX_REVIEWED	true	false	true	Observed licensed industry phrase; not a canonical concept or scientific sensory fact.
