semantic_relation_id	semantic_reference_source_id	relation_type	relation_layer	subject_node_id	object_node_id	source_term_sha256	normalized_term_sha256	definition_or_category_sha256	source_locator_or_restricted_pointer	source_artifact_sha256	support_role	evidence_authority	rights_state	raw_definition_published
semantic-relation:56e3fb3adb599cb39c66cc5e	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b9043c16af362f30807deaf6	semantic-reference-definition:147b72ded728829f71c6983d	13edb07560c76475c15a0858831cc480ee5bc50a1772e460640b8d972136efb5	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	147b72ded728829f71c6983d5e1eca575647538db35de5e88f0fe02f160ab7b0	PMC11675256#table-1-row-25	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:580cd8fe378ce42d2cfda742	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:374d306ccab977617ba06f9c	semantic-reference-definition:869c4a4e42404c2fcca26a27	75aa6d282b1347a7bb87855de51f53c63d1494cc6c91b61701c75e61ea0aa52e	374d306ccab977617ba06f9cf68eb19bc61cb5e08282bcc2180d0a18da2ef50b	869c4a4e42404c2fcca26a27606b269b69a2101be44457a740bc69451635a42f	PMC8774372#table-3-row-5	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:5b2858ebeaeb5adc8e1786b6	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:d38ec59aaee133ccddddafcd	semantic-reference-definition:f6789c6f0f7b59e9881e9523	5ebe1bca1ee48d54d9809b7254763908c6b6cc6968e61150e7660204366b44a1	d38ec59aaee133ccddddafcd40ab4f6822ad5508a9ece29e051466096cc51291	f6789c6f0f7b59e9881e9523063136e7b31d0ec9ff843ad62d8d72b905fc571b	PMC13279845#table-1-row-2	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:5c3a0acff117b08ab34687c8	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:37290d74ac4d186e3a8e5785	semantic-reference-definition:fb551182aba412b592b8d6f2	c9a4a3dad784c5e167bf542ee8966ce4077071af9a19c5cf2946b18798e33225	37290d74ac4d186e3a8e5785d259d2ec04fac91ae28092e7620ec8bc99e830aa	fb551182aba412b592b8d6f233d61a6ba7836c0ab2854bd90ed1f9b5bba10901	PMC13163763#table-2-row-14	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:5cfefe405c3307ecef9b8ff1	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:8825e76530f87ff5c737b325	semantic-reference-definition:cce407d006dbb615dc34db23	dcd6acdc859dfd614047badf3bf49f009c475df49af27a949a3fe75b949f28d8	8825e76530f87ff5c737b3254c6936bc0a90bba3a10a91bbba739268208d378a	cce407d006dbb615dc34db23496fd96c8cc8f3eaf0bdd3b7946fc56e1e573084	PMC13163763#table-2-row-18	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:61d68a77937aff8473a5ff5c	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:230d8358dc8e8890b4c58dee	semantic-reference-definition:6e99ebfd17da613d46b3d810	5f9b6f5c8b79955072cef5d50d13df16b9a8f31dc5fdb045f41d0796101ebaeb	230d8358dc8e8890b4c58deeb62912ee2f20357ae92a5cc861b98e68fe31acb5	6e99ebfd17da613d46b3d81040b40c253be559b22c3659c3189bae0885bf33c4	PMC13279845#table-1-row-23	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:6218902dffa31d72d2637fc5	semantic-reference.pmc6776322	EXPLICIT_BROADER_NARROWER	CONCEPT_HIERARCHY	semantic-reference-term:9beb0bd026724c6545e78057	semantic-reference-definition:28a89b7b4f78e8f1b9a44b68	9beb0bd026724c6545e78057eeb5e9c37fce906d35e7d0e8db0af3ce9b80221a	9beb0bd026724c6545e78057eeb5e9c37fce906d35e7d0e8db0af3ce9b80221a	28a89b7b4f78e8f1b9a44b68ec2d3b42398262b2c640bbfe00f7453849195053	PMC6776322#table-2-column-1	8d4cb6ce053b964f650090b9e7a8d8222dab49a661622762f92bc2098c15c163	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:64123968232b7897e6f454f4	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:0a3fbd76022074f7e31cddf7	semantic-reference-definition:e132b67958a51b43653d0c1d	22f588646523840b2fd3e81478abbd7f62088dccf3e9afaa4be26ac6d674fb04	0a3fbd76022074f7e31cddf75c46884774e0c0260ed0ccc5e060bf6b5b8a7504	e132b67958a51b43653d0c1d1deef910eb4b47b021fd315e9ad00ce2351b74a3	PMC13163763#table-2-row-15	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:64840a103e71c7d7b5bf495d	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:7499aced43869b27f505701e	semantic-reference-definition:b7969caf785821bfd11ec59d	8787891f39a43ac4cfc1c643a8103db8d3c5bdcc64bcabdb3facadb08ece61fe	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	b7969caf785821bfd11ec59dd5382dbb86d5a2292eb4af52598d180bfbf92b44	PMC11675256#table-1-row-16	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:67e6e97192f97a5557cde1f9	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:bbe8e9531e011540d71bdd2b	semantic-reference-definition:877aed2528fe694140813669	ba7aa5c0f8b41edce671120332605d41ef8f861010274c172d29029a13014d6a	bbe8e9531e011540d71bdd2ba9addd73edf7e56313c446d5cf014f09e4e42eb1	877aed2528fe69414081366961f1a6445c710e08f7878fa05963e672b55482e7	PMC13163763#table-2-row-11	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:6ac65d84269e3f1b26b1feb7	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:7f18041501a6073856a11aec	semantic-reference-definition:829c7e22a275bf27ddbe5a1f	01f16f2840436dc0d979e513b454f2b82c0c497363379b7f4a2dcc1830a4134f	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	829c7e22a275bf27ddbe5a1f88e00aa8ff613f946dd4d21d39f2a4a12247bf25	PMC13163763#table-2-row-19	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:6d3bee96be33b5821906801e	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:24a3f48f327b0753f0a9fca4	semantic-reference-definition:b08da3ab7646a1f554e5189e	7406150a35429b1f19cc60504ced20737d5234234b3782616101bfcb741428f2	24a3f48f327b0753f0a9fca4e31d4ebe2ed4cdea54594cd1e34eb17874d9128b	b08da3ab7646a1f554e5189e6cbc0bf5658a5b00563ea56259a3ff97f1f1bf8c	PMC8774372#table-3-row-18	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:6d745bc30dd4b5926cd3549b	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:4e10a4fb82b2a3dd638f3c70	semantic-reference-definition:b55f2bcf2bf7a72a9e3b4e75	29a4f66fe348061dcfad2cc59ada52f94f294dd78bee5274ca579acadc8389c1	4e10a4fb82b2a3dd638f3c704eecdff14fcc2158e964b3d630c1dab4efaf5ade	b55f2bcf2bf7a72a9e3b4e754fac7b10ab6aff0f993fadbe05e09ee5ebb4897c	PMC13163763#table-2-row-20	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:74f424def28a803bc4c6fc67	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:e0464cd8e9161abe381959e8	semantic-reference-definition:333a8098ce6243fec5b0183d	bf6d7d458fd4a3812ee962bbe69ab975f28654a6e28aa5b8ead05394043ea25c	e0464cd8e9161abe381959e82a11ac8b4d41d0d7d416fea312f63389d767c901	333a8098ce6243fec5b0183de998421786560f51466aa8715a5b7959394f380e	PMC11675256#table-1-row-19	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:75fd39f8ac33f318a412bf8f	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:c877647d1eef4e2a53959784	semantic-reference-definition:b04ebc5503e4befca7260c17	e5942ff0bd16e98fc7a39ff9e05f0af65b286a445e15167493bdfc07b7e2d5c8	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	b04ebc5503e4befca7260c178ad46bb53b32a3d19869bcada3601c1f82bc5129	PMC11675256#table-1-row-10	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:777db202926cddd1c0015bdb	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:2efa64f91736e51bfbcae85b	semantic-reference-definition:649ab144cf9b38b6ffb04ccd	4c53e95e15816711ef4dc5505652c701af5d0349d863e9dc9e8893445765b17c	2efa64f91736e51bfbcae85be793635c890cf873727a90a959ad0fbcffafbead	649ab144cf9b38b6ffb04ccdcce7e26923634ec20ce871a9d648ee4812d4ec35	PMC11675256#table-1-row-12	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:7b8816aefbc2b04253f055fc	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b00e85a436ed1a45200aa018	semantic-reference-definition:caa362396b41281461d411c4	b4a270d1a927b8c4f8429fba8177eb3abfb7c0df2acef7b7be0e7de73d4b426f	b00e85a436ed1a45200aa018bac586eec69bc6a4c49cd7a6bc7978fb9b9b24f4	caa362396b41281461d411c4563004dc8e8fa781380f9f0bb495d3a93cf52b4c	PMC8774372#table-3-row-14	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:7d3724e961fa6a62eb25e4ba	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:be4072786a7e2e881c01cb17	semantic-reference-definition:5cf968b6e2a3d2958e046df1	3214d0d649c7cb593784c1a7c648f03f66e95fbb039abb245ae23165ddf25d28	be4072786a7e2e881c01cb17b874f7860323f60951b87b9cb6665ba684748819	5cf968b6e2a3d2958e046df12d264aca1cf7ec99d5a5b517e7524bababc39a2a	PMC8774372#table-3-row-13	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:7f605956233974c5312b6102	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b9043c16af362f30807deaf6	semantic-reference-definition:f9995252d6c079a1f333e985	3831fea738b46db142f58a82b33cd7970dbdcb0387a876765a9c5950b7d980ac	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	f9995252d6c079a1f333e985f2cd41ecac8ff3fdc6e011a82fda4e4ac9803a77	PMC13163763#table-2-row-7	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:814bb3557e5662b4a4fcbde1	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:d7d8bc30d15c9e306029891d	semantic-reference-definition:90e3272fd9843b945b35afbf	876458bf089c7fb786cee5b26212c4222f06adb4cd80d47ccfedd0185970e158	d7d8bc30d15c9e306029891d4130d7eeeaf95da637089b5776ca809556683215	90e3272fd9843b945b35afbf5e401dddf86ac69f0901a4bb6545682f01059e34	PMC13279845#table-1-row-3	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:82607e005af917672130a22e	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:c7f4fb643c0c68136066c761	semantic-reference-definition:3ac55d56faec551322f557a8	ce3047e47cc3e1c43164e17a7dbc399ce6ab33aea40e36546114d60a99eb7660	c7f4fb643c0c68136066c7616bd37cdc29f7d3724ef29afb9f9f6eb3014deba9	3ac55d56faec551322f557a8518d7e1af7afaef7a99836344f9e33473f2bd89e	PMC8774372#table-3-row-15	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8474539b6fdaf621ed41daf9	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:864ab12b1858361a2dd80e99	semantic-reference-definition:d7bae85a9a704dab27fa4b5e	b291eaafb09838b12d3246fc646520569dc31d4a81dd96e04678a47b5b864361	864ab12b1858361a2dd80e99b61740bb6e01c8abb3eae721754a8ec1a6463bcc	d7bae85a9a704dab27fa4b5ed38a895a30d6c6447ff74407c3757ac23c4c3b27	PMC13163763#table-2-row-23	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:84ac6df90804b9b25bb4a2fa	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:c877647d1eef4e2a53959784	semantic-reference-definition:e825f1110ea81abf83fab709	fd67f5150ef99e1e36037760cea66624ea52596d977e6d9c1d39ccb187f51f13	c877647d1eef4e2a539597841d24963407bb2d32fde8cb5cff82f19d9e973d8f	e825f1110ea81abf83fab709ede93f6d03a7febb10e14635a0cca0fae4c95112	PMC11675256#table-1-row-27	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8521d8c01f92c6d9e4e58dba	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:544d7eda1c3efb94cec3cb4a	semantic-reference-definition:cf168714dc2d547d76f078ea	f04e0c32366ea4da068f7cb89b9b133ccfbac14aad9a2e2b9bd192d683fee7c3	544d7eda1c3efb94cec3cb4a06d4d08e3b2b216a029369f8a6ce452b77f591c3	cf168714dc2d547d76f078eac2030b0188a41c8abb84e11b84a3f994b2d9052e	PMC13279845#table-1-row-22	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8580217e11904f3474a6d14b	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:31745674af002ade0fe3065e	semantic-reference-definition:5b8f168d3de151ed7e34f8c0	05f9dd6b7e5589cdb4965bc7a9cfb839053a9aef944f2d93735ac6b609e631a0	31745674af002ade0fe3065e11b0e414b3d0f26c5bdc5b1ecc3c10c64798914e	5b8f168d3de151ed7e34f8c032115b39eab2ab5fccbf682a86257a391077269a	PMC13279845#table-1-row-4	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8b06c7616b05da26f676d4b0	semantic-reference.pmc13279845	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:01fb1ff02a8078abed47c11c	semantic-reference-definition:304c808c98817ac16fdeb3bd	8b3ebe8b179c7d2337745485e5d4a332ad18877fcdcb2970ab63ed66c9f7b8ad	01fb1ff02a8078abed47c11c231111a8dbaeac7a5de36633f5bb25bb3aa62f65	304c808c98817ac16fdeb3bd2c66d06c0cf8a81223a0a0e0293b7e541d87bd66	PMC13279845#table-1-row-14	8d961983b5a647afc5aea9fa7983f4ccc54da96d523bf1f80332cdc2d94379d6	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8d7e906a7100aec3dc9033a0	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:7499aced43869b27f505701e	semantic-reference-definition:2a956c60e49f43fc4419252c	0c743314fd11155a2ce54bd6d26558212ed29425782602d489923eade9603544	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	2a956c60e49f43fc4419252cb08271f7af559aa73ac04082835437a5c31cf29a	PMC13163763#table-2-row-2	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8d7f0660a3da87cd5a2e8fee	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:8fcb26424dc41abcf40f6131	semantic-reference-definition:e61ed8f59a847924427c7b4d	777621dd168972efe4b5d09be24b9ca38e6089b2ad7735eec70d61e086738cb0	8fcb26424dc41abcf40f61310b26381e86115fdd1c119687a0669691fba725fc	e61ed8f59a847924427c7b4dea31acaf5af9a123108b33f4e19d57a9c9edc7b5	PMC8774372#table-3-row-23	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:8eca87b941b5941d8ff6c4ad	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:b509ce6499f40e8628d2f123	semantic-reference-definition:c03dd1a2a398aaff6c14cb59	d2c9693eb284b6a7e920be6cf897f58def0168a37edc9a8533b77b40e292803f	b509ce6499f40e8628d2f123a92240c232fd0915aee1b2c3eac22875e79de9c5	c03dd1a2a398aaff6c14cb5911d1f1f8c25a5e23659d1d28c2fc80eaf3ee9611	PMC8774372#table-3-row-24	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:90be6687579bee73895ee331	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:3bbd81ca7735640cb5a7f837	semantic-reference-definition:3dc1f8bd6439ee832d4316f0	0f308288896458a93421eb244f8eee14a8b8a3366d2ec6a10317cbf071c956ce	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	3dc1f8bd6439ee832d4316f0ead10da7b4fefb130d5f97c62cba590b3c43440c	PMC11675256#table-1-row-11	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:912c329d8be05e7da8113d84	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:f4b71b04da82a66f1760da62	semantic-reference-definition:4c31bbf199a7ee93522570d9	9af9313ee6069bcc2d34bf01df83de2a42906e0d5c53fc44dfc8865e0111a6e0	f4b71b04da82a66f1760da62f1f8d5eb22c20d48ab6ddd5e05c9f0ed7308f3da	4c31bbf199a7ee93522570d994d17adf00fd7d0a7277a2658af08820cd3abcd1	PMC8774372#table-3-row-19	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:94729dc803498bf127a2ba81	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:5b5823959509cc8aeb7792d5	semantic-reference-definition:fe67f4dee241a79e90959de6	e047ff145da86fe6ea14c390314edf951d2853149ab0642065f7ce0f4e3421a7	5b5823959509cc8aeb7792d5ca869fa11e7e4cbf0b238e056cb37f84edbaa230	fe67f4dee241a79e90959de6c416c5f6a595525340ae61f86eca2fe55be67225	PMC13163763#table-2-row-25	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:9a4c5b0e2dbc5d5a8da1b192	semantic-reference.pmc13163763	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:0d4268591d78dcf6d5d9d61f	semantic-reference-definition:4d6f45f9fb8fe640bd68b8ea	6e3296186cfd825be4264a595d192c00d9651e3436bc75a90e6efdab56fad564	0d4268591d78dcf6d5d9d61f2f0b34bbd36adcfd633da75fd91835708725f7b6	4d6f45f9fb8fe640bd68b8ea7f661be557aabdb526ef89f0c34c730f31c8ba4b	PMC13163763#table-2-row-10	c7343836d0bad771d5d43a142d1167038464473e5e974d3ad2a449958170c68b	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:a22935a449ee0e0f4424ec95	semantic-reference.pmc8774372	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:40af547e6abb682390f8b43d	semantic-reference-definition:b666790514c850d1c9427087	66e359ac8493f0e720307aa800d62cd0194235b80d0216db0d67f55ca7f5c75b	40af547e6abb682390f8b43d3112d0345145055ed64292abf57ef89a084e48cf	b666790514c850d1c9427087afb1b021c00a438b81f399c6fa36b2a9a1ec7b6b	PMC8774372#table-3-row-3	d578fd743c9fb844de976648c008bf89c3d9869e2cfd5703eb713c83f44676ba	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
semantic-relation:a2376906eb5527e81ceba45d	semantic-reference.pmc11675256	EXPLICIT_DEFINITION_MATCH	LEXICAL_DEFINITION	semantic-reference-term:ae5eebff12dd75af2fc959fa	semantic-reference-definition:2fb2d5f8d2ab1771bbe88649	e31c561b8f67621fcb5c792eda7f5d3c69c81b6b2ab7681c938aae56e7378ac8	ae5eebff12dd75af2fc959fa5ef8bf7c23fb4fde38a0176be14c991d8ff2c440	2fb2d5f8d2ab1771bbe88649300677cc7828fc2f9cbf9828a4c559721629095f	PMC11675256#table-1-row-7	425aefaa6a6b1f5558b7b271912f7a7675ed16b5bfc8be65451e879771eb4375	EXPLICIT_PROFESSIONAL_REFERENCE	S2_EXPLICIT_PROFESSIONAL_REFERENCE	CC_BY_4_0_ATTRIBUTION_REQUIRED	false
