cleaned_lexical_form_sha256	cleaned_lexical_form_or_restricted_pointer	source_language	semantic_class	mapping_state	canonical_concept_id	canonical_concept_label	decision_method	mapping_confidence	assertion_support	gold_support	silver_support	effective_record_support	source_family_count	source_family_ids	year_count	years	source_native_form_count	canonical_status	review_requirement
16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34	hash:sha256:16483ee69d8740609947417601985451fce674f30777c24b2227b35ea3cbeb34	en	STRICT_FLAVOR	AMBIGUOUS_MAPPING			MACHINE_PROVISIONAL_REVIEW	0.000000	20	4	12	20	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	9	2011|2019|2020|2021|2022|2023|2024|2025|2026	3	UNMAPPED	MACHINE_PROVISIONAL_REVIEW
164c7527b9a59fd9efc0a0bb452cbd2997897a037f0d9565cb5629b7df0e1723	hash:sha256:164c7527b9a59fd9efc0a0bb452cbd2997897a037f0d9565cb5629b7df0e1723	en	PROCESS_OR_ORIGIN_METADATA	NON_DESCRIPTOR			AUTOMATED_SAFE_RULE	1.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2018	1	UNMAPPED	AUTOMATED_SAFE_RULE
1677112c8186198e20d6aeb2f679844bba5bf71714168502adc3b28401d0cf15	hash:sha256:1677112c8186198e20d6aeb2f679844bba5bf71714168502adc3b28401d0cf15	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
16850a4f5d42ac1428b6ca7d14d71dbfcd798670ce2d4d8f3e72963f4b7badae	hash:sha256:16850a4f5d42ac1428b6ca7d14d71dbfcd798670ce2d4d8f3e72963f4b7badae	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1690dc2073ee966af1fe41c7e08d79b2b6a03bc662e5e94319454cd86a99b523	hash:sha256:1690dc2073ee966af1fe41c7e08d79b2b6a03bc662e5e94319454cd86a99b523	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2024	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1693ae8c29b348508900a24ccb9556c0af6cd812aacc32ca1ead7f7285b151fc	hash:sha256:1693ae8c29b348508900a24ccb9556c0af6cd812aacc32ca1ead7f7285b151fc	en	DEFECT_OR_NEGATIVE_SENSORY	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
16dfcd795f5be343a9e7780f0a11733e03e4a135122450352fe0719abe0f596d	hash:sha256:16dfcd795f5be343a9e7780f0a11733e03e4a135122450352fe0719abe0f596d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
16f0e9cf6f3ee1fc887945c62302f04478ac13b458cb159b116b8f8fe2e7bf2d	hash:sha256:16f0e9cf6f3ee1fc887945c62302f04478ac13b458cb159b116b8f8fe2e7bf2d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2025	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	hash:sha256:17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
172a65e8b6d4b0ed884cd65705fd640d4f6d9a3848ec29960ccb94697dfda67b	hash:sha256:172a65e8b6d4b0ed884cd65705fd640d4f6d9a3848ec29960ccb94697dfda67b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2011	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
174b28e803721afe6b5240900440574bf88d7302927130996d66ceef3046bd3c	hash:sha256:174b28e803721afe6b5240900440574bf88d7302927130996d66ceef3046bd3c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2021	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
174d2ef545e194ae7ce7b900c882a28540e596e42fac0c4668ada7afdbe3d389	hash:sha256:174d2ef545e194ae7ce7b900c882a28540e596e42fac0c4668ada7afdbe3d389	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	0	1	1	family.project_origin	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1752b6cc2b03b941cbd01eb743c18492b229adfc0f3cfccae323b248edd4c2c9	hash:sha256:1752b6cc2b03b941cbd01eb743c18492b229adfc0f3cfccae323b248edd4c2c9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	4	1	3	4	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	4	2009|2018|2024|2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	hash:sha256:17840323ea59b5e1c1383d90f5e688fe7441b1de61ff8679d37f16591f261569	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	4	1	3	4	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	3	2018|2022|2026	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
17d792daaefae6863a5e29814f106c3e38bbbeeb7f924526b627444240280efb	hash:sha256:17d792daaefae6863a5e29814f106c3e38bbbeeb7f924526b627444240280efb	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
17d7fcc7f74287d743f45448d7a5947dce740fd39481a69825df1b9ec68dac7f	hash:sha256:17d7fcc7f74287d743f45448d7a5947dce740fd39481a69825df1b9ec68dac7f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1830cffaa825b1aeabb2e941f114f88ee121b1e163fe7f61de26f46a3d0cce7c	hash:sha256:1830cffaa825b1aeabb2e941f114f88ee121b1e163fe7f61de26f46a3d0cce7c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
18364438cb7f98e81699b6f7b7da0916bc399f15b1d5e7a2b623995355971231	hash:sha256:18364438cb7f98e81699b6f7b7da0916bc399f15b1d5e7a2b623995355971231	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.coffee_board_of_india_fine_cup	1	2019	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	en	QUALITY_EVALUATION	NON_DESCRIPTOR			AUTOMATED_SAFE_RULE	1.000000	164	164	0	95	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	UNMAPPED	AUTOMATED_SAFE_RULE
1944767768fefb5132fe58760a86e759d327b1e8aabf27ef55098450abd06faa	hash:sha256:1944767768fefb5132fe58760a86e759d327b1e8aabf27ef55098450abd06faa	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2013	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1947620a91166d223c8397ff6480264b5a91b5f08d83fb796ac9954ec93f465f	hash:sha256:1947620a91166d223c8397ff6480264b5a91b5f08d83fb796ac9954ec93f465f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2014	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19730e59caaff1777ce569fd7da5dcd734cdaa67cd89cc8f97c04a809f03f74d	hash:sha256:19730e59caaff1777ce569fd7da5dcd734cdaa67cd89cc8f97c04a809f03f74d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2011	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
199b7c5c83d009d169aa9253e3da7056608f410d746e4d9f69143e489a655de6	hash:sha256:199b7c5c83d009d169aa9253e3da7056608f410d746e4d9f69143e489a655de6	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2020	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	hash:sha256:199d351553711ca209367a41cddd874805a6846061f79280965798673bc178a1	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19a1064906c07c6e6bf42488d59e9b1cd717a513203c8991bb1f564379c6c976	hash:sha256:19a1064906c07c6e6bf42488d59e9b1cd717a513203c8991bb1f564379c6c976	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19b20f0c280af98ae1762ebe2d301754157b7d40277303e21bb961482b866274	hash:sha256:19b20f0c280af98ae1762ebe2d301754157b7d40277303e21bb961482b866274	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19bc1412cd02b75ee2468bf0de3c217fd07b080f7e5b5e68e4f3f126f9ec5862	hash:sha256:19bc1412cd02b75ee2468bf0de3c217fd07b080f7e5b5e68e4f3f126f9ec5862	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2022	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19c8033b70cf5096608375a515cd8d710cd76f688e0349b95786c3249853b537	hash:sha256:19c8033b70cf5096608375a515cd8d710cd76f688e0349b95786c3249853b537	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19cb8b968a0c140198161d720eb28295cb0dfb913df9cb984e8140936e616742	hash:sha256:19cb8b968a0c140198161d720eb28295cb0dfb913df9cb984e8140936e616742	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2008	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
19d1b05e980d3992d66075557f4a0671f49e4090c7b4351409a7265b5098a4d4	hash:sha256:19d1b05e980d3992d66075557f4a0671f49e4090c7b4351409a7265b5098a4d4	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	hash:sha256:1a5afeda973d776e31d1d7266f184468f84d99bed311d88d3dcb67015934f9f9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	42	1	41	41	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	13	2009|2013|2014|2015|2017|2018|2019|2021|2022|2023|2024|2025|2026	3	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1a6c1efa28d5d11d63976575888a4452fc91493df339eb81554fc6d7984e076f	hash:sha256:1a6c1efa28d5d11d63976575888a4452fc91493df339eb81554fc6d7984e076f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	8	8	0	5	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1abd255a4f8dc74362baf9b4b3519753f01a7f686347eed760c59a3eedea5547	hash:sha256:1abd255a4f8dc74362baf9b4b3519753f01a7f686347eed760c59a3eedea5547	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2015	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da	hash:sha256:1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	36	2	32	35	2	family.ace_cup_of_excellence|family.project_origin	11	2013|2015|2017|2018|2019|2020|2021|2022|2023|2025|2026	3	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1afa1a45a8ebb3eab4c7d3a336f7eb689459f2eda158d68523187515b0b17807	hash:sha256:1afa1a45a8ebb3eab4c7d3a336f7eb689459f2eda158d68523187515b0b17807	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2018	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1b0f5d03b0fd5ff5f8bfdee4a529e4e1d7c9be5476dfb27c697bfba54c478395	hash:sha256:1b0f5d03b0fd5ff5f8bfdee4a529e4e1d7c9be5476dfb27c697bfba54c478395	en	NON_DESCRIPTOR	NON_DESCRIPTOR			AUTOMATED_SAFE_RULE	1.000000	1	0	0	1	1	family.sheba_coffee_yemen_auction	1	2021	1	UNMAPPED	AUTOMATED_SAFE_RULE
1b1668184368fc94e003cdcde89150c679f9aeca5157bfb41ef83fe6e61c1b3c	hash:sha256:1b1668184368fc94e003cdcde89150c679f9aeca5157bfb41ef83fe6e61c1b3c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2016	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1b2afab9db7505b7f52bdc7c227d277791ba5757b8339ed64b5cad9e122e0828	hash:sha256:1b2afab9db7505b7f52bdc7c227d277791ba5757b8339ed64b5cad9e122e0828	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	hash:sha256:1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	141	129	12	75	2	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	10	2009|2012|2014|2015|2017|2019|2020|2021|2025|2026	3	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	hash:sha256:1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.orange	orange	AUTOMATED_SAFE_RULE	1.000000	314	43	261	263	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	19	2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026	16	EXISTING_GOVERNED_CONCEPT	AUTOMATED_SAFE_RULE
1b7708acda504f907b9fd3353f23155bbd5a2607295fc9be750cef7e205a5739	hash:sha256:1b7708acda504f907b9fd3353f23155bbd5a2607295fc9be750cef7e205a5739	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2016	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1b83f1df9e43a236fe712449010ac2f7902c84c6bf087b0288595461193ad22a	hash:sha256:1b83f1df9e43a236fe712449010ac2f7902c84c6bf087b0288595461193ad22a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1bb1f7be44952b3591a534d2879dbfc2fef8b8a41aeb7ff94187328843bde659	hash:sha256:1bb1f7be44952b3591a534d2879dbfc2fef8b8a41aeb7ff94187328843bde659	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2022	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1bbaad9434fc6ed6e649f64fc0c62f4527c05d7f237a872f5c5e49ce9a12ad09	hash:sha256:1bbaad9434fc6ed6e649f64fc0c62f4527c05d7f237a872f5c5e49ce9a12ad09	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26	hash:sha256:1bc690684dc2af6fde7849d9715f499f0c074c19dff137aa047a68c42f488b26	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	6	6	0	6	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1bd3f74eb7f20d686c9c25a9e4d924b97c9a3e6ad251838b2f305d6a942cc7ed	hash:sha256:1bd3f74eb7f20d686c9c25a9e4d924b97c9a3e6ad251838b2f305d6a942cc7ed	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	46	0	46	43	1	family.ace_cup_of_excellence	13	2008|2013|2015|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026	4	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1c5768e26320774b86ebd5255822feb1ab73d2e897f4ed6e5d14027ee0f96290	hash:sha256:1c5768e26320774b86ebd5255822feb1ab73d2e897f4ed6e5d14027ee0f96290	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	0	2	2	1	family.ace_cup_of_excellence	1	2019	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1c8a3808683977eb9723b5dbf31bc23d42a09c2c340d9a8847cefaf205ae281b	hash:sha256:1c8a3808683977eb9723b5dbf31bc23d42a09c2c340d9a8847cefaf205ae281b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1cc5293bae2c55c694ed9bdf4bf2ab9e8711f123a08419ad3ab6c5d04e8e8dfc	hash:sha256:1cc5293bae2c55c694ed9bdf4bf2ab9e8711f123a08419ad3ab6c5d04e8e8dfc	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	2	0	2	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d06d9b017cff0639368373e9264a413ebc31bebdf5facbd052ce348483943a2	hash:sha256:1d06d9b017cff0639368373e9264a413ebc31bebdf5facbd052ce348483943a2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d1d7d90769a36e59b9e2d5ba60dec4a576747a895cc3f324f0ee72e7bae1125	hash:sha256:1d1d7d90769a36e59b9e2d5ba60dec4a576747a895cc3f324f0ee72e7bae1125	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	6	0	6	6	1	family.ace_cup_of_excellence	3	2023|2025|2026	2	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d43a827fffabc0d91a3cd049d70d6563790998421cacd98a7138eeff57d131a	hash:sha256:1d43a827fffabc0d91a3cd049d70d6563790998421cacd98a7138eeff57d131a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2025	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5	hash:sha256:1d6f27319ef6ebf927863b2993a69a0429d385109761491e3bf99634b65a7ec5	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d73948aec8fc833564dae180271151b446534aa6ec8bf9e7608b63950dc38a7	hash:sha256:1d73948aec8fc833564dae180271151b446534aa6ec8bf9e7608b63950dc38a7	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d79872e646b8be1fa6ceb44db837ecb02bdbb934e06439369b076045161a52e	hash:sha256:1d79872e646b8be1fa6ceb44db837ecb02bdbb934e06439369b076045161a52e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d7d1486c016f62c0ef8483783026c647f43c8342b5ac75528308f4e92e93755	hash:sha256:1d7d1486c016f62c0ef8483783026c647f43c8342b5ac75528308f4e92e93755	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2010	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1d8b4cf854cd42f4868849c4ce329da72c406cc11983b4bf45acdae0805f7a72	hash:sha256:1d8b4cf854cd42f4868849c4ce329da72c406cc11983b4bf45acdae0805f7a72	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	hash:sha256:1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	2	2	0	2	1	family.ace_cup_of_excellence	1	2017	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1dd5f45e0830f018f0465e845cebf2673f30759f9c0da5405b7519d6efaeaba5	hash:sha256:1dd5f45e0830f018f0465e845cebf2673f30759f9c0da5405b7519d6efaeaba5	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	1	0	1	1	family.zenodo_golovinsky_q_grader_dataset	1	2026	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1debf7b4bbe9bf1bde5e9202edf28d1e1b486eee47aa01959898863562ebe17e	hash:sha256:1debf7b4bbe9bf1bde5e9202edf28d1e1b486eee47aa01959898863562ebe17e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2010	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
1dee1c33da190723e0b9da8256363b623bc9c0396cca512fa163c289e200ff59	hash:sha256:1dee1c33da190723e0b9da8256363b623bc9c0396cca512fa163c289e200ff59	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE			MACHINE_PROVISIONAL_REVIEW	0.000000	1	0	1	1	1	family.ace_cup_of_excellence	1	2023	1	ONTOLOGY_CANDIDATE	MACHINE_PROVISIONAL_REVIEW
