semantic_audit_id	descriptor_assertion_id	source_family_id	audit_stratum	edition_year	source_field_label	publication_layer	raw_field_text_sha256	atomic_source_text_sha256	panelist_identity_sha256	panelist_sample_observation_sha256	effective_record_id	audit_outcome	valid_atomic	valid_broad	compound	over_segmentation	under_segmentation	non_descriptor_leakage	strict_broad_misclassification	publication_duplicate	audit_method	human_reviewed
semantic-audit:2276bd09df19ffa1ee47f818	assertion-b2:4ddcd1a7731832caaccb72cf	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	227eda0eb7e527ff3480da133ce2673528c99cd17a44fa113873c8c24bccb1df	31d0c0df417c49f7953246c6262c20e1021263e95d5a5654359c799a5ff31c00	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	417a098d0e7cf2c067f6343eace64d452244d7a194e0fc81b525eccc95f7dd32	effective-b2:24ac63f4a57887546aa63604	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:302e1caf7e7fa27a911b503f	assertion-b2:4de344c3360f47cd84b7c047	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	40e10a18c95a320849398de8fc2b403dd0d65cad3fcbad43d75ed88be4b72042	779bfa925b025e514432fb3d4b8e22fc84fdccc9f83e676c479c1fed4b3d608f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	2a64459d80bf4c9a29f9eaecf4cdfb548c9eb5c866ffa54a4bc814dc9f6197a7	effective-b2:1a1f1b29ea02d25f4230afce	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2d17380b421f1e49c8ed657f	assertion-b2:4de86b5a318dd4cf8bb5384c	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	f0bc124c6845a82e8e2cd65d12752b1487eb5319729b5b719d0a41be0b914e55	baddbdbe074256dcdfb78380587cc5a2e78513d0308d1df08fa7cded13d37b7b	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abf6c32f0c8f0a8bafab5208b0fd8213f4f9d6f35ab0cd23129dc1449b3c7a8e	effective-b2:c9b9b02cd6bd841b7d5d565f	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:b048df016e5952e7befc3b99	assertion-b2:4dec30a2b08dc9d49187f9c5	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	b9af8730f888a1cab557f04f4d1e5861eeb46fdf5568d3439f142ab643792fe5	da9318a46a1c99736cd59894aadeac999ed92a8483938a0bcbcaa33525ef1ecd	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abf6c32f0c8f0a8bafab5208b0fd8213f4f9d6f35ab0cd23129dc1449b3c7a8e	effective-b2:c9b9b02cd6bd841b7d5d565f	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:200d0e5adb5885aa68635a74	assertion-b2:4dee739ca44a8a5a10b8c3b0	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	e08329dda4f4b9bd8a931112f08e41fc4aa1d398cd9f9d01fe5c51d44e9e219f	effective-b2:c824f432f14a03e6a9077a27	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:5758d2ccfeefac11b8bca2ca	assertion-b2:4def391c60b144992ec5244d	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	a72d37befd9be374d39d8081553f8594c4a4c8964c02f84def29ee9e7e060464	effective-b2:48db3d3b6dd66ab9e20f4236	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:26b97b365b1b79acce246676	assertion-b2:4df7aadbab865a8ae2882357	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	f43e33a6fec14fb1c4b41bccf1fd03190503b1678fe20557c63a0d019a68878a	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	1e385673d2b87a5e924a7abb6cf26824c21a04af29d8ea32a1f2c7fbe418b5f2	effective-b2:252af432dcef188be83f40dc	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:bb962638faeef81201a96240	assertion-b2:4e0751b731290afd8cc04aa4	family.project_origin	PROJECT_ORIGIN_ALL	2025	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	cc821e4b6e70f1129c1d1d7c253f449be188db19d891c2785a35a9d187604ba9	6450858b48e26e533d1cd78ff466be405e144dc5ce5347a771842eb758eddb5c			effective-b2:33570197e99307255efbf106	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:236002f1e585deed6568814d	assertion-b2:4e0bf5de409bb5e0f6ab57fb	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	608126d03e9802bd6ecf819188aefc561e4a916cb6c54a99091bbde3475c5a8e	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	4ef34f4728e138695ef283d7da87498635eb5dab8f5bbbdb64f3d96646e7082f	effective-b2:8daa37c777be724366bf3a06	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:29b1ac811642f63a00b4782c	assertion-b2:4e1024ff4922f2496d234f49	family.ace_cup_of_excellence	COE_GOLD_EXPLICIT_JURY	2017	Flavor/aroma	PRIMARY_JURY_DESCRIPTION	b377e5725084d00af0b5c5deb9d3198d0c25df13a016daf0957d8e6ea55ebca9	fb0e1693b600e9d10b7db4a01f696d9998eee8546f20111ad6f2d8a9db032813			effective-b2:358ffffdfbb4daa6de4c9a36	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:521d7d1b383aceab60c78fca	assertion-b2:4e186b71ae0ce18dc167f8fc	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	15d980bf581570d18a614a17ad92addecb8b6dfe8a3aa16a055775ab0ad4b2f1	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	2719fcc27aabb3dc8b938ad77d16920912c7e4b32f7c0bf8a9f4d19f356e58fb	effective-b2:0b99f5b68c1c37a4859e38f7	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:8f4e65b0cce08662b8994549	assertion-b2:4e23a00a658101f559080f2a	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	3aac489f295ea81f421e305e514eaf9d6f9ee095177c5ca536f0efad3bf9ef7a	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	5a2593049d2741776688ab7460a8733fe60d67b0562d0b3b5aced77c59686ed3	effective-b2:744b667ff8500da9c1593ad4	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a75de19ea7c5d70d3e9aa925	assertion-b2:4e394f9af2e075d1e6b9e759	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	c271514ca580cb8abf35bd40d39cabcd2dad7eb9176259e032873ede1ed3235a	50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	ef71bdaad8776397d8ec39756540aa7433ffe95d609fa08ff3b6496d3209fbc6	effective-b2:0b99f5b68c1c37a4859e38f7	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d24bf86c9c811b13676f2908	assertion-b2:4e476493b42116ec4abe8398	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	d0cc8a273048d44aac90097ff8b5110a3575a35b4912132a2ccde277df0f4d3b	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	ba4fd0d87468e735b972dfc7275df68df9d7cb796fc0d82a9a78b9a265c9d406	effective-b2:5a5894edb1731d8ba71f03b6	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:9f0c9917c22f29726d0725a2	assertion-b2:4e512cc09d793fd4a13c3927	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	e4350a551cbbcebfbad03116d47318c08006f97209b561d8401764be9b856898	e4350a551cbbcebfbad03116d47318c08006f97209b561d8401764be9b856898	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	204bc4e2ff7ea4f563a8cd3ffbdcdceeed18333d44dd08dea76429e894ef4921	effective-b2:b7fb9b562e4af14d74f5efdc	VALID_COMPOSITE_REQUIRES_SPLIT	false	false	true	false	true	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:1f3064f0d15bf260d1b1bb5a	assertion-b2:4e53be6da5635219400542b6	family.project_origin	PROJECT_ORIGIN_ALL	2026	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	7f89150cfb4a928f7ab1cc4dd8614634b65e1101d6435291731356153cdae011	5968641077469eabd54c48da5697de9de1502110104191d57e65761a0bd0e960			effective-b2:31cab903eb75b9d92814c330	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:39791cb0e7719770053b5124	assertion-b2:4e8d52cefc96a203a79befe9	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	81d540ee5746bf15b664cea09b4ffc5bfa967bd608cdf6aec9d46e2ba1cb5e32	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	c1a5bdcf5a90aae279ff3901dffab3b78baee997685d2b9b792af79af343ebec	effective-b2:bfbb3d3eac0a951aa3c169fa	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:643661e95d1b986f993baf68	assertion-b2:4e8df315a32fd80799c8d8bb	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	d8bbe6b5658354244842bda3e2c1edf81f10e330fc75655864dc1783f82ff07f	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	48ea9ba0720ed0d075d628bf0f96d1805456c3f8228434f472f7b48cf53c5973	effective-b2:08757c84e17a89f3d4e8cc71	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2126ad32572e0bbb3c0448ea	assertion-b2:4e92a89dc52c345adb77175c	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	3ec759d4c396a1f420a103258da9ac70dedb75d19ba299471521e26b4df3d0fc	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	84c2bea9b8fbab2cac11503486b9f7a1df4f8862157eee57a9bd1aead66ce844	effective-b2:28705b2f691bd7e5f23b8454	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:f3fd26ebb4f152a936b80f24	assertion-b2:4ea355bf39093aa9539e46ee	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	e474a031679de04726beba1b09aa9f6ed3cf00830ed1757fd434e9c90f36a4ef	effective-b2:e13db948d170c360d18007b4	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:3002f076cb46506d89822cd0	assertion-b2:4eaabcf06476f5145cf84400	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	644dadcb0af60884d3d1b62c0134497223e6931ab16f0537af913f07aa0adec6	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	10d1d0932c5dbf8462a3b93826230e65646cac75a9b9330ba031870043d1c20b	effective-b2:c824f432f14a03e6a9077a27	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:2152a46bdfe89e3361ed6ada	assertion-b2:4ed6c729889b0cc68d21ed34	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	469d18109691bbd5e8f2cd6ce26720c3c6d28a1b93551fa5f1515e8c5fb722a4	da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	664cab0c1ce3b99cac84ca3f62e1fed054884548d9eabda53c310446aa311d1e	effective-b2:91b7b2d1e789759f190f3d2f	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:997d4153508a596b92351314	assertion-b2:4ee219ebad404241ebc5e0f9	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	737a7af45df997531ac454279f8198143227d516a55b6cf6b5c1eb569d8fce1e	50717f32c5e6289ec1015ff42cc9122b4a6505b22816fe2112e5ca0ac5634a15	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	42f55c54d4edeca611683c1deaf8763cbc3c4732505217dfd8ca06c0c5318706	effective-b2:66552a0c9bfe8e60cb2740df	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a35fc7865dd5723a39082286	assertion-b2:4ee7d0ae9573e4e71a8447a8	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	8a3d4a7ba61e4cd4501a7acf5b6b5e6a10e76111955bcf5c99abe97a55ccb2c8	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	8ee217c00e2f61643dd21e2976cf72953789b58a107cd801918f2af3889f2c21	effective-b2:30e3731bbf6cff9b7ad4602a	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:804c84c01a04890a5e6fd855	assertion-b2:4eea53fa5a8b894e92012198	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	38f8247aa36c6db174a304a4137a231b7758b54323ca9371e8c0df6591e11bec	e6777f085398cad5955fee706d67deab1aa59c87828a16df8f96998d80321c28	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	0fda7f8ee70cc84767505062c96960573bae5011299c53472bd46b48504a7d82	effective-b2:fc30d7cc20260d19a75abcd2	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:0044ef4b4d3f060a73319d84	assertion-b2:4eed59178a092377dcac8916	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	2f2b5bb8189f17c980552af41e9718a2158a3559069f90340da2a16b261f9eba	54c0bcab0e7334379ea4e9df9706f845ebcd39924b2d291fb78ebc82f1b4317b	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	6ebc511d052e8fad338a13e39d2d2f06aa236a1fb1b66a3f72e2bc8b26bf6980	effective-b2:9a8d5ad592baf8c622abb2b9	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a18e9681d1220bed7983db0f	assertion-b2:4eed5f89fc4f151f68642f18	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	20faf2aadc71bb0b0b9e2ab62407ab6bebffcb0771b0e23a5a49d6779bd6a420	e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	65b7f66e55e0418eaf9b6cbbef08036d45333269b30827f475655e44541019a0	effective-b2:346db75ea2159d24c835250c	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d7a1ed4c57b0a7a707c479ef	assertion-b2:4ef54b89903c204385595e57	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	a7618751e877b0639d1ebd5a3b773b37ecc7ce94fdb9ae97816ef73a91bafaa5	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	e1c72cacc4c280807193043a6374d54a3669e3b24458eacbcb52379c49583d43	effective-b2:6fc7857aa42dcf3bf430edc6	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d0e5959ac43641d5cf019d5a	assertion-b2:4effe03f569b580a0ffb6e87	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	058a59cba6f91b9a3fba6322c19688648374c84cc6ee3e502858b30bab0084cf	7073ba391f6781ee969ea9b37004effb0c0d9c9718e167f1c806e7ece89d8509	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	335e7be4e494afea34065e375b07a8bbdcc34c3e74e43be4078c4b280ddd2789	effective-b2:39ce2418b4d4666d31c1a942	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:f9c8d59c8bc0daf9b12e4537	assertion-b2:4f12650e58622aeba8bce3fd	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	abf6c32f0c8f0a8bafab5208b0fd8213f4f9d6f35ab0cd23129dc1449b3c7a8e	effective-b2:c9b9b02cd6bd841b7d5d565f	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:9f0c09b08b547846b8300e68	assertion-b2:4f173a4e45575851400ab1d1	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	d94369df15f9a636abeddf598b43942df0d9ff908acc2bebf368bfed88fdb825	effective-b2:0b99f5b68c1c37a4859e38f7	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:c56e1432f6cc5857d455d586	assertion-b2:4f25e6a10cd44d6674ddd369	family.coffee_board_of_india_fine_cup	INDIA_FINE_CUP_ALL	2019	Tasting note	OFFICIAL_AUCTION_LOT_SENSORY_FIELD	372af638b57bf4d04ee918ab2bc2e6d5e222c87a0eee24e69b43ffa9d38114ee	dce34e094109d0c0e096b1c304b8053a1aab66e9ae09916faf3e0e8a3000c4be			effective-b2:f1291236d6174828f7d1ae69	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:19212514e16bc74d39c80620	assertion-b2:4f434556f497e072e6369e5f	family.project_origin	PROJECT_ORIGIN_ALL	2025	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	41267dc31caf23cbb102f71e3baaa2d8f364cd5583a1accf1f595ccaa221e9de	75631cb15ff838e8ad0f84c02cd59c97d15ead685752e235f50178d30673fe25			effective-b2:c17b5a2247b46f0dd77254d5	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:afef5a268e9de31262f0bf8a	assertion-b2:4f51a1c2009be328ac1d83b0	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	94e131bf7a8f2faa4be4c643dfc47d3e74a3257cf8b9c588c6f099a99f52d8c3	effective-b2:81ef8e5436f62267dfe57266	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:383e0f123432c80d10b88b2b	assertion-b2:4f60a925f120d11e96b77024	family.sheba_coffee_yemen_auction	SHEBA_ALL	2021	Cupping Notes	PROFESSIONAL_AUCTION_LOT_SENSORY_FIELD	61322026bee397b566b2c0bd4bc1e4e504ef2a843da4d0b717119c9cb779426f	76d80e6d6547cd7e840cd43d4ffde4dcbc9e00ac4f8f9b35a4aec8923d2d536c			effective-b2:9c7c0491ad137775e7003a3c	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
