record_json
"{""unit"": ""BCP 47 code"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source and response language where reported."", ""limitation"": ""Language code is not bilingual equivalence."", ""feature_key"": ""feature.language"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source family key"", ""data_type"": ""CATEGORY"", ""semantics"": ""Independent canonical origin identifier."", ""limitation"": ""Identity is compatible; outcome semantics are not implied."", ""feature_key"": ""feature.source-family"", ""partition_key"": ""partition.round3h.gorman"", ""source_method"": ""All partitions"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/gorman_2021_liking_aggregates.tsv + gorman_2021_cata_terms.tsv"", ""missingness_semantics"": [""NOT_APPLICABLE""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source family key"", ""data_type"": ""CATEGORY"", ""semantics"": ""Independent canonical origin identifier."", ""limitation"": ""Identity is compatible; outcome semantics are not implied."", ""feature_key"": ""feature.source-family"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""All partitions"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_APPLICABLE""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source family key"", ""data_type"": ""CATEGORY"", ""semantics"": ""Independent canonical origin identifier."", ""limitation"": ""Identity is compatible; outcome semantics are not implied."", ""feature_key"": ""feature.source-family"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""All partitions"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_APPLICABLE""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source family key"", ""data_type"": ""CATEGORY"", ""semantics"": ""Independent canonical origin identifier."", ""limitation"": ""Identity is compatible; outcome semantics are not implied."", ""feature_key"": ""feature.source-family"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""All partitions"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_APPLICABLE""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.baseline.liberica"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""evidence.relationship_source_file"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.round3h.bollen"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local identifier"", ""data_type"": ""TEXT"", ""semantics"": ""Source-local coffee lot genotype product or condition identity."", ""limitation"": ""Identifiers cannot be compared as the same coffee across sources without review."", ""feature_key"": ""feature.coffee-identity"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Source metadata"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.baseline.liberica"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""evidence.relationship_source_file"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.round3h.bollen"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.round3h.gorman"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/gorman_2021_liking_aggregates.tsv + gorman_2021_cata_terms.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local preparation family and reported details."", ""limitation"": ""Labels are retained without silent standardization."", ""feature_key"": ""feature.preparation"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Study context"", ""pooling_allowed"": true, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE"", ""definition_harmonization_status"": ""SEMANTICALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.baseline.liberica"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""evidence.relationship_source_file"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.round3h.bollen"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.round3h.gorman"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/gorman_2021_liking_aggregates.tsv + gorman_2021_cata_terms.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source-local label or scheme"", ""data_type"": ""CATEGORY"", ""semantics"": ""Source-local roast category scheme or measurement."", ""limitation"": ""Medium City and Agtron are never silently equated."", ""feature_key"": ""feature.roast"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Study context"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source proportion or scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-local purchase-intent response or aggregate."", ""limitation"": ""Top-two-box aggregate is not a participant response row."", ""feature_key"": ""feature.purchase-intent"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Consumer response"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""SOURCE_LOCAL_ONLY"", ""definition_harmonization_status"": ""SOURCE_LOCAL_ONLY""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined acidity bitterness sweetness or ratio measure."", ""limitation"": ""Salt/Acid ratio and acidity intensity are incompatible."", ""feature_key"": ""feature.basic-taste"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined acidity bitterness sweetness or ratio measure."", ""limitation"": ""Salt/Acid ratio and acidity intensity are incompatible."", ""feature_key"": ""feature.basic-taste"", ""partition_key"": ""partition.round3h.bollen"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined acidity bitterness sweetness or ratio measure."", ""limitation"": ""Salt/Acid ratio and acidity intensity are incompatible."", ""feature_key"": ""feature.basic-taste"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined acidity bitterness sweetness or ratio measure."", ""limitation"": ""Salt/Acid ratio and acidity intensity are incompatible."", ""feature_key"": ""feature.basic-taste"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined acidity bitterness sweetness or ratio measure."", ""limitation"": ""Salt/Acid ratio and acidity intensity are incompatible."", ""feature_key"": ""feature.basic-taste"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED"", ""SOURCE_UNKNOWN""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined mouthfeel body fullness or related construct."", ""limitation"": ""Body, fullness and mouthfeel are retained separately."", ""feature_key"": ""feature.body"", ""partition_key"": ""partition.round3h.bollen"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/bollen_2024_sensory_scores.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined mouthfeel body fullness or related construct."", ""limitation"": ""Body, fullness and mouthfeel are retained separately."", ""feature_key"": ""feature.body"", ""partition_key"": ""partition.round3h.iswaldi"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined mouthfeel body fullness or related construct."", ""limitation"": ""Body, fullness and mouthfeel are retained separately."", ""feature_key"": ""feature.body"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined mouthfeel body fullness or related construct."", ""limitation"": ""Body, fullness and mouthfeel are retained separately."", ""feature_key"": ""feature.body"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale or selection"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined astringency or drying construct."", ""limitation"": ""Selection and intensity are not pooled."", ""feature_key"": ""feature.astringency"", ""partition_key"": ""partition.round3h.nguyen"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch2/nguyen_2026_table3_sensory_intensities.tsv + nguyen_2026_table4_consumer_outcomes.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source scale or selection"", ""data_type"": ""NUMERIC"", ""semantics"": ""Source-defined astringency or drying construct."", ""limitation"": ""Selection and intensity are not pooled."", ""feature_key"": ""feature.astringency"", ""partition_key"": ""partition.round3h.vezzulli"", ""source_method"": ""Mixed sensory methods"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""PARTIALLY_COMPATIBLE"", ""definition_harmonization_status"": ""PARTIALLY_COMPATIBLE""}"
"{""unit"": ""source selection semantics"", ""data_type"": ""BOOLEAN"", ""semantics"": ""Check-all-that-apply binary selection or aggregate frequency."", ""limitation"": ""Aggregate associations do not reconstruct participant rows."", ""feature_key"": ""feature.cata-selection"", ""partition_key"": ""partition.baseline.cotter"", ""source_method"": ""CATA"", ""pooling_allowed"": false, ""model_use_status"": ""PREBUILD_ONLY"", ""availability_status"": ""AVAILABLE"", ""source_field_locator"": ""audit.empirical_coverage_cell + existing Dryad registry"", ""missingness_semantics"": [""NOT_REPORTED"", ""NOT_MEASURED""], ""partition_harmonization_status"": ""SOURCE_LOCAL_ONLY"", ""definition_harmonization_status"": ""SOURCE_LOCAL_ONLY""}"
