record_type	record_key	record_json
relationship_source	mdpi.gorman-2021	"{""title"": ""Consumer Perception of Milk and Plant-Based Alternatives Added to Coffee"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.gorman.liking-derived"", ""file.gorman.cata-derived""], ""geography"": ""Canada"", ""row_count"": 74, ""repository"": ""Beverages"", ""source_key"": ""mdpi.gorman-2021"", ""access_date"": ""2026-08-25"", ""field_count"": 14, ""limitations"": ""Canadian convenience population; roast and origin unreported; participant rows are confidential/request-only."", ""source_type"": ""CONSUMER_SENSORY_AGGREGATE"", ""evidence_role"": ""Actual milk-coffee consumer outcomes and instrument evidence"", ""exact_version"": ""Volume 7 issue 4 article 80 version of record published 2021-12-20"", ""milk_coverage"": ""Dairy, soy, almond and oat additions"", ""roast_coverage"": ""Not reported"", ""sensory_method"": ""CATA plus 9-point hedonic response"", ""authors_or_owner"": ""Mackenzie Gorman et al."", ""evidence_locator"": ""Article Tables 3-4 and CATA analysis; two derived TSVs"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2021, ""doi_or_stable_url"": ""https://doi.org/10.3390/beverages7040080"", ""independence_note"": ""One consumer study origin."", ""source_family_key"": ""family.gorman-milk-consumers-2021"", ""machine_use_allowed"": true, ""population_or_panel"": ""116 ordinary coffee consumers"", ""preparation_coverage"": ""Batch-brew coffee with addition"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.cocoa-nut-caramel.caramel"", ""membership.floral-tea.floral"", ""membership.roast-spice-smoke.smoke""], ""challenged_relationship_keys"": [""acidity-character"", ""roast-spice-smoke"", ""texture-body-drying""]}"
relationship_source	mdpi.nguyen-2026	"{""title"": ""Characterizing Sensory Drivers of Acceptance Purchase Intent and Emotional Responses to Plant-Based Milk Alternatives in Chilled Sweetened Coffee Among Thai Consumers"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English article; Thai consumer population"", ""file_list"": [""file.nguyen.sensory-derived"", ""file.nguyen.consumer-derived""], ""geography"": ""Thailand"", ""row_count"": 280, ""repository"": ""Foods"", ""source_key"": ""mdpi.nguyen-2026"", ""access_date"": ""2026-08-25"", ""field_count"": 16, ""limitations"": ""Chilled sweetened matrix and Thai population are inseparable context; no participant rows are public."", ""source_type"": ""COFFEE_SENSORY_AGGREGATE"", ""evidence_role"": ""Actual PBMA sensory and consumer outcome evidence"", ""exact_version"": ""Volume 15 issue 15 article 2583 version of record published 2026-07-23"", ""milk_coverage"": ""Five plant-alternative milk conditions"", ""roast_coverage"": ""Source-reported medium roast bases"", ""sensory_method"": ""Descriptive intensity, hedonic and purchase intent"", ""authors_or_owner"": ""Anh Luu Hoang Nguyen et al."", ""evidence_locator"": ""Article Tables 3-4; two derived TSVs"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://doi.org/10.3390/foods15152583"", ""independence_note"": ""One study origin with two panel types."", ""source_family_key"": ""family.nguyen-pbma-thai-2026"", ""machine_use_allowed"": true, ""population_or_panel"": ""Nine trained panelists and 100 ordinary consumers"", ""preparation_coverage"": ""Espresso with plant-based milk alternatives"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.cocoa-nut-caramel.caramel""], ""challenged_relationship_keys"": [""roast-spice-smoke"", ""texture-body-drying""]}"
relationship_source	mendeley.liberica-sensory.v1	"{""title"": ""Liberica Coffee Sensory"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English and Indonesian headings"", ""file_list"": [""file.liberica.raw-workbook"", ""file.liberica.rata-summary""], ""geography"": ""Indonesia; Universitas Jember"", ""row_count"": 956, ""repository"": ""Mendeley Data"", ""source_key"": ""mendeley.liberica-sensory.v1"", ""access_date"": ""2026-08-25"", ""field_count"": 41, ""limitations"": ""Specialized coffee-bag formulations, one institution, one protocol, aggregate means only; raw panelist initials are not republished."", ""source_type"": ""COFFEE_SENSORY_DATASET"", ""evidence_role"": ""Source-local coffee sensory descriptor evidence; not a universal relationship standard"", ""exact_version"": ""Version 1, published 2025-10-11"", ""milk_coverage"": ""No milk condition documented"", ""roast_coverage"": ""Source-defined L, M and D roast configurations"", ""sensory_method"": ""Rate-All-That-Apply plus hedonic testing; Round 3G uses only the RATA summary matrix"", ""authors_or_owner"": ""Lita Meilina; Rangganis Ulya Auliya; Niken Widya Palupi"", ""evidence_locator"": ""Dataset.xlsx, RATA Test sheet, source summary A158:J168 and descriptor blocks"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2025, ""doi_or_stable_url"": ""https://doi.org/10.17632/m3n2gc4dv6.1"", ""independence_note"": ""The paper, repository workbook and derived TSV share one origin and count once."", ""source_family_key"": ""family.liberica-ratapanel-2025"", ""machine_use_allowed"": true, ""population_or_panel"": ""25 pseudonymous panelist codes in raw workbook; only aggregate rows are exported"", ""preparation_coverage"": ""Liberica coffee bags with source-defined coffee-leaf infusion configurations"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""MIXED_EXTERNAL_RAW_PUBLIC_DERIVED"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.roast-spice-smoke.smoke""], ""challenged_relationship_keys"": [""roast-spice-smoke"", ""acidity-character"", ""texture-body-drying""]}"
relationship_source	pmc.coffee-cuality-2026	"{""title"": ""Validation of the Coffee Cuality Method for the Expert Assessment of Coffee Sensory Quality"", ""license"": ""CC BY 4.0 article; trademark excluded"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.coffee-cuality.constructs-derived""], ""geography"": ""United States"", ""row_count"": 8, ""repository"": ""Europe PMC / Foods"", ""source_key"": ""pmc.coffee-cuality-2026"", ""access_date"": ""2026-08-25"", ""field_count"": 10, ""limitations"": ""Trademarked name, logos, trade dress, scorecards and branded forms are excluded."", ""source_type"": ""QUESTION_INSTRUMENT_AGGREGATE"", ""evidence_role"": ""Generic question architecture and expert construct evidence"", ""exact_version"": ""Volume 15 issue 4 article 678; PMC12938992"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Source Agtron and category labels"", ""sensory_method"": ""Quality score, JAR adequacy, CATA presence and open response"", ""authors_or_owner"": ""Guinard et al."", ""evidence_locator"": ""db/data/round3h/batch5/instrument_constructs.tsv rows construct.cuality.*"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://doi.org/10.3390/foods15040678"", ""independence_note"": ""One expert study origin."", ""source_family_key"": ""family.coffee-cuality-experts-2026"", ""machine_use_allowed"": true, ""population_or_panel"": ""56 certified Q-graders or industry sensory experts"", ""preparation_coverage"": ""Expert-preferred methods"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.fruit.berry""], ""challenged_relationship_keys"": [""acidity-character"", ""roast-spice-smoke"", ""texture-body-drying""]}"
relationship_source	pmc.condelli-2022	"{""title"": ""Drivers of coffee liking"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English article"", ""file_list"": [""file.condelli.constructs-derived""], ""geography"": ""Italy"", ""row_count"": 18, ""repository"": ""Europe PMC / Journal of Food Science"", ""source_key"": ""pmc.condelli-2022"", ""access_date"": ""2026-08-25"", ""field_count"": 10, ""limitations"": ""No participant rows; supplement is not redistributed."", ""source_type"": ""QUESTION_INSTRUMENT_AGGREGATE"", ""evidence_role"": ""Generic construct and relationship evidence only"", ""exact_version"": ""Version of record; PMC9826037"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Source common roast protocol"", ""sensory_method"": ""18-term consumer CATA plus generalized liking"", ""authors_or_owner"": ""Condelli et al."", ""evidence_locator"": ""db/data/round3h/batch5/instrument_constructs.tsv rows construct.condelli.*"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2022, ""doi_or_stable_url"": ""https://doi.org/10.1111/1750-3841.16323"", ""independence_note"": ""One consumer study origin."", ""source_family_key"": ""family.condelli-consumer-cata-2022"", ""machine_use_allowed"": true, ""population_or_panel"": ""77 ordinary coffee consumers"", ""preparation_coverage"": ""Espresso"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.acidity-character.citrus""], ""challenged_relationship_keys"": [""acidity-character"", ""roast-spice-smoke"", ""texture-body-drying""]}"
relationship_source	pmc.heo-2019	"{""title"": ""Cold Brew Coffee Consumer Acceptability and Characterization Using the Check-All-That-Apply Method"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English back-translation of Korean protocol"", ""file_list"": [""file.heo.constructs-derived""], ""geography"": ""Korea"", ""row_count"": 17, ""repository"": ""Europe PMC / Foods"", ""source_key"": ""pmc.heo-2019"", ""access_date"": ""2026-08-25"", ""field_count"": 10, ""limitations"": ""Full antecedent-derived 108-term list and participant rows are excluded."", ""source_type"": ""QUESTION_INSTRUMENT_AGGREGATE"", ""evidence_role"": ""Reduced observed consumer construct evidence"", ""exact_version"": ""Volume 8 issue 8 article 344; PMC6723667"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Source city/medium labels where reported"", ""sensory_method"": ""CATA plus liking and intensity"", ""authors_or_owner"": ""Heo et al."", ""evidence_locator"": ""db/data/round3h/batch5/instrument_constructs.tsv rows construct.heo.*"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2019, ""doi_or_stable_url"": ""https://doi.org/10.3390/foods8080344"", ""independence_note"": ""One Korean consumer study origin."", ""source_family_key"": ""family.heo-coldbrew-consumers-2019"", ""machine_use_allowed"": true, ""population_or_panel"": ""120 naive consumers"", ""preparation_coverage"": ""Cold brew and coffee-maker conditions"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.cocoa-nut-caramel.dark-chocolate"", ""membership.fruit.citrus""], ""challenged_relationship_keys"": [""acidity-character"", ""roast-spice-smoke"", ""texture-body-drying""]}"
relationship_source	pmc.vezzulli-2022	"{""title"": ""Metabolomics Combined with Sensory Analysis Reveals the Impact of Different Extraction Methods on Coffee Beverages"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.vezzulli.table2-derived""], ""geography"": ""Italy"", ""row_count"": 160, ""repository"": ""Europe PMC / Foods"", ""source_key"": ""pmc.vezzulli-2022"", ""access_date"": ""2026-08-25"", ""field_count"": 11, ""limitations"": ""Medians on a source scale; chemistry workbook and third-party form definitions are excluded."", ""source_type"": ""COFFEE_SENSORY_AGGREGATE"", ""evidence_role"": ""Reference-panel extraction-method evidence"", ""exact_version"": ""PMC8953325 full-text XML released 2022-03-26"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Common commercial roast, source label unspecified"", ""sensory_method"": ""Trained descriptive panel medians"", ""authors_or_owner"": ""Fosca Vezzulli et al."", ""evidence_locator"": ""Article Table 2; db/data/round3h/batch1/vezzulli_2022_table2_sensory_medians.tsv"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2022, ""doi_or_stable_url"": ""https://doi.org/10.3390/foods11060807"", ""independence_note"": ""One article and one panel origin."", ""source_family_key"": ""family.vezzulli-trainedpanel-2022"", ""machine_use_allowed"": true, ""population_or_panel"": ""Six trained panelists"", ""preparation_coverage"": ""Moka, Neapolitan pot, espresso and filter"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.cocoa-nut-caramel.cocoa"", ""membership.cocoa-nut-caramel.caramel"", ""membership.cocoa-nut-caramel.honey"", ""membership.sweet-associated.honey"", ""membership.floral-tea.floral""], ""challenged_relationship_keys"": [""roast-spice-smoke""]}"
relationship_source	scielo.iswaldi-2026	"{""title"": ""Chemical, antioxidant, and sensory profiles of Indonesian single-origin Arabica coffee with different roast levels and brewing methods"", ""license"": ""CC BY 4.0"", ""admitted"": true, ""language"": ""English article; source-local consumer protocol"", ""file_list"": [""file.iswaldi.table3-derived""], ""geography"": ""Indonesia"", ""row_count"": 72, ""repository"": ""SciELO / Brazilian Journal of Food Technology"", ""source_key"": ""scielo.iswaldi-2026"", ""access_date"": ""2026-08-25"", ""field_count"": 14, ""limitations"": ""Aggregate means only; one published SD value is retained verbatim as .182; no citrus term is inferred from acidity."", ""source_type"": ""COFFEE_SENSORY_AGGREGATE"", ""evidence_role"": ""Ordinary-user sensory outcome and context evidence"", ""exact_version"": ""Volume 29 e2025106 version of record, Epub 2026-03-23"", ""milk_coverage"": ""Black only"", ""roast_coverage"": ""Source light, medium and dark categories"", ""sensory_method"": ""RATA 0-7 plus hedonic 1-7"", ""authors_or_owner"": ""Ihsan Iswaldi et al."", ""evidence_locator"": ""Article Table 3; db/data/round3h/batch1/iswaldi_2026_table3_sensory_aggregates.tsv"", ""privacy_decision"": ""PUBLIC_AGGREGATE_ONLY"", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://doi.org/10.1590/1981-6723.1062025"", ""independence_note"": ""Article, PDF and derived TSV are one origin."", ""source_family_key"": ""family.iswaldi-rataconsumers-2026"", ""machine_use_allowed"": true, ""population_or_panel"": ""50 naive consumers"", ""preparation_coverage"": ""V60 and cold brew"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_AGGREGATE"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [""membership.acidity-character.citrus""], ""challenged_relationship_keys"": [""roast-spice-smoke""]}"
relationship_source	wiktionary.en.revision-set.20260825	"{""title"": ""English Wiktionary exact-revision title set"", ""license"": ""CC BY-SA 4.0 / GFDL"", ""admitted"": true, ""language"": ""English"", ""file_list"": [""file.wiktionary.en-metadata""], ""geography"": ""Global"", ""row_count"": 6, ""repository"": ""Wikimedia Wiktionary"", ""source_key"": ""wiktionary.en.revision-set.20260825"", ""access_date"": ""2026-08-25"", ""field_count"": 5, ""limitations"": ""Dictionary title presence is not coffee sensory meaning, experiential equivalence or user comprehension."", ""source_type"": ""LEXICAL_REVISION_METADATA"", ""evidence_role"": ""Lexical attestation and missing-title audit below bilingual-review status"", ""exact_version"": ""Revision IDs 92199582, 92085779, 92296005 and 91967689; two missing-title results"", ""milk_coverage"": ""Not applicable"", ""roast_coverage"": ""medium-light title included in query"", ""sensory_method"": ""Exact page-title and revision-metadata attestation only"", ""authors_or_owner"": ""English Wiktionary contributors"", ""evidence_locator"": ""db/data/round3g/enwiktionary_revision_metadata.json and exact oldid URLs"", ""privacy_decision"": ""NO_PERSONAL_DATA"", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://en.wiktionary.org/w/api.php"", ""independence_note"": ""Kept in one family with Chinese Wiktionary to avoid overstating editorial independence."", ""source_family_key"": ""family.wiktionary-revision-set-20260825"", ""machine_use_allowed"": true, ""population_or_panel"": ""Community-edited dictionary; no research participants"", ""preparation_coverage"": ""Not applicable"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_METADATA"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [], ""challenged_relationship_keys"": []}"
relationship_source	wiktionary.zh.revision-set.20260825	"{""title"": ""Chinese Wiktionary exact-revision title set"", ""license"": ""CC BY-SA 4.0 / GFDL"", ""admitted"": true, ""language"": ""Simplified Chinese query titles"", ""file_list"": [""file.wiktionary.zh-metadata""], ""geography"": ""Global"", ""row_count"": 9, ""repository"": ""Wikimedia Wiktionary"", ""source_key"": ""wiktionary.zh.revision-set.20260825"", ""access_date"": ""2026-08-25"", ""field_count"": 5, ""limitations"": ""Title presence, morphology and missing pages do not establish English/Chinese equivalence."", ""source_type"": ""LEXICAL_REVISION_METADATA"", ""evidence_role"": ""Lexical attestation and missing-title audit below bilingual-review status"", ""exact_version"": ""Revision IDs 9162433, 8510635 and 7207074; six missing-title results"", ""milk_coverage"": ""Not applicable"", ""roast_coverage"": ""中浅烘 and 浅中烘 titles included in query"", ""sensory_method"": ""Exact page-title and revision-metadata attestation only"", ""authors_or_owner"": ""Chinese Wiktionary contributors"", ""evidence_locator"": ""db/data/round3g/zhwiktionary_revision_metadata.json and exact oldid URLs"", ""privacy_decision"": ""NO_PERSONAL_DATA"", ""publication_year"": 2026, ""doi_or_stable_url"": ""https://zh.wiktionary.org/w/api.php"", ""independence_note"": ""Kept in one family with English Wiktionary and never counted as an independent bilingual reviewer."", ""source_family_key"": ""family.wiktionary-revision-set-20260825"", ""machine_use_allowed"": true, ""population_or_panel"": ""Community-edited dictionary; no research participants"", ""preparation_coverage"": ""Not applicable"", ""rights_review_status"": ""CLEARED"", ""privacy_review_status"": ""REVIEWED"", ""commercial_use_allowed"": true, ""derivative_use_allowed"": true, ""public_export_decision"": ""PUBLIC_METADATA"", ""redistribution_allowed"": true, ""supported_relationship_keys"": [], ""challenged_relationship_keys"": []}"
