edge_id	graph_layer	edge_type	left_descriptor_hash	right_descriptor_hash	raw_pair_support	distinct_effective_record_support	distinct_source_family_support	distinct_year_support	context_specific_support	source_family	edition_year	preparation_scope	roast_scope	publication_layer	evidence_tier	rights_regime	review_state	normalized_candidate_edge_eligible	limitation
professional-pair:65eda9b83d11bb9bde0abbd6	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	7fa7e8417a76c4e9ac367403c20879accbea80c9d2635eab6dd0f9c532b52328	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:0fd313ae7ae9365b9b013fb1	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:2e899cd45757a3943cbb6f2f	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	ad3f9efe33cff844d1fa4c29855f8aa4c8230f1a112bb14d06f3a8bff9e4801a	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:f08e283c149bc28888f1ab88	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	b0d04ff05462189837234edb33e2dba634a7a415ca4b8ca6880f507688c6e5e9	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:26d5c77476ecee10b1f43dab	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	db2ca3cb92017fa91cdd6ea80f2e9cfbed3c4cc71de9b3455335c777cd94bc7f	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:5c8ac1fb32a45c08c1b9e8f4	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	e22b4260483268376ed02cda28ebed7769a1c18d164440dccabfb72376aa52c6	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:d00bdb4a6bc3746fa54a9ed0	G_professional	PROFESSIONAL_COASSERTION_EDGE	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	f0436c42b80ee296c73ee5127edfacb91f3e33c9134b516371df63dd1f32c779	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:c103af56269d1acc9f4a5416	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	3b772b1437fa77cb8c61f09b49b1306ce14513547c2db97e7e37710399b2c771	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:b83011e9d36abac6ad9639e2	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:b08d10d4ac989dc7a1444677	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	6011d7a8f33ed8ec9a98ae8103b24310067dd7eb1a6dff6baa3c478612d313a1	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:3cd3de247b9fb73024afa7f7	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:db83a06bb6673098578e18fa	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	7fa7e8417a76c4e9ac367403c20879accbea80c9d2635eab6dd0f9c532b52328	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:b6f4c0691d1904c4aa5212d3	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:86d6d4f8f91bb8f5e6ca40a4	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	ad3f9efe33cff844d1fa4c29855f8aa4c8230f1a112bb14d06f3a8bff9e4801a	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:8fa187eff7344ba1d5d3fc7a	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	b0d04ff05462189837234edb33e2dba634a7a415ca4b8ca6880f507688c6e5e9	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:2316556bac585954a4d25aea	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	db2ca3cb92017fa91cdd6ea80f2e9cfbed3c4cc71de9b3455335c777cd94bc7f	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:62c2ba67c7f533d043809600	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	e22b4260483268376ed02cda28ebed7769a1c18d164440dccabfb72376aa52c6	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:bfdc779c7265fbd9e351cd15	G_professional	PROFESSIONAL_COASSERTION_EDGE	1dcde5f994d37981fa47f3794b3ef9f620b223d72d112c5fc7eddc0b1508f2f9	f0436c42b80ee296c73ee5127edfacb91f3e33c9134b516371df63dd1f32c779	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:8882a043252ac0feea13cf84	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	36b481152ba40f4eec67cb63e9f1ad785c164e0fcabda0d296ba956c64e0380f	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:e6639216162c02680e6e8f20	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	37ecf521c8f469c92ce485da3ed4de7f257837873f92d012257308dfac63a567	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:812e1f9eb011e893d431d477	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	61cb67a673022cd3469d95f16c690244886acc9f311d8576c8d653666b76d1c5	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:1724ca42255ce71169c48687	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	71a6bf62b330d44f89e15dc44f984c0951a633a8ad47a7802504361b252607f4	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:dab332f108c7acf539b9b898	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	7937c4dc4579bfc7c37baa46e65d3cdf6181badbf8ad1b1668c9d9409e403844	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:857b993f322cfc124d090b16	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:79fd93e0da069c49c79a8c25	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	a24b12400051729ef83bcd86ff851a0e00bec57348d189327391f6d827d3c988	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:5cbc2a9c930c9579fedbb07a	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:1f07c01e09df169c33e8e0a4	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	a7ec7f3ae09187df17173620620eb2f2c8a175fe0d6da5221c1109d26f8e29a5	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:6ccdb1d110325ad5221e894c	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:6c3da7da33d2dbfd686b041a	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:d0fcd686349cbbb24dc4ce7c	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	bd071899591c00d2276d2254351533b0e9eb8011b7721155025a35b3212c7fc4	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:50894eb08617ebfe6b4f51ae	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	c960ab959ced4bf733e88e25c89e10a30574d8cd86ba74b2a351d45f7de12a84	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:3fe8230479a2bf3082ba4570	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	c9e199ad7ecffc6901ddf353dd95a0842bd008269da76d00da63cdb43fbb0286	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:7b7559dd92c674d33e7924a2	G_professional	PROFESSIONAL_COASSERTION_EDGE	1f8729702f855687524eb7a526cb22feffa2b02500e077b7d9f9e18583a588cf	cb6fec94760971d48686d800bab84e25988014a8023a1e791cc5e84909beb971	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:81ef13429b58bb771eb36daa	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	4b04681f470cd3574b97418519dfe1888b68494657ee6beab85bbbbdcfd9efa5	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:cf296632ca6502cd62097bca	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	533703fd6141e25f565fa24dee8ada19e1765495adb3daae56565b3bb6b4957a	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:1cd27c00efd8e6bf5b940ec8	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	5f671aee66275d24c0c293a87ca408a6bb6744e80961f04d950b4986d20853ab	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:f587b59bf4e477c35fe71c15	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	6294cb68d4b9448039a2c8579391bc1681c286cd4b5b0386810d5629ceb3c0e1	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:a834be6a996413de105f3a22	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	6d1c5859550824d403d8c31af9ac673b7ba206e6f87e61e096a017299f74d63f	2	2	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:36ca083e2377d699b8f8e41e	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:4539d11fd8ecedde216a5702	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	9799613a9a24f9fdf688916537acb0f9c42c676a6fe19967bc188b7951879bb2	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:cda39a8903e40ec65aec785c	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	a55e2e3846a51f6ad0abfdfbdea2ba0e5e0c76b5ccfa8a920895fedeae89a8b6	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:481f24d4b6d16420c2646832	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:fdce54c47fb3c219e0097c4f	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	ac714a6f533f23dfab34c1268be2d0a48fc552ff450424e2addc5a13902777d0	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
professional-pair:3937013b48f8116372eaf019	G_professional	PROFESSIONAL_COASSERTION_EDGE	2efe147f807a984572e45054d5d16169d9b8bdf4fcc0d45d12fb269a8be12f5b	ad428662b8229f21f7b88596321ea0f714b320e09dc31b910f37bab73a7cf5ef	1	1	1	1	CUPPING_PREPARATION_UNRESOLVED	coe	2017	PROFESSIONAL_CUPPING_PREPARATION_UNRESOLVED	UNKNOWN_NO_INFERENCE	PRIMARY_JURY_DESCRIPTION	P2	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	false	Hash-bound source atoms are not yet human-normalized descriptor targets.
