dataset	task	unit_of_observation	row_count	effective_independent_unit_count	label_type	label_source	source_families	largest_family_share	languages	preparation_coverage	roast_coverage	missingness	duplicate_rate	rights_regime	review_regime	split_feasibility	eligible	reason
PROFESSIONAL_PAIR_EVENT	5+3 candidate ranking	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	co-assertion estimation	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	REFERENCE_SUPPORT_ONLY
PROFESSIONAL_PAIR_EVENT	adaptive question selection	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROFESSIONAL_PAIR_EVENT	stopping policy	source-defined; see label_type	508	5	hash-bound co-assertion event	PROFESSIONAL_PAIR_EVENT	1	1.0	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	REFERENCE_ONLY	PROVISIONAL_MACHINE_CLASSIFIED	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	professional descriptor normalization	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	source-local descriptor classification	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	consumer-language mapping	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	context-conditioned candidate retrieval	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	5+3 candidate ranking	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	co-assertion estimation	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	adaptive question selection	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
PROJECT_REVIEWED_EXPERIMENT	stopping policy	source-defined; see label_type	0	0	PROJECT_REVIEWED_PROVISIONAL	PROJECT_REVIEWED_EXPERIMENT	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	PROJECT_EXPERIMENT_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	professional descriptor normalization	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	source-local descriptor classification	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	consumer-language mapping	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	context-conditioned candidate retrieval	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	5+3 candidate ranking	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	co-assertion estimation	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	adaptive question selection	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
FIRST_PARTY_BEHAVIORAL	stopping policy	source-defined; see label_type	0	0	consented relevance event	FIRST_PARTY_BEHAVIORAL	0	NOT_APPLICABLE	en|unknown	SOURCE_LOCAL_OR_UNRESOLVED	PARTIAL_NO_DESCRIPTOR_INFERENCE	TASK_SPECIFIC_AUDIT_REQUIRED	NOT_POOLABLE_ACROSS_INCOMPATIBLE_SURFACES	FIRST_PARTY_BEHAVIORAL_ALLOWED	EMPTY	FAIL_GROUPED_HOLDOUT	false	NO_TASK_SPECIFIC_RIGHTS_REVIEW_AND_GROUPED_LABEL_MANIFEST
