expectation_key	series_key	series_name	year	expected_start_year	start_basis	primary_denominator	data_role	terminal_status	status_evidence	archive_rows_count_as_model_labels
archive:golden_bean_australasia:2025	golden_bean_australasia	Golden Bean Australasia	2025	2005	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	27 public acquisition attempt(s) retained in Round 3L.	false
archive:golden_bean_australasia:2026	golden_bean_australasia	Golden Bean Australasia	2026	2005	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:golden_bean_world_series:2022	golden_bean_world_series	Golden Bean World Series	2022	2022	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:golden_bean_world_series:2023	golden_bean_world_series	Golden Bean World Series	2023	2022	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:golden_bean_world_series:2024	golden_bean_world_series	Golden Bean World Series	2024	2022	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:golden_bean_world_series:2025	golden_bean_world_series	Golden Bean World Series	2025	2022	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:golden_bean_world_series:2026	golden_bean_world_series	Golden Bean World Series	2026	2022	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:iiac_ict:2006	iiac_ict	International Coffee Tasting	2006	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2007	iiac_ict	International Coffee Tasting	2007	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2008	iiac_ict	International Coffee Tasting	2008	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2009	iiac_ict	International Coffee Tasting	2009	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2010	iiac_ict	International Coffee Tasting	2010	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2011	iiac_ict	International Coffee Tasting	2011	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2012	iiac_ict	International Coffee Tasting	2012	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2013	iiac_ict	International Coffee Tasting	2013	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2014	iiac_ict	International Coffee Tasting	2014	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2015	iiac_ict	International Coffee Tasting	2015	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2016	iiac_ict	International Coffee Tasting	2016	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2017	iiac_ict	International Coffee Tasting	2017	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2018	iiac_ict	International Coffee Tasting	2018	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2019	iiac_ict	International Coffee Tasting	2019	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2020	iiac_ict	International Coffee Tasting	2020	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2021	iiac_ict	International Coffee Tasting	2021	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2022	iiac_ict	International Coffee Tasting	2022	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:iiac_ict:2023	iiac_ict	International Coffee Tasting	2023	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	2 public acquisition attempt(s) retained in Round 3L.	false
archive:iiac_ict:2024	iiac_ict	International Coffee Tasting	2024	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:iiac_ict:2025	iiac_ict	International Coffee Tasting	2025	2006	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	2 public acquisition attempt(s) retained in Round 3L.	false
archive:iiac_ict:2026	iiac_ict	International Coffee Tasting	2026	2006	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:melbourne_royal_aica:2013	melbourne_royal_aica	Australian International Coffee Awards	2013	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2014	melbourne_royal_aica	Australian International Coffee Awards	2014	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2015	melbourne_royal_aica	Australian International Coffee Awards	2015	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2016	melbourne_royal_aica	Australian International Coffee Awards	2016	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2017	melbourne_royal_aica	Australian International Coffee Awards	2017	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2018	melbourne_royal_aica	Australian International Coffee Awards	2018	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2019	melbourne_royal_aica	Australian International Coffee Awards	2019	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2020	melbourne_royal_aica	Australian International Coffee Awards	2020	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2021	melbourne_royal_aica	Australian International Coffee Awards	2021	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2022	melbourne_royal_aica	Australian International Coffee Awards	2022	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	2 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2023	melbourne_royal_aica	Australian International Coffee Awards	2023	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:melbourne_royal_aica:2024	melbourne_royal_aica	Australian International Coffee Awards	2024	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2025	melbourne_royal_aica	Australian International Coffee Awards	2025	2013	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:melbourne_royal_aica:2026	melbourne_royal_aica	Australian International Coffee Awards	2026	2013	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:royal_adelaide_coffee_show:2014	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2014	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2015	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2015	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2016	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2016	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2017	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2017	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2018	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2018	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2019	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2019	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2020	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2020	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2021	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2021	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2022	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2022	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2023	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2023	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:royal_adelaide_coffee_show:2024	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2024	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:royal_adelaide_coffee_show:2025	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2025	2014	PROVISIONAL_SERIES_SCOPE_START	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_METADATA_ONLY	2 public acquisition attempt(s) retained in Round 3L.	false
archive:royal_adelaide_coffee_show:2026	royal_adelaide_coffee_show	Royal Adelaide Coffee Show	2026	2014	PROVISIONAL_SERIES_SCOPE_START	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:scaj_jbrc:2014	scaj_jbrc	Japan Brewers Cup	2014	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2015	scaj_jbrc	Japan Brewers Cup	2015	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2016	scaj_jbrc	Japan Brewers Cup	2016	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2017	scaj_jbrc	Japan Brewers Cup	2017	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2018	scaj_jbrc	Japan Brewers Cup	2018	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2019	scaj_jbrc	Japan Brewers Cup	2019	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2020	scaj_jbrc	Japan Brewers Cup	2020	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2021	scaj_jbrc	Japan Brewers Cup	2021	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2022	scaj_jbrc	Japan Brewers Cup	2022	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2023	scaj_jbrc	Japan Brewers Cup	2023	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2024	scaj_jbrc	Japan Brewers Cup	2024	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2025	scaj_jbrc	Japan Brewers Cup	2025	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jbrc:2026	scaj_jbrc	Japan Brewers Cup	2026	2014	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:scaj_jcrc:2012	scaj_jcrc	Japan Coffee Roasting Championship	2012	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2013	scaj_jcrc	Japan Coffee Roasting Championship	2013	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2014	scaj_jcrc	Japan Coffee Roasting Championship	2014	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2015	scaj_jcrc	Japan Coffee Roasting Championship	2015	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2016	scaj_jcrc	Japan Coffee Roasting Championship	2016	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2017	scaj_jcrc	Japan Coffee Roasting Championship	2017	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2018	scaj_jcrc	Japan Coffee Roasting Championship	2018	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2019	scaj_jcrc	Japan Coffee Roasting Championship	2019	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2020	scaj_jcrc	Japan Coffee Roasting Championship	2020	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2021	scaj_jcrc	Japan Coffee Roasting Championship	2021	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2022	scaj_jcrc	Japan Coffee Roasting Championship	2022	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2023	scaj_jcrc	Japan Coffee Roasting Championship	2023	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2024	scaj_jcrc	Japan Coffee Roasting Championship	2024	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2025	scaj_jcrc	Japan Coffee Roasting Championship	2025	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jcrc:2026	scaj_jcrc	Japan Coffee Roasting Championship	2026	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:scaj_jhdc:2012	scaj_jhdc	Japan Hand Drip Championship	2012	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2013	scaj_jhdc	Japan Hand Drip Championship	2013	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2014	scaj_jhdc	Japan Hand Drip Championship	2014	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2015	scaj_jhdc	Japan Hand Drip Championship	2015	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2016	scaj_jhdc	Japan Hand Drip Championship	2016	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2017	scaj_jhdc	Japan Hand Drip Championship	2017	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2018	scaj_jhdc	Japan Hand Drip Championship	2018	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2019	scaj_jhdc	Japan Hand Drip Championship	2019	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2020	scaj_jhdc	Japan Hand Drip Championship	2020	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2021	scaj_jhdc	Japan Hand Drip Championship	2021	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2022	scaj_jhdc	Japan Hand Drip Championship	2022	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2023	scaj_jhdc	Japan Hand Drip Championship	2023	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2024	scaj_jhdc	Japan Hand Drip Championship	2024	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2025	scaj_jhdc	Japan Hand Drip Championship	2025	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jhdc:2026	scaj_jhdc	Japan Hand Drip Championship	2026	2012	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:scaj_jsc:2003	scaj_jsc	Japan Siphonist Championship	2003	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2004	scaj_jsc	Japan Siphonist Championship	2004	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2005	scaj_jsc	Japan Siphonist Championship	2005	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2006	scaj_jsc	Japan Siphonist Championship	2006	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:scaj_jsc:2007	scaj_jsc	Japan Siphonist Championship	2007	2003	EARLIEST_YEAR_IN_VERIFIED_RESULT_ARCHIVE_RANGE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
