census_item_key	item_kind	parent_key	series_key	source_family_key	edition_label	year	country_or_community	category_or_round	official_url	discovery_basis	source_snapshot_sha256	corpus_state	acquisition_state	rights_state	attempt_status	note
source:wcc_cb_recpotx0sdtj6wfrn	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recpotx0sdtj6wfrn	Malaysia Specialty Coffee Association (MSCA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recpoTX0sdtj6WFRN	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Malaysia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Malaysia Specialty Coffee Association (MSCA)
source:wcc_cb_recrqcqpyre4rpyw9	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recrqcqpyre4rpyw9	SCA Romania Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recrqCqpyrE4RpYw9	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Romania; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Romania Chapter
source:wcc_cb_recs3iqhdcunc4yys	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recs3iqhdcunc4yys	SCA Ukraine Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recs3iqhdcunC4Yys	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Ukraine; designation=SCA Chapter|WCE Competition Body; competition_types=CEZVE_IBRIK,LATTE_ART; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Ukraine Chapter; competition_types_from_current_WCC_event_calendar
source:wcc_cb_recstvhz9eqvrdfjn	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recstvhz9eqvrdfjn	SCA Italy Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recstvHZ9EqvrDfjN	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Italy; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Italy Chapter
source:wcc_cb_rectjya9lowhcpizc	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rectjya9lowhcpizc	Egypt Coffee Community			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recTJYA9LOWHcpIzc	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Egypt; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Egypt Coffee Community
source:wcc_cb_rectqmmkfk5hspnon	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_rectqmmkfk5hspnon	New Zealand Specialty Coffee Association (NZSCA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recTQMMKFk5hSPnOn	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Aotearoa/New Zealand; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=New Zealand Specialty Coffee Association (NZSCA)
source:wcc_cb_recu9vohcsnrr1mkt	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recu9vohcsnrr1mkt	Caracas Quiere Café (Venezuela)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recu9VOhCsNRR1mKT	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Venezuela; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Caracas Quiere Café (Venezuela)
source:wcc_cb_recuap79dcrz7f15j	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recuap79dcrz7f15j	Saudi Coffee Association			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recuAP79dCRz7F15j	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Saudi Arabia; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Saudi Coffee Association
source:wcc_cb_recugphq1iejazgbv	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recugphq1iejazgbv	Shanghai Sinoexpo Informa Markets International Exhibition Co., Ltd.			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recuGPhq1IEJaZgBv	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=China; designation=WCE Competition Body|Event Partner; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Shanghai Sinoexpo Informa Markets International Exhibition Co., Ltd.
source:wcc_cb_recuvl6ke5ntamvmt	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recuvl6ke5ntamvmt	Uganda Coffee Development Authority (UCDA)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recUvl6Ke5NtAmvMT	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Uganda; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Uganda Coffee Development Authority (UCDA)
source:wcc_cb_recvf2cxrxubzvsln	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recvf2cxrxubzvsln	SCA Czech Republic Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recvf2CXrXUbzvSln	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Czech Republic; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Czech Republic Chapter
source:wcc_cb_recwe9basqqkoxvj5	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recwe9basqqkoxvj5	Brazil Specialty Coffee Association			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recWe9BasqQKOxVj5	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Brazil; designation=WCE Competition Body; competition_types=LATTE_ART,COFFEE_IN_GOOD_SPIRITS; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Brazil Specialty Coffee Association; competition_types_from_current_WCC_event_calendar
source:wcc_cb_recwhxc7rle7zqklz	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recwhxc7rle7zqklz	SCA Norway Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recwhXc7rLe7ZqKLz	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Norway; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Norway Chapter
source:wcc_cb_recxlng3ipxb6iycu	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recxlng3ipxb6iycu	US Chapter/US Event Partner			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recXLng3IPXB6IyCU	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=United States; designation=SCA Chapter|WCE Competition Body|Event Partner; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=US Chapter/US Event Partner
source:wcc_cb_recxq06ux5gfgxrhs	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recxq06ux5gfgxrhs	Coffee Board of India			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recxQ06Ux5GfgXRhs	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=India; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Coffee Board of India
source:wcc_cb_recy2teswpcbjv1cp	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recy2teswpcbjv1cp	Asociación Cafés Finos de Costa Rica / Specialty Coffee Association of Costa Rica			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recY2teswPcbJV1CP	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Costa Rica; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Asociación Cafés Finos de Costa Rica / Specialty Coffee Association of Costa Rica
source:wcc_cb_recykwnhru1auxaqi	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recykwnhru1auxaqi	SCA Spain Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recYKwNHru1aUxaqI	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Spain; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA Spain Chapter
source:wcc_cb_recyw1jgcnirhkrhv	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_recyw1jgcnirhkrhv	SCA UAE Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recyW1JgcnIRhkrHV	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=United Arab Emirates; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA UAE Chapter
source:wcc_cb_reczcyupkr51iszzg	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reczcyupkr51iszzg	Hong Kong Specialty Coffee Association			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reczCyUPkR51iszZg	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Hong Kong SAR; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Hong Kong Specialty Coffee Association
source:wcc_cb_reczsuml2olqsizqw	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reczsuml2olqsizqw	Speciality Coffee Association of Japan (SCAJ)			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/recZSuml2OlQSizQW	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=Japan; designation=WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=Speciality Coffee Association of Japan (SCAJ)
source:wcc_cb_reczzrkbelsh9zem5	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_cb_family_reczzrkbelsh9zem5	SCA France Chapter			WCC_COMPETITION_BODY_REGISTRY_RECORD	https://airtable.com/embed/appjRsUGjK5F1R8Tt/shrWGey830MHuOMo4/tblijptgfTzvmineL/viwMGdiJKXWCOp2ec/reczzRKbELSh9zeM5	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_REGISTRY_METADATA_ONLY	UNKNOWN	NOT_ATTEMPTED	country_or_community=France; designation=SCA Chapter|WCE Competition Body; competition_types=UNKNOWN_NOT_ENUMERATED; years_available=UNKNOWN; public_results=UNKNOWN; scoresheet_availability=UNKNOWN; data_custodian=SCA France Chapter
source:wcc_cb_registry_index	SOURCE_ACCESS_ROUTE	series:wcc_competition_body_registry	wcc_competition_body_registry	wcc_competition_bodies	World Coffee Championships			OFFICIAL_REGISTRY_INDEX	https://wcc.coffee/competition-bodies	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_EMBEDDED_REGISTRY	UNKNOWN	NOT_ATTEMPTED	Public visibility is not reuse permission; live registry enumerated at 61 records
source:wcc_cic_page	SOURCE_ACCESS_ROUTE	series:wcc_cic	wcc_cic	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/cezve-ibrik-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Traditional and signature services require separation; rights unknown
source:wcc_rules_index	SOURCE_ACCESS_ROUTE	series:wcc_wbc	wcc_wbc	wcc_world_rules	World Coffee Championships			OFFICIAL_RULES_AND_SCORESHEET_INDEX	https://wcc.coffee/rules-regulations	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_DOWNLOAD_INDEX	UNKNOWN	NOT_ATTEMPTED	Shared index for all seven WCC series; public downloads do not establish downstream or model rights
source:wcc_wbc_page	SOURCE_ACCESS_ROUTE	series:wcc_wbc	wcc_wbc	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-barista-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Competition format and current edition metadata only; rights unknown
source:wcc_wbrc_page	SOURCE_ACCESS_ROUTE	series:wcc_wbrc	wcc_wbrc	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-brewers-cup	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Service format and current edition metadata only; rights unknown
source:wcc_wbrc_rankings_2026	SOURCE_ACCESS_ROUTE	series:wcc_wbrc	wcc_wbrc	wcc_results	World Coffee Championships			OFFICIAL_RESULTS_PDF	https://wcc.coffee/s/2026-WBrC-Rankings-Public.pdf	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_OFFICIAL_PDF	UNKNOWN	NOT_ATTEMPTED	Public ranking PDF; no entry-level sensory comments or rights grant verified
source:wcc_wcigs_page	SOURCE_ACCESS_ROUTE	series:wcc_wcigs	wcc_wcigs	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-coffee-in-good-spirits-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Cocktail competition retained for exclusion mapping; rights unknown
source:wcc_wcrc_page	SOURCE_ACCESS_ROUTE	series:wcc_wcrc	wcc_wcrc	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-coffee-roasting-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Roasting stages and current edition metadata; rights unknown
source:wcc_wcrc_rankings_2026	SOURCE_ACCESS_ROUTE	series:wcc_wcrc	wcc_wcrc	wcc_results	World Coffee Championships			OFFICIAL_RESULTS_PDF	https://worldcoffeechampionships.squarespace.com/s/2026-WCRC-Rankings-Public.pdf	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_OFFICIAL_PDF	UNKNOWN	NOT_ATTEMPTED	Public ranking PDF; no full cup-level sensory dataset or rights grant verified
source:wcc_wctc_page	SOURCE_ACCESS_ROUTE	series:wcc_wctc	wcc_wctc	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-cup-tasters-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Discrimination format only; rights unknown
source:wcc_wlac_page	SOURCE_ACCESS_ROUTE	series:wcc_wlac	wcc_wlac	wcc_world_series	World Coffee Championships			OFFICIAL_SERIES_PAGE	https://wcc.coffee/world-latte-art-championship	ROUND3K_RECONCILED_ACCESS_MATRIX		DISCOVERED	PUBLIC_WEB_PAGE	UNKNOWN	NOT_ATTEMPTED	Visual competition retained for exclusion mapping; rights unknown
edition:avpa_coffee_2022	COMPETITION_EDITION	series:avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	International Contest of Coffees Roasted at Origin 2022	2022	International	INTERNATIONAL_PRODUCT_COMPETITION	https://it.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official historical results PDF inventoried; no records acquired
edition:avpa_coffee_2026	COMPETITION_EDITION	series:avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	12th International Contest of Coffees Roasted at Origin	2026	International	INTERNATIONAL_PRODUCT_COMPETITION	https://en.avpa.fr/cafes	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official 2026 contest and awards ceremony page; no records acquired
edition:best_of_panama_2026	COMPETITION_EDITION	series:best_of_panama	best_of_panama	best_of_panama	Best of Panama XXX 2026	2026	Panama	ORIGIN_COMPETITION	https://bestofpanama.org/about2026	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	National cupping 20-24 July and international cupping 28 July-1 August; no records acquired
edition:coe:allianceforcoffeeexcellence_org_bolivia_2004:2004	COMPETITION_EDITION	series:coe	coe	coe_bolivia	Bolivia 2004	2004	Bolivia	Bolivia	https://allianceforcoffeeexcellence.org/bolivia-2004/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_bolivia_2005:2005	COMPETITION_EDITION	series:coe	coe	coe_bolivia	Bolivia 2005	2005	Bolivia	Bolivia	https://allianceforcoffeeexcellence.org/bolivia-2005/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_bolivia_2007:2007	COMPETITION_EDITION	series:coe	coe	coe_bolivia	Bolivia 2007	2007	Bolivia	Bolivia	https://allianceforcoffeeexcellence.org/bolivia-2007/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_bolivia_2008:2008	COMPETITION_EDITION	series:coe	coe	coe_bolivia	Bolivia 2008	2008	Bolivia	Bolivia	https://allianceforcoffeeexcellence.org/bolivia-2008/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_bolivia_2009:2009	COMPETITION_EDITION	series:coe	coe	coe_bolivia	Bolivia 2009	2009	Bolivia	Bolivia	https://allianceforcoffeeexcellence.org/bolivia-2009/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_brazil_2019:2019	COMPETITION_EDITION	series:coe	coe	coe_brazil	Brazil 2019	2019	Brazil	Brazil	https://allianceforcoffeeexcellence.org/brazil-2019/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_brazil_2020:2020	COMPETITION_EDITION	series:coe	coe	coe_brazil	Brazil 2020	2020	Brazil	Brazil	https://allianceforcoffeeexcellence.org/brazil-2020/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_brazil_2021:2021	COMPETITION_EDITION	series:coe	coe	coe_brazil	Brazil 2021	2021	Brazil	Brazil	https://allianceforcoffeeexcellence.org/brazil-2021/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
