attempt_key	census_item_key	lane_key	attempt_sequence	attempted_at	acquisition_method	outcome	canonical_url	final_url	http_status	source_snapshot_sha256	artifact_byte_count	parsed_row_count	normalized_record_count	descriptor_assertion_count	external_action_type	next_cursor
coe-bop-coecensuscolombia-2023	edition:coe:allianceforcoffeeexcellence_org_colombia_2023:2023	coe_bop	241	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-2023/	https://allianceforcoffeeexcellence.org/colombia-2023/	200	8bb19d4f1b8de5663b09432854e391dfc692f6c17cdc8c97ef623fb5a1eb5382	374658	31	31	0		complete:coe_census_colombia-2023.html
coe-bop-coecensuscolombia-north-2005	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2005:2005_north	coe_bop	242	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2005/	https://allianceforcoffeeexcellence.org/colombia-north-2005/	200	04bdb59996793a2b887f80a017d4a974b483abb92ddb4989f16156248f5a6fbb	322502	25	25	0		complete:coe_census_colombia-north-2005.html
coe-bop-coecensuscolombia-north-2006	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2006:2006_north	coe_bop	243	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2006/	https://allianceforcoffeeexcellence.org/colombia-north-2006/	200	0c3ede506fde4b39efe245c785c06547e05a4a9f935d59351728ea2db7685c5a	319956	23	23	0		complete:coe_census_colombia-north-2006.html
coe-bop-coecensuscolombia-north-2007	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2007:2007_north	coe_bop	244	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2007/	https://allianceforcoffeeexcellence.org/colombia-north-2007/	200	8dd9dd3449c1ab7c86ddd85c81a0cc551586e31663f388059d88cd3cd1940658	281324	30	30	0		complete:coe_census_colombia-north-2007.html
coe-bop-coecensuscolombia-north-2009	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2009:2009_north	coe_bop	245	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2009/	https://allianceforcoffeeexcellence.org/colombia-north-2009/	200	ea20ebdac2b276ca61fd67426fea6139c6151ca82f942afff7624c1ff3b81ba5	324704	27	27	0		complete:coe_census_colombia-north-2009.html
coe-bop-coecensuscolombia-north-2011	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2011:2011_north	coe_bop	246	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2011/	https://allianceforcoffeeexcellence.org/colombia-north-2011/	200	c4a7efaa7b1127494f89c8006d49f4939d14af234a2ffb02ba73d5712315114f	319815	22	22	0		complete:coe_census_colombia-north-2011.html
coe-bop-coecensuscolombia-north-2013	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2013:2013_north	coe_bop	247	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2013/	https://allianceforcoffeeexcellence.org/colombia-north-2013/	200	850a62df4496c8397b062cdd4a282f95f8ed595ae03472b30f5fee87cd5a58be	317272	20	20	0		complete:coe_census_colombia-north-2013.html
coe-bop-coecensuscolombia-north-2015	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2015:2015_north	coe_bop	248	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2015/	https://allianceforcoffeeexcellence.org/colombia-north-2015/	200	59d20c28ae2f42465b8fe007a44da4136f61bfca8d1708ab9af20378a727dfa5	331742	31	31	0		complete:coe_census_colombia-north-2015.html
coe-bop-coecensuscolombia-north-2019	edition:coe:allianceforcoffeeexcellence_org_colombia_north_2019:2019_north	coe_bop	249	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-north-2019/	https://allianceforcoffeeexcellence.org/colombia-north-2019/	200	2b0edc489689ec60f214f92c6c9189f4cdd662275c2bd162d0ae856cbd38c6f9	416241	34	34	0		complete:coe_census_colombia-north-2019.html
coe-bop-coecensuscolombia-south-2005	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2005:2005_south	coe_bop	250	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2005/	https://allianceforcoffeeexcellence.org/colombia-south-2005/	200	830ca67f899a2debaf809a9d013cbac3b99056abe98f04493ef9ad3aae41c294	331334	33	33	0		complete:coe_census_colombia-south-2005.html
coe-bop-coecensuscolombia-south-2006	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2006:2006_south	coe_bop	251	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2006/	https://allianceforcoffeeexcellence.org/colombia-south-2006/	200	7a8e972e283d7e7a3438d8270281ffe38c852d3b7821865c312ee87dc228aff4	327920	30	30	0		complete:coe_census_colombia-south-2006.html
coe-bop-coecensuscolombia-south-2008	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2008:2008_south	coe_bop	252	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2008/	https://allianceforcoffeeexcellence.org/colombia-south-2008/	200	1d3e15866a52110466d6b2e655e8f704014ba2455c3f7897d9e8542301d08f4b	315293	18	18	0		complete:coe_census_colombia-south-2008.html
coe-bop-coecensuscolombia-south-2010	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2010:2010_south	coe_bop	253	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2010/	https://allianceforcoffeeexcellence.org/colombia-south-2010/	200	ff8da7f8dd4a31591b0205b4cca5b3448a8a7c82684e7a0316727c227afd02ae	318765	21	21	0		complete:coe_census_colombia-south-2010.html
coe-bop-coecensuscolombia-south-2012	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2012:2012_south	coe_bop	254	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2012/	https://allianceforcoffeeexcellence.org/colombia-south-2012/	200	32575d925d70450b5bdfb1cc731f014f60b4fb5306f828ed92cd3b9c876d8742	328323	30	30	0		complete:coe_census_colombia-south-2012.html
coe-bop-coecensuscolombia-south-2014	edition:coe:allianceforcoffeeexcellence_org_colombia_south_2014:2014_south	coe_bop	255	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/colombia-south-2014/	https://allianceforcoffeeexcellence.org/colombia-south-2014/	200	e4f0ec3faa4556f4cb1b9ffa9be1019a0057e181ac19a658913fe55a4c393168	335183	34	34	0		complete:coe_census_colombia-south-2014.html
coe-bop-coecensuscosta-rica-2007	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2007:2007	coe_bop	256	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2007/	https://allianceforcoffeeexcellence.org/costa-rica-2007/	200	5de171246a2780f3dc4b3826f43fe68e91f98e368b55f55a35ed21f9d8f35abc	322839	25	25	0		complete:coe_census_costa-rica-2007.html
coe-bop-coecensuscosta-rica-2008	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2008:2008	coe_bop	257	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2008/	https://allianceforcoffeeexcellence.org/costa-rica-2008/	200	6830edd92456aafe5d3d0294d20c63685d0e0fffedc6ff0d445e7864b97e6e74	327586	30	30	0		complete:coe_census_costa-rica-2008.html
coe-bop-coecensuscosta-rica-2009	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2009:2009	coe_bop	258	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2009/	https://allianceforcoffeeexcellence.org/costa-rica-2009/	200	0dabea7971b48928f168760b8d06fc02cae0ce95ff3b9652a731cf0fdabede08	321615	24	24	0		complete:coe_census_costa-rica-2009.html
coe-bop-coecensuscosta-rica-2011	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2011:2011	coe_bop	259	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2011/	https://allianceforcoffeeexcellence.org/costa-rica-2011/	200	50de54417aabc95c82db2220e0e67d4f629e9cbb4f35f1e26388ef3487882a57	329224	31	31	0		complete:coe_census_costa-rica-2011.html
coe-bop-coecensuscosta-rica-2012	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2012:2012	coe_bop	260	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2012/	https://allianceforcoffeeexcellence.org/costa-rica-2012/	200	dcfc3d9cb253858ecf96180158dd6cb11bfe6642f22d97e6421800914282ad9f	325042	27	27	0		complete:coe_census_costa-rica-2012.html
coe-bop-coecensuscosta-rica-2013	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2013:2013	coe_bop	261	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2013/	https://allianceforcoffeeexcellence.org/costa-rica-2013/	200	ae05ce27bfc5145fa352c420f053730800fdbcdbd7c2c9369b4b155fd083da64	320091	22	22	0		complete:coe_census_costa-rica-2013.html
coe-bop-coecensuscosta-rica-2014	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2014:2014	coe_bop	262	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2014/	https://allianceforcoffeeexcellence.org/costa-rica-2014/	200	346a9488bcf5e969028f005289f4b73f2f94b85b7eeebef7e14ad8bf9da0ff98	325824	25	25	0		complete:coe_census_costa-rica-2014.html
coe-bop-coecensuscosta-rica-2015	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2015:2015	coe_bop	263	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2015/	https://allianceforcoffeeexcellence.org/costa-rica-2015/	200	f22ccd6e7d73806fabfba31c846fa0db8464f71cfd1b21a68d6a18f828882f8a	288518	35	35	0		complete:coe_census_costa-rica-2015.html
coe-bop-coecensuscosta-rica-2016	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2016:2016	coe_bop	264	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2016/	https://allianceforcoffeeexcellence.org/costa-rica-2016/	200	227644e5bba7d34de42e22f68299b8ceee218393439e0d800df1e3bd17a88260	279369	26	26	0		complete:coe_census_costa-rica-2016.html
coe-bop-coecensuscosta-rica-2018	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2018:2018	coe_bop	265	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2018/	https://allianceforcoffeeexcellence.org/costa-rica-2018/	200	0dd9e0b85bb43ab2fb27c1664b0fe34e810cc7078f4bcb60992c280e74a67088	423100	42	42	0		complete:coe_census_costa-rica-2018.html
coe-bop-coecensuscosta-rica-2019	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2019:2019	coe_bop	266	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2019/	https://allianceforcoffeeexcellence.org/costa-rica-2019/	200	31d305ecccb9c51051eb5d7a38a1d6ba1c0d6e093c6f8e878e61c1bb5b7aba02	422696	31	31	0		complete:coe_census_costa-rica-2019.html
coe-bop-coecensuscosta-rica-2020	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2020:2020	coe_bop	267	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2020/	https://allianceforcoffeeexcellence.org/costa-rica-2020/	200	f922d3b05b1a22d222ba35cee69f8ce371669077d00548cadf643d892c9b5000	363997	28	28	0		complete:coe_census_costa-rica-2020.html
coe-bop-coecensuscosta-rica-2021	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2021:2021	coe_bop	268	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2021/	https://allianceforcoffeeexcellence.org/costa-rica-2021/	200	e3a20c2b075b79c902a5bf98d991c3f782bafc8d36276d109b4863772ff9e66e	417030	33	33	0		complete:coe_census_costa-rica-2021.html
coe-bop-coecensuscosta-rica-2022	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2022:2022	coe_bop	269	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2022/	https://allianceforcoffeeexcellence.org/costa-rica-2022/	200	2af4adb3ba538c9f43b9dee29e1f07b0802c42d326ae277f237b1a2a596ee6f1	441066	25	25	0		complete:coe_census_costa-rica-2022.html
coe-bop-coecensuscosta-rica-2023	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2023:2023	coe_bop	270	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2023/	https://allianceforcoffeeexcellence.org/costa-rica-2023/	200	4acd8fca2844069622521c0f7f27976cbb3d6b35ea6d337c640f29bfb8ae05f7	451775	33	33	0		complete:coe_census_costa-rica-2023.html
coe-bop-coecensuscosta-rica-2024	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2024:2024	coe_bop	271	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2024/	https://allianceforcoffeeexcellence.org/costa-rica-2024/	200	38548cb7ecc02753f42f164bbaf0c8a342627c65f75e5630d1beb994d2ea5e72	405732	9	9	0		complete:coe_census_costa-rica-2024.html
coe-bop-coecensuscosta-rica-2025	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2025:2025	coe_bop	272	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2025/	https://allianceforcoffeeexcellence.org/costa-rica-2025/	200	599da84c7a2009f1500036839a11476eb809c6fe2f63c6598cb038cebbcb762a	408234	11	11	0		complete:coe_census_costa-rica-2025.html
coe-bop-coecensuscosta-rica-2026	edition:coe:allianceforcoffeeexcellence_org_costa_rica_2026:2026	coe_bop	273	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-2026/	https://allianceforcoffeeexcellence.org/costa-rica-2026/	200	9295106e136c49013b4c1157c15e3f1f6b27131c923da9e461d418c72bfa1cf7	437808	9	9	0		complete:coe_census_costa-rica-2026.html
coe-bop-coecensuscosta-rica-coe-2017	edition:coe:allianceforcoffeeexcellence_org_costa_rica_coe_2017:2017	coe_bop	274	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/costa-rica-coe-2017/	https://allianceforcoffeeexcellence.org/costa-rica-coe-2017/	200	75aab931b096e3739e118f7cdc6af8d99c29252662f588fe98e7217765bc133d	332543	32	32	0		complete:coe_census_costa-rica-coe-2017.html
coe-bop-coecensusecuador-2021	edition:coe:allianceforcoffeeexcellence_org_ecuador_2021:2021	coe_bop	275	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/ecuador-2021/	https://allianceforcoffeeexcellence.org/ecuador-2021/	200	c50af83213c780595660ea557c8fd5e42cd4447a2908da6a1a69e9909b18d89b	429574	25	25	0		complete:coe_census_ecuador-2021.html
coe-bop-coecensusecuador-2022	edition:coe:allianceforcoffeeexcellence_org_ecuador_2022:2022	coe_bop	276	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/ecuador-2022/	https://allianceforcoffeeexcellence.org/ecuador-2022/	200	83a9dfef4fc13dbd6d0252c2fad48b1c41b1440a77c3e5e1eedb804397049017	348862	19	19	0		complete:coe_census_ecuador-2022.html
coe-bop-coecensusecuador-2023	edition:coe:allianceforcoffeeexcellence_org_ecuador_2023:2023	coe_bop	277	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	NO_RECORD_PAYLOAD	https://allianceforcoffeeexcellence.org/ecuador-2023/	https://allianceforcoffeeexcellence.org/ecuador-2023/	200	4c2b5b24e8d92f9d76d55694a25e15eae54683590e88e04a387f65725d769172	343546	0	0	0		complete:coe_census_ecuador-2023.html
coe-bop-coecensusel-salvador-2003	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2003:2003	coe_bop	278	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2003/	https://allianceforcoffeeexcellence.org/el-salvador-2003/	200	e3052905f9b0db100de7baee19bde5e6c110c13dcc9d0ef37c3f6b5f8d3b119d	328702	31	31	0		complete:coe_census_el-salvador-2003.html
coe-bop-coecensusel-salvador-2004	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2004:2004	coe_bop	279	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2004/	https://allianceforcoffeeexcellence.org/el-salvador-2004/	200	dfdc0bf3819980dfadb7f4ea74d28e946bee0a471d85b4c474e7e87f47f94959	332950	35	35	0		complete:coe_census_el-salvador-2004.html
coe-bop-coecensusel-salvador-2005	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2005:2005	coe_bop	280	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2005/	https://allianceforcoffeeexcellence.org/el-salvador-2005/	200	a8cc14dec77617ba6dfcca6ee117703d5b0cbad9a30c0990fb365c5a9644e181	314093	17	17	0		complete:coe_census_el-salvador-2005.html
coe-bop-coecensusel-salvador-2006	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2006:2006	coe_bop	281	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2006/	https://allianceforcoffeeexcellence.org/el-salvador-2006/	200	50abfa281c6c88be5f4d070960b03f8f2ed6e087f199cbbaa21582d44a2deffa	320996	23	23	0		complete:coe_census_el-salvador-2006.html
coe-bop-coecensusel-salvador-2007	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2007:2007	coe_bop	282	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2007/	https://allianceforcoffeeexcellence.org/el-salvador-2007/	200	932ede8fbaff7b2ae6fe0bbd4e24d76bc43b394082526356df22179d0f4777bd	320309	23	23	0		complete:coe_census_el-salvador-2007.html
coe-bop-coecensusel-salvador-2008	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2008:2008	coe_bop	283	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2008/	https://allianceforcoffeeexcellence.org/el-salvador-2008/	200	a80259f8be3fccd535706e399e7ed02f57951d9b5a8eebd0df02ca3864cd9e40	332813	36	36	0		complete:coe_census_el-salvador-2008.html
coe-bop-coecensusel-salvador-2009	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2009:2009	coe_bop	284	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2009/	https://allianceforcoffeeexcellence.org/el-salvador-2009/	200	819cbc3f3e463765f6238ed12dd68b0d9c967f2952579edec80938cee5d53f74	331908	33	33	0		complete:coe_census_el-salvador-2009.html
coe-bop-coecensusel-salvador-2010	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2010:2010	coe_bop	285	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2010/	https://allianceforcoffeeexcellence.org/el-salvador-2010/	200	048ca719b5fa3316fbb6f29ecf5aaa3e4af2ddbbdc025a8daa555c02b730a6d4	328251	30	30	0		complete:coe_census_el-salvador-2010.html
coe-bop-coecensusel-salvador-2011	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2011:2011	coe_bop	286	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2011/	https://allianceforcoffeeexcellence.org/el-salvador-2011/	200	4f7d2aeb4cc0b1b4aea8c272eb874f9bdeb5155fda2f4342472fe0620c65afc4	341908	42	42	0		complete:coe_census_el-salvador-2011.html
coe-bop-coecensusel-salvador-2012	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2012:2012	coe_bop	287	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2012/	https://allianceforcoffeeexcellence.org/el-salvador-2012/	200	91ef882efa72a6f1fc0271d7fbe0aec390375e35030658e76fe04aa5d4126a03	326686	28	28	0		complete:coe_census_el-salvador-2012.html
coe-bop-coecensusel-salvador-2013	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2013:2013	coe_bop	288	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2013/	https://allianceforcoffeeexcellence.org/el-salvador-2013/	200	399db491cc787baa2124b3be898e5d56c9965cc0192d24d1fb6b4a283774b0dd	324912	26	26	0		complete:coe_census_el-salvador-2013.html
coe-bop-coecensusel-salvador-2014	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2014:2014	coe_bop	289	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2014/	https://allianceforcoffeeexcellence.org/el-salvador-2014/	200	596fb3034035e85e1618963d6058a115772abdf140ab505c4262f8d4a1697c8a	334178	33	33	0		complete:coe_census_el-salvador-2014.html
coe-bop-coecensusel-salvador-2015	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2015:2015	coe_bop	290	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2015/	https://allianceforcoffeeexcellence.org/el-salvador-2015/	200	4800a26589c7166728ef59eb1e73e140ef9688ba4a14ea8400316b7f2f299192	279109	27	27	0		complete:coe_census_el-salvador-2015.html
coe-bop-coecensusel-salvador-2017	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2017:2017	coe_bop	291	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2017/	https://allianceforcoffeeexcellence.org/el-salvador-2017/	200	717f6dc970bd72f9ca65e9516efcb97d4678be95cc0b9f43da8b9cfba1a37c23	327673	26	26	0		complete:coe_census_el-salvador-2017.html
coe-bop-coecensusel-salvador-2018	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2018:2018	coe_bop	292	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2018/	https://allianceforcoffeeexcellence.org/el-salvador-2018/	200	b07ff3ac9fdf23a9b1975a1da557a2e125014c2e1442b8e26c1dc198cb9aef88	454369	42	42	0		complete:coe_census_el-salvador-2018.html
coe-bop-coecensusel-salvador-2019	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2019:2019	coe_bop	293	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2019/	https://allianceforcoffeeexcellence.org/el-salvador-2019/	200	784a65a759ddf9e572021738341245ba0d7e43f689928274d7e0e0ac38d4d319	412489	27	27	0		complete:coe_census_el-salvador-2019.html
coe-bop-coecensusel-salvador-2020	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2020:2020	coe_bop	294	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2020/	https://allianceforcoffeeexcellence.org/el-salvador-2020/	200	8c3e57b7346ef9eb57f51d0759fd616c216a404e399f17496fcc68a3beb61678	355557	23	23	0		complete:coe_census_el-salvador-2020.html
coe-bop-coecensusel-salvador-2021	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2021:2021	coe_bop	295	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2021/	https://allianceforcoffeeexcellence.org/el-salvador-2021/	200	15a905d9a3bacc10bd3110b59616f1a7e0bc6b4f7d3e2bbece83233ddf77d0be	450900	27	27	0		complete:coe_census_el-salvador-2021.html
coe-bop-coecensusel-salvador-2022	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2022:2022	coe_bop	296	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2022/	https://allianceforcoffeeexcellence.org/el-salvador-2022/	200	960d73e1be5fff0c92da5b2c6f4ae1bc6c5eb68183298c18fea0bb1086430685	443571	30	30	0		complete:coe_census_el-salvador-2022.html
coe-bop-coecensusel-salvador-2023	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2023:2023	coe_bop	297	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2023/	https://allianceforcoffeeexcellence.org/el-salvador-2023/	200	3ec779d8ba2bed5c03983f5ef6757b9c47f07019d4d1fff9c69091e86607685b	450890	33	33	0		complete:coe_census_el-salvador-2023.html
coe-bop-coecensusel-salvador-2024	edition:coe:allianceforcoffeeexcellence_org_el_salvador_2024:2024	coe_bop	298	2026-08-28T01:53:00Z	PUBLIC_OFFICIAL_HTTP_GET	COMPLETED	https://allianceforcoffeeexcellence.org/el-salvador-2024/	https://allianceforcoffeeexcellence.org/el-salvador-2024/	200	90beb7e94dfac95c4b88c297473dc5608d9ce81eb8c39b5186089973e64867bd	418894	8	8	0		complete:coe_census_el-salvador-2024.html
